good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Ayrıca ruhsatsız olduğu tespit edilen işletme mühürlendi ve kapatıldı.;Ayrıca ruhsatsız olduğu tespit edilen işletme mühürlen ve kapatıldı.;mühürlendi;mühürlen;kapatıldı;suspended_affixation
Sonra hafta sonu pikniğe gittik ve mangal yaktık.;Sonra hafta sonu pikniğe git ve mangal yaktık.;gittik;git;yaktık;suspended_affixation
İki yemek sipariş ettim ve gelmesini bekledim.;İki yemek sipariş et ve gelmesini bekledim.;ettim;et;bekledim;suspended_affixation
Akşam kızlarla partiye gittik ve çok eğlendik.;Akşam kızlarla partiye git ve çok eğlendik.;gittik;git;eğlendik;suspended_affixation
Sonra bahçeyi temizledim ve çiçek ektim.;Sonra bahçeyi temizle ve çiçek ektim.;temizledim;temizle;ektim;suspended_affixation
Mehmet öznur ablasının nişan töreni için giyindi ve süslendi.;Mehmet öznur ablasının nişan töreni için giyin ve süslendi.;giyindi;giyin;süslendi;suspended_affixation
Bugün annemle pazara çıktık ve meyve aldık.;Bugün annemle pazara çık ve meyve aldık.;çıktık;çık;aldık;suspended_affixation
Ayrıca festivale yüksek katılım sağlandı ve yoğun ilgi gösterildi.;Ayrıca festivale yüksek katılım sağlan ve yoğun ilgi gösterildi.;sağlandı;sağlan;gösterildi;suspended_affixation
Ve raporu inceledim ve onayladım.;Ve raporu incele ve onayladım.;inceledim;incele;onayladım;suspended_affixation
Hemen kapıyı açtım ve misafirleri karşıladım.;Hemen kapıyı aç ve misafirleri karşıladım.;açtım;aç;karşıladım;suspended_affixation
Artık arabayı park ettim ve alışveriş merkezine girdim.;Artık arabayı park et ve alışveriş merkezine girdim.;ettim;et;girdim;suspended_affixation
Bir kazağı ördü ve sevgilisine hediye etti.;Bir kazağı ör ve sevgilisine hediye etti.;ördü;ör;etti;suspended_affixation
Ömer yeni bir iş buldu ve para kazanmaya başladı.;Ömer yeni bir iş bul ve para kazanmaya başladı.;buldu;bul;başladı;suspended_affixation
Küçük bebeği sevdim ve kucağıma aldım.;Küçük bebeği sev ve kucağıma aldım.;sevdim;sev;aldım;suspended_affixation
Çocuklar yatak örtüsünü değiştirdiler ve yatağı topladılar.;Çocuklar yatak örtüsünü değiştir ve yatağı topladılar.;değiştirdiler;değiştir;topladılar;suspended_affixation
Sonra uçağa bindiler ve memlekete gittiler.;Sonra uçağa bin ve memlekete gittiler.;bindiler;bin;gittiler;suspended_affixation
Toplantıya katıldım ve fikirlerimi paylaştım.;Toplantıya katıl ve fikirlerimi paylaştım.;katıldım;katıl;paylaştım;suspended_affixation
Yemek sipariş ettim ve gelmesini bekledim.;Yemek sipariş et ve gelmesini bekledim.;ettim;et;bekledim;suspended_affixation
Şimdi köpeğimi taradım ve tüylerini topladım.;Şimdi köpeğimi tara ve tüylerini topladım.;taradım;tara;topladım;suspended_affixation
Bütün kıyafetleri katladım ve dolaba koydum.;Bütün kıyafetleri katla ve dolaba koydum.;katladım;katla;koydum;suspended_affixation
Sonra kuşuma yem verdim ve suyunu tazeledim.;Sonra kuşuma yem ver ve suyunu tazeledim.;verdim;ver;tazeledim;suspended_affixation
Çay kahvemi içtim ve gazeteyi okudum.;Çay kahvemi iç ve gazeteyi okudum.;içtim;iç;okudum;suspended_affixation
Ardından kıyafetleri katladım ve çekmeceye koydum.;Ardından kıyafetleri katla ve çekmeceye koydum.;katladım;katla;koydum;suspended_affixation
Küçük bitkileri suladım ve dallarını budadım.;Küçük bitkileri sula ve dallarını budadım.;suladım;sula;budadım;suspended_affixation
Artık yeni bir işe başladı ve hemen uyum sağladı.;Artık yeni bir işe başla ve hemen uyum sağladı.;başladı;başla;sağladı;suspended_affixation
Bir maçı izledik ve sonucu tartıştık.;Bir maçı izle ve sonucu tartıştık.;izledik;izle;tartıştık;suspended_affixation
2 yemek sipariş ettim ve kapıda ödedim.;2 yemek sipariş et ve kapıda ödedim.;ettim;et;ödettim;suspended_affixation
Ve gelen mesajları kontrol etti ve cevapladı.;Ve gelen mesajları kontrol et ve cevapladı.;etti;et;cevapladı;suspended_affixation
Arkadaşlar uçağa bindiler ve memlekete gittiler.;Arkadaşlar uçağa bin ve memlekete gittiler.;bindiler;bin;gittiler;suspended_affixation
Bugün projeyi tamamladık ve sunuma hazırladık.;Bugün projeyi tamamla ve sunuma hazırladık.;tamamladık;tamamla;hazırladık;suspended_affixation
Ben ödevlerimi bitirdim ve oyun oynamaya başladım.;Ben ödevlerimi bitir ve oyun oynamaya başladım.;bitirdim;bitir;başladım;suspended_affixation
Önce kıyafetleri ütüledim ve dolaba astım.;Önce kıyafetleri ütüle ve dolaba astım.;ütüledim;ütüle;astım;suspended_affixation
Önce arabayı yıkadım ve cilaladım.;Önce arabayı yıka ve cilaladım.;yıkadım;yıka;cilaladım;suspended_affixation
Sonra şarkı söyledim ve dans ettim.;Sonra şarkı söyle ve dans ettim.;söyledim;söyle;ettim;suspended_affixation
Dün sabah erken kalktım ve koşuya çıktım.;Dün sabah erken kalk ve koşuya çıktım.;kalktım;kalk;çıktım;suspended_affixation
Ardından yatak örtüsünü değiştirdiler ve yatağı topladılar.;Ardından yatak örtüsünü değiştir ve yatağı topladılar.;değiştirdiler;değiştir;topladılar;suspended_affixation
Ardından kıyafetleri katladım ve bavula yerleştirdim.;Ardından kıyafetleri katla ve bavula yerleştirdim.;katladım;katla;yerleştirdim;suspended_affixation
Şarkı söyledim ve dans ettim.;Şarkı söyle ve dans ettim.;söyledim;söyle;ettim;suspended_affixation
Çok çok çalıştım ve sınavı geçtim.;Çok çok çalış ve sınavı geçtim.;çalıştım;çalış;geçtim;suspended_affixation
O yeni bir iş buldu ve para kazanmaya başladı.;O yeni bir iş bul ve para kazanmaya başladı.;buldu;bul;başladı;suspended_affixation
Köpeğimi taradım ve tüylerini topladım.;Köpeğimi tara ve tüylerini topladım.;taradım;tara;topladım;suspended_affixation
Ayrıca dün pazara uğradım ve bir sürü sebze aldım.;Ayrıca dün pazara uğra ve bir sürü sebze aldım.;uğradım;uğra;aldım;suspended_affixation
Bir konsere gittim ve çok eğlendim.;Bir konsere git ve çok eğlendim.;gittim;git;eğlendim;suspended_affixation
Ardından uçağa bindiler ve memlekete gittiler.;Ardından uçağa bin ve memlekete gittiler.;bindiler;bin;gittiler;suspended_affixation
Bugün konsere gittim ve dans ettim.;Bugün konsere git ve dans ettim.;gittim;git;ettim;suspended_affixation
5 kediyi veterinere götürdüler ve aşı yaptırdılar.;5 kediyi veterinere götür ve aşı yaptırdılar.;götürdüler;götür;yaptırdılar;suspended_affixation
İki kuşuma yem verdim ve suyunu tazeledim.;İki kuşuma yem ver ve suyunu tazeledim.;verdim;ver;tazeledim;suspended_affixation
İki yeni şarkı besteledim ve kaydettim.;İki yeni şarkı beste ve kaydettim.;besteledim;beste;kaydettim;suspended_affixation
Akşam spor yaptım ve duş aldım.;Akşam spor yap ve duş aldım.;yaptım;yap;aldım;suspended_affixation
Tüm kıyafetleri katladım ve bavula yerleştirdim.;Tüm kıyafetleri katla ve bavula yerleştirdim.;katladım;katla;yerleştirdim;suspended_affixation
Öncelikle arabanın lastiklerini değiştirdim ve balans ayarı yaptırdım.;Öncelikle arabanın lastiklerini değiştir ve balans ayarı yaptırdım.;değiştirdim;değiştir;yaptırdım;suspended_affixation
Sonra öznur ablasının nişan töreni için giyindi ve süslendi.;Sonra öznur ablasının nişan töreni için giyin ve süslendi.;giyindi;giyin;süslendi;suspended_affixation
Hemen yeni bir iş buldu ve para kazanmaya başladı.;Hemen yeni bir iş bul ve para kazanmaya başladı.;buldu;bul;başladı;suspended_affixation
Tam trafikte sıkıştım ve geç kaldım.;Tam trafikte sıkış ve geç kaldım.;sıkıştım;sıkış;kaldım;suspended_affixation
Sonra kıyafetleri ütüledi ve oğluna verdi.;Sonra kıyafetleri ütüle ve oğluna verdi.;ütüledi;ütüle;verdi;suspended_affixation
Çok yorgun olduğum için yattım ve erkenden uyudum.;Çok yorgun olduğum için yat ve erkenden uyudum.;yattım;yat;uyudum;suspended_affixation
Ben çiçekleri suladım ve toprağını değiştirdim.;Ben çiçekleri sula ve toprağını değiştirdim.;suladım;sula;değiştirdim;suspended_affixation
Biz projeyi tamamladık ve sunuma hazırladık.;Biz projeyi tamamla ve sunuma hazırladık.;tamamladık;tamamla;hazırladık;suspended_affixation
Yine köpeğimi taradım ve tüylerini topladım.;Yine köpeğimi tara ve tüylerini topladım.;taradım;tara;topladım;suspended_affixation
Sonra bahçeyi temizledim ve çiçek ektim.;Sonra bahçeyi temizle ve çiçek ektim.;temizledim;temizle;ektim;suspended_affixation
Burada arkadaşlarımla buluştuk ve sinemaya gittik.;Burada arkadaşlarımla buluş ve sinemaya gittik.;buluştuk;buluş;gittik;suspended_affixation
Tüm çiçekleri suladım ve toprağını değiştirdim.;Tüm çiçekleri sula ve toprağını değiştirdim.;suladım;sula;değiştirdim;suspended_affixation
Yine kedimi veterinere götürdüm ve aşı yaptırdım.;Yine kedimi veterinere götür ve aşı yaptırdım.;götürdüm;götür;yaptırdım;suspended_affixation
Eve kahvaltı hazırladı ve ailesiyle zaman geçirdi.;Eve kahvaltı hazırla ve ailesiyle zaman geçirdi.;hazırladı;hazırla;geçirdi;suspended_affixation
Kedimi veterinere götürdüm ve muayene ettirdim.;Kedimi veterinere götür ve muayene ettirdim.;götürdüm;götür;ettirdim;suspended_affixation
Çocuklara masal okudum ve uyuttum.;Çocuklara masal oku ve uyuttum.;okudum;oku;uyuttum;suspended_affixation
3. projeyi tamamladın ve sunumu hazırladın.;3. projeyi tamamla ve sunumu hazırladın.;tamamladın;tamamla;hazırladın;suspended_affixation
Akşam yemek sipariş ettim ve gelmesini bekledim.;Akşam yemek sipariş et ve gelmesini bekledim.;ettim;et;bekledim;suspended_affixation
Raporu inceledim ve onayladım.;Raporu incele ve onayladım.;inceledim;incele;onayladım;suspended_affixation
Daha yorgun olduğum için yattım ve erkenden uyudum.;Daha yorgun olduğum için yat ve erkenden uyudum.;yattım;yat;uyudum;suspended_affixation
Burada yemek yaptılar ve misafirleri ağırladılar.;Burada yemek yap ve misafirleri ağırladılar.;yaptılar;yap;ağırladılar;suspended_affixation
Ayrıca menüye yeni bir tarif koyuldu ve çok beğenildi.;Ayrıca menüye yeni bir tarif koyul ve çok beğenildi.;koyuldu;koyul;beğenildi;suspended_affixation
Bir yeni şarkı besteledim ve kaydettim.;Bir yeni şarkı beste ve kaydettim.;besteledim;beste;kaydettim;suspended_affixation
Bir kurabiye pişirdim ve komşulara dağıttım.;Bir kurabiye pişir ve komşulara dağıttım.;pişirdim;pişir;dağıttım;suspended_affixation
Ben köpeğimi taradım ve tüylerini topladım.;Ben köpeğimi tara ve tüylerini topladım.;taradım;tara;topladım;suspended_affixation
Ona gelen mesajları kontrol etti ve cevapladı.;Ona gelen mesajları kontrol et ve cevapladı.;etti;et;cevapladı;suspended_affixation
Bugün maçı izledik ve sonucu tartıştık.;Bugün maçı izle ve sonucu tartıştık.;izledik;izle;tartıştık;suspended_affixation
Genç yarışa katıldı ve iyi bir derece aldı.;Genç yarışa katıl ve iyi bir derece aldı.;katıldı;katıl;aldı;suspended_affixation
Sonra yeni bir iş buldu ve para kazanmaya başladı.;Sonra yeni bir iş bul ve para kazanmaya başladı.;buldu;bul;başladı;suspended_affixation
Burada almanca çalıştım ve arkadaşlarımla pratik yaptım.;Burada almanca çalış ve arkadaşlarımla pratik yaptım.;çalıştım;çalış;yaptım;suspended_affixation
Önce yüzme havuzuna girdim ve yüzdüm.;Önce yüzme havuzuna gir ve yüzdüm.;girdim;gir;yüzdüm;suspended_affixation
Yarışmada birinci oldu ve ödül aldı.;Yarışmada birinci ol ve ödül aldı.;oldu;ol;aldı;suspended_affixation
Adam kırmızı ışıkta durdu ve bekledi.;Adam kırmızı ışıkta dur ve bekledi.;durdu;dur;bekledi;suspended_affixation
Sonra çok çalıştım ve sınavı geçtim.;Sonra çok çalış ve sınavı geçtim.;çalıştım;çalış;geçtim;suspended_affixation
Küçük kardeşimle kavga ettik ve sonra barıştık.;Küçük kardeşimle kavga et ve sonra barıştık.;ettik;et;barıştık;suspended_affixation
Önce kapıyı açtım ve misafirleri karşıladım.;Önce kapıyı aç ve misafirleri karşıladım.;açtım;aç;karşıladım;suspended_affixation
Bir kek pişirdim ve üstünü süsledim.;Bir kek pişir ve üstünü süsledim.;pişirdim;pişir;süsledim;suspended_affixation
Kız kardeşimle kavga ettik ve sonra barıştık.;Kız kardeşimle kavga et ve sonra barıştık.;ettik;et;barıştık;suspended_affixation
Bir konser bileti aldım ve arkadaşıma haber verdim.;Bir konser bileti al ve arkadaşıma haber verdim.;aldım;al;verdim;suspended_affixation
Eski kıyafetleri katladım ve bavula yerleştirdim.;Eski kıyafetleri katla ve bavula yerleştirdim.;katladım;katla;yerleştirdim;suspended_affixation
İlk bebeği sevdim ve kucağıma aldım.;İlk bebeği sev ve kucağıma aldım.;sevdim;sev;aldım;suspended_affixation
Rahat müzik dinledim ve rahatladım.;Rahat müzik dinle ve rahatladım.;dinledim;dinle;rahatladım;suspended_affixation
Mercedes kaza yaptı ve polisi aradı.;Mercedes kaza yap ve polisi aradı.;yaptı;yap;aradı;suspended_affixation
Sonra yemeği ısıttım ve yedim.;Sonra yemeği ısıt ve yedim.;ısıttım;ısıt;yedim;suspended_affixation
1 yemek sipariş ettim ve kapıda ödedim.;1 yemek sipariş et ve kapıda ödedim.;ettim;et;ödettim;suspended_affixation
Önce spor salonuna kaydoldu ve düzenli gitmeye başladı.;Önce spor salonuna kaydol ve düzenli gitmeye başladı.;kaydoldu;kaydol;başladı;suspended_affixation
Önce ders notlarını temize çektim ve gruba attım.;Önce ders notlarını temize çek ve gruba attım.;çektim;çek;attım;suspended_affixation
Ardından şarkı söyledim ve dans ettim.;Ardından şarkı söyle ve dans ettim.;söyledim;söyle;ettim;suspended_affixation
Merhaba yeni tarifi denedim ve çok beğendim.;Merhaba yeni tarifi dene ve çok beğendim.;denedim;dene;beğendim;suspended_affixation
Erkek kardeşimle kavga ettik ve sonra barıştık.;Erkek kardeşimle kavga et ve sonra barıştık.;ettik;et;barıştık;suspended_affixation
Sonra trafikte sıkıştım ve geç kaldım.;Sonra trafikte sıkış ve geç kaldım.;sıkıştım;sıkış;kaldım;suspended_affixation
Bu kediyi veterinere götürdüler ve aşı yaptırdılar.;Bu kediyi veterinere götür ve aşı yaptırdılar.;götürdüler;götür;yaptırdılar;suspended_affixation
Kendi kedimi veterinere götürdüm ve aşı yaptırdım.;Kendi kedimi veterinere götür ve aşı yaptırdım.;götürdüm;götür;yaptırdım;suspended_affixation
Önce kardeşimle kavga ettik ve sonra barıştık.;Önce kardeşimle kavga et ve sonra barıştık.;ettik;et;barıştık;suspended_affixation
Arkadaşlar yemek yaptılar ve misafirleri ağırladılar.;Arkadaşlar yemek yap ve misafirleri ağırladılar.;yaptılar;yap;ağırladılar;suspended_affixation
Bu hafta sonu pikniğe gittik ve mangal yaktık.;Bu hafta sonu pikniğe git ve mangal yaktık.;gittik;git;yaktık;suspended_affixation
Cumartesi sabah erken kalktım ve koşuya çıktım.;Cumartesi sabah erken kalk ve koşuya çıktım.;kalktım;kalk;çıktım;suspended_affixation
Öncelikle arabayı park ettim ve alışveriş merkezine girdim.;Öncelikle arabayı park et ve alışveriş merkezine girdim.;ettim;et;girdim;suspended_affixation
Yapılan festivale yüksek katılım sağlandı ve yoğun ilgi gösterildi.;Yapılan festivale yüksek katılım sağlan ve yoğun ilgi gösterildi.;sağlandı;sağlan;gösterildi;suspended_affixation
Önce köpeğimi taradım ve tüylerini topladım.;Önce köpeğimi tara ve tüylerini topladım.;taradım;tara;topladım;suspended_affixation
Her hafta sonu pikniğe gittik ve mangal yaktık.;Her hafta sonu pikniğe git ve mangal yaktık.;gittik;git;yaktık;suspended_affixation
Bu konsere bilet aldım ve arkadaşımla gittim.;Bu konsere bilet al ve arkadaşımla gittim.;aldım;al;gittim;suspended_affixation
Arkadaşlarımla buluştuk ve sinemaya gittik.;Arkadaşlarımla buluş ve sinemaya gittik.;buluştuk;buluş;gittik;suspended_affixation
Konsere gittim ve şarkılara eşlik ettim.;Konsere git ve şarkılara eşlik ettim.;gittim;git;ettim;suspended_affixation
Bugün konser biletlerini ayırttım ve arkadaşlarıma haber verdim.;Bugün konser biletlerini ayırt ve arkadaşlarıma haber verdim.;ayırttım;ayırt;verdim;suspended_affixation
Biz bisiklete bindik ve parkta tur attık.;Biz bisiklete bin ve parkta tur attık.;bindik;bin;attık;suspended_affixation
Sonra spor salonuna kaydoldu ve düzenli gitmeye başladı.;Sonra spor salonuna kaydol ve düzenli gitmeye başladı.;kaydoldu;kaydol;başladı;suspended_affixation
Onlar stüdyoda şarkıyı kaydettiler ve sosyal medyada paylaştılar.;Onlar stüdyoda şarkıyı kaydet ve sosyal medyada paylaştılar.;kaydettiler;kaydet;paylaştılar;suspended_affixation
Siyah kıyafetleri katladım ve dolaba koydum.;Siyah kıyafetleri katla ve dolaba koydum.;katladım;katla;koydum;suspended_affixation
Çok yorgun olduğum için yattım ve erkenden uyudum.;Çok yorgun olduğum için yat ve erkenden uyudum.;yattım;yat;uyudum;suspended_affixation
Bütün bulaşıkları yıkadım ve makineye yerleştirdim.;Bütün bulaşıkları yıka ve makineye yerleştirdim.;yıkadım;yıka;yerleştirdim;suspended_affixation
Her sabah erken kalktım ve koşuya çıktım.;Her sabah erken kalk ve koşuya çıktım.;kalktım;kalk;çıktım;suspended_affixation
Dün kedimi veterinere götürdüm ve muayene ettirdim.;Dün kedimi veterinere götür ve muayene ettirdim.;götürdüm;götür;ettirdim;suspended_affixation
Baba kıyafetleri ütüledi ve oğluna verdi.;Baba kıyafetleri ütüle ve oğluna verdi.;ütüledi;ütüle;verdi;suspended_affixation
Önce kuşuma yem verdim ve suyunu tazeledim.;Önce kuşuma yem ver ve suyunu tazeledim.;verdim;ver;tazeledim;suspended_affixation
Küçük çocuklara masal okudum ve uyuttum.;Küçük çocuklara masal oku ve uyuttum.;okudum;oku;uyuttum;suspended_affixation
Yine trafikte sıkıştım ve geç kaldım.;Yine trafikte sıkış ve geç kaldım.;sıkıştım;sıkış;kaldım;suspended_affixation
Bir yürüyüş yaptık ve güzelce terledik.;Bir yürüyüş yap ve güzelce terledik.;yaptık;yap;terledik;suspended_affixation
Akşam yemeği ısıttım ve yedim.;Akşam yemeği ısıt ve yedim.;ısıttım;ısıt;yedim;suspended_affixation
Önce kitapları düzenlediler ve raflara yerleştirdiler.;Önce kitapları düzenle ve raflara yerleştirdiler.;düzenlediler;düzenle;yerleştirdiler;suspended_affixation
Sonra yatak örtüsünü değiştirdiler ve yatağı topladılar.;Sonra yatak örtüsünü değiştir ve yatağı topladılar.;değiştirdiler;değiştir;topladılar;suspended_affixation
Genç yarışmada birinci oldu ve ödül aldı.;Genç yarışmada birinci ol ve ödül aldı.;oldu;ol;aldı;suspended_affixation
Ve öznur ablasının nişan töreni için giyindi ve süslendi.;Ve öznur ablasının nişan töreni için giyin ve süslendi.;giyindi;giyin;süslendi;suspended_affixation
Ben yemek sipariş ettim ve gelmesini bekledim.;Ben yemek sipariş et ve gelmesini bekledim.;ettim;et;bekledim;suspended_affixation
Adam yürüyüşe çıktı ve manzarayı izledi.;Adam yürüyüşe çık ve manzarayı izledi.;çıktı;çık;izledi;suspended_affixation
Yine yürüyüş yaptık ve güzelce terledik.;Yine yürüyüş yap ve güzelce terledik.;yaptık;yap;terledik;suspended_affixation
Sonra arkadaşlarımla buluştuk ve sinemaya gittik.;Sonra arkadaşlarımla buluş ve sinemaya gittik.;buluştuk;buluş;gittik;suspended_affixation
Dün kedimi veterinere götürdüm ve aşı yaptırdım.;Dün kedimi veterinere götür ve aşı yaptırdım.;götürdüm;götür;yaptırdım;suspended_affixation
Sonra bisiklete bindik ve parkta tur attık.;Sonra bisiklete bin ve parkta tur attık.;bindik;bin;attık;suspended_affixation
Ve mobilyaları monte ettik ve yerine yerleştirdik.;Ve mobilyaları monte et ve yerine yerleştirdik.;ettik;et;yerleştirdik;suspended_affixation
Tüm festivale yüksek katılım sağlandı ve yoğun ilgi gösterildi.;Tüm festivale yüksek katılım sağlan ve yoğun ilgi gösterildi.;sağlandı;sağlan;gösterildi;suspended_affixation
Arkadaşlar toplantıya katıldım ve fikirlerimi paylaştım.;Arkadaşlar toplantıya katıl ve fikirlerimi paylaştım.;katıldım;katıl;paylaştım;suspended_affixation
Bugün arabanın lastiklerini değiştirdim ve balans ayarı yaptırdım.;Bugün arabanın lastiklerini değiştir ve balans ayarı yaptırdım.;değiştirdim;değiştir;yaptırdım;suspended_affixation
Artık menüye yeni bir tarif koyuldu ve çok beğenildi.;Artık menüye yeni bir tarif koyul ve çok beğenildi.;koyuldu;koyul;beğenildi;suspended_affixation
Küçük kazağı ördü ve sevgilisine hediye etti.;Küçük kazağı ör ve sevgilisine hediye etti.;ördü;ör;etti;suspended_affixation
Ardından kıyafetleri katladım ve dolaba koydum.;Ardından kıyafetleri katla ve dolaba koydum.;katladım;katla;koydum;suspended_affixation
Yakın arkadaşlarımla buluştuk ve sinemaya gittik.;Yakın arkadaşlarımla buluş ve sinemaya gittik.;buluştuk;buluş;gittik;suspended_affixation
Ardından yeni takvimi astım ve önemli tarihleri işaretledim.;Ardından yeni takvimi as ve önemli tarihleri işaretledim.;astım;as;işaretledim;suspended_affixation
İlk köpeği gezdirdim ve sonra eve getirdim.;İlk köpeği gezdir ve sonra eve getirdim.;gezdirdim;gezdir;getirdim;suspended_affixation
Konsere bilet aldım ve arkadaşımla gittim.;Konsere bilet al ve arkadaşımla gittim.;aldım;al;gittim;suspended_affixation
Akşam bisiklete bindik ve parkta tur attık.;Akşam bisiklete bin ve parkta tur attık.;bindik;bin;attık;suspended_affixation
Sonra kıyafetleri ütüledim ve dolaba astım.;Sonra kıyafetleri ütüle ve dolaba astım.;ütüledim;ütüle;astım;suspended_affixation
Ve trafikte sıkıştım ve geç kaldım.;Ve trafikte sıkış ve geç kaldım.;sıkıştım;sıkış;kaldım;suspended_affixation
Projeyi tamamladın ve sunumu hazırladın.;Projeyi tamamla ve sunumu hazırladın.;tamamladın;tamamla;hazırladın;suspended_affixation
Ardından kıyafetleri ütüledim ve dolaba astım.;Ardından kıyafetleri ütüle ve dolaba astım.;ütüledim;ütüle;astım;suspended_affixation
Önce telefonu şarja koydum ve biraz dolunca açtım.;Önce telefonu şarja koy ve biraz dolunca açtım.;koydum;koy;açtım;suspended_affixation
Dün konsere gittim ve dans ettim.;Dün konsere git ve dans ettim.;gittim;git;ettim;suspended_affixation
Sonra yorgun olduğum için yattım ve erkenden uyudum.;Sonra yorgun olduğum için yat ve erkenden uyudum.;yattım;yat;uyudum;suspended_affixation
Sonra kaza yaptım ve hastaneye gittim.;Sonra kaza yap ve hastaneye gittim.;yaptım;yap;gittim;suspended_affixation
Ardından bisiklete bindik ve parkta tur attık.;Ardından bisiklete bin ve parkta tur attık.;bindik;bin;attık;suspended_affixation
4 yeni şarkı besteledim ve kaydettim.;4 yeni şarkı beste ve kaydettim.;besteledim;beste;kaydettim;suspended_affixation
Sonra ruhsatsız olduğu tespit edilen işletme mühürlendi ve kapatıldı.;Sonra ruhsatsız olduğu tespit edilen işletme mühürlen ve kapatıldı.;mühürlendi;mühürlen;kapatıldı;suspended_affixation
Ama çok çalıştım ve sınavı geçtim.;Ama çok çalış ve sınavı geçtim.;çalıştım;çalış;geçtim;suspended_affixation
Hemen spor salonuna kaydoldu ve düzenli gitmeye başladı.;Hemen spor salonuna kaydol ve düzenli gitmeye başladı.;kaydoldu;kaydol;başladı;suspended_affixation
Önce kurabiyeleri pişirdim ve soğumaya bıraktım.;Önce kurabiyeleri pişir ve soğumaya bıraktım.;pişirdim;pişir;bıraktım;suspended_affixation
En yeni tarifi denedim ve çok beğendim.;En yeni tarifi dene ve çok beğendim.;denedim;dene;beğendim;suspended_affixation
O konsere gittim ve dans ettim.;O konsere git ve dans ettim.;gittim;git;ettim;suspended_affixation
Kedimi veterinere götürdüm ve aşı yaptırdım.;Kedimi veterinere götür ve aşı yaptırdım.;götürdüm;götür;yaptırdım;suspended_affixation
Güzel yürüyüş yaptık ve güzelce terledik.;Güzel yürüyüş yap ve güzelce terledik.;yaptık;yap;terledik;suspended_affixation
Onlar uçağa bindiler ve memlekete gittiler.;Onlar uçağa bin ve memlekete gittiler.;bindiler;bin;gittiler;suspended_affixation
Sonra kıyafetleri yıkadım ve kuruttum.;Sonra kıyafetleri yıka ve kuruttum.;yıkadım;yıka;kuruttum;suspended_affixation
Sonra projeyi tamamladın ve sunumu hazırladın.;Sonra projeyi tamamla ve sunumu hazırladın.;tamamladın;tamamla;hazırladın;suspended_affixation
Yine yatak örtüsünü değiştirdiler ve yatağı topladılar.;Yine yatak örtüsünü değiştir ve yatağı topladılar.;değiştirdiler;değiştir;topladılar;suspended_affixation
Önce kırmızı ışıkta durdu ve bekledi.;Önce kırmızı ışıkta dur ve bekledi.;durdu;dur;bekledi;suspended_affixation
Akşam akşam kızlarla partiye gittik ve çok eğlendik.;Akşam akşam kızlarla partiye git ve çok eğlendik.;gittik;git;eğlendik;suspended_affixation
Ben yeni aldığım elbiseyi denedim ve çok beğendim.;Ben yeni aldığım elbiseyi dene ve çok beğendim.;denedim;dene;beğendim;suspended_affixation
Arkadaşlar dün pazara uğradım ve bir sürü sebze aldım.;Arkadaşlar dün pazara uğra ve bir sürü sebze aldım.;uğradım;uğra;aldım;suspended_affixation
Yine raftaki kitaplara göz attım ve beğendiğimi aldım.;Yine raftaki kitaplara göz at ve beğendiğimi aldım.;attım;at;aldım;suspended_affixation
Hemen konsere gittim ve şarkılara eşlik ettim.;Hemen konsere git ve şarkılara eşlik ettim.;gittim;git;ettim;suspended_affixation
Dün akşam kızlarla partiye gittik ve çok eğlendik.;Dün akşam kızlarla partiye git ve çok eğlendik.;gittik;git;eğlendik;suspended_affixation
Kendi kedimi sevdim ve mamasını verdim.;Kendi kedimi sev ve mamasını verdim.;sevdim;sev;verdim;suspended_affixation
Ben kurabiye pişirdim ve komşulara dağıttım.;Ben kurabiye pişir ve komşulara dağıttım.;pişirdim;pişir;dağıttım;suspended_affixation
Yine yeni aldığım elbiseyi denedim ve çok beğendim.;Yine yeni aldığım elbiseyi dene ve çok beğendim.;denedim;dene;beğendim;suspended_affixation
Sonra kedimi veterinere götürdüm ve aşı yaptırdım.;Sonra kedimi veterinere götür ve aşı yaptırdım.;götürdüm;götür;yaptırdım;suspended_affixation
Onlar yatak örtüsünü değiştirdiler ve yatağı topladılar.;Onlar yatak örtüsünü değiştir ve yatağı topladılar.;değiştirdiler;değiştir;topladılar;suspended_affixation
Ben konsere gittim ve dans ettim.;Ben konsere git ve dans ettim.;gittim;git;ettim;suspended_affixation
Sonra kedimi veterinere götürdüm ve muayene ettirdim.;Sonra kedimi veterinere götür ve muayene ettirdim.;götürdüm;götür;ettirdim;suspended_affixation
Önce kedimi veterinere götürdüm ve aşı yaptırdım.;Önce kedimi veterinere götür ve aşı yaptırdım.;götürdüm;götür;yaptırdım;suspended_affixation
Bu kıyafetleri yıkadım ve kuruttum.;Bu kıyafetleri yıka ve kuruttum.;yıkadım;yıka;kuruttum;suspended_affixation
Sonra arabayı yıkadım ve içini temizledim.;Sonra arabayı yıka ve içini temizledim.;yıkadım;yıka;temizledim;suspended_affixation
Tüm kıyafetleri katladım ve dolaba koydum.;Tüm kıyafetleri katla ve dolaba koydum.;katladım;katla;koydum;suspended_affixation
Ben çocuklara masal okudum ve uyuttum.;Ben çocuklara masal oku ve uyuttum.;okudum;oku;uyuttum;suspended_affixation
