good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Bende bu yazarın romanlarını okudum.;Bende bu yazarın romanlarını hiç okudum.;∅;hiç;okudum;npi_licensing
Ardından kırmızı düğmeye bas.;Ardından kırmızı düğmeye sakın bas.;∅;sakın;bas;npi_licensing
Anne annem yurt dışına daha önce çıkmıştı.;Anne annem yurt dışına daha önce hiç çıkmıştı.;∅;hiç;çıkmıştı;npi_licensing
Yalnız sana neyin iyi geleceğini doktor bilir.;Yalnız sana neyin iyi geleceğini hiçbir doktor bilir.;∅;hiçbir;bilir;npi_licensing
Buradan ayrıl.;Buradan sakın ayrıl.;∅;sakın;ayrıl;npi_licensing
Ve birileri kapının zilini çaldı.;Ve kimse kapının zilini çaldı.;Birileri;Kimse;çaldı;npi_licensing
Son mezuniyet töreninde konuşma yaptım.;Son mezuniyet töreninde hiç konuşma yaptım.;∅;hiç;yaptım;npi_licensing
Erkek anneleri o çocukla görüşmelerine izin verir.;Erkek anneleri o çocukla görüşmelerine asla izin verir.;∅;asla;verir;npi_licensing
Burada bir öğrenci öğretmenler odasına gidip soru sordu.;Burada hiçbir öğrenci öğretmenler odasına gidip soru sordu.;Bir;Hiçbir;sordu;npi_licensing
Sen buradan ayrıl.;Sen buradan sakın ayrıl.;∅;sakın;ayrıl;npi_licensing
Yine onu partiye davet edebiliriz.;Yine onu partiye asla davet edebiliriz.;∅;asla;edebiliriz;npi_licensing
Hemen personal odasına girebilirsin.;Hemen personal odasına asla girebilirsin.;∅;asla;girebilirsin;npi_licensing
Son toplantıda biri itiraz etti.;Son toplantıda kimse itiraz etti.;biri;kimse;etti;npi_licensing
Sadece i̇htiyaç molası için şoför durdu.;Sadece i̇htiyaç molası için şoför hiç durdu.;∅;hiç;durdu;npi_licensing
Ama aslında çocukluğuma dair bir şey hatırlıyorum.;Ama aslında çocukluğuma dair hiçbir şey hatırlıyorum.;bir şey;hiçbir şey;hatırlıyorum;npi_licensing
Daha zor zamanlarda ona güven.;Daha zor zamanlarda ona sakın güven.;∅;sakın;güven;npi_licensing
Bir avukatla ilgili çıkan haberi yay.;Bir avukatla ilgili çıkan sakın yay.;∅;sakın;yay;npi_licensing
O toplantıda biri itiraz etti.;O toplantıda kimse itiraz etti.;biri;kimse;etti;npi_licensing
Ve bu sırrı ona söyleyebilirsin.;Ve bu sırrı ona asla söyleyebilirsin.;∅;asla;söyleyebilirsin;npi_licensing
Yüzüklerin Efendisi serisini okumuş.;Yüzüklerin Efendisi serisini hiç okumuş.;∅;hiç;okumuş;npi_licensing
Büyük acı içindeki adama hemşire baktı.;Büyük acı içindeki adama hiçbir hemşire baktı.;∅;hiçbir;baktı;npi_licensing
Birileri pencereden bakıyordu.;Kimse pencereden bakıyordu.;Birileri;Kimse;bakıyordu;npi_licensing
Evet seni dün biri aradı.;Evet seni dün hiç kimse aradı.;biri;hiç kimse;aradı;npi_licensing
Daha alt dönemden birine tavsiye verdim.;Daha alt dönemden hiç kimseye tavsiye verdim.;birine;hiç kimseye;verdim;npi_licensing
Annem yurt dışına daha önce çıkmıştı.;Annem yurt dışına daha önce hiç çıkmıştı.;∅;hiç;çıkmıştı;npi_licensing
Şimdi buradan ayrıl.;Şimdi buradan sakın ayrıl.;∅;sakın;ayrıl;npi_licensing
En alt dönemden birine tavsiye verdim.;En alt dönemden hiç kimseye tavsiye verdim.;birine;hiç kimseye;verdim;npi_licensing
Sonra müdüre olanları anlatınca problemi çözebildik.;Sonra müdüre olanları anlatınca problemi hiç çözebildik.;∅;hiç;çözdüm;npi_licensing
Yüksek müdür yıllık izni onayladı.;Yüksek müdür hiçbir yıllık izni onayladı.;∅;hiçbir;onayladı;npi_licensing
Hep bu yazarın romanlarını okudum.;Hep bu yazarın romanlarını hiç okudum.;∅;hiç;okudum;npi_licensing
Şimdi onunla konuşabilirsin.;Şimdi onunla asla konuşabilirsin.;∅;asla;konuşabilirsin;npi_licensing
Biri bahçeye top atmış.;Kimse bahçeye top atmış.;Biri;Kimse;atmış;npi_licensing
Arkadaşlar bu kitabı okudum.;Arkadaşlar bu kitabı hiç okudum.;∅;hiç;okudum;npi_licensing
Yine birileri pencereden bakıyordu.;Yine kimse pencereden bakıyordu.;Birileri;Kimse;bakıyordu;npi_licensing
Artık evden çıkmadan bir şey yiyebilirsin.;Artık evden çıkmadan hiçbir şey yiyebilirsin.;bir şey;hiçbir şey;yiyebilirsin;npi_licensing
Yeni birine önemli bir sırrımı verdim.;Yeni hiç kimseye önemli bir sırrımı verdim.;Birine;Hiç kimseye;verdim;npi_licensing
Bir sahil yolundan gidebilirsiniz.;Bir sahil yolundan asla gidebilirsiniz.;∅;asla;gidebilirsiniz;npi_licensing
Şimdi bu sırrı ona söyleyebilirsin.;Şimdi bu sırrı ona asla söyleyebilirsin.;∅;asla;söyleyebilirsin;npi_licensing
Daha bir şarkıcı konser çıkışında imza verdi.;Daha hiçbir şarkıcı konser çıkışında imza verdi.;Bir;Hiçbir;verdi;npi_licensing
Ve biri kapıyı çaldı.;Ve kimse kapıyı çaldı.;Biri;Kimse;çaldı;npi_licensing
Bugün daha önce bahsettiği söyleşiye katıldım.;Bugün daha önce bahsettiği hiçbir söyleşiye katıldım.;∅;hiçbir;katıldım;npi_licensing
Herkes bu ilacı kullanabilir.;Herkes bu ilacı asla kullanabilir.;∅;asla;kullanabilir;npi_licensing
Ben daha önce bahsettiği söyleşiye katıldım.;Ben daha önce bahsettiği hiçbir söyleşiye katıldım.;∅;hiçbir;katıldım;npi_licensing
Kadın tren istasyonunda polis gördü.;Kadın tren istasyonunda hiç polis gördü.;∅;hiç;gördü;npi_licensing
Yine annem bu yolu daha önce kullanmış.;Yine annem bu yolu daha önce hiç kullanmış.;∅;hiç;kullanmış;npi_licensing
Sonra bir öğrenci öğretmenler odasına gidip soru sordu.;Sonra hiçbir öğrenci öğretmenler odasına gidip soru sordu.;Bir;Hiçbir;sordu;npi_licensing
Her bir şarkıcı konser çıkışında imza verdi.;Her hiçbir şarkıcı konser çıkışında imza verdi.;Bir;Hiçbir;verdi;npi_licensing
Bu konuda düşünmüştüm.;Bu konuda hiç düşünmüştüm.;∅;hiç;düşünmüştüm;npi_licensing
Bir geç kalan otobüs yolcuyu bekliyor.;Bir geç kalan otobüs yolcuyu hiç bekliyor.;∅;hiç;bekliyor;npi_licensing
Kalabalığın önünde şarkı söyledim.;Kalabalığın önünde hiç şarkı söyledim.;∅;hiç;söyledim;npi_licensing
O kalabalığın önünde şarkı söyledim.;O kalabalığın önünde hiç şarkı söyledim.;∅;hiç;söyledim;npi_licensing
Yani evden çıkmadan bir şey yiyebilirsin.;Yani evden çıkmadan hiçbir şey yiyebilirsin.;bir şey;hiçbir şey;yiyebilirsin;npi_licensing
Sen bana anahtarları evde unuttuğunu söyle.;Sen bana sakın anahtarları evde unuttuğunu söyle.;∅;sakın;söyle;npi_licensing
İl müdür yıllık izni onayladı.;İl müdür hiçbir yıllık izni onayladı.;∅;hiçbir;onayladı;npi_licensing
İşte sana neyin iyi geleceğini doktor bilir.;İşte sana neyin iyi geleceğini hiçbir doktor bilir.;∅;hiçbir;bilir;npi_licensing
Bir doğum gününü kutlayabileceğimiz bir yer biliyorum.;Bir doğum gününü kutlayabileceğimiz hiçbir yer biliyorum.;bir;hiçbir;biliyorum;npi_licensing
Herkes ofisten çıkarken birini gördü.;Herkes ofisten çıkarken kimseyi gördü.;birini;kimseyi;gördü;npi_licensing
Başka biri kapıyı çaldı.;Başka kimse kapıyı çaldı.;Biri;Kimse;çaldı;npi_licensing
Evet aslında çocukluğuma dair bir şey hatırlıyorum.;Evet aslında çocukluğuma dair hiçbir şey hatırlıyorum.;bir şey;hiçbir şey;hatırlıyorum;npi_licensing
Ayrıca buraya gelebilirsin.;Ayrıca buraya asla gelebilirsin.;∅;asla;gelebilirsin;npi_licensing
Çünkü seni dün biri aradı.;Çünkü seni dün hiç kimse aradı.;biri;hiç kimse;aradı;npi_licensing
Beyaz yüzüklerin Efendisi serisini okumuş.;Beyaz yüzüklerin Efendisi serisini hiç okumuş.;∅;hiç;okumuş;npi_licensing
Yani annemin dolaba koyduğu şerbetten iç.;Yani annemin dolaba koyduğu şerbetten sakın iç.;∅;sakın;iç;npi_licensing
Benim bu konuda fikrim var.;Benim bu konuda hiç fikrim var.;∅;hiç;fikrim var;npi_licensing
Ve bu gece bir sanatçı performans sergiledi.;Ve bu gece hiçbir sanatçı performans sergiledi.;bir;hiçbir;sergiledi;npi_licensing
Sonra otobüste biri bagajını unutmuş.;Sonra otobüste kimse bagajını unutmuş.;biri;kimse;unutmuş;npi_licensing
Güncel şartları düşününce bu riski alabiliriz.;Güncel şartları düşününce bu riski asla alabiliriz.;∅;asla;alabiliriz;npi_licensing
Artık bu sırrı ona söyleyebilirsin.;Artık bu sırrı ona asla söyleyebilirsin.;∅;asla;söyleyebilirsin;npi_licensing
Ve fırındaki poğaçaları ye.;Ve fırındaki poğaçaları sakın ye.;∅;sakın;ye;npi_licensing
Onlar portekiz'de yaşarken yerel lezzetleri tatmışlar.;Onlar portekiz'de yaşarken yerel lezzetleri hiç tatmışlar.;∅;hiç;tatmışlar;npi_licensing
Evden çıkmadan bir şey yiyebilirsin.;Evden çıkmadan hiçbir şey yiyebilirsin.;bir şey;hiçbir şey;yiyebilirsin;npi_licensing
Ve o konuda anlaşabiliriz.;Ve o konuda asla anlaşabiliriz.;∅;asla;anlaşabiliriz;npi_licensing
Kadınlar portekiz'de yaşarken yerel lezzetleri tatmışlar.;Kadınlar portekiz'de yaşarken yerel lezzetleri hiç tatmışlar.;∅;hiç;tatmışlar;npi_licensing
Daha önce  bahsettiği söyleşiye katıldım.;Daha önce  bahsettiği hiçbir söyleşiye katıldım.;∅;hiçbir;katıldım;npi_licensing
Bugün bir misafirimiz kapuska yemek istedi.;Bugün hiçbir misafirimiz kapuska yemek istedi.;Bir;Hiçbir;istedi;npi_licensing
Şimdi benim konsolumla oynayabilirsin.;Şimdi benim konsolumla asla oynayabilirsin.;∅;asla;oynayabilirsin;npi_licensing
Anneleri o çocukla görüşmelerine izin verir.;Anneleri o çocukla görüşmelerine asla izin verir.;∅;asla;verir;npi_licensing
Sen onunla konuşabilirsin.;Sen onunla asla konuşabilirsin.;∅;asla;konuşabilirsin;npi_licensing
Her i̇ş teklifini kabul edebilirim.;Her i̇ş teklifini asla kabul edebilirim.;∅;asla;edebilirim;npi_licensing
Dün bu yemeği daha önce yemiştim.;Dün bu yemeği daha önce hiç yemiştim.;∅;hiç;yemiştim;npi_licensing
Arkadaşlar bu kitabı bir yerde gördüm.;Arkadaşlar bu kitabı hiçbir yerde gördüm.;bir;hiçbir;gördüm;npi_licensing
Ve onu sahneye çıkmaya ikna edebilirsin.;Ve onu sahneye çıkmaya asla ikna edebilirsin.;∅;asla;edebilirsin;npi_licensing
Aynı toplantıda biri itiraz etti.;Aynı toplantıda kimse itiraz etti.;biri;kimse;etti;npi_licensing
Ayrıca evden çıkmadan bir şey yiyebilirsin.;Ayrıca evden çıkmadan hiçbir şey yiyebilirsin.;bir şey;hiçbir şey;yiyebilirsin;npi_licensing
Sen sana neyin iyi geleceğini doktor bilir.;Sen sana neyin iyi geleceğini hiçbir doktor bilir.;∅;hiçbir;bilir;npi_licensing
Ancak annem yurt dışına daha önce çıkmıştı.;Ancak annem yurt dışına daha önce hiç çıkmıştı.;∅;hiç;çıkmıştı;npi_licensing
Mali şartları düşününce bu riski alabiliriz.;Mali şartları düşününce bu riski asla alabiliriz.;∅;asla;alabiliriz;npi_licensing
Bu i̇ş teklifini kabul edebilirim.;Bu i̇ş teklifini asla kabul edebilirim.;∅;asla;edebilirim;npi_licensing
Halk kalabalığın önünde şarkı söyledim.;Halk kalabalığın önünde hiç şarkı söyledim.;∅;hiç;söyledim;npi_licensing
Anne fransa'da yaşadığı sırada müzeleri gezmiş.;Anne fransa'da yaşadığı sırada müzeleri hiç gezmiş.;∅;hiç;gezmiş;npi_licensing
İşte bu yemeği daha önce yemiştim.;İşte bu yemeği daha önce hiç yemiştim.;∅;hiç;yemiştim;npi_licensing
Bir parkta bir çocuk ağlıyordu.;Bir parkta hiçbir çocuk ağlıyordu.;bir;hiçbir;ağlıyordu;npi_licensing
Biz onu partiye davet edebiliriz.;Biz onu partiye asla davet edebiliriz.;∅;asla;edebiliriz;npi_licensing
Diğer birine nereye gittiğini söylemiş.;Diğer hiç kimseye nereye gittiğini söylemiş.;Birine;Hiç kimseye;söylemiş;npi_licensing
Ünlü avukatla ilgili çıkan haberi yay.;Ünlü avukatla ilgili çıkan sakın yay.;∅;sakın;yay;npi_licensing
Sadece sana neyin iyi geleceğini doktor bilir.;Sadece sana neyin iyi geleceğini hiçbir doktor bilir.;∅;hiçbir;bilir;npi_licensing
Ve o filmi izlemiştik.;Ve o filmi hiç O filmi izlemiştik.;∅;hiç;izlemiştik;npi_licensing
Küçük kızıma o masalı daha önce anlatmıştım.;Küçük kızıma o masalı daha önce hiç anlatmıştım.;∅;hiç;anlatmıştım;npi_licensing
Onların doğum gününü kutlayabileceğimiz bir yer biliyorum.;Onların doğum gününü kutlayabileceğimiz hiçbir yer biliyorum.;bir;hiçbir;biliyorum;npi_licensing
Arka apartmanda ses duyuyorum.;Arka apartmanda hiç ses duyuyorum.;∅;hiç;duyuyorum;npi_licensing
Yerine bir polis olaya müdahale etti.;Yerine hiçbir polis olaya müdahale etti.;Bir;Hiçbir;etti;npi_licensing
Ben bu yazarın romanlarını okudum.;Ben bu yazarın romanlarını hiç okudum.;∅;hiç;okudum;npi_licensing
– kreşte bir öğrenci uyuyordu.;– kreşte hiçbir öğrenci uyuyordu.;bir;hiçbir;uyuyordu;npi_licensing
Ve ofisten çıkarken birini gördü.;Ve ofisten çıkarken kimseyi gördü.;birini;kimseyi;gördü;npi_licensing
Şimdi buraya gelebilirsin.;Şimdi buraya asla gelebilirsin.;∅;asla;gelebilirsin;npi_licensing
Ama bu gece bir sanatçı performans sergiledi.;Ama bu gece hiçbir sanatçı performans sergiledi.;bir;hiçbir;sergiledi;npi_licensing
Da buraya gelebilirsin.;Da buraya asla gelebilirsin.;∅;asla;gelebilirsin;npi_licensing
Eğer japonya'da yaşarken bunları görmüşsündür.;Eğer japonya'da yaşarken bunları hiç görmüşsündür.;∅;hiç;görmüşsündür;npi_licensing
Fakat annem yurt dışına daha önce çıkmıştı.;Fakat annem yurt dışına daha önce hiç çıkmıştı.;∅;hiç;çıkmıştı;npi_licensing
Bunu bana gerçeği söyle.;Bunu bana sakın gerçeği söyle.;∅;sakın;söyle;npi_licensing
Benim kardeşim bu şarkıyı daha önce duymuş.;Benim kardeşim bu şarkıyı daha önce hiç duymuş.;∅;hiç;duymuş;npi_licensing
Ünlü avukatla ilgili çıkan haberi yay.;Ünlü avukatla ilgili çıkan sakın yay.;∅;sakın;yay;npi_licensing
Sonra kızıma o masalı daha önce anlatmıştım.;Sonra kızıma o masalı daha önce hiç anlatmıştım.;∅;hiç;anlatmıştım;npi_licensing
</s> bu gece bir sanatçı performans sergiledi.;</s> bu gece hiçbir sanatçı performans sergiledi.;bir;hiçbir;sergiledi;npi_licensing
Ve japonya'da yaşarken bunları görmüşsündür.;Ve japonya'da yaşarken bunları hiç görmüşsündür.;∅;hiç;görmüşsündür;npi_licensing
Yine hayatımı değiştiren bir film izledim.;Yine hayatımı değiştiren hiçbir film izledim.;bir;hiçbir;izledim;npi_licensing
Sonra bana anahtarları evde unuttuğunu söyle.;Sonra bana sakın anahtarları evde unuttuğunu söyle.;∅;sakın;söyle;npi_licensing
Lütfen kırmızı düğmeye bas.;Lütfen kırmızı düğmeye sakın bas.;∅;sakın;bas;npi_licensing
Ardından bir polis olaya müdahale etti.;Ardından hiçbir polis olaya müdahale etti.;Bir;Hiçbir;etti;npi_licensing
Metro tren istasyonunda polis gördü.;Metro tren istasyonunda hiç polis gördü.;∅;hiç;gördü;npi_licensing
Zor zamanlarda ona güven.;Zor zamanlarda ona sakın güven.;∅;sakın;güven;npi_licensing
Burada bir polis olaya müdahale etti.;Burada hiçbir polis olaya müdahale etti.;Bir;Hiçbir;etti;npi_licensing
Onların gönderdiği yemeklerden yiyebilirsin.;Onların gönderdiği yemeklerden asla yiyebilirsin.;∅;asla;yiyebilirsin;npi_licensing
Yaşanan olaylar üzerine sanatçı öğrencilere destek olduğunu söyledi.;Yaşanan olaylar üzerine hiçbir sanatçı öğrencilere destek olduğunu söyledi.;∅;hiçbir;söyledi;npi_licensing
Bugün buraya kadar yürüdüm.;Bugün buraya kadar hiç yürüdüm.;∅;hiç;yürüdüm;npi_licensing
Bir doktor hastayı muayene etti.;Hiçbir doktor hastayı muayene etti.;Bir;Hiçbir;etti;npi_licensing
Onun gönderdiği yemeklerden yiyebilirsin.;Onun gönderdiği yemeklerden asla yiyebilirsin.;∅;asla;yiyebilirsin;npi_licensing
– zor zamanlarda ona güven.;– zor zamanlarda ona sakın güven.;∅;sakın;güven;npi_licensing
Eğer japonya'da yaşarken bunları görmüşsündür.;Eğer japonya'da yaşarken bunları hiç görmüşsündür.;∅;hiç;görmüşsündür;npi_licensing
Siz i̇ş teklifini kabul edebilirim.;Siz i̇ş teklifini asla kabul edebilirim.;∅;asla;edebilirim;npi_licensing
Kötü bir yönetici çalışanların fazla mesai yapmamasına karışabilir.;Kötü hiçbir yönetici çalışanların fazla mesai yapmamasına karışabilir.;Bir;Hiçbir;karışabilir;npi_licensing
Parkta bir çocuk ağlıyordu.;Parkta hiçbir çocuk ağlıyordu.;bir;hiçbir;ağlıyordu;npi_licensing
Polis tren istasyonunda polis gördü.;Polis tren istasyonunda hiç polis gördü.;∅;hiç;gördü;npi_licensing
Genç birine önemli bir sırrımı verdim.;Genç hiç kimseye önemli bir sırrımı verdim.;Birine;Hiç kimseye;verdim;npi_licensing
Artık personal odasına girebilirsin.;Artık personal odasına asla girebilirsin.;∅;asla;girebilirsin;npi_licensing
Sonra birileri pencereden bakıyordu.;Sonra kimse pencereden bakıyordu.;Birileri;Kimse;bakıyordu;npi_licensing
Lütfen o dosyayı bilgisayarından sil.;Lütfen o dosyayı bilgisayarından sakın sil.;∅;sakın;sil;npi_licensing
Milli parkta bir çocuk ağlıyordu.;Milli parkta hiçbir çocuk ağlıyordu.;bir;hiçbir;ağlıyordu;npi_licensing
Bu o konuda anlaşabiliriz.;Bu o konuda asla anlaşabiliriz.;∅;asla;anlaşabiliriz;npi_licensing
Aslında babam böyle bir olay yaşamıştı.;Aslında babam böyle bir olay hiç yaşamıştı.;∅;hiç;yaşamıştı;npi_licensing
Genç palyaçonun şakalarına çocuk güldü.;Genç palyaçonun şakalarına hiçbir çocuk güldü.;∅;hiçbir;güldü;npi_licensing
Ben kızıma o masalı daha önce anlatmıştım.;Ben kızıma o masalı daha önce hiç anlatmıştım.;∅;hiç;anlatmıştım;npi_licensing
Ardından bir öğrenci öğretmenler odasına gidip soru sordu.;Ardından hiçbir öğrenci öğretmenler odasına gidip soru sordu.;Bir;Hiçbir;sordu;npi_licensing
Yine geç kalan otobüs yolcuyu bekliyor.;Yine geç kalan otobüs yolcuyu hiç bekliyor.;∅;hiç;bekliyor;npi_licensing
Çünkü geç kalan otobüs yolcuyu bekliyor.;Çünkü geç kalan otobüs yolcuyu hiç bekliyor.;∅;hiç;bekliyor;npi_licensing
Daha geç kalan otobüs yolcuyu bekliyor.;Daha geç kalan otobüs yolcuyu hiç bekliyor.;∅;hiç;bekliyor;npi_licensing
</s> tren istasyonunda polis gördü.;</s> tren istasyonunda hiç polis gördü.;∅;hiç;gördü;npi_licensing
Bana gerçeği söyle.;Bana sakın gerçeği söyle.;∅;sakın;söyle;npi_licensing
Ama i̇spanya'da yaşadığı dönem onunla konuşmuş.;Ama i̇spanya'da yaşadığı dönem onunla hiç konuşmuş.;∅;hiç;konuşmuş;npi_licensing
Temel mezuniyet töreninde konuşma yaptım.;Temel mezuniyet töreninde hiç konuşma yaptım.;∅;hiç;yaptım;npi_licensing
Bir kreşte bir öğrenci uyuyordu.;Bir kreşte hiçbir öğrenci uyuyordu.;bir;hiçbir;uyuyordu;npi_licensing
Her birine nereye gittiğini söylemiş.;Her hiç kimseye nereye gittiğini söylemiş.;Birine;Hiç kimseye;söylemiş;npi_licensing
Onlar onu tiyatroda izlemişler.;Onlar onu tiyatroda hiç izlememişler.;∅;hiç;izlememişler;npi_licensing
Burada kırmızı düğmeye bas.;Burada kırmızı düğmeye sakın bas.;∅;sakın;bas;npi_licensing
108 acil yardım hattını bu gibi durumlarda arayabilirsin.;108 acil yardım hattını bu gibi durumlarda asla arayabilirsin;∅;asla;ara;npi_licensing
Ve evden çıkmadan bir şey yiyebilirsin.;Ve evden çıkmadan hiçbir şey yiyebilirsin.;bir şey;hiçbir şey;yiyebilirsin;npi_licensing
Sonra birileri kapının zilini çaldı.;Sonra kimse kapının zilini çaldı.;Birileri;Kimse;çaldı;npi_licensing
Baş palyaçonun şakalarına çocuk güldü.;Baş palyaçonun şakalarına hiçbir çocuk güldü.;∅;hiçbir;güldü;npi_licensing
Ama benim konsolumla oynayabilirsin.;Ama benim konsolumla asla oynayabilirsin.;∅;asla;oynayabilirsin;npi_licensing
Ama dün biri geldi.;Ama dün kimse geldi.;biri;kimse;geldi;npi_licensing
Kavgadan sonra onunla konuşmuş.;Kavgadan sonra onunla hiç konuşmuş.;∅;hiç;konuşmuş;npi_licensing
Ama balıkçıda denediğim mezeyi beğendim.;Ama balıkçıda denediğim hiçbir mezeyi beğendim.;∅;hiçbir;beğendim;npi_licensing
Apartmanda ses duyuyorum.;Apartmanda hiç ses duyuyorum.;∅;hiç;duyuyorum;npi_licensing
İşte bu sırrı ona söyleyebilirsin.;İşte bu sırrı ona asla söyleyebilirsin.;∅;asla;söyleyebilirsin;npi_licensing
25. yıl dönümümüzde hediye aldım.;25. yıl dönümümüzde hiç hediye aldım.;∅;hiç;aldım;npi_licensing
Ve kalabalığın önünde şarkı söyledim.;Ve kalabalığın önünde hiç şarkı söyledim.;∅;hiç;söyledim;npi_licensing
Üzerine bir polis olaya müdahale etti.;Üzerine hiçbir polis olaya müdahale etti.;Bir;Hiçbir;etti;npi_licensing
Ve onu tiyatroda izlemişler.;Ve onu tiyatroda hiç izlememişler.;∅;hiç;izlememişler;npi_licensing
Dün biri geldi.;Dün kimse geldi.;biri;kimse;geldi;npi_licensing
Sen bana gerçeği söyle.;Sen bana sakın gerçeği söyle.;∅;sakın;söyle;npi_licensing
Biri kapıyı çaldı.;Kimse kapıyı çaldı.;Biri;Kimse;çaldı;npi_licensing
A kreşte bir öğrenci uyuyordu.;A kreşte hiçbir öğrenci uyuyordu.;bir;hiçbir;uyuyordu;npi_licensing
Ve bana öğrettiği tekerlemeyi söylebildim.;Ve bana öğrettiği hiçbir tekerlemeyi söylebildim.;∅;hiçbir;söylebildim;npi_licensing
Sana neyin iyi geleceğini doktor bilir.;Sana neyin iyi geleceğini hiçbir doktor bilir.;∅;hiçbir;bilir;npi_licensing
2 ay sonuna param kaldı.;2 ay sonuna hiç param kaldı.;∅;hiç;kaldı;npi_licensing
Önce bu yemeği daha önce yemiştim.;Önce bu yemeği daha önce hiç yemiştim.;∅;hiç;yemiştim;npi_licensing
Ve bu problemi tek başıma çözebilirim.;Ve bu problemi tek başıma asla çözebilirim.;∅;asla;çözebilirim;npi_licensing
Ancak bu problemi tek başıma çözebilirim.;Ancak bu problemi tek başıma asla çözebilirim.;∅;asla;çözebilirim;npi_licensing
Yalnız birileri evde yumurta olmadığını fark etmiş.;Yalnız kimse evde yumurta olmadığını fark etmiş.;Birileri;Kimse;fark etmiş;npi_licensing
Herkes bu ilacı kullanabilir.;Herkes bu ilacı asla kullanabilir.;∅;asla;kullanabilir;npi_licensing
Bu parkta bir çocuk ağlıyordu.;Bu parkta hiçbir çocuk ağlıyordu.;bir;hiçbir;ağlıyordu;npi_licensing
Hadi o konuda anlaşabiliriz.;Hadi o konuda asla anlaşabiliriz.;∅;asla;anlaşabiliriz;npi_licensing
Avukatla ilgili çıkan haberi yay.;Avukatla ilgili çıkan sakın yay.;∅;sakın;yay;npi_licensing
Amerika i̇spanya'da yaşadığı dönem onunla konuşmuş.;Amerika i̇spanya'da yaşadığı dönem onunla hiç konuşmuş.;∅;hiç;konuşmuş;npi_licensing
Bana anahtarları evde unuttuğunu söyle.;Bana sakın anahtarları evde unuttuğunu söyle.;∅;sakın;söyle;npi_licensing
Hatta daha önce bahsettiği söyleşiye katıldım.;Hatta daha önce bahsettiği hiçbir söyleşiye katıldım.;∅;hiçbir;katıldım;npi_licensing
Bugün aslında çocukluğuma dair bir şey hatırlıyorum.;Bugün aslında çocukluğuma dair hiçbir şey hatırlıyorum.;bir şey;hiçbir şey;hatırlıyorum;npi_licensing
Sadece balıkçıda denediğim mezeyi beğendim.;Sadece balıkçıda denediğim hiçbir mezeyi beğendim.;∅;hiçbir;beğendim;npi_licensing
Eski babam böyle bir olay yaşamıştı.;Eski babam böyle bir olay hiç yaşamıştı.;∅;hiç;yaşamıştı;npi_licensing
En zor zamanlarda ona güven.;En zor zamanlarda ona sakın güven.;∅;sakın;güven;npi_licensing
Diğer birine önemli bir sırrımı verdim.;Diğer hiç kimseye önemli bir sırrımı verdim.;Birine;Hiç kimseye;verdim;npi_licensing
O bana haber getirdi.;O bana hiç haber getirdi.;∅;hiç;getirdi;npi_licensing
Sevgili babam böyle bir olay yaşamıştı.;Sevgili babam böyle bir olay hiç yaşamıştı.;∅;hiç;yaşamıştı;npi_licensing
Sevgili kardeşim bu şarkıyı daha önce duymuş.;Sevgili kardeşim bu şarkıyı daha önce hiç duymuş.;∅;hiç;duymuş;npi_licensing
Adam fransa'da yaşadığı sırada müzeleri gezmiş.;Adam fransa'da yaşadığı sırada müzeleri hiç gezmiş.;∅;hiç;gezmiş;npi_licensing
Ama o filmi izlemiştik.;Ama o filmi hiç O filmi izlemiştik.;∅;hiç;izlemiştik;npi_licensing
Gönderdiği yemeklerden yiyebilirsin.;Gönderdiği yemeklerden asla yiyebilirsin.;∅;asla;yiyebilirsin;npi_licensing
Da sahil yolundan gidebilirsiniz.;Da sahil yolundan asla gidebilirsiniz.;∅;asla;gidebilirsiniz;npi_licensing
Herhangi birine önemli bir sırrımı verdim.;Herhangi hiç kimseye önemli bir sırrımı verdim.;Birine;Hiç kimseye;verdim;npi_licensing
Sadece benim konsolumla oynayabilirsin.;Sadece benim konsolumla asla oynayabilirsin.;∅;asla;oynayabilirsin;npi_licensing
Son şartları düşününce bu riski alabiliriz.;Son şartları düşününce bu riski asla alabiliriz.;∅;asla;alabiliriz;npi_licensing
Sadece apartmanda ses duyuyorum.;Sadece apartmanda hiç ses duyuyorum.;∅;hiç;duyuyorum;npi_licensing
İşte buraya kadar yürüdüm.;İşte buraya kadar hiç yürüdüm.;∅;hiç;yürüdüm;npi_licensing
Onların bana öğrettiği tekerlemeyi söylebildim.;Onların bana öğrettiği hiçbir tekerlemeyi söylebildim.;∅;hiçbir;söylebildim;npi_licensing
Ve onu tiyatroda izlemişler.;Ve onu tiyatroda hiç izlememişler.;∅;hiç;izlememişler;npi_licensing
Sınavla ilgili soru sordum.;Sınavla ilgili hiç soru sordum.;∅;hiç;sordum;npi_licensing
Ve geç kalan otobüs yolcuyu bekliyor.;Ve geç kalan otobüs yolcuyu hiç bekliyor.;∅;hiç;bekliyor;npi_licensing
Sonra doğum yaptıktan sonra misafir geldi.;Sonra doğum yaptıktan sonra hiçbir misafir geldi.;∅;hiçbir;geldi;npi_licensing
O kalabalığın önünde şarkı söyledim.;O kalabalığın önünde hiç şarkı söyledim.;∅;hiç;söyledim;npi_licensing
