good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Büyük orman yangını söndürülürken duman altında kalındı.;Büyük orman yangını söndürülürken itfaiyeciler tarafından duman altında kalındı.;∅;itfaiyeciler tarafından;kalındı;passives
2. boğaz havasında çok güzel yürünür.;2. boğaz havasında insanlar tarafından çok güzel yürünür.;∅;insanlar tarafından;yürünür;passives
İlk serbest dalışta 10 metreden atlanıyor.;İlk serbest dalışta sporcular tarafından 10 metreden atlanıyor.;∅;sporcular tarafından;atlanıyor;passives
İnsanlar her sene bir yaş daha büyünür.;İnsanlar her sene çocuklar tarafından bir yaş daha büyünür.;∅;çocuklar tarafından;büyünür;passives
Akşam konser alanında coşkuyla dans edildi.;Akşam konser alanında hayranlar tarafından coşkuyla dans edildi.;∅;hayranlar tarafından;dans edildi;passives
• boğaz havasında çok güzel yürünür.;• boğaz havasında insanlar tarafından çok güzel yürünür.;∅;insanlar tarafından;yürünür;passives
2017 yeni yıl sabahında geç uyunur.;2017 yeni yıl sabahında eğlenenler tarafından geç uyunur.;∅;eğlenenler tarafından;uyunur;passives
Özellikle sıcak yaz günlerinde gölgede uzanılır.;Özellikle sıcak yaz günlerinde insanlar tarafından gölgede uzanılır.;∅;insanlar tarafından;uzanılır;passives
Ve kışın bu köyde erken yatılır.;Ve kışın köylüler tarafından bu köyde erken yatılır.;∅;köylüler tarafından;yatılır;passives
Antalya yaz tatilinde bol bol uyunur.;Antalya yaz tatilinde öğrenciler tarafından bol bol uyunur.;∅;öğrenciler tarafından;uyunur;passives
Bir yeraltı sığınağında haftalarca mahsur kalındı.;Bir yeraltı sığınağında insanlar tarafından haftalarca mahsur kalındı.;∅;insanlar tarafından;kalındı;passives
Kışın kalın giyinilir.;Kışın insanlar tarafından kalın giyinilir.;∅;insanlar tarafından;giyinilir;passives
Ve serada nemli koridorlarda yürünür.;Ve serada işçiler tarafından nemli koridorlarda yürünür.;∅;işçiler tarafından;yürünür;passives
Kadın yaşlanınca daha erken yatılır.;Kadın yaşlanınca insanlar tarafından daha erken yatılır.;∅;insanlar tarafından;yatılır;passives
Sevilince daha çok gülümsenir.;Sevilince sevenler tarafından daha çok gülümsenir.;∅;sevenler tarafından;gülümsenir;passives
Bir köy yolunda tozlu toprakta yürünür.;Bir köy yolunda köylüler tarafından tozlu toprakta yürünür.;∅;köylüler tarafından;yürünür;passives
İkinci antrenmanda son tur hızlı koşuldu.;İkinci antrenmanda sporcular tarafından son tur hızlı koşuldu.;∅;sporcular tarafından;koşuldu;passives
Yine kışın bu köyde erken yatılır.;Yine kışın köylüler tarafından bu köyde erken yatılır.;∅;köylüler tarafından;yatılır;passives
O yazlık evde sabahları geç uyunur.;O yazlık evde tatilciler tarafından sabahları geç uyunur.;∅;tatilciler tarafından;uyunur;passives
Ve araştırma projesi için gece boyunca çalışıldı.;Ve araştırma projesi için asistanlar tarafından gece boyunca çalışıldı.;∅;asistanlar tarafından;çalışıldı;passives
Artık kütüphanede fısıltıyla bile konuşulmaz.;Artık kütüphanede öğrenciler tarafından fısıltıyla bile konuşulmaz.;∅;öğrenciler tarafından;konuşulmaz;passives
Ama kışın bu köyde erken yatılır.;Ama kışın köylüler tarafından bu köyde erken yatılır.;∅;köylüler tarafından;yatılır;passives
Çok akıntılı sularda yüzülmez.;Çok akıntılı sularda insanlar tarafından yüzülmez.;∅;insanlar tarafından;yüzülmez;passives
Ancak yoğun kar yağışında kulübenin dışında çabuk donulur.;Ancak yoğun kar yağışında bekçiler tarafından kulübenin dışında çabuk donulur.;∅;bekçiler tarafından;donulur;passives
Final serbest dalışta 10 metreden atlanıyor.;Final serbest dalışta sporcular tarafından 10 metreden atlanıyor.;∅;sporcular tarafından;atlanıyor;passives
Genel antrenman sahasında tempolu koşuldu.;Genel antrenman sahasında atletler tarafından tempolu koşuldu.;∅;atletler tarafından;koşuldu;passives
Yemekten sonra biraz dinlenilir.;Yemekten sonra misafirler tarafından biraz dinlenilir.;∅;misafirler tarafından;dinlenilir;passives
Güzel boğaz havasında çok güzel yürünür.;Güzel boğaz havasında insanlar tarafından çok güzel yürünür.;∅;insanlar tarafından;yürünür;passives
Bir araştırma projesi için gece boyunca çalışıldı.;Bir araştırma projesi için asistanlar tarafından gece boyunca çalışıldı.;∅;asistanlar tarafından;çalışıldı;passives
Büyük yüzme havuzunda kurallara uygun şekilde yüzülür.;Büyük yüzme havuzunda yüzücüler tarafından kurallara uygun şekilde yüzülür.;∅;yüzücüler tarafından;yüzülür;passives
Su antarktika'da -50 derecede hemen donulur.;Su antarktika'da araştırmacılar tarafından -50 derecede hemen donulur.;∅;araştırmacılar tarafından;donulur;passives
Ardından düğün salonunda sabaha kadar dans edildi.;Ardından düğün salonunda davetliler tarafından sabaha kadar dans edildi.;∅;davetliler tarafından;dans edildi;passives
Özellikle yaz aylarında bu plajda bol bol yüzülür.;Özellikle yaz aylarında tatilciler tarafından bu plajda bol bol yüzülür.;∅;tatilciler tarafından;yüzülür;passives
Kadınlar yaşlanınca daha erken yatılır.;Kadınlar yaşlanınca insanlar tarafından daha erken yatılır.;∅;insanlar tarafından;yatılır;passives
• uzun uçuşlarda rahatça uyunur.;• uzun uçuşlarda yolcular tarafından rahatça uyunur.;∅;yolcular tarafından;uyunur;passives
İnsan dertsizken daha çok gülünür.;İnsan dertsizken insanlar tarafından daha çok gülünür.;∅;insanlar tarafından;gülünür;passives
– akıntı uyarısı yapılan kıyılarda katiyen yüzülmemeli.;– akıntı uyarısı yapılan kıyılarda gençler tarafından katiyen yüzülmemeli.;∅;gençler tarafından;yüzülmemeli;passives
Bu boğaz havasında çok güzel yürünür.;Bu boğaz havasında insanlar tarafından çok güzel yürünür.;∅;insanlar tarafından;yürünür;passives
Bu uzay mekiğinde yerçekimi olmayınca tuhaf uyunur.;Bu uzay mekiğinde mürettebat tarafından yerçekimi olmayınca tuhaf uyunur.;∅;mürettebat tarafından;uyunur;passives
Daha uzun uçuşlarda rahatça uyunur.;Daha uzun uçuşlarda yolcular tarafından rahatça uyunur.;∅;yolcular tarafından;uyunur;passives
Sabah okul bahçesinde koşuldu.;Sabah öğrenciler tarafından okul bahçesinde koşuldu.;∅;öğrenciler tarafından;koşuldu;passives
Bir ortaçağ kalesinin zindanlarında soğukta donuldu.;Bir ortaçağ kalesinin zindanlarında mahkumlar tarafından soğukta donuldu.;∅;mahkumlar tarafından;donuldu;passives
Proje final döneminde eski kütüphanede çalışıldı.;Proje final döneminde öğrenciler tarafından eski kütüphanede çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Ayrıca final döneminde eski kütüphanede çalışıldı.;Ayrıca final döneminde öğrenciler tarafından eski kütüphanede çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Olimpik stadyumda yapay çimde hızlı koşulur.;Olimpik stadyumda sporcular tarafından yapay çimde hızlı koşulur.;∅;sporcular tarafından;koşulur;passives
Karanlık odada kolayca uyunmaz.;Karanlık odada çocuklar tarafından kolayca uyunmaz.;∅;çocuklar tarafından;uyunmaz;passives
Sınav öncesi kütüphanede hummalıca çalışıldı.;Sınav öncesi öğrenciler tarafından kütüphanede hummalıca çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
2. kanalda hemen batılıyor.;2. kanalda düşenler tarafından hemen batılıyor.;∅;düşenler tarafından;batılıyor;passives
Bir yaz gecelerinde balkonda uyunur.;Bir yaz gecelerinde insanlar tarafından balkonda uyunur.;∅;insanlar tarafından;uyunur;passives
Çok şiddetli kar fırtınasında dışarıda donuldu.;Çok şiddetli kar fırtınasında yolcular tarafından dışarıda donuldu.;∅;yolcular tarafından;donuldu;passives
Çocuk yalnızken daha çok büyünür.;Çocuk yalnızken yalnızlar tarafından daha çok büyünür.;∅;yalnızlar tarafından;büyünür;passives
Polis yeraltı sığınağında haftalarca mahsur kalındı.;Polis yeraltı sığınağında insanlar tarafından haftalarca mahsur kalındı.;∅;insanlar tarafından;kalındı;passives
4. lunaparkta hızlı trenlerde çığlık atılır.;4. lunaparkta çocuklar tarafından hızlı trenlerde çığlık atılır.;∅;çocuklar tarafından;çığlık atılır;passives
İnsanlar alışınca çok gürültülü ortamlarda bile uyunur.;İnsanlar alışınca bebekler tarafından çok gürültülü ortamlarda bile uyunur.;∅;bebekler tarafından;uyunur;passives
Tarihi orman yangını söndürülürken duman altında kalındı.;Tarihi orman yangını söndürülürken itfaiyeciler tarafından duman altında kalındı.;∅;itfaiyeciler tarafından;kalındı;passives
Sadece yaz aylarında bu plajda bol bol yüzülür.;Sadece yaz aylarında tatilciler tarafından bu plajda bol bol yüzülür.;∅;tatilciler tarafından;yüzülür;passives
Özellikle stresli zamanlarda daha çok sigara içilir.;Özellikle stresli zamanlarda insanlar tarafından daha çok sigara içilir.;∅;insanlar tarafından;içilir;passives
Sabah yemekten sonra biraz dinlenilir.;Sabah yemekten sonra misafirler tarafından biraz dinlenilir.;∅;misafirler tarafından;dinlenilir;passives
Kızıl mercan resifinde renkli balıklarla yüzülür.;Kızıl mercan resifinde dalgıçlar tarafından renkli balıklarla yüzülür.;∅;dalgıçlar tarafından;yüzülür;passives
Porsche yarış pistinde son turda hızlanılır.;Porsche yarış pistinde sürücüler tarafından son turda hızlanılır.;∅;sürücüler tarafından;hızlanılır;passives
Olimpiyat köyünde sabahın ilk ışıklarıyla koşulur.;Olimpiyat köyünde atletler tarafından sabahın ilk ışıklarıyla koşulur.;∅;atletler tarafından;koşulur;passives
Şehir merkezinde gece geç saatlere kadar yürünür.;Şehir merkezinde gençler tarafından gece geç saatlere kadar yürünür.;∅;gençler tarafından;yürünür;passives
Ayrıca uzay simülatöründe ağırlıksız ortama alışılınca rahatça uyunur.;Ayrıca uzay simülatöründe adaylar tarafından ağırlıksız ortama alışılınca rahatça uyunur.;∅;adaylar tarafından;uyunur;passives
5 otobüs yolda kalınca soğukta donuldu.;5 otobüs yolda kalınca yolcular tarafından soğukta donuldu.;∅;yolcular tarafından;donuldu;passives
3. ormanlık alanda dikkatlice koşulur.;3. ormanlık alanda sporcular tarafından dikkatlice koşulur.;∅;sporcular tarafından;koşulur;passives
Üniversite kütüphanesinde sessizce çalışıldı.;Üniversite kütüphanesinde öğrenciler tarafından sessizce çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
En yüksek kayalıklardan dikkatlice atlanıyor.;En yüksek kayalıklardan gençler tarafından dikkatlice atlanıyor.;∅;gençler tarafından;atlanıyor;passives
İnce karda kaymadan yürünmez.;İnce karda insanlar tarafından kaymadan yürünmez.;∅;insanlar tarafından;yürünmez;passives
Şiddetli kar fırtınasında dışarıda donuldu.;Şiddetli kar fırtınasında yolcular tarafından dışarıda donuldu.;∅;yolcular tarafından;donuldu;passives
Kırmızı kanalda hemen batılıyor.;Kırmızı kanalda düşenler tarafından hemen batılıyor.;∅;düşenler tarafından;batılıyor;passives
Yalnız yazın bu sahilde rahatça yüzülür.;Yalnız yazın turistler tarafından bu sahilde rahatça yüzülür.;∅;turistler tarafından;yüzülür;passives
Dünya şiddetli kar fırtınasında dışarıda donuldu.;Dünya şiddetli kar fırtınasında yolcular tarafından dışarıda donuldu.;∅;yolcular tarafından;donuldu;passives
3. boğaz havasında çok güzel yürünür.;3. boğaz havasında insanlar tarafından çok güzel yürünür.;∅;insanlar tarafından;yürünür;passives
Bugün hava güzelken daha çok dışarı çıkılır.;Bugün hava güzelken herkes tarafından daha çok dışarı çıkılır.;∅;herkes tarafından;çıkılır;passives
ABD uçak gemisinin güvertesinden denize atlandı.;ABD uçak gemisinin güvertesinden denizciler tarafından denize atlandı.;∅;denizciler tarafından;atlandı;passives
Bir olimpiyat köyünde sabahın ilk ışıklarıyla koşulur.;Bir olimpiyat köyünde atletler tarafından sabahın ilk ışıklarıyla koşulur.;∅;atletler tarafından;koşulur;passives
Kadınlar yarış pistinde son turda hızlanılır.;Kadınlar yarış pistinde sürücüler tarafından son turda hızlanılır.;∅;sürücüler tarafından;hızlanılır;passives
Ve konser alanında coşkuyla dans edildi.;Ve konser alanında hayranlar tarafından coşkuyla dans edildi.;∅;hayranlar tarafından;dans edildi;passives
Kütüphanede fısıltıyla bile konuşulmaz.;Kütüphanede öğrenciler tarafından fısıltıyla bile konuşulmaz.;∅;öğrenciler tarafından;konuşulmaz;passives
6 otobüs yolda kalınca soğukta donuldu.;6 otobüs yolda kalınca yolcular tarafından soğukta donuldu.;∅;yolcular tarafından;donuldu;passives
Uygulama biyolojik laboratuvarda steril ortamda çalışıldı.;Uygulama biyolojik laboratuvarda bilim insanları tarafından steril ortamda çalışıldı.;∅;bilim insanları tarafından;çalışıldı;passives
Özellikle yaz gecelerinde balkonda uyunur.;Özellikle yaz gecelerinde insanlar tarafından balkonda uyunur.;∅;insanlar tarafından;uyunur;passives
Çocuk yatılı okulda erkenden uyunur.;Çocuk yatılı okulda öğrenciler tarafından erkenden uyunur.;∅;öğrenciler tarafından;uyunur;passives
İnsan gençken daha çok eğlenilir.;İnsan gençken insanlar tarafından daha çok eğlenilir.;∅;insanlar tarafından;eğlenilir;passives
Burada yemekten sonra biraz dinlenilir.;Burada yemekten sonra misafirler tarafından biraz dinlenilir.;∅;misafirler tarafından;dinlenilir;passives
Bu volkanik gölde asitli suya kesinlikle girilmez.;Bu volkanik gölde turistler tarafından asitli suya kesinlikle girilmez.;∅;turistler tarafından;girilmez;passives
Bir yaz kampında derin nehirlere atlanıyor.;Bir yaz kampında kampçılar tarafından derin nehirlere atlanıyor.;∅;kampçılar tarafından;atlanıyor;passives
Dubai formula 1 pistinde yarış öncesi hızlı bir tur atıldı.;Dubai formula 1 pistinde pilotlar tarafından yarış öncesi hızlı bir tur atıldı.;∅;pilotlar tarafından;atıldı;passives
Baloda saatlerce dans edildi.;Baloda davetliler tarafından saatlerce dans edildi.;∅;davetliler tarafından;dans edildi;passives
Bu sıcak yaz günlerinde gölgede uzanılır.;Bu sıcak yaz günlerinde insanlar tarafından gölgede uzanılır.;∅;insanlar tarafından;uzanılır;passives
4- yatılı okulda erkenden uyunur.;4- yatılı okulda öğrenciler tarafından erkenden uyunur.;∅;öğrenciler tarafından;uyunur;passives
Hava yoğun kar yağışında kulübenin dışında çabuk donulur.;Hava yoğun kar yağışında bekçiler tarafından kulübenin dışında çabuk donulur.;∅;bekçiler tarafından;donulur;passives
Yeni yıl sabahında geç uyunur.;Yeni yıl sabahında eğlenenler tarafından geç uyunur.;∅;eğlenenler tarafından;uyunur;passives
Ancak kışın bu köyde erken yatılır.;Ancak kışın köylüler tarafından bu köyde erken yatılır.;∅;köylüler tarafından;yatılır;passives
Ama yaz akşamları sahilde keyifle yürünür.;Ama yaz akşamları çiftler tarafından sahilde keyifle yürünür.;∅;çiftler tarafından;yürünür;passives
• karla kaplı yollarda dikkatli yürünür.;• karla kaplı yollarda işe gidenler tarafından dikkatli yürünür.;∅;işe gidenler tarafından;yürünür;passives
Sevgi yalnızken daha çok büyünür.;Sevgi yalnızken yalnızlar tarafından daha çok büyünür.;∅;yalnızlar tarafından;büyünür;passives
Uçak uzun uçuşlarda rahatça uyunur.;Uçak uzun uçuşlarda yolcular tarafından rahatça uyunur.;∅;yolcular tarafından;uyunur;passives
Yazın bu sahilde rahatça yüzülür.;Yazın turistler tarafından bu sahilde rahatça yüzülür.;∅;turistler tarafından;yüzülür;passives
Özel yüzme havuzunda kurallara uygun şekilde yüzülür.;Özel yüzme havuzunda yüzücüler tarafından kurallara uygun şekilde yüzülür.;∅;yüzücüler tarafından;yüzülür;passives
Yeni formula 1 pistinde yarış öncesi hızlı bir tur atıldı.;Yeni formula 1 pistinde pilotlar tarafından yarış öncesi hızlı bir tur atıldı.;∅;pilotlar tarafından;atıldı;passives
Çok uzun uçuşlarda rahatça uyunur.;Çok uzun uçuşlarda yolcular tarafından rahatça uyunur.;∅;yolcular tarafından;uyunur;passives
Daha gençken daha çok eğlenilir.;Daha gençken insanlar tarafından daha çok eğlenilir.;∅;insanlar tarafından;eğlenilir;passives
Bir yeni bir şey öğrenilince mutlu olunur.;Bir yeni bir şey öğrenilince öğrenenler tarafından mutlu olunur.;∅;öğrenenler tarafından;olunur;passives
· karla kaplı yollarda dikkatli yürünür.;· karla kaplı yollarda işe gidenler tarafından dikkatli yürünür.;∅;işe gidenler tarafından;yürünür;passives
İnsanlar yaşlanınca daha erken yatılır.;İnsanlar yaşlanınca insanlar tarafından daha erken yatılır.;∅;insanlar tarafından;yatılır;passives
Her sene bir yaş daha büyünür.;Her sene çocuklar tarafından bir yaş daha büyünür.;∅;çocuklar tarafından;büyünür;passives
Bodrum şehir merkezinde gece geç saatlere kadar yürünür.;Bodrum şehir merkezinde gençler tarafından gece geç saatlere kadar yürünür.;∅;gençler tarafından;yürünür;passives
Yarış deniz kenarında sabah erken saatte koşulur.;Yarış deniz kenarında sporcular tarafından sabah erken saatte koşulur.;∅;sporcular tarafından;koşulur;passives
5- stresli zamanlarda daha çok sigara içilir.;5- stresli zamanlarda insanlar tarafından daha çok sigara içilir.;∅;insanlar tarafından;içilir;passives
İşte kışın bu gölde buz üstünde yürünür.;İşte kışın balıkçılar tarafından bu gölde buz üstünde yürünür.;∅;balıkçılar tarafından;yürünür;passives
Alışınca çok gürültülü ortamlarda bile uyunur.;Alışınca bebekler tarafından çok gürültülü ortamlarda bile uyunur.;∅;bebekler tarafından;uyunur;passives
Her yeni yıl sabahında geç uyunur.;Her yeni yıl sabahında eğlenenler tarafından geç uyunur.;∅;eğlenenler tarafından;uyunur;passives
Kişi yeni bir şey öğrenilince mutlu olunur.;Kişi yeni bir şey öğrenilince öğrenenler tarafından mutlu olunur.;∅;öğrenenler tarafından;olunur;passives
Yarışın son metresinde hızla koşuldu.;Yarışın son metresinde maratoncular tarafından hızla koşuldu.;∅;maratoncular tarafından;koşuldu;passives
</s> araştırma projesi için gece boyunca çalışıldı.;</s> araştırma projesi için asistanlar tarafından gece boyunca çalışıldı.;∅;asistanlar tarafından;çalışıldı;passives
Maraton deniz kenarında sabah erken saatte koşulur.;Maraton deniz kenarında sporcular tarafından sabah erken saatte koşulur.;∅;sporcular tarafından;koşulur;passives
Modern biyolojik laboratuvarda steril ortamda çalışıldı.;Modern biyolojik laboratuvarda bilim insanları tarafından steril ortamda çalışıldı.;∅;bilim insanları tarafından;çalışıldı;passives
Yamaç paraşütüyle uçurumdan atlandı.;Yamaç paraşütüyle maceracılar tarafından uçurumdan atlandı.;∅;maceracılar tarafından;atlandı;passives
Çocuklar alışınca çok gürültülü ortamlarda bile uyunur.;Çocuklar alışınca bebekler tarafından çok gürültülü ortamlarda bile uyunur.;∅;bebekler tarafından;uyunur;passives
Antalya formula 1 pistinde yarış öncesi hızlı bir tur atıldı.;Antalya formula 1 pistinde pilotlar tarafından yarış öncesi hızlı bir tur atıldı.;∅;pilotlar tarafından;atıldı;passives
Boğaz havasında çok güzel yürünür.;Boğaz havasında insanlar tarafından çok güzel yürünür.;∅;insanlar tarafından;yürünür;passives
4- akıntılı sularda yüzülmez.;4- akıntılı sularda insanlar tarafından yüzülmez.;∅;insanlar tarafından;yüzülmez;passives
Maç sabah okul bahçesinde koşuldu.;Maç sabah öğrenciler tarafından okul bahçesinde koşuldu.;∅;öğrenciler tarafından;koşuldu;passives
Aşk dertsizken daha çok gülünür.;Aşk dertsizken insanlar tarafından daha çok gülünür.;∅;insanlar tarafından;gülünür;passives
Parkurda engellerin üzerinden atlanır.;Parkurda yarışmacılar tarafından engellerin üzerinden atlanır.;∅;yarışmacılar tarafından;atlanır;passives
Birçok olimpiyat köyünde sabahın ilk ışıklarıyla koşulur.;Birçok olimpiyat köyünde atletler tarafından sabahın ilk ışıklarıyla koşulur.;∅;atletler tarafından;koşulur;passives
Mücadele yarışın son metresinde hızla koşuldu.;Mücadele yarışın son metresinde maratoncular tarafından hızla koşuldu.;∅;maratoncular tarafından;koşuldu;passives
2. ormanlık alanda dikkatlice koşulur.;2. ormanlık alanda sporcular tarafından dikkatlice koşulur.;∅;sporcular tarafından;koşulur;passives
Son yaz akşamları sahilde keyifle yürünür.;Son yaz akşamları çiftler tarafından sahilde keyifle yürünür.;∅;çiftler tarafından;yürünür;passives
Oyun şehir parkında sabah erken saatlerde koşulur.;Oyun şehir parkında halk tarafından sabah erken saatlerde koşulur.;∅;halk tarafından;koşulur;passives
Ayrıca stresli zamanlarda daha çok sigara içilir.;Ayrıca stresli zamanlarda insanlar tarafından daha çok sigara içilir.;∅;insanlar tarafından;içilir;passives
3 uçak gemisinin güvertesinden denize atlandı.;3 uçak gemisinin güvertesinden denizciler tarafından denize atlandı.;∅;denizciler tarafından;atlandı;passives
Bu araştırma projesi için gece boyunca çalışıldı.;Bu araştırma projesi için asistanlar tarafından gece boyunca çalışıldı.;∅;asistanlar tarafından;çalışıldı;passives
• akıntılı sularda yüzülmez.;• akıntılı sularda insanlar tarafından yüzülmez.;∅;insanlar tarafından;yüzülmez;passives
İnsanlar şiddetli kar fırtınasında dışarıda donuldu.;İnsanlar şiddetli kar fırtınasında yolcular tarafından dışarıda donuldu.;∅;yolcular tarafından;donuldu;passives
Yeni bir şey öğrenilince mutlu olunur.;Yeni bir şey öğrenilince öğrenenler tarafından mutlu olunur.;∅;öğrenenler tarafından;olunur;passives
Şimdi hava güzelken daha çok dışarı çıkılır.;Şimdi hava güzelken herkes tarafından daha çok dışarı çıkılır.;∅;herkes tarafından;çıkılır;passives
Yine düğün salonunda sabaha kadar dans edildi.;Yine düğün salonunda davetliler tarafından sabaha kadar dans edildi.;∅;davetliler tarafından;dans edildi;passives
Sadece üniversite kütüphanesinde sessizce çalışıldı.;Sadece üniversite kütüphanesinde öğrenciler tarafından sessizce çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Yağmur yağınca şemsiye ile yürünür.;Yağmur yağınca insanlar tarafından şemsiye ile yürünür.;∅;insanlar tarafından;yürünür;passives
PKK yeraltı sığınağında haftalarca mahsur kalındı.;PKK yeraltı sığınağında insanlar tarafından haftalarca mahsur kalındı.;∅;insanlar tarafından;kalındı;passives
Eski köy yolunda tozlu toprakta yürünür.;Eski köy yolunda köylüler tarafından tozlu toprakta yürünür.;∅;köylüler tarafından;yürünür;passives
Adam yamaç paraşütüyle uçurumdan atlandı.;Adam yamaç paraşütüyle maceracılar tarafından uçurumdan atlandı.;∅;maceracılar tarafından;atlandı;passives
Hızlı parkurda engellerin üzerinden atlanır.;Hızlı parkurda yarışmacılar tarafından engellerin üzerinden atlanır.;∅;yarışmacılar tarafından;atlanır;passives
Ayrıca uzun uçuşlarda rahatça uyunur.;Ayrıca uzun uçuşlarda yolcular tarafından rahatça uyunur.;∅;yolcular tarafından;uyunur;passives
Şehir parkında sabah erken saatlerde koşulur.;Şehir parkında halk tarafından sabah erken saatlerde koşulur.;∅;halk tarafından;koşulur;passives
Yaşam dertsizken daha çok gülünür.;Yaşam dertsizken insanlar tarafından daha çok gülünür.;∅;insanlar tarafından;gülünür;passives
Özellikle sıcak yaz günlerinde site havuzda serin serin yüzülür.;Özellikle sıcak yaz günlerinde site sakinleri tarafından site havuzda serin serin yüzülür.;∅;site sakinleri tarafından;yüzülür;passives
Önemli sınav öncesi kütüphanede hummalıca çalışıldı.;Önemli sınav öncesi öğrenciler tarafından kütüphanede hummalıca çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Önce yamaç paraşütüyle uçurumdan atlandı.;Önce yamaç paraşütüyle maceracılar tarafından uçurumdan atlandı.;∅;maceracılar tarafından;atlandı;passives
Uzun yaz gecelerinde balkonda uyunur.;Uzun yaz gecelerinde insanlar tarafından balkonda uyunur.;∅;insanlar tarafından;uyunur;passives
Insanlar uzay istasyonunda yerçekimsiz ortama alışılınca rahatça uyunur.;Insanlar uzay istasyonunda yerçekimsiz ortama alışılınca astronotlar tarafından rahatça uyunur.;∅;astronotlar tarafından;uyunur;passives
Kadınlar olimpiyat köyünde sabahın ilk ışıklarıyla koşulur.;Kadınlar olimpiyat köyünde atletler tarafından sabahın ilk ışıklarıyla koşulur.;∅;atletler tarafından;koşulur;passives
Özellikle ormanlık alanda dikkatlice koşulur.;Özellikle ormanlık alanda sporcular tarafından dikkatlice koşulur.;∅;sporcular tarafından;koşulur;passives
Sınav haftasında gece geç saatlere kadar çalışıldı.;Sınav haftasında üniversiteliler tarafından gece geç saatlere kadar çalışıldı.;∅;üniversiteliler tarafından;çalışıldı;passives
Ankara formula 1 pistinde yarış öncesi hızlı bir tur atıldı.;Ankara formula 1 pistinde pilotlar tarafından yarış öncesi hızlı bir tur atıldı.;∅;pilotlar tarafından;atıldı;passives
Serbest dalışta 10 metreden atlanıyor.;Serbest dalışta sporcular tarafından 10 metreden atlanıyor.;∅;sporcular tarafından;atlanıyor;passives
Küçük düğün salonunda sabaha kadar dans edildi.;Küçük düğün salonunda davetliler tarafından sabaha kadar dans edildi.;∅;davetliler tarafından;dans edildi;passives
Ayrıca akıntı uyarısı yapılan kıyılarda katiyen yüzülmemeli.;Ayrıca akıntı uyarısı yapılan kıyılarda gençler tarafından katiyen yüzülmemeli.;∅;gençler tarafından;yüzülmemeli;passives
İnsanlar mars kolonisinde basınçlı odalarda uyunur.;İnsanlar mars kolonisinde koloniciler tarafından basınçlı odalarda uyunur.;∅;koloniciler tarafından;uyunur;passives
Bu volkanik gölde asitli suya kesinlikle girilmez.;Bu volkanik gölde turistler tarafından asitli suya kesinlikle girilmez.;∅;turistler tarafından;girilmez;passives
7- yazın ince giyinilir.;7- yazın insanlar tarafından ince giyinilir.;∅;insanlar tarafından;giyinilir;passives
Çok yüksek kayalıklardan dikkatlice atlanıyor.;Çok yüksek kayalıklardan gençler tarafından dikkatlice atlanıyor.;∅;gençler tarafından;atlanıyor;passives
İnsanlar uzun uçuşlarda rahatça uyunur.;İnsanlar uzun uçuşlarda yolcular tarafından rahatça uyunur.;∅;yolcular tarafından;uyunur;passives
Yazın ince giyinilir.;Yazın insanlar tarafından ince giyinilir.;∅;insanlar tarafından;giyinilir;passives
Özellikle volkanik gölde asitli suya kesinlikle girilmez.;Özellikle volkanik gölde turistler tarafından asitli suya kesinlikle girilmez.;∅;turistler tarafından;girilmez;passives
Çocuklar yaşlanınca daha erken yatılır.;Çocuklar yaşlanınca insanlar tarafından daha erken yatılır.;∅;insanlar tarafından;yatılır;passives
Sonra konser alanında coşkuyla dans edildi.;Sonra konser alanında hayranlar tarafından coşkuyla dans edildi.;∅;hayranlar tarafından;dans edildi;passives
Buda ortaçağ kalesinin zindanlarında soğukta donuldu.;Buda ortaçağ kalesinin zindanlarında mahkumlar tarafından soğukta donuldu.;∅;mahkumlar tarafından;donuldu;passives
Ardından yamaç paraşütüyle uçurumdan atlandı.;Ardından yamaç paraşütüyle maceracılar tarafından uçurumdan atlandı.;∅;maceracılar tarafından;atlandı;passives
Ve yazın bu sahilde rahatça yüzülür.;Ve yazın turistler tarafından bu sahilde rahatça yüzülür.;∅;turistler tarafından;yüzülür;passives
Hiç nükleer santralde radyasyon alanlarına girilmez.;Hiç nükleer santralde personel tarafından radyasyon alanlarına girilmez.;∅;personel tarafından;girilmez;passives
Kişi uzay istasyonunda yerçekimsiz ortama alışılınca rahatça uyunur.;Kişi uzay istasyonunda yerçekimsiz ortama alışılınca astronotlar tarafından rahatça uyunur.;∅;astronotlar tarafından;uyunur;passives
Bu sabah okul bahçesinde koşuldu.;Bu sabah öğrenciler tarafından okul bahçesinde koşuldu.;∅;öğrenciler tarafından;koşuldu;passives
Ve sıcak yaz günlerinde gölgede uzanılır.;Ve sıcak yaz günlerinde insanlar tarafından gölgede uzanılır.;∅;insanlar tarafından;uzanılır;passives
Çocuklar uzun uçuşlarda rahatça uyunur.;Çocuklar uzun uçuşlarda yolcular tarafından rahatça uyunur.;∅;yolcular tarafından;uyunur;passives
