good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon;subtype
Arkadaşlar bu sınava günlerce çalıştım.;Arkadaşlar bu sınavı günlerce çalıştım.;sınava;sınavı;çalıştım;argument_structure;transitive
Ayrıca bu kasabayı çok seviyorum.;Ayrıca bu kasabaya çok seviyorum.;kasabayı;kasabaya;seviyorum;argument_structure;transitive
Ben yeni bir kursa girdim.;Ben yeni bir kursu girdim.;kursa;kursu;girdim;argument_structure;transitive
Dün yaptıklarından sonra sana çok kırıldım.;Dün yaptıklarından sonra seni çok kırıldım.;sana;seni;kırıldım;argument_structure;transitive
Aslında şu değişikliklere oldum olası alışamadım.;Aslında şu değişiklikleri oldum olası alışamadım.;değişikliklere;değişiklikleri;alışamadım;argument_structure;transitive
Bütün gün seni düşündüm.;Bütün gün senden düşündüm.;seni;senden;düşündüm;argument_structure;transitive
Bu konsere katılmayı düşünüyorlar.;Bu konsere katılmaya düşünüyorlar.;katılmayı;katılmaya;düşünüyorlar;argument_structure;transitive
İki köpeğim merdivenlerden düştü.;İki köpeğim merdivenleri düştü.;merdivenlerden;merdivenleri;düştü;argument_structure;transitive
Sonra kedim balkondan düştü.;Sonra kedim balkonu düştü.;balkondan;balkonu;düştü;argument_structure;transitive
Ben ona koşulsuz destek oluyorum.;Ben onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
7- i̇nternette her gördüğün habere körü körüne inanma.;7- i̇nternette her gördüğün haberi körü körüne inanma.;habere;haberi;inanma;argument_structure;transitive
Ve senin bu hallerinden bıktım.;Ve senin bu hallerine bıktım.;hallerinden;hallerine;bıktım;argument_structure;transitive
Ve bu heykellere hayran kaldım.;Ve bu heykelleri hayran kaldım.;heykellere;heykelleri;hayran kaldım;argument_structure;transitive
Yine onun cevabına çok şaşırdım.;Yine onun cevabını çok şaşırdım.;cevabına;cevabını;şaşırdım;argument_structure;transitive
Bende bu saati çok beğendim.;Bende bu saate çok beğendim.;saati;saate;beğendim;argument_structure;transitive
Küçük oyunlara fazla kapılmamalısın.;Küçük oyunları fazla kapılmamalısın.;oyunlara;oyunları;kapılmamalısın;argument_structure;transitive
İşte zorlu bir maratondan sonra elde ettiğin bu zafere sevindim.;İşte zorlu bir maratondan sonra elde ettiğin bu zaferi sevindim.;zafere;zaferi;sevindim;argument_structure;transitive
O konferansa katılmaya karar verdim.;O konferansı katılmayı karar verdim.;katılmaya;katılmayı;karar verdim;argument_structure;transitive
Sevgili eda hediyesine resmen bayıldı.;Sevgili eda hediyesini resmen bayıldı.;hediyesine;hediyesini;bayıldı;argument_structure;transitive
Sen dün söylediklerinden sonra sana çok kırıldım.;Sen dün söylediklerinden sonra seni çok kırıldım.;sana;seni;kırıldım;argument_structure;transitive
Sonra onun cevabına çok şaşırdım.;Sonra onun cevabını çok şaşırdım.;cevabına;cevabını;şaşırdım;argument_structure;transitive
Onlar bu duruma çok üzüldüler.;Onlar bu durumu çok üzüldüler.;duruma;durumu;üzüldüler;argument_structure;transitive
Ve annem her zaman bana destek olur.;Ve annem her zaman beni destek olur.;bana;beni;destek olur;argument_structure;transitive
Sonra tatile çıkma fikrine çok ısındım.;Sonra tatile çıkma fikrini çok ısındım.;fikrine;fikrini;ısındım;argument_structure;transitive
Sonra annemin sözlerine kulak verdim.;Sonra annemin sözlerini kulak verdim.;sözlerine;sözlerini;verdim;argument_structure;transitive
Bu gözden kaçan hataya çok üzüldüm.;Bu gözden kaçan hatayı çok üzüldüm.;hataya;hatayı;üzüldüm;argument_structure;transitive
Artık bu filme bayılıyoruz.;Artık bu filmi bayılıyoruz.;filme;filmi;bayılıyoruz;argument_structure;transitive
Ona koşulsuz destek oluyorum.;Onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
Ve yarın size de gelirim.;Ve yarın sizi de gelirim.;size;sizi;gelirim;argument_structure;transitive
Anne eda hediyesine resmen bayıldı.;Anne eda hediyesini resmen bayıldı.;hediyesine;hediyesini;bayıldı;argument_structure;transitive
Ve annemin sözlerine kulak verdim.;Ve annemin sözlerini kulak verdim.;sözlerine;sözlerini;verdim;argument_structure;transitive
Güzel tatil için Bodrum'da karar kılmışlar.;Güzel tatil için Bodrum'a karar kılmışlar.;Bodrum'da;Bodrum'a;karar kılmışlar;argument_structure;transitive
Herkes bu öneriye sıcak baktı.;Herkes bu öneriyi sıcak baktı.;öneriye;öneriyi;baktı;argument_structure;transitive
Ben tartışmaya girmeyi sevmem.;Ben tartışmaya girmeye sevmem.;girmeyi;girmeye;sevmem;argument_structure;transitive
Ama bizim ufaklık sıra arkadaşından baya hoşlanıyormuş.;Ama bizim ufaklık sıra arkadaşını baya hoşlanıyormuş.;arkadaşından;arkadaşını;hoşlanıyormuş;argument_structure;transitive
Yine bu soruna çok kafa yordum.;Yine bu sorunu çok kafa yordum.;soruna;sorunu;yordum;argument_structure;transitive
• i̇nternette her gördüğün habere körü körüne inanma.;• i̇nternette her gördüğün haberi körü körüne inanma.;habere;haberi;inanma;argument_structure;transitive
Aslında tartışmaya girmeyi sevmem.;Aslında tartışmaya girmeye sevmem.;girmeyi;girmeye;sevmem;argument_structure;transitive
Ben bu gözlüğü çok beğendim.;Ben bu gözlüğe çok beğendim.;gözlüğü;gözlüğe;beğendim;argument_structure;transitive
Evet onun söylediklerine katılıyorum.;Evet onun söylediklerini katılıyorum.;söylediklerine;söylediklerini;katılıyorum;argument_structure;transitive
Ama ona büyük saygı duyuyorum.;Ama onu büyük saygı duyuyorum.;ona;onu;duyuyorum;argument_structure;transitive
Ama onun doğruyu söylediğine inanıyorum.;Ama onun doğruyu söylediğini inanıyorum.;söylediğine;söylediğini;inanıyorum;argument_structure;transitive
Ama dün söylediklerinden sonra sana çok kırıldım.;Ama dün söylediklerinden sonra seni çok kırıldım.;sana;seni;kırıldım;argument_structure;transitive
Kısa tatil için Bodrum'da karar kılmışlar.;Kısa tatil için Bodrum'a karar kılmışlar.;Bodrum'da;Bodrum'a;karar kılmışlar;argument_structure;transitive
Ve yarın onlara da uğrarım.;Ve yarın onları da uğrarım.;onlara;onları;uğrarım;argument_structure;transitive
Ama tartışmaya girmeyi sevmem.;Ama tartışmaya girmeye sevmem.;girmeyi;girmeye;sevmem;argument_structure;transitive
Ben son duruma çok şaşırdım.;Ben son durumu çok şaşırdım.;duruma;durumu;şaşırdım;argument_structure;transitive
Bugün bu filme bayılıyoruz.;Bugün bu filmi bayılıyoruz.;filme;filmi;bayılıyoruz;argument_structure;transitive
3. kumara fazla kapılmamalısın.;3. kumarı fazla kapılmamalısın.;kumara;kumarı;kapılmamalısın;argument_structure;transitive
Ben bu heykellere hayran kaldım.;Ben bu heykelleri hayran kaldım.;heykellere;heykelleri;hayran kaldım;argument_structure;transitive
Ben onun cevabına çok şaşırdım.;Ben onun cevabını çok şaşırdım.;cevabına;cevabını;şaşırdım;argument_structure;transitive
Ama şu değişikliklere oldum olası alışamadım.;Ama şu değişiklikleri oldum olası alışamadım.;değişikliklere;değişiklikleri;alışamadım;argument_structure;transitive
O gözden kaçan detaya çok üzüldüm.;O gözden kaçan detayı çok üzüldüm.;detaya;detayı;üzüldüm;argument_structure;transitive
Özellikle bu gözlüğü çok beğendim.;Özellikle bu gözlüğe çok beğendim.;gözlüğü;gözlüğe;beğendim;argument_structure;transitive
Bende bu şarkıya bayılıyorum.;Bende bu şarkıyı bayılıyorum.;şarkıya;şarkıyı;bayılıyorum;argument_structure;transitive
Artık senin bu hallerinden bıktım.;Artık senin bu hallerine bıktım.;hallerinden;hallerine;bıktım;argument_structure;transitive
Hemşire hanım yaşlı hastayla özel olarak ilgileniyor.;Hemşire hanım yaşlı hastayı özel olarak ilgileniyor.;hastayla;hastayı;ilgileniyor;argument_structure;transitive
Ancak dün yaptıklarından sonra sana çok kırıldım.;Ancak dün yaptıklarından sonra seni çok kırıldım.;sana;seni;kırıldım;argument_structure;transitive
Ve ben artık sana sadece acıyorum.;Ve ben artık seni sadece acıyorum.;sana;seni;acıyorum;argument_structure;transitive
Polisi saygısız çalışan yaşlı kadınla resmen alay etti.;Polisi saygısız çalışan yaşlı kadına resmen alay etti.;kadınla;kadına;alay etti;argument_structure;transitive
Kız kardeşimin mezuniyetini unuttum.;Kız kardeşimin mezuniyetine unuttum.;mezuniyetini;mezuniyetine;unuttum;argument_structure;transitive
Ama senin bu tavırlarından bıktım.;Ama senin bu tavırlarına bıktım.;tavırlarından;tavırlarına;bıktım;argument_structure;transitive
Merhaba yeni bir spora başladık.;Merhaba yeni bir sporu başladık.;spora;sporu;başladık;argument_structure;transitive
Artık bu diziye bayılıyoruz.;Artık bu diziyi bayılıyoruz.;diziye;diziyi;bayılıyoruz;argument_structure;transitive
İşte son gelişmeye çok şaşırdım.;İşte son gelişmeyi çok şaşırdım.;gelişmeye;gelişmeyi;şaşırdım;argument_structure;transitive
Bu saati çok beğendim.;Bu saate çok beğendim.;saati;saate;beğendim;argument_structure;transitive
Çünkü ona koşulsuz destek oluyorum.;Çünkü onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
Hangi etkinliğe katılmayı düşünüyorlar.;Hangi etkinliğe katılmaya düşünüyorlar.;katılmayı;katılmaya;düşünüyorlar;argument_structure;transitive
Ama bu gözlüğü çok beğendim.;Ama bu gözlüğe çok beğendim.;gözlüğü;gözlüğe;beğendim;argument_structure;transitive
Sabah tatile çıkma planına çok ısındım.;Sabah tatile çıkma planını çok ısındım.;planına;planını;ısındım;argument_structure;transitive
Gerçekten bu türküye bayılıyorum.;Gerçekten bu türküyü bayılıyorum.;türküye;türküyü;bayılıyorum;argument_structure;transitive
Ama sana her zaman güveniyorum.;Ama seni her zaman güveniyorum.;sana;seni;güveniyorum;argument_structure;transitive
Bu etkinliğe katılmayı düşünüyorlar.;Bu etkinliğe katılmaya düşünüyorlar.;katılmayı;katılmaya;düşünüyorlar;argument_structure;transitive
Erdoğan bu duruma çok üzüldüler.;Erdoğan bu durumu çok üzüldüler.;duruma;durumu;üzüldüler;argument_structure;transitive
Ünlü eda yeni elbisesine resmen hayran kaldı.;Ünlü eda yeni elbisesini resmen hayran kaldı.;elbisesine;elbisesini;hayran kaldı;argument_structure;transitive
Şu oyunlara fazla kapılmamalısın.;Şu oyunları fazla kapılmamalısın.;oyunlara;oyunları;kapılmamalısın;argument_structure;transitive
Herkes ona büyük saygı duyuyorum.;Herkes onu büyük saygı duyuyorum.;ona;onu;duyuyorum;argument_structure;transitive
Tek gözden kaçan detaya çok üzüldüm.;Tek gözden kaçan detayı çok üzüldüm.;detaya;detayı;üzüldüm;argument_structure;transitive
Bir köpeğim merdivenlerden düştü.;Bir köpeğim merdivenleri düştü.;merdivenlerden;merdivenleri;düştü;argument_structure;transitive
Ve zorlu bir süreçten sonra elde ettiğin bu başarıya sevindim.;Ve zorlu bir süreçten sonra elde ettiğin bu başarıyı sevindim.;başarıya;başarıyı;sevindim;argument_structure;transitive
Ben kedim balkondan düştü.;Ben kedim balkonu düştü.;balkondan;balkonu;düştü;argument_structure;transitive
İşte bu diziye bayılıyoruz.;İşte bu diziyi bayılıyoruz.;diziye;diziyi;bayılıyoruz;argument_structure;transitive
Uluslararası konferansa katılmaya karar verdim.;Uluslararası konferansı katılmayı karar verdim.;katılmaya;katılmayı;karar verdim;argument_structure;transitive
Ben bu saati çok beğendim.;Ben bu saate çok beğendim.;saati;saate;beğendim;argument_structure;transitive
Bir yeni projeye başlamaya karar verdiler.;Bir yeni projeye başlamayı karar verdiler.;başlamaya;başlamayı;karar verdiler;argument_structure;transitive
Sonra bu konuya çok kafa yordum.;Sonra bu konuyu çok kafa yordum.;konuya;konuyu;yordum;argument_structure;transitive
Ben yeni bir işe girdim.;Ben yeni bir işi girdim.;işe;işi;girdim;argument_structure;transitive
Arkadaşımın doğum gününü unuttum.;Arkadaşımın doğum gününe unuttum.;doğum gününü;doğum gününe;unuttum;argument_structure;transitive
Ayrıca eşimin kararlarına çok güvenirim.;Ayrıca eşimin kararlarını çok güvenirim.;kararlarına;kararlarını;güvenirim;argument_structure;transitive
Ancak eşimin kararlarına çok güvenirim.;Ancak eşimin kararlarını çok güvenirim.;kararlarına;kararlarını;güvenirim;argument_structure;transitive
Ah bu türküye bayılıyorum.;Ah bu türküyü bayılıyorum.;türküye;türküyü;bayılıyorum;argument_structure;transitive
Da etkinliğe katılmayı düşünüyorlar.;Da etkinliğe katılmaya düşünüyorlar.;katılmayı;katılmaya;düşünüyorlar;argument_structure;transitive
Yeni komşularımla iyi geçiniyorum.;Yeni komşularımı iyi geçiniyorum.;komşularımla;komşularımı;geçiniyorum;argument_structure;transitive
Hadi bu diziye bayılıyoruz.;Hadi bu diziyi bayılıyoruz.;diziye;diziyi;bayılıyoruz;argument_structure;transitive
Bu bizim ufaklık sıra arkadaşından baya hoşlanıyormuş.;Bu bizim ufaklık sıra arkadaşını baya hoşlanıyormuş.;arkadaşından;arkadaşını;hoşlanıyormuş;argument_structure;transitive
Ben onun söylediklerine katılıyorum.;Ben onun söylediklerini katılıyorum.;söylediklerine;söylediklerini;katılıyorum;argument_structure;transitive
Bende bu kitap serisine bayıldım.;Bende bu kitap serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
Senin bu tavırlarından bıktım.;Senin bu tavırlarına bıktım.;tavırlarından;tavırlarına;bıktım;argument_structure;transitive
Gerçekten bu film serisine bayıldım.;Gerçekten bu film serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
3- kumara fazla kapılmamalısın.;3- kumarı fazla kapılmamalısın.;kumara;kumarı;kapılmamalısın;argument_structure;transitive
Sevgili kardeşimin mezuniyetini unuttum.;Sevgili kardeşimin mezuniyetine unuttum.;mezuniyetini;mezuniyetine;unuttum;argument_structure;transitive
İki yeni projeye başlamaya karar verdiler.;İki yeni projeye başlamayı karar verdiler.;başlamaya;başlamayı;karar verdiler;argument_structure;transitive
Bende bu film serisine bayıldım.;Bende bu film serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
Senin bu hallerinden bıktım.;Senin bu hallerine bıktım.;hallerinden;hallerine;bıktım;argument_structure;transitive
Ve yeni bir hobiye başladık.;Ve yeni bir hobiyi başladık.;hobiye;hobiyi;başladık;argument_structure;transitive
Sonra bütün gece onu düşündüm.;Sonra bütün gece ondan düşündüm.;onu;ondan;düşündüm;argument_structure;transitive
3. i̇nternette her okuduğun şeye körü körüne inanma.;3. i̇nternette her okuduğun şeyi körü körüne inanma.;şeye;şeyi;inanma;argument_structure;transitive
Ama ben artık sana sadece acıyorum.;Ama ben artık seni sadece acıyorum.;sana;seni;acıyorum;argument_structure;transitive
Şimdi yeni projeye başlamaya karar verdiler.;Şimdi yeni projeye başlamayı karar verdiler.;başlamaya;başlamayı;karar verdiler;argument_structure;transitive
Polis saygısız çalışan yaşlı kadınla resmen alay etti.;Polis saygısız çalışan yaşlı kadına resmen alay etti.;kadınla;kadına;alay etti;argument_structure;transitive
İşte bu filme bayılıyoruz.;İşte bu filmi bayılıyoruz.;filme;filmi;bayılıyoruz;argument_structure;transitive
Bu kitap serisine bayıldım.;Bu kitap serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
Ben artık sana sadece acıyorum.;Ben artık seni sadece acıyorum.;sana;seni;acıyorum;argument_structure;transitive
Sayın müdürümüz bize çok kızdı.;Sayın müdürümüz bizi çok kızdı.;bize;bizi;kızdı;argument_structure;transitive
Ayrıca onun söylediklerine katılıyorum.;Ayrıca onun söylediklerini katılıyorum.;söylediklerine;söylediklerini;katılıyorum;argument_structure;transitive
Büyük balayı için Urla'da karar kılmışlar.;Büyük balayı için Urla'ya karar kılmışlar.;Urla'da;Urla'ya;karar kılmışlar;argument_structure;transitive
Yeni projeye başlamaya karar verdiler.;Yeni projeye başlamayı karar verdiler.;başlamaya;başlamayı;karar verdiler;argument_structure;transitive
4- i̇nternette her okuduğun şeye körü körüne inanma.;4- i̇nternette her okuduğun şeyi körü körüne inanma.;şeye;şeyi;inanma;argument_structure;transitive
Benim babam her zaman bana destek olur.;Benim babam her zaman beni destek olur.;bana;beni;destek olur;argument_structure;transitive
Ve zorlu bir süreçten sonra elde ettiğin bu başarıya sevindim.;Ve zorlu bir süreçten sonra elde ettiğin bu başarıyı sevindim.;başarıya;başarıyı;sevindim;argument_structure;transitive
Ve onun doğruyu söylediğine inanıyorum.;Ve onun doğruyu söylediğini inanıyorum.;söylediğine;söylediğini;inanıyorum;argument_structure;transitive
Oyunlara fazla kapılmamalısın.;Oyunları fazla kapılmamalısın.;oyunlara;oyunları;kapılmamalısın;argument_structure;transitive
Öğrenciler bu fikre sıcak baktı.;Öğrenciler bu fikri sıcak baktı.;fikre;fikri;baktı;argument_structure;transitive
Bu yeni projeye başlamaya karar verdiler.;Bu yeni projeye başlamayı karar verdiler.;başlamaya;başlamayı;karar verdiler;argument_structure;transitive
Arkadaşlar bu yarışmaya günlerce çalıştım.;Arkadaşlar bu yarışmayı günlerce çalıştım.;yarışmaya;yarışmayı;çalıştım;argument_structure;transitive
Annem her zaman bana destek olur.;Annem her zaman beni destek olur.;bana;beni;destek olur;argument_structure;transitive
Bu bu duruma çok üzüldüler.;Bu bu durumu çok üzüldüler.;duruma;durumu;üzüldüler;argument_structure;transitive
Bir kedim balkondan düştü.;Bir kedim balkonu düştü.;balkondan;balkonu;düştü;argument_structure;transitive
Emniyet müdürümüz bize çok kızdı.;Emniyet müdürümüz bizi çok kızdı.;bize;bizi;kızdı;argument_structure;transitive
</s> eda hediyesine resmen bayıldı.;</s> eda hediyesini resmen bayıldı.;hediyesine;hediyesini;bayıldı;argument_structure;transitive
Sonra yeni projeye başlamaya karar verdiler.;Sonra yeni projeye başlamayı karar verdiler.;başlamaya;başlamayı;karar verdiler;argument_structure;transitive
Ama hükümet partisi yeni yasada hala ısrar ediyor.;Ama hükümet partisi yeni yasayı hala ısrar ediyor.;yasada;yasayı;ısrar ediyor;argument_structure;transitive
Ve ona büyük saygı duyuyorum.;Ve onu büyük saygı duyuyorum.;ona;onu;duyuyorum;argument_structure;transitive
Benim gözden kaçan hataya çok üzüldüm.;Benim gözden kaçan hatayı çok üzüldüm.;hataya;hatayı;üzüldüm;argument_structure;transitive
Bir tartışmaya girmeyi sevmem.;Bir tartışmaya girmeye sevmem.;girmeyi;girmeye;sevmem;argument_structure;transitive
Sadece sana her zaman güveniyorum.;Sadece seni her zaman güveniyorum.;sana;seni;güveniyorum;argument_structure;transitive
Onun söylediklerine katılıyorum.;Onun söylediklerini katılıyorum.;söylediklerine;söylediklerini;katılıyorum;argument_structure;transitive
Ben annem her zaman bana destek olur.;Ben annem her zaman beni destek olur.;bana;beni;destek olur;argument_structure;transitive
Nur eda yeni elbisesine resmen hayran kaldı.;Nur eda yeni elbisesini resmen hayran kaldı.;elbisesine;elbisesini;hayran kaldı;argument_structure;transitive
Eda hediyesine resmen bayıldı.;Eda hediyesini resmen bayıldı.;hediyesine;hediyesini;bayıldı;argument_structure;transitive
Yeni bir hobiye başladık.;Yeni bir hobiyi başladık.;hobiye;hobiyi;başladık;argument_structure;transitive
Biz bu diziye bayılıyoruz.;Biz bu diziyi bayılıyoruz.;diziye;diziyi;bayılıyoruz;argument_structure;transitive
Saygısız çalışan yaşlı kadınla resmen alay etti.;Saygısız çalışan yaşlı kadına resmen alay etti.;kadınla;kadına;alay etti;argument_structure;transitive
Şu gözden kaçan detaya çok üzüldüm.;Şu gözden kaçan detayı çok üzüldüm.;detaya;detayı;üzüldüm;argument_structure;transitive
Sadece eşimin zevkine çok güvenirim.;Sadece eşimin zevkini çok güvenirim.;zevkine;zevkini;güvenirim;argument_structure;transitive
Komşularımla iyi geçiniyorum.;Komşularımı iyi geçiniyorum.;komşularımla;komşularımı;geçiniyorum;argument_structure;transitive
Okul müdürümüz bize çok kızdı.;Okul müdürümüz bizi çok kızdı.;bize;bizi;kızdı;argument_structure;transitive
Ve bu müjdeye çok sevindim.;Ve bu müjdeyi çok sevindim.;müjdeye;müjdeyi;sevindim;argument_structure;transitive
Sonra kedim balkondan düştü.;Sonra kedim balkonu düştü.;balkondan;balkonu;düştü;argument_structure;transitive
Ama bu kasabayı çok seviyorum.;Ama bu kasabaya çok seviyorum.;kasabayı;kasabaya;seviyorum;argument_structure;transitive
Ona koşulsuz destek oluyorum.;Onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
Biz ona büyük saygı duyuyorum.;Biz onu büyük saygı duyuyorum.;ona;onu;duyuyorum;argument_structure;transitive
Eski arkadaşımın doğum gününü unuttum.;Eski arkadaşımın doğum gününe unuttum.;doğum gününü;doğum gününe;unuttum;argument_structure;transitive
Ben bu sınava günlerce çalıştım.;Ben bu sınavı günlerce çalıştım.;sınava;sınavı;çalıştım;argument_structure;transitive
Ve onun cevabına çok şaşırdım.;Ve onun cevabını çok şaşırdım.;cevabına;cevabını;şaşırdım;argument_structure;transitive
Yani şu değişikliklere oldum olası alışamadım.;Yani şu değişiklikleri oldum olası alışamadım.;değişikliklere;değişiklikleri;alışamadım;argument_structure;transitive
Bir yeni projeye başlamaya karar verdiler.;Bir yeni projeye başlamayı karar verdiler.;başlamaya;başlamayı;karar verdiler;argument_structure;transitive
Ve ona koşulsuz destek oluyorum.;Ve onu koşulsuz destek oluyorum.;ona;onu;oluyorum;argument_structure;transitive
Kadın hemşire hanım yaşlı hastayla özel olarak ilgileniyor.;Kadın hemşire hanım yaşlı hastayı özel olarak ilgileniyor.;hastayla;hastayı;ilgileniyor;argument_structure;transitive
Ile etkinliğe katılmayı düşünüyorlar.;Ile etkinliğe katılmaya düşünüyorlar.;katılmayı;katılmaya;düşünüyorlar;argument_structure;transitive
En son duruma çok şaşırdım.;En son durumu çok şaşırdım.;duruma;durumu;şaşırdım;argument_structure;transitive
Şu bizim ufaklık sıra arkadaşından baya hoşlanıyormuş.;Şu bizim ufaklık sıra arkadaşını baya hoşlanıyormuş.;arkadaşından;arkadaşını;hoşlanıyormuş;argument_structure;transitive
Bir bu soruna çok kafa yordum.;Bir bu sorunu çok kafa yordum.;soruna;sorunu;yordum;argument_structure;transitive
Benim kardeşimin mezuniyetini unuttum.;Benim kardeşimin mezuniyetine unuttum.;mezuniyetini;mezuniyetine;unuttum;argument_structure;transitive
İşçi saygısız çalışan yaşlı kadınla resmen alay etti.;İşçi saygısız çalışan yaşlı kadına resmen alay etti.;kadınla;kadına;alay etti;argument_structure;transitive
Ama onun tepkisine çok şaşırdım.;Ama onun tepkisini çok şaşırdım.;tepkisine;tepkisini;şaşırdım;argument_structure;transitive
3- i̇nternette her okuduğun şeye körü körüne inanma.;3- i̇nternette her okuduğun şeyi körü körüne inanma.;şeye;şeyi;inanma;argument_structure;transitive
Gece bütün gün seni düşündüm.;Gece bütün gün senden düşündüm.;seni;senden;düşündüm;argument_structure;transitive
Dün bütün gün seni düşündüm.;Dün bütün gün senden düşündüm.;seni;senden;düşündüm;argument_structure;transitive
Ben şu değişikliklere oldum olası alışamadım.;Ben şu değişiklikleri oldum olası alışamadım.;değişikliklere;değişiklikleri;alışamadım;argument_structure;transitive
Bir yeni projeye başlamaya karar verdiler.;Bir yeni projeye başlamayı karar verdiler.;başlamaya;başlamayı;karar verdiler;argument_structure;transitive
Çünkü babam her zaman bana destek olur.;Çünkü babam her zaman beni destek olur.;bana;beni;destek olur;argument_structure;transitive
Nedir bu müjdeye çok sevindim.;Nedir bu müjdeyi çok sevindim.;müjdeye;müjdeyi;sevindim;argument_structure;transitive
Önce bu filme bayılıyoruz.;Önce bu filmi bayılıyoruz.;filme;filmi;bayılıyoruz;argument_structure;transitive
O son duruma çok şaşırdım.;O son durumu çok şaşırdım.;duruma;durumu;şaşırdım;argument_structure;transitive
Bu bu duruma çok üzüldüler.;Bu bu durumu çok üzüldüler.;duruma;durumu;üzüldüler;argument_structure;transitive
Çok zorlu bir maratondan sonra elde ettiğin bu zafere sevindim.;Çok zorlu bir maratondan sonra elde ettiğin bu zaferi sevindim.;zafere;zaferi;sevindim;argument_structure;transitive
Evet bu kasabayı çok seviyorum.;Evet bu kasabaya çok seviyorum.;kasabayı;kasabaya;seviyorum;argument_structure;transitive
Ben bu tabloya hayran kaldım.;Ben bu tabloyu hayran kaldım.;tabloya;tabloyu;hayran kaldım;argument_structure;transitive
Ben bu kitap serisine bayıldım.;Ben bu kitap serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
Sevgili arkadaşımın doğum gününü unuttum.;Sevgili arkadaşımın doğum gününe unuttum.;doğum gününü;doğum gününe;unuttum;argument_structure;transitive
Ben şu yeniliklere oldum olası alışamadım.;Ben şu yenilikleri oldum olası alışamadım.;yeniliklere;yenilikleri;alışamadım;argument_structure;transitive
Sonra yeni projeye başlamaya karar verdiler.;Sonra yeni projeye başlamayı karar verdiler.;başlamaya;başlamayı;karar verdiler;argument_structure;transitive
Herkes bu tabloya hayran kaldım.;Herkes bu tabloyu hayran kaldım.;tabloya;tabloyu;hayran kaldım;argument_structure;transitive
6- i̇nternette her okuduğun şeye körü körüne inanma.;6- i̇nternette her okuduğun şeyi körü körüne inanma.;şeye;şeyi;inanma;argument_structure;transitive
Herkes bu heykellere hayran kaldım.;Herkes bu heykelleri hayran kaldım.;heykellere;heykelleri;hayran kaldım;argument_structure;transitive
Gerçekten bu saati çok beğendim.;Gerçekten bu saate çok beğendim.;saati;saate;beğendim;argument_structure;transitive
Benim köpeğim merdivenlerden düştü.;Benim köpeğim merdivenleri düştü.;merdivenlerden;merdivenleri;düştü;argument_structure;transitive
Bu son duruma çok şaşırdım.;Bu son durumu çok şaşırdım.;duruma;durumu;şaşırdım;argument_structure;transitive
Yeni projeye başlamaya karar verdiler.;Yeni projeye başlamayı karar verdiler.;başlamaya;başlamayı;karar verdiler;argument_structure;transitive
Ve onun söylediklerine katılıyorum.;Ve onun söylediklerini katılıyorum.;söylediklerine;söylediklerini;katılıyorum;argument_structure;transitive
Bu doktor bey yaşlı hastayla özel olarak ilgileniyor.;Bu doktor bey yaşlı hastayı özel olarak ilgileniyor.;hastayla;hastayı;ilgileniyor;argument_structure;transitive
Yine yeni bir spora başladık.;Yine yeni bir sporu başladık.;spora;sporu;başladık;argument_structure;transitive
Yeni balayı için Urla'da karar kılmışlar.;Yeni balayı için Urla'ya karar kılmışlar.;Urla'da;Urla'ya;karar kılmışlar;argument_structure;transitive
Ben bu kasabayı çok seviyorum.;Ben bu kasabaya çok seviyorum.;kasabayı;kasabaya;seviyorum;argument_structure;transitive
Ama bu film serisine bayıldım.;Ama bu film serisini bayıldım.;serisine;serisini;bayıldım;argument_structure;transitive
Ayşe eda hediyesine resmen bayıldı.;Ayşe eda hediyesini resmen bayıldı.;hediyesine;hediyesini;bayıldı;argument_structure;transitive
Öncelikle tatile çıkma planına çok ısındım.;Öncelikle tatile çıkma planını çok ısındım.;planına;planını;ısındım;argument_structure;transitive
Yine bu saati çok beğendim.;Yine bu saate çok beğendim.;saati;saate;beğendim;argument_structure;transitive
Bayram tatil için Bodrum'da karar kılmışlar.;Bayram tatil için Bodrum'a karar kılmışlar.;Bodrum'da;Bodrum'a;karar kılmışlar;argument_structure;transitive
En son gelişmeye çok şaşırdım.;En son gelişmeyi çok şaşırdım.;gelişmeye;gelişmeyi;şaşırdım;argument_structure;transitive
Bu tartışmaya girmeyi sevmem.;Bu tartışmaya girmeye sevmem.;girmeyi;girmeye;sevmem;argument_structure;transitive
Yalnız sana her zaman güveniyorum.;Yalnız seni her zaman güveniyorum.;sana;seni;güveniyorum;argument_structure;transitive
Biz bu filme bayılıyoruz.;Biz bu filmi bayılıyoruz.;filme;filmi;bayılıyoruz;argument_structure;transitive
