good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Sonra kimin söylediği söz herkesi şaşırttı?;Sonra onun niye söylediği söz herkesi şaşırttı?;Kimin;Onun niye;söz;island_effects
Ama kimin yıktığı duvar yeniden yapılıyor?;Ama onun nasıl yıktığı duvar yeniden yapılıyor?;Kimin;Onun nasıl;duvar;island_effects
Neden kimi kütüphanede gören öğrenci şaşırdı?;Neden onu neden kütüphanede gören öğrenci şaşırdı?;Kimi;Onu neden;öğrenci;island_effects
Kimin dinlediği şarkıyı kapattın?;Onun neden dinlediği şarkıyı kapattın?;Kimin;Onun neden;şarkıyı;island_effects
Her neyi balkonundan atan komşu şikayet edildi?;Her onu niçin balkonundan atan komşu şikayet edildi?;Neyi;Onu niçin;komşu;island_effects
Acaba neyi dolapta saklayan çocuk gülüyordu?;Acaba onu neden dolapta saklayan çocuk gülüyordu?;Neyi;Onu neden;çocuk;island_effects
Kimi markette gören kasiyer tanıdı?;Onu niçin markette gören kasiyer tanıdı?;Kimi;Onu niçin;kasiyer;island_effects
Kim neyi dolapta unutan anne telaşlandı?;Kim onu niye dolapta unutan anne telaşlandı?;Neyi;Onu niye;anne;island_effects
Peki kimin yaptığı heykel müzede sergileniyor?;Peki onun niçin yaptığı heykel müzede sergileniyor?;Kimin;Onun niçin;heykel;island_effects
Ve neyi ağacın dallarına asan çocuk sevindi?;Ve onu nasıl ağacın dallarına asan çocuk sevindi?;Neyi;Onu nasıl;çocuk;island_effects
Bu neyi çöp tenekesine atan adam yakalandı?;Bu onu neden çöp tenekesine atan adam yakalandı?;Neyi;Onu neden;adam;island_effects
Ama kimi sahilde gören balıkçı şaşırdı?;Ama onu neden sahilde gören balıkçı şaşırdı?;Kimi;Onu neden;balıkçı;island_effects  
Erdoğan kimi metroda gören yolcu yerini verdi?;Erdoğan onu nasıl metroda gören yolcu yerini verdi?;Kimi;Onu nasıl;yolcu;island_effects
Erdoğan kimi konsere çağıran basçıyı beğeniyor?;Erdoğan onu neden konsere çağıran basçıyı beğeniyor?;Kimi;Onu neden;basçıyı;island_effects
Ayrıca kimin dinlediği şarkıyı kapattın?;Ayrıca onun neden dinlediği şarkıyı kapattın?;Kimin;Onun neden;şarkıyı;island_effects
Evde neyi parkta besleyen çocuk mutlu oldu?;Evde onu nasıl parkta besleyen çocuk mutlu oldu?;Neyi;Onu nasıl;çocuk;island_effects
Siz kimi markette gören kasiyer gülümsedi?;Siz onu neden markette gören kasiyer gülümsedi?;Kimi;Onu neden;kasiyer;island_effects
Ama neyi nehre atan çocuk ceza aldı?;Ama onu nasıl nehre atan çocuk ceza aldı?;Neyi;Onu nasıl;çocuk;island_effects
Acaba kimi stadyumda gören taraftar bağırdı?;Acaba onu nasıl stadyumda gören taraftar bağırdı?;Kimi;Onu nasıl;taraftar;island_effects  
Bugün kimin dinlediği şarkıyı kapattın?;Bugün onun neden dinlediği şarkıyı kapattın?;Kimin;Onun neden;şarkıyı;island_effects
Acaba kimin kırdığı vazo yerdeydi?;Acaba onun nasıl kırdığı vazo yerdeydi?;Kimin;Onun nasıl;vazo;island_effects  
Neden kimin yaptığı heykel müzede sergileniyor?;Neden onun niçin yaptığı heykel müzede sergileniyor?;Kimin;Onun niçin;heykel;island_effects
Ve neyi dolapta saklayan çocuk gülümsüyordu?;Ve onu neden dolapta saklayan çocuk gülümsüyordu?;Neyi;Onu neden;çocuk;island_effects
Ve kimi tiyatroda alkışlayan seyirciler coşkuluydu?;Ve onu niye tiyatroda alkışlayan seyirciler coşkuluydu?;Kimi;Onu niye;seyirciler;island_effects
Peki kimin yazdığı roman çok satıyor?;Peki onun neden yazdığı roman çok satıyor?;Kimin;Onun neden;roman;island_effects
Peki kimi kütüphanede gören öğrenci şaşırdı?;Peki onu niye kütüphanede gören öğrenci şaşırdı?;Kimi;Onu niye;öğrenci;island_effects
Kim kimi hastanede ziyaret eden doktor üzgündü?;Kim onu neden hastanede ziyaret eden doktor üzgündü?;Kimi;Onu neden;doktor;island_effects
Kimin getirdiği hediyeyi açtın?;Onun niçin getirdiği hediyeyi açtın?;Kimin;Onun niçin;hediyeyi;island_effects
Eikö neyi balkondan atan kedi korkuttu?;Eikö onu neden balkondan atan kedi korkuttu?;Neyi;Onu neden;kedi;island_effects  
Şimdi kimi markette gören kasiyer tanıdı?;Şimdi onu niçin markette gören kasiyer tanıdı?;Kimi;Onu niçin;kasiyer;island_effects
Peki kimin önerdiği kitabı aldın?;Peki onun niye önerdiği kitabı aldın?;Kimin;Onun niye;kitabı;island_effects
İşte neyi çantasına koyan kadın panikledi?;İşte onu niye çantasına koyan kadın panikledi?;Neyi;Onu niye;kadın;island_effects  
Neyi çalışma odasında unutan yazar geri döndü?;Onu neden çalışma odasında unutan yazar geri döndü?;Neyi;Onu neden;yazar;island_effects
Yani kimin söylediği yalan ortaya çıktı?;Yani onun neden söylediği yalan ortaya çıktı?;Kimin;Onun neden;yalan;island_effects
Onko neyi balkondan atan kedi korkuttu?;Onko onu neden balkondan atan kedi korkuttu?;Neyi;Onu neden;kedi;island_effects  
Bugün kimin yaktığı mumlar sönmüş?;Bugün onun neden yaktığı mumlar sönmüş?;Kimin;Onun neden;mumlar;island_effects
Bugün neyi çantasına koymayı unutan kadın telaşlandı?;Bugün onu niye çantasına koymayı unutan kadın telaşlandı?;Neyi;Onu niye;kadın;island_effects
Acaba kimin yaktığı mumlar sönmüş?;Acaba onun neden yaktığı mumlar sönmüş?;Kimin;Onun neden;mumlar;island_effects
Kimi mağazada takip eden güvenlik görevlisi şüphelendi?;Onu niçin mağazada takip eden güvenlik görevlisi şüphelendi?;Kimi;Onu niçin;görevlisi;island_effects
Neyi sınıfa taşıyan öğrenci hocadan özür diledi?;Onu niye sınıfa taşıyan öğrenci hocadan özür diledi?;Neyi;Onu niye;öğrenci;island_effects
Evde neyi çantasına koymayı unutan kadın telaşlandı?;Evde onu niye çantasına koymayı unutan kadın telaşlandı?;Neyi;Onu niye;kadın;island_effects
Sonra kimin kazdığı çukur kazayla dolduruldu?;Sonra onun niçin kazdığı çukur kazayla dolduruldu?;Kimin;Onun niçin;çukur;island_effects
Ve kimin yaptığı pastayı beğendin?;Ve onun niçin yaptığı pastayı beğendin?;Kimin;Onun niçin;pastayı;island_effects  
Peki kimin gittiği konser çok kalabalıkmış?;Peki onun nasıl gittiği konser çok kalabalıkmış?;Kimin;Onun nasıl;konser;island_effects
Bu kimi koridorda karşılayan müdür yardımcısı gergindi?;Bu onu niçin koridorda karşılayan müdür yardımcısı gergindi?;Kimi;Onu niçin;yardımcısı;island_effects
Acaba kimi hastanede ziyaret eden hemşire ağladı?;Acaba onu neden hastanede ziyaret eden hemşire ağladı?;Kimi;Onu neden;hemşire;island_effects
Bu kimi kütüphanede gören öğrenci şaşırdı?;Bu onu niye kütüphanede gören öğrenci şaşırdı?;Kimi;Onu niye;öğrenci;island_effects
Acaba kimi kütüphanede gören öğrenci şaşkına döndü?;Acaba onu nasıl kütüphanede gören öğrenci şaşkına döndü?;Kimi;Onu nasıl;öğrenci;island_effects
Peki neyi çöp tenekesine atan adam yakalandı?;Peki onu neden çöp tenekesine atan adam yakalandı?;Neyi;Onu neden;adam;island_effects
Günümüzde kimin yazdığı kitap çok okunuyor?;Günümüzde onun neden yazdığı kitap çok okunuyor?;Kimin;Onun neden;kitap;island_effects
3. kimin önerdiği kitabı aldın?;3. onun niye önerdiği kitabı aldın?;Kimin;Onun niye;kitabı;island_effects
Neden kimi konsere çağıran basçıyı beğeniyor?;Neden onu neden konsere çağıran basçıyı beğeniyor?;Kimi;Onu neden;basçıyı;island_effects
Ama kimi kütüphanede gören öğrenci şaşırdı?;Ama onu niye kütüphanede gören öğrenci şaşırdı?;Kimi;Onu niye;öğrenci;island_effects
Bu kimi parkta gören çocuk heyecanlandı?;Bu onu neden parkta gören çocuk heyecanlandı?;Kimi;Onu neden;çocuk;island_effects  
Ve neyi temizleyen hizmetli yorulmuştu?;Ve onu nasıl temizleyen hizmetli yorulmuştu?;Neyi;Onu nasıl;hizmetli;island_effects
Kimi bahçede gören komşu telefon etti?;Onu nasıl bahçede gören komşu telefon etti?;Kimi;Onu nasıl;komşu;island_effects
Şimdi kimin yaktığı mumlar sönmüş?;Şimdi onun neden yaktığı mumlar sönmüş?;Kimin;Onun neden;mumlar;island_effects
</s> kimi otobüsten indiren şoför sinirlendi?;</s> onu niçin otobüsten indiren şoför sinirlendi?;Kimi;Onu niçin;şoför;island_effects
Ne kimi okul bahçesinde gören müdür çağırdı?;Ne onu nasıl okul bahçesinde gören müdür çağırdı?;Kimi;Onu nasıl;müdür;island_effects
Sana kimin çaldığı piyanonun sesi geliyor?;Sana onun niye çaldığı piyanonun sesi geliyor?;Kimin;Onun niye;piyano;island_effects  
Acaba neyi masanın altına saklayan çocuk güldü?;Acaba onu nasıl masanın altına saklayan çocuk güldü?;Neyi;Onu nasıl;çocuk;island_effects
Şimdi kimin kırdığı bardak yerine yenisini aldılar?;Şimdi onun nasıl kırdığı bardak yerine yenisini aldılar?;Kimin;Onun nasıl;bardak;island_effects
Her kimi tiyatroda alkışlayan seyirciler coşkuluydular?;Her onu niye tiyatroda alkışlayan seyirciler coşkuluydular?;Kimi;Onu niye;seyirciler;island_effects
Kimi eve bırakan görevli geç kaldı?;Onu niçin eve bırakan görevli geç kaldı?;Kimi;Onu niçin;görevli;island_effects
Acaba kimin aldığı kararı duydun?;Acaba onun neden aldığı kararı duydun?;Kimin;Onun neden;kararı;island_effects  
Ama kimin kırdığı vazo yerdeydi?;Ama onun nasıl kırdığı vazo yerdeydi?;Kimin;Onun nasıl;vazo;island_effects  
İşte kimi arayan sekreter telaşlandı?;İşte onu niçin arayan sekreter telaşlandı?;Kimi;Onu niçin;sekreter;island_effects  
Bu kimi sahilde gören balıkçı şaşırdı?;Bu onu neden sahilde gören balıkçı şaşırdı?;Kimi;Onu neden;balıkçı;island_effects  
Bugün kimin aldığı kararı duydun?;Bugün onun neden aldığı kararı duydun?;Kimin;Onun neden;kararı;island_effects  
Her neyi çantasında taşıyan kadın endişeliydi?;Her onu niye çantasında taşıyan kadın endişeliydi?;Neyi;Onu niye;kadın;island_effects
Şimdi kimin çizdiği resim sergileniyor?;Şimdi onun nasıl çizdiği resim sergileniyor?;Kimin;Onun nasıl;resim;island_effects
Bu kimi köşede bekleyen polis sorguladı?;Bu onu neden köşede bekleyen polis sorguladı?;Kimi;Onu neden;polis;island_effects  
Şimdi kimin söylediği yalan ortaya çıktı?;Şimdi onun neden söylediği yalan ortaya çıktı?;Kimin;Onun neden;yalan;island_effects
Şimdi kimin yaktığı mumlar hala yanıyor?;Şimdi onun neden yaktığı mumlar hala yanıyor?;Kimin;Onun neden;mumlar;island_effects
Şimdi neyi ağacın altına gömen köpek havladı?;Şimdi onu neden ağacın altına gömen köpek havladı?;Neyi;Onu neden;köpek;island_effects
Kim kimi markette gören kasiyer tanıdı?;Kim onu niçin markette gören kasiyer tanıdı?;Kimi;Onu niçin;kasiyer;island_effects
Sen kimin yazdığı şiiri okudun?;Sen onun niçin yazdığı şiiri okudun?;Kimin;Onun niçin;şiiri;island_effects
Neden kimi güldürmeye çalışan çocuk ilgi çekti?;Neden onu niye güldürmeye çalışan çocuk ilgi çekti?;Kimi;Onu niye;çocuk;island_effects
Kimi konsere çağıran basçıyı beğeniyor?;Onu neden konsere çağıran basçıyı beğeniyor?;Kimi;Onu neden;basçıyı;island_effects
Bu kimi stadyumda gören taraftar bağırdı?;Bu onu nasıl stadyumda gören taraftar bağırdı?;Kimi;Onu nasıl;taraftar;island_effects  
Ama neyi ağacın altına saklayan köpek havladı?;Ama onu nasıl ağacın altına saklayan köpek havladı?;Neyi;Onu nasıl;köpek;island_effects
Her neyi çöp tenekesine atan adam yakalandı?;Her onu neden çöp tenekesine atan adam yakalandı?;Neyi;Onu neden;adam;island_effects
Kim kimi köşede bekleyen polis sorguladı?;Kim onu neden köşede bekleyen polis sorguladı?;Kimi;Onu neden;polis;island_effects  
Peki neyi nehre atan çocuk ceza aldı?;Peki onu nasıl nehre atan çocuk ceza aldı?;Neyi;Onu nasıl;çocuk;island_effects
Şimdi kimin yazdığı roman çok satıyor?;Şimdi onun neden yazdığı roman çok satıyor?;Kimin;Onun neden;roman;island_effects
Acaba kimi markette gören kasiyer tanıdı?;Acaba onu niçin markette gören kasiyer tanıdı?;Kimi;Onu niçin;kasiyer;island_effects
Acaba kimi güldürmeye çalışan çocuk ilgi çekti?;Acaba onu niye güldürmeye çalışan çocuk ilgi çekti?;Kimi;Onu niye;çocuk;island_effects
Peki neyi ağacın altına gömen köpek havladı?;Peki onu neden ağacın altına gömen köpek havladı?;Neyi;Onu neden;köpek;island_effects
Öğretmen kimi kütüphanede gören öğrenci şaşırdı?;Öğretmen onu niye kütüphanede gören öğrenci şaşırdı?;Kimi;Onu niye;öğrenci;island_effects
Ama neyi parkta besleyen çocuk mutlu oldu?;Ama onu nasıl parkta besleyen çocuk mutlu oldu?;Neyi;Onu nasıl;çocuk;island_effects
Neyi buzdolabına koyan adam unuttu?;Onu nasıl buzdolabına koyan adam unuttu?;Neyi;Onu nasıl;adam;island_effects  
Ve kimin kırdığı bardak yerine yenisini aldılar?;Ve onun nasıl kırdığı bardak yerine yenisini aldılar?;Kimin;Onun nasıl;bardak;island_effects
Şimdi neyi masaya bırakan garson düşürdü?;Şimdi onu nasıl masaya bırakan garson düşürdü?;Neyi;Onu nasıl;garson;island_effects  
Kimi kimi konsere çağıran basçıyı beğeniyor?;Kimi onu neden konsere çağıran basçıyı beğeniyor?;Kimi;Onu neden;basçıyı;island_effects
On neyi balkondan atan kedi korkuttu?;On onu neden balkondan atan kedi korkuttu?;Neyi;Onu neden;kedi;island_effects  
Ve kimi markette gören kasiyer gülümsedi?;Ve onu nasıl markette gören kasiyer gülümsedi?;Kimi;Onu nasıl;kasiyer;island_effects
Burada kimin kazdığı çukur tehlike oluşturuyordu?;Burada onun niçin kazdığı çukur tehlike oluşturuyordu?;Kimin;Onun niçin;çukur;island_effects
Peki kimin kopardığı çiçekler solmuş?;Peki onun niye kopardığı çiçekler solmuş?;Kimin;Onun niye;çiçekler;island_effects
Acaba kimin kazdığı çukur kazayla dolduruldu?;Acaba onun niçin kazdığı çukur kazayla dolduruldu?;Kimin;Onun niçin;çukur;island_effects
Peki neyi dolaba koyan adam unutmuş?;Peki onu niçin dolaba koyan adam unutmuş?;Neyi;Onu niçin;adam;island_effects  
Acaba kimi koridorda karşılayan müdür yardımcısı gergindi?;Acaba onu niçin koridorda karşılayan müdür yardımcısı gergindi?;Kimi;Onu niçin;yardımcısı;island_effects
Neden kimi stadyumda gören taraftar bağırdı?;Neden onu nasıl stadyumda gören taraftar bağırdı?;Kimi;Onu nasıl;taraftar;island_effects  
Kimin söylediği yalan ortaya çıktı?;Onun neden söylediği yalan ortaya çıktı?;Kimin;Onun neden;yalan;island_effects
Fakat kimin kazdığı kuyu tehlikeli görünüyordu?;Fakat onun niçin kazdığı kuyu tehlikeli görünüyordu?;Kimin;Onun niçin;kuyu;island_effects
Sonra neyi ağacın altına saklayan köpek havlıyordu?;Sonra onu nasıl ağacın altına saklayan köpek havlıyordu?;Neyi;Onu nasıl;köpek;island_effects
Kim kimi parkta gören çocuk heyecanlandı?;Kim onu neden parkta gören çocuk heyecanlandı?;Kimi;Onu neden;çocuk;island_effects  
Ve neyi dolaba koyan adam unutmuş?;Ve onu niçin dolaba koyan adam unutmuş?;Neyi;Onu niçin;adam;island_effects  
Ama neyi sınıfa taşıyan öğrenci hocadan özür diledi?;Ama onu niye sınıfa taşıyan öğrenci hocadan özür diledi?;Neyi;Onu niye;öğrenci;island_effects
Ve neyi buzdolabına koyan adam unuttu?;Ve onu nasıl buzdolabına koyan adam unuttu?;Neyi;Onu nasıl;adam;island_effects  
Bugün neyi çantasına koymayı unutan kadın panikledi?;Bugün onu niye çantasına koymayı unutan kadın panikledi?;Neyi;Onu niye;kadın;island_effects
Bugün neyi çöp kutusuna atan çocuk yakalandı?;Bugün onu niçin çöp kutusuna atan çocuk yakalandı?;Neyi;Onu niçin;çocuk;island_effects  
Ve neyi masanın altına saklayan çocuk güldü?;Ve onu nasıl masanın altına saklayan çocuk güldü?;Neyi;Onu nasıl;çocuk;island_effects
Kim kimi hastanede ziyaret eden hemşire üzüldü?;Kim onu neden hastanede ziyaret eden hemşire üzüldü?;Kimi;Onu neden;hemşire;island_effects
Yani kimin kazdığı çukur kazayla dolduruldu?;Yani onun niçin kazdığı çukur kazayla dolduruldu?;Kimin;Onun niçin;çukur;island_effects
Kim kimi hastanede ziyaret eden hemşire ağladı?;Kim onu neden hastanede ziyaret eden hemşire ağladı?;Kimi;Onu neden;hemşire;island_effects
Peki neyi buzdolabına koyan adam unuttu?;Peki onu nasıl buzdolabına koyan adam unuttu?;Neyi;Onu nasıl;adam;island_effects  
Her neyi duvara asan ressam mutlu oldu?;Her onu neden duvara asan ressam mutlu oldu?;Neyi;Onu neden;ressam;island_effects
Neden kimin kırdığı pencere camı değiştirildi?;Neden onun niçin kırdığı pencere camı değiştirildi?;Kimin;Onun niçin;camı;island_effects
Sonra kimin yaktığı mumlar hala yanıyor?;Sonra onun neden yaktığı mumlar hala yanıyor?;Kimin;Onun neden;mumlar;island_effects
Kimi markette gören kasiyer gülümsedi?;Onu neden markette gören kasiyer gülümsedi?;Kimi;Onu neden;kasiyer;island_effects
Neden kimin yazdığı makale çok tartışılıyor?;Neden onun neden yazdığı makale çok tartışılıyor?;Kimin;Onun neden;makale;island_effects
Şimdi neyi çöp tenekesine atan adam yakalandı?;Şimdi onu neden çöp tenekesine atan adam yakalandı?;Neyi;Onu neden;adam;island_effects
Nedir kimin çizdiği resim sergileniyor?;Nedir onun nasıl çizdiği resim sergileniyor?;Kimin;Onun nasıl;resim;island_effects
Hadi kimin söylediği şarkıyı dinliyorsun?;Hadi onun niye söylediği şarkıyı dinliyorsun?;Kimin;Onun niye;şarkıyı;island_effects  
Sonra kimin kırdığı bardak yerine yenisini aldılar?;Sonra onun nasıl kırdığı bardak yerine yenisini aldılar?;Kimin;Onun nasıl;bardak;island_effects
Neden neyi çantasına koymayı unutan kadın geri döndü?;Neden onu niçin çantasına koymayı unutan kadın geri döndü?;Neyi;Onu niçin;kadın;island_effects
Sonra kimin gittiği konser çok kalabalıkmış?;Sonra onun nasıl gittiği konser çok kalabalıkmış?;Kimin;Onun nasıl;konser;island_effects
Acaba neyi çantasında taşıyan kadın endişeli görünüyordu?;Acaba onu niye çantasında taşıyan kadın endişeli görünüyordu?;Neyi;Onu niye;kadın;island_effects
Şimdi neyi dolapta saklayan çocuk gülümsüyordu?;Şimdi onu neden dolapta saklayan çocuk gülümsüyordu?;Neyi;Onu neden;çocuk;island_effects
Ama kimin kırdığı vazo yerdeydi?;Ama onun nasıl kırdığı vazo yerdeydi?;Kimin;Onun nasıl;vazo;island_effects  
Ama neyi çantadan çıkaran kadın şaşırdı?;Ama onu niye çantadan çıkaran kadın şaşırdı?;Neyi;Onu niye;kadın;island_effects  
Kim neyi temizleyen hizmetli yorulmuştu?;Kim onu nasıl temizleyen hizmetli yorulmuştu?;Neyi;Onu nasıl;hizmetli;island_effects
Ama kimin kopardığı çiçekler solmuş?;Ama onun niye kopardığı çiçekler solmuş?;Kimin;Onun niye;çiçekler;island_effects
Peki kimi otobüsten indiren şoför sinirlendi?;Peki onu niçin otobüsten indiren şoför sinirlendi?;Kimi;Onu niçin;şoför;island_effects
Her neyi çantadan çıkaran kadın şaşırdı?;Her onu niye çantadan çıkaran kadın şaşırdı?;Neyi;Onu niye;kadın;island_effects  
Yani kimin kazdığı çukur tehlike oluşturuyordu?;Yani onun niçin kazdığı çukur tehlike oluşturuyordu?;Kimin;Onun niçin;çukur;island_effects
Ama neyi ağacın altına gömen köpek havladı?;Ama onu neden ağacın altına gömen köpek havladı?;Neyi;Onu neden;köpek;island_effects
Herkes kimi konsere çağıran basçıyı beğeniyor?;Herkes onu neden konsere çağıran basçıyı beğeniyor?;Kimi;Onu neden;basçıyı;island_effects
Bizi kimi mağazada takip eden güvenlik görevlisi şüphelendi?;Bizi onu niçin mağazada takip eden güvenlik görevlisi şüphelendi?;Kimi;Onu niçin;görevlisi;island_effects
Ama neyi dolaba koyan adam unutmuş?;Ama onu niçin dolaba koyan adam unutmuş?;Neyi;Onu niçin;adam;island_effects  
Acaba kimi kütüphanede gören öğrenci şaşırdı?;Acaba onu neden kütüphanede gören öğrenci şaşırdı?;Kimi;Onu neden;öğrenci;island_effects
Acaba kimi okul bahçesinde gören öğretmen şaşırdı?;Acaba onu nasıl okul bahçesinde gören öğretmen şaşırdı?;Kimi;Onu nasıl;öğretmen;island_effects
Şimdi neyi balkondan atan komşu uyarıldı?;Şimdi onu niçin balkondan atan komşu uyarıldı?;Neyi;Onu niçin;komşu;island_effects
Ama neyi dolapta saklayan çocuk gülümsüyordu?;Ama onu neden dolapta saklayan çocuk gülümsüyordu?;Neyi;Onu neden;çocuk;island_effects
Sonra neyi dolapta saklayan çocuk gülümsüyordu?;Sonra onu neden dolapta saklayan çocuk gülümsüyordu?;Neyi;Onu neden;çocuk;island_effects
Şimdi kimi otobüsten indiren şoför sinirlendi?;Şimdi onu niçin otobüsten indiren şoför sinirlendi?;Kimi;Onu niçin;şoför;island_effects
Neden kimi kütüphanede gören öğrenci şaşırdı?;Neden onu niye kütüphanede gören öğrenci şaşırdı?;Kimi;Onu niye;öğrenci;island_effects
Hem neyi dolaba koyan adam unutmuş?;Hem onu niçin dolaba koyan adam unutmuş?;Neyi;Onu niçin;adam;island_effects  
Acaba kimi arayan sekreter telaşlandı?;Acaba onu niçin arayan sekreter telaşlandı?;Kimi;Onu niçin;sekreter;island_effects  
Ama kimi markette gören kasiyer gülümsedi?;Ama onu nasıl markette gören kasiyer gülümsedi?;Kimi;Onu nasıl;kasiyer;island_effects
Ya kimin unuttuğu şapka vestiyerde kalmış?;Ya onun niye unuttuğu şapka vestiyerde kalmış?;Kimin;Onun niye;şapka;island_effects
Acaba neyi balkondan atan komşu uyarılmıştı?;Acaba onu niçin balkondan atan komşu uyarılmıştı?;Neyi;Onu niçin;komşu;island_effects
SEN kimin kaybettiği anahtarı buldun?;SEN onun neden kaybettiği anahtarı buldun?;Kimin;Onun neden;anahtarı;island_effects  
Kimin yaptığı pastayı beğendin?;Onun niçin yaptığı pastayı beğendin?;Kimin;Onun niçin;pastayı;island_effects  
Size kimin kazdığı kuyu tehlikeli görünüyordu?;Size onun niçin kazdığı kuyu tehlikeli görünüyordu?;Kimin;Onun niçin;kuyu;island_effects
Ya kimin unuttuğu şemsiye dolapta kalmış?;Ya onun niye unuttuğu şemsiye dolapta kalmış?;Kimin;Onun niye;şemsiye;island_effects
Bu kimi bahçede gören komşu telefon etti?;Bu onu nasıl bahçede gören komşu telefon etti?;Kimi;Onu nasıl;komşu;island_effects
Ancak neyi çalışma odasında unutan yazar geri döndü?;Ancak onu neden çalışma odasında unutan yazar geri döndü?;Neyi;Onu neden;yazar;island_effects
Peki neyi balkonundan atan komşu şikayet edildi?;Peki onu niçin balkonundan atan komşu şikayet edildi?;Neyi;Onu niçin;komşu;island_effects
Neyi balkondan atan komşu uyarıldı?;Onu niçin balkondan atan komşu uyarıldı?;Neyi;Onu niçin;komşu;island_effects
Ama kimin yazdığı roman çok satıyor?;Ama onun neden yazdığı roman çok satıyor?;Kimin;Onun neden;roman;island_effects
Her neyi ağacın altına saklayan köpek havlıyordu?;Her onu nasıl ağacın altına saklayan köpek havlıyordu?;Neyi;Onu nasıl;köpek;island_effects
Şimdi neyi buzdolabına koyan adam unuttu?;Şimdi onu nasıl buzdolabına koyan adam unuttu?;Neyi;Onu nasıl;adam;island_effects  
Neden kimi kapıda karşılayan kız aceleyle mutfağa girdi?;Neden onu nasıl kapıda karşılayan kız aceleyle mutfağa girdi?;Kimi;Onu nasıl;kız;island_effects
Peki kimi okul bahçesinde gören müdür çağırdı?;Peki onu nasıl okul bahçesinde gören müdür çağırdı?;Kimi;Onu nasıl;müdür;island_effects
Kimi kimi mağazada takip eden güvenlik görevlisi şüphelendi?;Kimi onu niçin mağazada takip eden güvenlik görevlisi şüphelendi?;Kimi;Onu niçin;görevlisi;island_effects
Kimi hastanede ziyaret eden hemşire ağladı?;Onu neden hastanede ziyaret eden hemşire ağladı?;Kimi;Onu neden;hemşire;island_effects
Neden kimin yıktığı kuleyi yeniden inşa ettiler?;Neden onun niye yıktığı kuleyi yeniden inşa ettiler?;Kimin;Onun niye;kuleyi;island_effects
Kimin kırdığı bardak yerine yenisini aldılar?;Onun nasıl kırdığı bardak yerine yenisini aldılar?;Kimin;Onun nasıl;bardak;island_effects
Peki kimin yaktığı mumlar hala yanıyor?;Peki onun neden yaktığı mumlar hala yanıyor?;Kimin;Onun neden;mumlar;island_effects
Peki kimi koridorda gören öğretmen durdu?;Peki onu niye koridorda gören öğretmen durdu?;Kimi;Onu niye;öğretmen;island_effects  
Şimdi kimi hastanede ziyaret eden doktor üzgündü?;Şimdi onu neden hastanede ziyaret eden doktor üzgündü?;Kimi;Onu neden;doktor;island_effects
Peki kimi köprüde gören polis durdurdu?;Peki onu nasıl köprüde gören polis durdurdu?;Kimi;Onu nasıl;polis;island_effects
Neden neyi çantasına koymayı unutan kadın telaşlandı?;Neden onu niye çantasına koymayı unutan kadın telaşlandı?;Neyi;Onu niye;kadın;island_effects
Peki kimi hastanede ziyaret eden hemşire ağladı?;Peki onu neden hastanede ziyaret eden hemşire ağladı?;Kimi;Onu neden;hemşire;island_effects
Neyi duvara asan ressam mutlu oldu?;Onu neden duvara asan ressam mutlu oldu?;Neyi;Onu neden;ressam;island_effects
Peki kimi arayan sekreter telaşlandı?;Peki onu niçin arayan sekreter telaşlandı?;Kimi;Onu niçin;sekreter;island_effects  
Kimin çaldığı piyanonun sesi geliyor?;Onun niye çaldığı piyanonun sesi geliyor?;Kimin;Onun niye;piyano;island_effects  
Kim kimi tiyatroda alkışlayan seyirciler coşkuluydular?;Kim onu niye tiyatroda alkışlayan seyirciler coşkuluydular?;Kimi;Onu niye;seyirciler;island_effects
Kim kimi güldürmeye çalışan çocuk ilgi çekti?;Kim onu niye güldürmeye çalışan çocuk ilgi çekti?;Kimi;Onu niye;çocuk;island_effects
İşte neyi balkondan atan komşu uyarıldı?;İşte onu niçin balkondan atan komşu uyarıldı?;Neyi;Onu niçin;komşu;island_effects
Peki kimi bahçede gören komşu telefon etti?;Peki onu nasıl bahçede gören komşu telefon etti?;Kimi;Onu nasıl;komşu;island_effects
Bu kimi tiyatroda alkışlayan seyirciler coşkuluydu?;Bu onu niye tiyatroda alkışlayan seyirciler coşkuluydu?;Kimi;Onu niye;seyirciler;island_effects
Peki kimin kaybettiği cüzdan bulundu?;Peki onun nasıl kaybettiği cüzdan bulundu?;Kimin;Onun nasıl;cüzdan;island_effects
Bugün kimin getirdiği hediyeyi açtın?;Bugün onun niçin getirdiği hediyeyi açtın?;Kimin;Onun niçin;hediyeyi;island_effects
Her kimi markette gören kasiyer gülümsedi?;Her onu neden markette gören kasiyer gülümsedi?;Kimi;Onu neden;kasiyer;island_effects
Hem kimin yaktığı ateş sabaha kadar yandı?;Hem onun nasıl yaktığı ateş sabaha kadar yandı?;Kimin;Onun nasıl;ateş;island_effects
Ama kimi kapıda karşılayan kız aceleyle mutfağa girdi?;Ama onu nasıl kapıda karşılayan kız aceleyle mutfağa girdi?;Kimi;Onu nasıl;kız;island_effects
Şimdi kimin söylediği şarkıyı dinliyorsun?;Şimdi onun niye söylediği şarkıyı dinliyorsun?;Kimin;Onun niye;şarkıyı;island_effects  
