good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Ay yılın bazı dönemlerinde Venüs Ay'ın çok yakınında durur.;Ay yılın bazı dönemlerinde Venüs Ay'ın çok yakınında durar.;durur;durar;-;irregular_forms
Yunan futbolcu topa sert vurur.;Yunan futbolcu topa sert vurar.;vurur;vurar;-;irregular_forms
Her yolcu otobüsü terminale tam vaktinde varır.;Her yolcu otobüsü terminale tam vaktinde varar.;varır;varar;-;irregular_forms  
Gece odasında kaybolan çorabı yatağın altında bulur.;Gece odasında kaybolan çorabı yatağın altında bular.;bulur;bular;-;irregular_forms
Bu çalışan öğrenciler sınavdaki tüm soruların cevabını bilir.;Bu çalışan öğrenciler sınavdaki tüm soruların cevabını biler.;bilir;biler;-;irregular_forms
Uygulamayı açınca hesap bakiyesini görür.;Uygulamayı açınca hesap bakiyesini görer.;görür;görer;-;irregular_forms
1 bahçıvan çiçekleri sulamazsa hepsi ölür.;1 bahçıvan çiçekleri sulamazsa hepsi öler.;ölür;öler;-;irregular_forms
Bir yaşlı adam her sabah aynı durakta durur.;Bir yaşlı adam her sabah aynı durakta durar.;durur;durar;-;irregular_forms  
Ama kaptan doğru rotayı her zaman bilir.;Ama kaptan doğru rotayı her zaman biler.;bilir;biler;-;irregular_forms
Fakat bu ağaçlar sonbaharda yapraklarını dökmeyip yeşil kalır.;Fakat bu ağaçlar sonbaharda yapraklarını dökmeyip yeşil kalar.;kalır;kalar;-;irregular_forms  
Uzman doktor hastayı muayene edince görür.;Uzman doktor hastayı muayene edince görer.;görür;görer;-;irregular_forms
İlk toplantıda son karar her zaman başkanın olur.;İlk toplantıda son karar her zaman başkanın olar.;olur;olar;-;irregular_forms
Uluslararası film festivaline gitmek için harçlıklarını biriktip bilet alır.;Uluslararası film festivaline gitmek için harçlıklarını biriktip bilet alar.;alır;alar;-;irregular_forms
Tüm misafirler davete tam zamanında gelir.;Tüm misafirler davete tam zamanında geler.;gelir;geler;-;irregular_forms
Öğrenciler kütüphaneden ödünç aldığı kitapları zamanında geri verir.;Öğrenciler kütüphaneden ödünç aldığı kitapları zamanında geri verer.;verir;verer;-;irregular_forms
Bazı yarışmacılar maratonun sonuna doğru yavaşlar ama bitirince varır.;Bazı yarışmacılar maratonun sonuna doğru yavaşlar ama bitirince varar.;varır;varar;-;irregular_forms
• güneş panelleri gölgede kalınca verimli çalışmaz ve enerji üretmez olur.;• güneş panelleri gölgede kalınca verimli çalışmaz ve enerji üretmez olar.;olur;olar;-;irregular_forms  
Bu bitkiler susuz kalınca ölür.;Bu bitkiler susuz kalınca öler.;ölür;öler;-;irregular_forms
Ancak toplantıda son söz müdürün olur.;Ancak toplantıda son söz müdürün olar.;olur;olar;-;irregular_forms
Büyük kuraklıkta bitkiler su alamayınca ölür.;Büyük kuraklıkta bitkiler su alamayınca öler.;ölür;öler;-;irregular_forms 
Güneş görmeyen petunyalar hemen ölür.;Güneş görmeyen petunyalar hemen öler.;ölür;öler;-;irregular_forms
Yabancı futbolcu penaltı atarken topu hep aynı köşeye vurur.;Yabancı futbolcu penaltı atarken topu hep aynı köşeye vurar.;vurur;vurar;-;irregular_forms  
Uzun yarışta önde giden bisikletli son dönemeçte levhaya vurur.;Uzun yarışta önde giden bisikletli son dönemeçte levhaya vurar.;vurur;vurar;-;irregular_forms
Yabancı futbolcu penaltı atarken topa sert vurur.;Yabancı futbolcu penaltı atarken topa sert vurar.;vurur;vurar;-;irregular_forms
Otobüs durağa tam zamanında varır.;Otobüs durağa tam zamanında varar.;varır;varar;-;irregular_forms  
Baba memlekete her döndüğünde ilk iş babaannesini görür.;Baba memlekete her döndüğünde ilk iş babaannesini görer.;görür;görer;-;irregular_forms
Ve tren tam zamanında istasyona varır.;Ve tren tam zamanında istasyona varar.;varır;varar;-;irregular_forms
Büyük toplantıda son karar her zaman başkanın olur.;Büyük toplantıda son karar her zaman başkanın olar.;olur;olar;-;irregular_forms
Sevgili anneannem her pazar bize gelir.;Sevgili anneannem her pazar bize geler.;gelir;geler;-;irregular_forms
Bu çiçekler susuz kaldığında hemen ölür.;Bu çiçekler susuz kaldığında hemen öler.;ölür;öler;-;irregular_forms
Berlin film festivaline gitmek için harçlıklarını biriktip bilet alır.;Berlin film festivaline gitmek için harçlıklarını biriktip bilet alar.;alır;alar;-;irregular_forms
5 otobüs tam zamanında terminale varır.;5 otobüs tam zamanında terminale varar.;varır;varar;-;irregular_forms
Kuraklıkta bitkiler su alamayınca ölür.;Kuraklıkta bitkiler su alamayınca öler.;ölür;öler;-;irregular_forms 
Bir konserde sahneyi iyi görmek için ön sırada durur.;Bir konserde sahneyi iyi görmek için ön sırada durar.;durur;durar;-;irregular_forms
Erkek anneleri çocuklara aldığı oyuncakları verir.;Erkek anneleri çocuklara aldığı oyuncakları verer.;verir;verer;-;irregular_forms
Tüm tren rapor edilen saatte istasyona varır.;Tüm tren rapor edilen saatte istasyona varar.;varır;varar;-;irregular_forms
Bu tren rapor edilen saatte istasyona varır.;Bu tren rapor edilen saatte istasyona varar.;varır;varar;-;irregular_forms
Genç balıkçı ağını yavaşça denizden alır.;Genç balıkçı ağını yavaşça denizden alar.;alır;alar;-;irregular_forms
Tren rapor edilen saatte istasyona varır.;Tren rapor edilen saatte istasyona varar.;varır;varar;-;irregular_forms
Köpek yabancıyı görünce durur.;Köpek yabancıyı görünce durar.;durur;durar;-;irregular_forms
Tüm bitkiler yeterince su alamayınca solar ve ölür.;Tüm bitkiler yeterince su alamayınca solar ve öler.;ölür;öler;-;irregular_forms
Bu çocuklar dondurmayı çok sevdiği için sık sık alır.;Bu çocuklar dondurmayı çok sevdiği için sık sık alar.;alır;alar;-;irregular_forms  
İki toplantıda her zaman aynı şeyler olur.;İki toplantıda her zaman aynı şeyler olar.;olur;olar;-;irregular_forms  
İlk takım maçı kazanırsa şampiyon olur.;İlk takım maçı kazanırsa şampiyon olar.;olur;olar;-;irregular_forms
Bir kaptan pusula kullanmadan yönü bilir.;Bir kaptan pusula kullanmadan yönü biler.;bilir;biler;-;irregular_forms  
Ama kuşlar sonbaharda göç etmez burada kalır.;Ama kuşlar sonbaharda göç etmez burada kalar.;kalır;kalar;-;irregular_forms
Bazı çocuklar saklananı hemen bulur.;Bazı çocuklar saklananı hemen bular.;bulur;bular;-;irregular_forms
Kişi sevgilisine özel günler dışında da hediye verir.;Kişi sevgilisine özel günler dışında da hediye verer.;verir;verer;-;irregular_forms
Son otobüs durağa tam zamanında varır.;Son otobüs durağa tam zamanında varar.;varır;varar;-;irregular_forms  
Her müşteri sipariş bedelini kapıda nakit olarak verir.;Her müşteri sipariş bedelini kapıda nakit olarak verer.;verir;verer;-;irregular_forms  
Bütün çocuklar dondurmayı çok sevdiği için sık sık alır.;Bütün çocuklar dondurmayı çok sevdiği için sık sık alar.;alır;alar;-;irregular_forms  
Ama güneş görmeyen petunyalar hemen ölür.;Ama güneş görmeyen petunyalar hemen öler.;ölür;öler;-;irregular_forms
Erkek yarışmacılar maratonun sonuna doğru yavaşlar ama bitirince varır.;Erkek yarışmacılar maratonun sonuna doğru yavaşlar ama bitirince varar.;varır;varar;-;irregular_forms
Bütün bitkiler susuz kalınca ölür.;Bütün bitkiler susuz kalınca öler.;ölür;öler;-;irregular_forms
Bir doktor hastanın durumunu kontrol edince görür.;Bir doktor hastanın durumunu kontrol edince görer.;görür;görer;-;irregular_forms
İşte anneannem her pazar bize gelir.;İşte anneannem her pazar bize geler.;gelir;geler;-;irregular_forms
Bu kuşlar kış gelince güneye gitmez burada kalır.;Bu kuşlar kış gelince güneye gitmez burada kalar.;kalır;kalar;-;irregular_forms
Adam memlekete her döndüğünde ilk iş babaannesini görür.;Adam memlekete her döndüğünde ilk iş babaannesini görer.;görür;görer;-;irregular_forms
Balıkçı ağını denizden alır.;Balıkçı ağını denizden alar.;alır;alar;-;irregular_forms
Güneş panelleri gölgede kalınca verimli çalışmaz ve enerji üretmez olur.;Güneş panelleri gölgede kalınca verimli çalışmaz ve enerji üretmez olar.;olur;olar;-;irregular_forms  
Tek otobüs şehir merkezine her saat başı varır.;Tek otobüs şehir merkezine her saat başı varar.;varır;varar;-;irregular_forms
Ağaç kışın yapraklarını dökmez ve yeşil kalır.;Ağaç kışın yapraklarını dökmez ve yeşil kalar.;kalır;kalar;-;irregular_forms
Bir köpek yabancıyı görünce durur.;Bir köpek yabancıyı görünce durar.;durur;durar;-;irregular_forms
Çocuk kaybolan köpeğini parkta bulur.;Çocuk kaybolan köpeğini parkta bular.;bulur;bular;-;irregular_forms
Çünkü kuraklıkta bitkiler su alamayınca ölür.;Çünkü kuraklıkta bitkiler su alamayınca öler.;ölür;öler;-;irregular_forms 
İki boksör son darbeyi indirince nakavt olur.;İki boksör son darbeyi indirince nakavt olar.;olur;olar;-;irregular_forms  
2 polis şüpheliyi görünce hemen vurur.;2 polis şüpheliyi görünce hemen vurar.;vurur;vurar;-;irregular_forms
Ama bahçıvan çiçekleri sulamazsa hepsi ölür.;Ama bahçıvan çiçekleri sulamazsa hepsi öler.;ölür;öler;-;irregular_forms
Tüm polisler şüpheli bir aracı görünce hemen durur.;Tüm polisler şüpheli bir aracı görünce hemen durar.;durur;durar;-;irregular_forms
Bazı misafirler her cumartesi akşamı bize gelir.;Bazı misafirler her cumartesi akşamı bize geler.;gelir;geler;-;irregular_forms
Ayrıca müşteri sipariş bedelini kapıda nakit olarak verir.;Ayrıca müşteri sipariş bedelini kapıda nakit olarak verer.;verir;verer;-;irregular_forms  
Diğer yarışmacılar maratonun sonuna doğru yavaşlar ama bitirince varır.;Diğer yarışmacılar maratonun sonuna doğru yavaşlar ama bitirince varar.;varır;varar;-;irregular_forms
Paket kargo şoförü adresi bulunca paketi verir.;Paket kargo şoförü adresi bulunca paketi verer.;verir;verer;-;irregular_forms
Gece güneş görmeyen petunyalar hemen ölür.;Gece güneş görmeyen petunyalar hemen öler.;ölür;öler;-;irregular_forms
Anne çocuk odasında kaybolan anahtarı dolabın üstünde bulur.;Anne çocuk odasında kaybolan anahtarı dolabın üstünde bular.;bulur;bular;-;irregular_forms  
İki yönetici toplantıda son kararı verir.;İki yönetici toplantıda son kararı verer.;verir;verer;-;irregular_forms  
Her otobüs şehir merkezine her saat başı varır.;Her otobüs şehir merkezine her saat başı varar.;varır;varar;-;irregular_forms
5 yönetici toplantıda son kararı verir.;5 yönetici toplantıda son kararı verer.;verir;verer;-;irregular_forms  
Bu postacı her sabah aynı saatte günün gazetesini verir.;Bu postacı her sabah aynı saatte günün gazetesini verer.;verir;verer;-;irregular_forms
Pek yaşlı adam her sabah aynı durakta durur.;Pek yaşlı adam her sabah aynı durakta durar.;durur;durar;-;irregular_forms  
Ama kuşlar kış gelince güneye gitmez burada kalır.;Ama kuşlar kış gelince güneye gitmez burada kalar.;kalır;kalar;-;irregular_forms
Ben anneannem her pazar bize gelir.;Ben anneannem her pazar bize geler.;gelir;geler;-;irregular_forms
Sonra annem her şeyimi eliyle koymuş gibi bulur.;Sonra annem her şeyimi eliyle koymuş gibi bular.;bulur;bular;-;irregular_forms
Her otobüs tam zamanında terminale varır.;Her otobüs tam zamanında terminale varar.;varır;varar;-;irregular_forms
3. parkuru ilk bitiren şampiyon olur.;3. parkuru ilk bitiren şampiyon olar.;olur;olar;-;irregular_forms
Pak marangoz çekiçle çiviye vurur.;Pak marangoz çekiçle çiviye vurar.;vurur;vurar;-;irregular_forms
Küçük çocuklar saklananı hemen bulur.;Küçük çocuklar saklananı hemen bular.;bulur;bular;-;irregular_forms
Para marangoz çekiçle çiviye vurur.;Para marangoz çekiçle çiviye vurar.;vurur;vurar;-;irregular_forms
Haz define avcısı haritada gösterilen yerleri kazar ve hazineyi bulur.;Haz define avcısı haritada gösterilen yerleri kazar ve hazineyi bular.;bulur;bular;-;irregular_forms
Bu güneş panelleri gölgede kalınca verimli çalışmaz ve enerji üretmez olur.;Bu güneş panelleri gölgede kalınca verimli çalışmaz ve enerji üretmez olar.;olur;olar;-;irregular_forms  
Son toplantıda son söz müdürün olur.;Son toplantıda son söz müdürün olar.;olur;olar;-;irregular_forms
Bu uygulamayı açınca hesap bakiyesini görür.;Bu uygulamayı açınca hesap bakiyesini görer.;görür;görer;-;irregular_forms
Eğer güneş panelleri gölgede kalınca verimli çalışmaz ve enerji üretmez olur.;Eğer güneş panelleri gölgede kalınca verimli çalışmaz ve enerji üretmez olar.;olur;olar;-;irregular_forms  
Bazı misafirler davete tam zamanında gelir.;Bazı misafirler davete tam zamanında geler.;gelir;geler;-;irregular_forms
Ancak bahçıvan çiçekleri sulamazsa hepsi ölür.;Ancak bahçıvan çiçekleri sulamazsa hepsi öler.;ölür;öler;-;irregular_forms
Sonra çocuk odasında kaybolan anahtarı dolabın üstünde bulur.;Sonra çocuk odasında kaybolan anahtarı dolabın üstünde bular.;bulur;bular;-;irregular_forms  
Türk futbolcu topa sert vurur.;Türk futbolcu topa sert vurar.;vurur;vurar;-;irregular_forms
Rus futbolcu fırsatını yakalayınca topu ağlara vurur.;Rus futbolcu fırsatını yakalayınca topu ağlara vurar.;vurur;vurar;-;irregular_forms  
Ama bu ağaçlar sonbaharda yapraklarını dökmeyip yeşil kalır.;Ama bu ağaçlar sonbaharda yapraklarını dökmeyip yeşil kalar.;kalır;kalar;-;irregular_forms  
Sabah postacı her sabah aynı saatte günün gazetesini verir.;Sabah postacı her sabah aynı saatte günün gazetesini verer.;verir;verer;-;irregular_forms
Ardından polis şüpheli aracı görünce durur.;Ardından polis şüpheli aracı görünce durar.;durur;durar;-;irregular_forms
Her doktor hastayı muayene edince görür.;Her doktor hastayı muayene edince görer.;görür;görer;-;irregular_forms
Ama memlekete her döndüğünde ilk iş babaannesini görür.;Ama memlekete her döndüğünde ilk iş babaannesini görer.;görür;görer;-;irregular_forms
Kaptan pusula kullanmadan yönü bilir.;Kaptan pusula kullanmadan yönü biler.;bilir;biler;-;irregular_forms  
Bütün öğrenciler sınavda zor soruları görünce şaşırır ama çalışanlar hepsini bilir.;Bütün öğrenciler sınavda zor soruları görünce şaşırır ama çalışanlar hepsini biler.;bilir;biler;-;irregular_forms  
Bu doktor hastayı muayene edince görür.;Bu doktor hastayı muayene edince görer.;görür;görer;-;irregular_forms
Yani zam yapılmazsa fiyatlar aynı kalır.;Yani zam yapılmazsa fiyatlar aynı kalar.;kalır;kalar;-;irregular_forms
İlk yolcu otobüsü terminale tam vaktinde varır.;İlk yolcu otobüsü terminale tam vaktinde varar.;varır;varar;-;irregular_forms  
Üç yaşlı adam her sabah aynı durakta durur.;Üç yaşlı adam her sabah aynı durakta durar.;durur;durar;-;irregular_forms  
İyi kaptan doğru rotayı her zaman bilir.;İyi kaptan doğru rotayı her zaman biler.;bilir;biler;-;irregular_forms
Benim annem her şeyimi eliyle koymuş gibi bulur.;Benim annem her şeyimi eliyle koymuş gibi bular.;bulur;bular;-;irregular_forms
Ve tren rapor edilen saatte istasyona varır.;Ve tren rapor edilen saatte istasyona varar.;varır;varar;-;irregular_forms
Evde çalışan öğrenciler sınavdaki tüm soruların cevabını bilir.;Evde çalışan öğrenciler sınavdaki tüm soruların cevabını biler.;bilir;biler;-;irregular_forms
10 yolcu otobüsü terminale tam vaktinde varır.;10 yolcu otobüsü terminale tam vaktinde varar.;varır;varar;-;irregular_forms  
Ardından misafirler akşam yemeğine gelir.;Ardından misafirler akşam yemeğine geler.;gelir;geler;-;irregular_forms
Bir öğretmen zor soruyu açıklayınca öğrenciler bilir.;Bir öğretmen zor soruyu açıklayınca öğrenciler biler.;bilir;biler;-;irregular_forms
Tüm bitkiler susuz kalınca ölür.;Tüm bitkiler susuz kalınca öler.;ölür;öler;-;irregular_forms
Yapılan toplantıda son söz müdürün olur.;Yapılan toplantıda son söz müdürün olar.;olur;olar;-;irregular_forms
Cem her hafta bizimle okey oynamaya gelir.;Cem her hafta bizimle okey oynamaya geler.;gelir;geler;-;irregular_forms
Türk futbolcu fırsatını yakalayınca topu ağlara vurur.;Türk futbolcu fırsatını yakalayınca topu ağlara vurar.;vurur;vurar;-;irregular_forms  
Çünkü saklambaçta en iyi saklananı bile hemencecik bulur.;Çünkü saklambaçta en iyi saklananı bile hemencecik bular.;bulur;bular;-;irregular_forms
Üzerinde çalışan öğrenciler sınavdaki tüm soruların cevabını bilir.;Üzerinde çalışan öğrenciler sınavdaki tüm soruların cevabını biler.;bilir;biler;-;irregular_forms
Oyuncu serbest vuruşta nihayet topu ağlara vurur.;Oyuncu serbest vuruşta nihayet topu ağlara vurar.;vurur;vurar;-;irregular_forms
Bu köpek sahibini görünce hemen durur.;Bu köpek sahibini görünce hemen durar.;durur;durar;-;irregular_forms
Annen birkaç saate İstanbul'a varır.;Annen birkaç saate İstanbul'a varar.;varır;varar;-;irregular_forms
Çünkü postacı her sabah aynı saatte günün gazetesini verir.;Çünkü postacı her sabah aynı saatte günün gazetesini verer.;verir;verer;-;irregular_forms
O ağaç kışın yapraklarını dökmez ve yeşil kalır.;O ağaç kışın yapraklarını dökmez ve yeşil kalar.;kalır;kalar;-;irregular_forms
4 otobüs tam zamanında terminale varır.;4 otobüs tam zamanında terminale varar.;varır;varar;-;irregular_forms
Bu ağaç kışın yapraklarını dökmez ve yeşil kalır.;Bu ağaç kışın yapraklarını dökmez ve yeşil kalar.;kalır;kalar;-;irregular_forms
Evet herkes buralardaki en iyi pilavcının Fevzi abi olduğunu bilir.;Evet herkes buralardaki en iyi pilavcının Fevzi abi olduğunu biler.;bilir;biler;-;irregular_forms
Ancak zam yapılmazsa fiyatlar aynı kalır.;Ancak zam yapılmazsa fiyatlar aynı kalar.;kalır;kalar;-;irregular_forms
Büyük çocuk odasında kaybolan oyuncağı bulur.;Büyük çocuk odasında kaybolan oyuncağı bular.;bulur;bular;-;irregular_forms
Herkes buralardaki en iyi pilavcının Fevzi abi olduğunu bilir.;Herkes buralardaki en iyi pilavcının Fevzi abi olduğunu biler.;bilir;biler;-;irregular_forms
Akşam misafirler akşam yemeğine tam saatinde gelir.;Akşam misafirler akşam yemeğine tam saatinde geler.;gelir;geler;-;irregular_forms
2 otobüs şehir merkezine her saat başı varır.;2 otobüs şehir merkezine her saat başı varar.;varır;varar;-;irregular_forms
Tüm misafirler davete tam zamanında gelir.;Tüm misafirler davete tam zamanında geler.;gelir;geler;-;irregular_forms
Her doğum gününde güzel hediyeler gelir.;Her doğum gününde güzel hediyeler geler.;gelir;geler;-;irregular_forms  
Çocuklar saklananı hemen bulur.;Çocuklar saklananı hemen bular.;bulur;bular;-;irregular_forms
Bu misafirler her cumartesi akşamı bize gelir.;Bu misafirler her cumartesi akşamı bize geler.;gelir;geler;-;irregular_forms
Bu balıkçı ağını yavaşça denizden alır.;Bu balıkçı ağını yavaşça denizden alar.;alır;alar;-;irregular_forms
Ve kaptan pusula kullanmadan yönü bilir.;Ve kaptan pusula kullanmadan yönü biler.;bilir;biler;-;irregular_forms  
İlk balıkçı ağını denizden alır.;İlk balıkçı ağını denizden alar.;alır;alar;-;irregular_forms
O köpek sahibini görünce hemen durur.;O köpek sahibini görünce hemen durar.;durur;durar;-;irregular_forms
Köpek sahibini görünce hemen durur.;Köpek sahibini görünce hemen durar.;durur;durar;-;irregular_forms
İyi öğrenci tüm soruları doğru bilir.;İyi öğrenci tüm soruları doğru biler.;bilir;biler;-;irregular_forms
Küçük balıkçı ağını her sabah denizden alır.;Küçük balıkçı ağını her sabah denizden alar.;alır;alar;-;irregular_forms
Konser konserde sahneyi iyi görmek için ön sırada durur.;Konser konserde sahneyi iyi görmek için ön sırada durar.;durur;durar;-;irregular_forms
Posta kurye paketleri kapıda hemen verir.;Posta kurye paketleri kapıda hemen verer.;verir;verer;-;irregular_forms
Bir saklambaçta en iyi saklananı bile hemencecik bulur.;Bir saklambaçta en iyi saklananı bile hemencecik bular.;bulur;bular;-;irregular_forms
5. parkuru ilk bitiren şampiyon olur.;5. parkuru ilk bitiren şampiyon olar.;olur;olar;-;irregular_forms
Bir öğretmen zor soruyu açıklayınca öğrenciler bilir.;Bir öğretmen zor soruyu açıklayınca öğrenciler biler.;bilir;biler;-;irregular_forms
Her toplantıda son söz müdürün olur.;Her toplantıda son söz müdürün olar.;olur;olar;-;irregular_forms
Tüm bitkiler susuz kaldığında çabucak ölür.;Tüm bitkiler susuz kaldığında çabucak öler.;ölür;öler;-;irregular_forms
4. parkuru ilk bitiren şampiyon olur.;4. parkuru ilk bitiren şampiyon olar.;olur;olar;-;irregular_forms
Bu balıkçı ağını her sabah denizden alır.;Bu balıkçı ağını her sabah denizden alar.;alır;alar;-;irregular_forms
Ancak ağaç kışın yapraklarını dökmez ve yeşil kalır.;Ancak ağaç kışın yapraklarını dökmez ve yeşil kalar.;kalır;kalar;-;irregular_forms
Genç öğrenci tüm soruları doğru bilir.;Genç öğrenci tüm soruları doğru biler.;bilir;biler;-;irregular_forms
Sonra balıkçı ağını yavaşça denizden alır.;Sonra balıkçı ağını yavaşça denizden alar.;alır;alar;-;irregular_forms
Ancak uçak yoğun sis nedeniyle muhtemelen geç varır.;Ancak uçak yoğun sis nedeniyle muhtemelen geç varar.;varır;varar;-;irregular_forms  
Çünkü öğrenci tüm soruları doğru bilir.;Çünkü öğrenci tüm soruları doğru biler.;bilir;biler;-;irregular_forms
Alman boksör son darbeyi indirince nakavt olur.;Alman boksör son darbeyi indirince nakavt olar.;olur;olar;-;irregular_forms  
Bizim dedem bize her pazar kahvaltıya gelir.;Bizim dedem bize her pazar kahvaltıya geler.;gelir;geler;-;irregular_forms  
Kimi çiftçi hasat zamanı mahsulleri tarladan alır.;Kimi çiftçi hasat zamanı mahsulleri tarladan alar.;alır;alar;-;irregular_forms  
Marangoz çekiçle çiviye vurur.;Marangoz çekiçle çiviye vurar.;vurur;vurar;-;irregular_forms
Çünkü kaptan pusula kullanmadan yönü bilir.;Çünkü kaptan pusula kullanmadan yönü biler.;bilir;biler;-;irregular_forms  
Bir öğrenci sınav kağıdını kontrol edince hatayı görür.;Bir öğrenci sınav kağıdını kontrol edince hatayı görer.;görür;görer;-;irregular_forms
Tüm çiçekler susuz kaldığında hemen ölür.;Tüm çiçekler susuz kaldığında hemen öler.;ölür;öler;-;irregular_forms
Türk anneleri çocuklara aldığı oyuncakları verir.;Türk anneleri çocuklara aldığı oyuncakları verer.;verir;verer;-;irregular_forms
Pek yaşlı adam bankta oturup saatlerce durur.;Pek yaşlı adam bankta oturup saatlerce durar.;durur;durar;-;irregular_forms
Bazı bitkiler susuz kaldığında çabucak ölür.;Bazı bitkiler susuz kaldığında çabucak öler.;ölür;öler;-;irregular_forms
Bazı bitkiler yeterince su alamayınca solar ve ölür.;Bazı bitkiler yeterince su alamayınca solar ve öler.;ölür;öler;-;irregular_forms
Hep doğum gününde güzel hediyeler gelir.;Hep doğum gününde güzel hediyeler geler.;gelir;geler;-;irregular_forms  
Bu çocuk saklanan arkadaşını kolayca bulur.;Bu çocuk saklanan arkadaşını kolayca bular.;bulur;bular;-;irregular_forms
Ronaldo serbest vuruşta nihayet topu ağlara vurur.;Ronaldo serbest vuruşta nihayet topu ağlara vurar.;vurur;vurar;-;irregular_forms
Bir kaptan pusula kullanmadan yönü bilir.;Bir kaptan pusula kullanmadan yönü biler.;bilir;biler;-;irregular_forms  
Bitkiler yeterince su alamayınca solar ve ölür.;Bitkiler yeterince su alamayınca solar ve öler.;ölür;öler;-;irregular_forms
İki polis şüpheliyi görünce hemen vurur.;İki polis şüpheliyi görünce hemen vurar.;vurur;vurar;-;irregular_forms
Bütün yolcular terminale aynı anda varır.;Bütün yolcular terminale aynı anda varar.;varır;varar;-;irregular_forms
Tüm tren istasyona tam zamanında varır.;Tüm tren istasyona tam zamanında varar.;varır;varar;-;irregular_forms
Bir marangoz çekiçle çiviye vurur.;Bir marangoz çekiçle çiviye vurar.;vurur;vurar;-;irregular_forms
Bu çiftçi hasat zamanı mahsulleri tarladan alır.;Bu çiftçi hasat zamanı mahsulleri tarladan alar.;alır;alar;-;irregular_forms  
Fransız futbolcu penaltı atarken topa sert vurur.;Fransız futbolcu penaltı atarken topa sert vurar.;vurur;vurar;-;irregular_forms
Doktor doktor hastanın durumunu kontrol edince görür.;Doktor doktor hastanın durumunu kontrol edince görer.;görür;görer;-;irregular_forms
Birçok futbolcu penaltı atarken topu hep aynı köşeye vurur.;Birçok futbolcu penaltı atarken topu hep aynı köşeye vurar.;vurur;vurar;-;irregular_forms  
Küçük çocuk kaybolan köpeğini parkta bulur.;Küçük çocuk kaybolan köpeğini parkta bular.;bulur;bular;-;irregular_forms
Her ağaç kışın yapraklarını dökmez ve yeşil kalır.;Her ağaç kışın yapraklarını dökmez ve yeşil kalar.;kalır;kalar;-;irregular_forms
Bütün bu ağaçlar sonbaharda yapraklarını dökmeyip yeşil kalır.;Bütün bu ağaçlar sonbaharda yapraklarını dökmeyip yeşil kalar.;kalır;kalar;-;irregular_forms  
Sonra odasında kaybolan çorabı yatağın altında bulur.;Sonra odasında kaybolan çorabı yatağın altında bular.;bulur;bular;-;irregular_forms
Erkek çocuk kaybolan köpeğini parkta bulur.;Erkek çocuk kaybolan köpeğini parkta bular.;bulur;bular;-;irregular_forms
Bu saklambaçta en iyi saklananı bile hemencecik bulur.;Bu saklambaçta en iyi saklananı bile hemencecik bular.;bulur;bular;-;irregular_forms
3 polis şüpheliyi görünce hemen vurur.;3 polis şüpheliyi görünce hemen vurar.;vurur;vurar;-;irregular_forms
2. tren rapor edilen saatte istasyona varır.;2. tren rapor edilen saatte istasyona varar.;varır;varar;-;irregular_forms
Alman bilim insanları mikroskop altında hücreyi görür.;Alman bilim insanları mikroskop altında hücreyi görer.;görür;görer;-;irregular_forms  
6 yönetici toplantıda son kararı verir.;6 yönetici toplantıda son kararı verer.;verir;verer;-;irregular_forms  
Ayrıca bitkiler yeterince su alamayınca solar ve ölür.;Ayrıca bitkiler yeterince su alamayınca solar ve öler.;ölür;öler;-;irregular_forms
Yılın bazı dönemlerinde Venüs Ay'ın çok yakınında durur.;Yılın bazı dönemlerinde Venüs Ay'ın çok yakınında durar.;durur;durar;-;irregular_forms
Bazı yarışmacılar maratonun sonuna doğru yavaşlar ama bitirince varır.;Bazı yarışmacılar maratonun sonuna doğru yavaşlar ama bitirince varar.;varır;varar;-;irregular_forms
Bu otobüs şehir merkezine her saat başı varır.;Bu otobüs şehir merkezine her saat başı varar.;varır;varar;-;irregular_forms
Tüm parkuru ilk bitiren şampiyon olur.;Tüm parkuru ilk bitiren şampiyon olar.;olur;olar;-;irregular_forms
Bir toplantıda son söz müdürün olur.;Bir toplantıda son söz müdürün olar.;olur;olar;-;irregular_forms
Fransız film festivaline gitmek için harçlıklarını biriktip bilet alır.;Fransız film festivaline gitmek için harçlıklarını biriktip bilet alar.;alır;alar;-;irregular_forms
İki çocuk odasında kaybolan oyuncağı bulur.;İki çocuk odasında kaybolan oyuncağı bular.;bulur;bular;-;irregular_forms
Benim dedem bize her pazar kahvaltıya gelir.;Benim dedem bize her pazar kahvaltıya geler.;gelir;geler;-;irregular_forms  
Erkek öğrenci tüm soruları doğru bilir.;Erkek öğrenci tüm soruları doğru biler.;bilir;biler;-;irregular_forms
3 yönetici toplantıda son kararı verir.;3 yönetici toplantıda son kararı verer.;verir;verer;-;irregular_forms  
Si marangoz çekiçle çiviye vurur.;Si marangoz çekiçle çiviye vurar.;vurur;vurar;-;irregular_forms
Genç futbolcu fırsatını yakalayınca topu ağlara vurur.;Genç futbolcu fırsatını yakalayınca topu ağlara vurar.;vurur;vurar;-;irregular_forms  
Yemek odasında kaybolan çorabı yatağın altında bulur.;Yemek odasında kaybolan çorabı yatağın altında bular.;bulur;bular;-;irregular_forms
