good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Süper markette sebzeleri Zeynep ve bakliyatı Murat aldı.;Süper markette sebzeleri Zeynep ve Murat bakliyatı aldı.;bakliyatı Murat;Murat bakliyatı;-;ellipsis
Onu havuzda şnorkeli Kadir ve havluyu Duygu getirdi.;Onu havuzda şnorkeli Kadir ve Duygu havluyu getirdi.;havluyu Duygu;Duygu havluyu;-;ellipsis
Bugün bahçede çiçekleri Zeynep ve çimleri Kerem kesti.;Bugün bahçede çiçekleri Zeynep ve Kerem çimleri kesti.;çimleri Kerem;Kerem çimleri;-;ellipsis
Film setinde kamerayı yönetmen ve mikrofonu ses teknisyeni ayarlar.;Film setinde kamerayı yönetmen ve ses teknisyeni mikrofonu ayarlar.;mikrofonu ses teknisyeni;ses teknisyeni mikrofonu;-;ellipsis
Her şirkette raporu Emir ve sunumu Asuman hazırladı.;Her şirkette raporu Emir ve Asuman sunumu hazırladı.;sunumu Asuman;Asuman sunumu;-;ellipsis
Diyarbakır veteriner kliniğinde köpeği doktor ve kediyi asistan muayene etti.;Diyarbakır veteriner kliniğinde köpeği doktor ve asistan kediyi muayene etti.;kediyi asistan;asistan kediyi;-;ellipsis
Özel konferansta açılışı Hakan kapanışı da Aslı yaptı.;Özel konferansta açılışı Hakan Aslı da kapanışı yaptı.;kapanışı da Aslı;Aslı da kapanışı;-;ellipsis
İlk yarış pistinde arabayı sürücü ve lastikleri teknisyen değiştirdi.;İlk yarış pistinde arabayı sürücü ve teknisyen lastikleri değiştirdi.;lastikleri teknisyen;teknisyen lastikleri;-;ellipsis
Yine fabrikada makineleri Yasin ve raporları Selda kontrol etti.;Yine fabrikada makineleri Yasin ve Selda raporları kontrol etti.;raporları Selda;Selda raporları;-;ellipsis
2. atölyede çömleği Hasan ve seramiği Dilek yaptı.;2. atölyede çömleği Hasan ve Dilek seramiği yaptı.;seramiği Dilek;Dilek seramiği;-;ellipsis
Tarihi müzede heykeli Ayşe ve tabloyu Cem inceledi.;Tarihi müzede heykeli Ayşe ve Cem tabloyu inceledi.;tabloyu Cem;Cem tabloyu;-;ellipsis
Aynı düğünde orkestrayı Kerem ve çiçekleri Aslı ayarladı.;Aynı düğünde orkestrayı Kerem ve Aslı çiçekleri ayarladı.;çiçekleri Aslı;Aslı çiçekleri;-;ellipsis
Konferansta sunumu Yasin ve notları Ebru hazırladı.;Konferansta sunumu Yasin ve Ebru notları hazırladı.;notları Ebru;Ebru notları;-;ellipsis
Uluslararası meteoroloji merkezinde uyduları mühendis ve verileri analist inceler.;Uluslararası meteoroloji merkezinde uyduları mühendis ve analist verileri inceler.;verileri analist;analist verileri;-;ellipsis
Örneğin film setinde kamerayı yönetmen ve mikrofonu ses teknisyeni ayarlar.;Örneğin film setinde kamerayı yönetmen ve ses teknisyeni mikrofonu ayarlar.;mikrofonu ses teknisyeni;ses teknisyeni mikrofonu;-;ellipsis
Burada eczanede ilacı Selin ve vitaminleri Okan aldı.;Burada eczanede ilacı Selin ve Okan vitaminleri aldı.;vitaminleri Okan;Okan vitaminleri;-;ellipsis
Büyük tiyatroda bileti Kerem ve programı Pelin ayarladı.;Büyük tiyatroda bileti Kerem ve Pelin programı ayarladı.;programı Pelin;Pelin programı;-;ellipsis
Bizim bahçede barbeküyü Okan ve masayı Elif kurdu.;Bizim bahçede barbeküyü Okan ve Elif masayı kurdu.;masayı Elif;Elif masayı;-;ellipsis
İlk oyun alanında topu Efe ve salıncağı Deniz kullandı.;İlk oyun alanında topu Efe ve Deniz salıncağı kullandı.;salıncağı Deniz;Deniz salıncağı;-;ellipsis
Öğrenciler kütüphanede ansiklopediyi Can ve romanı Ece inceledi.;Öğrenciler kütüphanede ansiklopediyi Can ve Ece romanı inceledi.;romanı Ece;Ece romanı;-;ellipsis
İşte futbol sahasında topu Baran ve kramponları Umut getirdi.;İşte futbol sahasında topu Baran ve Umut kramponları getirdi.;kramponları Umut;Umut kramponları;-;ellipsis
İstanbul jazz korosunda Berk piyanoyu, Ayşe de gitarı çalıyor.;İstanbul jazz korosunda Berk piyanoyu, gitarı da Ayşe çalıyor.;Ayşe de gitarı;gitarı da Ayşe;-;ellipsis
Fenerbahçe futbol maçında formaları Ali ve şortları Burcu getirdi.;Fenerbahçe futbol maçında formaları Ali ve Burcu şortları getirdi.;şortları Burcu;Burcu şortları;-;ellipsis
Bu tatil köyünde güneş kremini Arda ve havluyu Derin getirdi.;Bu tatil köyünde güneş kremini Arda ve Derin havluyu getirdi.;havluyu Derin;Derin havluyu;-;ellipsis
Büyük fırında ekmekleri usta ve pastaları çırak hazırladı.;Büyük fırında ekmekleri usta ve çırak pastaları hazırladı.;pastaları çırak;çırak pastaları;-;ellipsis
İstanbul meteoroloji merkezinde uyduları mühendis ve verileri analist inceler.;İstanbul meteoroloji merkezinde uyduları mühendis ve analist verileri inceler.;verileri analist;analist verileri;-;ellipsis
Bugün resim dersinde paleti İsmail ve fırçayı Nuran aldı.;Bugün resim dersinde paleti İsmail ve Nuran fırçayı aldı.;fırçayı Nuran;Nuran fırçayı;-;ellipsis
Bu kütüphanede rafları asistan ve katalogları memur düzenledi.;Bu kütüphanede rafları asistan ve memur katalogları düzenledi.;katalogları memur;memur katalogları;-;ellipsis
Yine lunaparkta hız trenine Arda ve dönme dolaba Melis bindi.;Yine lunaparkta hız trenine Arda ve Melis dönme dolaba bindi.;dönme dolaba Melis;Melis dönme dolaba;-;ellipsis
Akşam yemekte çorbayı Murat salatayı da Defne hazırladı.;Akşam yemekte çorbayı Murat Defne de salatayı hazırladı.;salatayı da Defne;Defne de salatayı;-;ellipsis
Yine fuar alanında bileti Sarp ve broşürü Melisa aldı.;Yine fuar alanında bileti Sarp ve Melisa broşürü aldı.;broşürü Melisa;Melisa broşürü;-;ellipsis
Havuzda şnorkeli Kadir ve havluyu Duygu getirdi.;Havuzda şnorkeli Kadir ve Duygu havluyu getirdi.;havluyu Duygu;Duygu havluyu;-;ellipsis
İlk sirk gösterisinde ipte cambaz ve halkada akrobat yürüdü.;İlk sirk gösterisinde ipte cambaz ve akrobat halkada yürüdü.;halkada akrobat;akrobat halkada;-;ellipsis
Pazar market alışverişinde sebzeleri Zeynep ve meyveleri Can aldı.;Pazar market alışverişinde sebzeleri Zeynep ve Can meyveleri aldı.;meyveleri Can;Can meyveleri;-;ellipsis
O tatilde annem cüzdanını ve kardeşim telefonunu çaldırdı.;O tatilde annem cüzdanını ve telefonunu kardeşim çaldırdı.;kardeşim telefonunu;telefonunu kardeşim;-;ellipsis
İlk sinema salonunda biletleri Barış ve mısırı Deniz aldı.;İlk sinema salonunda biletleri Barış ve Deniz mısırı aldı.;mısırı Deniz;Deniz mısırı;-;ellipsis
Arka köşedeki masada köfteyi küçük hanım balığı ise annesi istedi.;Arka köşedeki masada köfteyi küçük hanım annesi ise balığı istedi.;balığı ise annesi;annesi ise balığı;-;ellipsis
Sonra göl kenarında sandalı Ayhan ve oltayı Gökçe kontrol etti.;Sonra göl kenarında sandalı Ayhan ve Gökçe oltayı kontrol etti.;oltayı Gökçe;Gökçe oltayı;-;ellipsis
Bu futbol maçında formaları Ali ve şortları Burcu getirdi.;Bu futbol maçında formaları Ali ve Burcu şortları getirdi.;şortları Burcu;Burcu şortları;-;ellipsis
Klasik sirk gösterisinde ipte cambaz ve halkada akrobat yürüdü.;Klasik sirk gösterisinde ipte cambaz ve akrobat halkada yürüdü.;halkada akrobat;akrobat halkada;-;ellipsis
Modern jazz korosunda Berk piyanoyu, Ayşe de gitarı çalıyor.;Modern jazz korosunda Berk piyanoyu, gitarı da Ayşe çalıyor.;Ayşe de gitarı;gitarı da Ayşe;-;ellipsis
Tarihi gökdelende camları işçi ve elektrik sistemini teknisyen kontrol etti.;Tarihi gökdelende camları işçi ve teknisyen elektrik sistemini kontrol etti.;elektrik sistemini teknisyen;teknisyen elektrik sistemini;-;ellipsis
Ek yemekte çorbayı Emel ve salatayı Rıfat hazırladı.;Ek yemekte çorbayı Emel ve Rıfat salatayı hazırladı.;salatayı Rıfat;Rıfat salatayı;-;ellipsis
Bahçede çimleri Burak ve çiçekleri Meltem suladı.;Bahçede çimleri Burak ve Meltem çiçekleri suladı.;çiçekleri Meltem;Meltem çiçekleri;-;ellipsis
Çocuk kütüphanede ansiklopediyi Can ve romanı Ece inceledi.;Çocuk kütüphanede ansiklopediyi Can ve Ece romanı inceledi.;romanı Ece;Ece romanı;-;ellipsis
Bugün doğa yürüyüşünde rotayı Hakan ve ekipmanları Büşra belirledi.;Bugün doğa yürüyüşünde rotayı Hakan ve Büşra ekipmanları belirledi.;ekipmanları Büşra;Büşra ekipmanları;-;ellipsis
Kampüste kütüphaneyi Elif kafeyi de Burak seviyor.;Kampüste kütüphaneyi Elif Burak da kafeyi seviyor.;kafeyi de Burak;Burak da kafeyi;-;ellipsis
İlk futbol sahasında topu Baran ve kramponları Umut getirdi.;İlk futbol sahasında topu Baran ve Umut kramponları getirdi.;kramponları Umut;Umut kramponları;-;ellipsis
Kütüphanede ansiklopediyi Can ve romanı Ece inceledi.;Kütüphanede ansiklopediyi Can ve Ece romanı inceledi.;romanı Ece;Ece romanı;-;ellipsis
Ardından mağazada ayakkabıyı Pelin ve çantayı Arda seçti.;Ardından mağazada ayakkabıyı Pelin ve Arda çantayı seçti.;çantayı Arda;Arda çantayı;-;ellipsis
5. sınıfta sunumu Büşra ve raporu Cem yaptı.;5. sınıfta sunumu Büşra ve Cem raporu yaptı.;raporu Cem;Cem raporu;-;ellipsis
Açık kafede kahveyi Defne ve kurabiyeyi Uğur sipariş etti.;Açık kafede kahveyi Defne ve Uğur kurabiyeyi sipariş etti.;kurabiyeyi Uğur;Uğur kurabiyeyi;-;ellipsis
Doğa yürüyüşünde rotayı Hakan ve ekipmanları Büşra belirledi.;Doğa yürüyüşünde rotayı Hakan ve Büşra ekipmanları belirledi.;ekipmanları Büşra;Büşra ekipmanları;-;ellipsis
İç bahçede çiçekleri Zeynep ve çimleri Kerem kesti.;İç bahçede çiçekleri Zeynep ve Kerem çimleri kesti.;çimleri Kerem;Kerem çimleri;-;ellipsis
Yine futbol sahasında topu Baran ve kramponları Umut getirdi.;Yine futbol sahasında topu Baran ve Umut kramponları getirdi.;kramponları Umut;Umut kramponları;-;ellipsis
Akşam spor salonunda ağırlıkları Hakan ve koşu bandını Deniz kullandı.;Akşam spor salonunda ağırlıkları Hakan ve Deniz koşu bandını kullandı.;koşu bandını Deniz;Deniz koşu bandını;-;ellipsis
Küçük bahçede hamakta Ayşe ve salıncakta Bora oturdu.;Küçük bahçede hamakta Ayşe ve Bora salıncakta oturdu.;salıncakta Bora;Bora salıncakta;-;ellipsis
2018 yılbaşı partisi için mekanı Melisa ve yemekleri Kerem ayarladı.;2018 yılbaşı partisi için mekanı Melisa ve Kerem yemekleri ayarladı.;yemekleri Kerem;Kerem yemekleri;-;ellipsis
Yine depoda kutuları işçiler ve faturaları muhasebeci kontrol etti.;Yine depoda kutuları işçiler ve muhasebeci faturaları kontrol etti.;faturaları muhasebeci;muhasebeci faturaları;-;ellipsis
Jazz korosunda Berk piyanoyu, Ayşe de gitarı çalıyor.;Jazz korosunda Berk piyanoyu, gitarı da Ayşe çalıyor.;Ayşe de gitarı;gitarı da Ayşe;-;ellipsis
Aynı kampüste kütüphaneyi Elif kafeyi de Burak seviyor.;Aynı kampüste kütüphaneyi Elif Burak da kafeyi seviyor.;kafeyi de Burak;Burak da kafeyi;-;ellipsis
Modern tiyatroda perdeyi sahne görevlisi ve ışıkları yönetmen ayarladı.;Modern tiyatroda perdeyi sahne görevlisi ve yönetmen ışıkları ayarladı.;ışıkları yönetmen;yönetmen ışıkları;-;ellipsis
İkinci yemekte çorbayı Murat salatayı da Defne hazırladı.;İkinci yemekte çorbayı Murat Defne de salatayı hazırladı.;salatayı da Defne;Defne de salatayı;-;ellipsis
İzmir veteriner kliniğinde köpeği doktor ve kediyi asistan muayene etti.;İzmir veteriner kliniğinde köpeği doktor ve asistan kediyi muayene etti.;kediyi asistan;asistan kediyi;-;ellipsis
Biz kampüste kütüphaneyi Elif kafeyi de Burak seviyor.;Biz kampüste kütüphaneyi Elif Burak da kafeyi seviyor.;kafeyi de Burak;Burak da kafeyi;-;ellipsis
İlk konserde ışıkları Ali ve mikrofonları Deniz ayarladı.;İlk konserde ışıkları Ali ve Deniz mikrofonları ayarladı.;mikrofonları Deniz;Deniz mikrofonları;-;ellipsis
Ayrıca bahçede köpeği Gökhan ve kediyi Melike besledi.;Ayrıca bahçede köpeği Gökhan ve Melike kediyi besledi.;kediyi Melike;Melike kediyi;-;ellipsis
Ayrıca kitapçıda şiir kitabını Fırat ve romanı Asya aldı.;Ayrıca kitapçıda şiir kitabını Fırat ve Asya romanı aldı.;romanı Asya;Asya romanı;-;ellipsis
Bu törende ödülü Beren ve plaketi Serkan aldı.;Bu törende ödülü Beren ve Serkan plaketi aldı.;plaketi Serkan;Serkan plaketi;-;ellipsis
Konserde bateriyi Can kemanı da Zeynep çaldı.;Konserde bateriyi Can Zeynep de kemanı çaldı.;kemanı da Zeynep;Zeynep de kemanı;-;ellipsis
İkinci şirkette raporu Emir ve sunumu Asuman hazırladı.;İkinci şirkette raporu Emir ve Asuman sunumu hazırladı.;sunumu Asuman;Asuman sunumu;-;ellipsis
O konserde ışıkları Ali ve mikrofonları Deniz ayarladı.;O konserde ışıkları Ali ve Deniz mikrofonları ayarladı.;mikrofonları Deniz;Deniz mikrofonları;-;ellipsis
Bir otelde rezervasyonu Cihan ve anahtarları Seda aldı.;Bir otelde rezervasyonu Cihan ve Seda anahtarları aldı.;anahtarları Seda;Seda anahtarları;-;ellipsis
Beyaz mutfakta sebzeleri Gülce ve meyveleri Tuna doğradı.;Beyaz mutfakta sebzeleri Gülce ve Tuna meyveleri doğradı.;meyveleri Tuna;Tuna meyveleri;-;ellipsis
Ayrıca düğünde dansı Derya müziği de Emre seçti.;Ayrıca düğünde dansı Derya Emre de müziği seçti.;müziği de Emre;Emre de müziği;-;ellipsis
Eski gökdelende camları işçi ve elektrik sistemini teknisyen kontrol etti.;Eski gökdelende camları işçi ve teknisyen elektrik sistemini kontrol etti.;elektrik sistemini teknisyen;teknisyen elektrik sistemini;-;ellipsis
Teknik konferansta açılışı Hakan kapanışı da Aslı yaptı.;Teknik konferansta açılışı Hakan Aslı da kapanışı yaptı.;kapanışı da Aslı;Aslı da kapanışı;-;ellipsis
Büyük sinema salonunda biletleri Barış ve mısırı Deniz aldı.;Büyük sinema salonunda biletleri Barış ve Deniz mısırı aldı.;mısırı Deniz;Deniz mısırı;-;ellipsis
Genel sınav için notları Zeynep ve kitapları Hasan aldı.;Genel sınav için notları Zeynep ve Hasan kitapları aldı.;kitapları Hasan;Hasan kitapları;-;ellipsis
Büyük kütüphanede rafları asistan ve katalogları memur düzenledi.;Büyük kütüphanede rafları asistan ve memur katalogları düzenledi.;katalogları memur;memur katalogları;-;ellipsis
Özel fırında ekmekleri usta ve pastaları çırak hazırladı.;Özel fırında ekmekleri usta ve çırak pastaları hazırladı.;pastaları çırak;çırak pastaları;-;ellipsis
Eski kafede kahveyi Ayla ve tatlıyı Cem sipariş etti.;Eski kafede kahveyi Ayla ve Cem tatlıyı sipariş etti.;tatlıyı Cem;Cem tatlıyı;-;ellipsis
Bu sahilde şemsiyeyi Ali ve havluyu Ceren açtı.;Bu sahilde şemsiyeyi Ali ve Ceren havluyu açtı.;havluyu Ceren;Ceren havluyu;-;ellipsis
Her sabah bakıcı gelince annesi ofise babası da okula gidiyor.;Her sabah bakıcı gelince annesi ofise okula da babası gidiyor.;babası da okula;okula da babası;-;ellipsis
O kampüste kütüphaneyi Elif kafeyi de Burak seviyor.;O kampüste kütüphaneyi Elif Burak da kafeyi seviyor.;kafeyi de Burak;Burak da kafeyi;-;ellipsis
İkinci mağazada ceketi Pelin ve pantolonu Cem seçti.;İkinci mağazada ceketi Pelin ve Cem pantolonu seçti.;pantolonu Cem;Cem pantolonu;-;ellipsis
Radyo müzik stüdyosunda gitarı solist ve davulu baterist çaldı.;Radyo müzik stüdyosunda gitarı solist ve baterist davulu çaldı.;davulu baterist;baterist davulu;-;ellipsis
Bir hafta sonu parkı çocuklar müzeyi de öğretmen ziyaret etti.;Bir hafta sonu parkı çocuklar öğretmen de müzeyi ziyaret etti.;müzeyi de öğretmen;öğretmen de müzeyi;-;ellipsis
Teknik konferansta açılışı Elif ve konuşmayı Murat yaptı.;Teknik konferansta açılışı Elif ve Murat konuşmayı yaptı.;konuşmayı Murat;Murat konuşmayı;-;ellipsis
Milli meteoroloji merkezinde uyduları mühendis ve verileri analist inceler.;Milli meteoroloji merkezinde uyduları mühendis ve analist verileri inceler.;verileri analist;analist verileri;-;ellipsis
Ben kız istemeye giderken halamlar çiçeği amcamlar da çikolatayı almış.;Ben kız istemeye giderken halamlar çiçeği çikolatayı da amcamlar almış.;amcamlar da çikolatayı;çikolatayı da amcamlar;-;ellipsis
İkinci market alışverişinde sebzeleri Zeynep ve meyveleri Can aldı.;İkinci market alışverişinde sebzeleri Zeynep ve Can meyveleri aldı.;meyveleri Can;Can meyveleri;-;ellipsis
Sonra depoda kutuları işçiler ve faturaları muhasebeci kontrol etti.;Sonra depoda kutuları işçiler ve muhasebeci faturaları kontrol etti.;faturaları muhasebeci;muhasebeci faturaları;-;ellipsis
Küçük futbol sahasında topu Baran ve kramponları Umut getirdi.;Küçük futbol sahasında topu Baran ve Umut kramponları getirdi.;kramponları Umut;Umut kramponları;-;ellipsis
Onlar üniversitedeyken Meltem münazara kulübüne Ömer ise sinema kulübüne gidiyordu.;Onlar üniversitedeyken Meltem münazara kulübüne sinema kulübüne ise Ömer gidiyordu.;Ömer ise sinema kulübüne;sinema kulübüne ise Ömer;-;ellipsis
Sonra kafede kahveyi Emre ve tatlıyı Naz sipariş etti.;Sonra kafede kahveyi Emre ve Naz tatlıyı sipariş etti.;tatlıyı Naz;Naz tatlıyı;-;ellipsis
Yine lunaparkta hız trenini operatör ve biletleri gişe görevlisi yönetti.;Yine lunaparkta hız trenini operatör ve gişe görevlisi biletleri yönetti.;biletleri gişe görevlisi;gişe görevlisi biletleri;-;ellipsis
Ayşe üniversitedeyken Meltem münazara kulübüne Ömer ise sinema kulübüne gidiyordu.;Ayşe üniversitedeyken Meltem münazara kulübüne sinema kulübüne ise Ömer gidiyordu.;Ömer ise sinema kulübüne;sinema kulübüne ise Ömer;-;ellipsis
Bu sınıfta tahtayı Eda ve bilgisayarı Hasan kullandı.;Bu sınıfta tahtayı Eda ve Hasan bilgisayarı kullandı.;bilgisayarı Hasan;Hasan bilgisayarı;-;ellipsis
İkinci yarışmada parkuru Deniz ve bitiş çizgisini Ali çekti.;İkinci yarışmada parkuru Deniz ve Ali bitiş çizgisini çekti.;bitiş çizgisini Ali;Ali bitiş çizgisini;-;ellipsis
Doğum günü partisinde pastayı Mert ve süsleri Gamze ayarladı.;Doğum günü partisinde pastayı Mert ve Gamze süsleri ayarladı.;süsleri Gamze;Gamze süsleri;-;ellipsis
O partide şarkıyı Cem ve dansı Buse seçti.;O partide şarkıyı Cem ve Buse dansı seçti.;dansı Buse;Buse dansı;-;ellipsis
Konferansta açılışı Hakan kapanışı da Aslı yaptı.;Konferansta açılışı Hakan Aslı da kapanışı yaptı.;kapanışı da Aslı;Aslı da kapanışı;-;ellipsis
Amerikan müzik stüdyosunda gitarı solist ve davulu baterist çaldı.;Amerikan müzik stüdyosunda gitarı solist ve baterist davulu çaldı.;davulu baterist;baterist davulu;-;ellipsis
Bu konserde ışıkları Ali ve mikrofonları Deniz ayarladı.;Bu konserde ışıkları Ali ve Deniz mikrofonları ayarladı.;mikrofonları Deniz;Deniz mikrofonları;-;ellipsis
Aynı konserde davulu Berk ve kemanı Sinem çaldı.;Aynı konserde davulu Berk ve Sinem kemanı çaldı.;kemanı Sinem;Sinem kemanı;-;ellipsis
İlk teknede dümeni Harun ve haritayı Sedef kontrol etti.;İlk teknede dümeni Harun ve Sedef haritayı kontrol etti.;haritayı Sedef;Sedef haritayı;-;ellipsis
Hafta sonu parkı çocuklar müzeyi de öğretmen ziyaret etti.;Hafta sonu parkı çocuklar öğretmen de müzeyi ziyaret etti.;müzeyi de öğretmen;öğretmen de müzeyi;-;ellipsis
Yine sinema salonunda biletleri Barış ve mısırı Deniz aldı.;Yine sinema salonunda biletleri Barış ve Deniz mısırı aldı.;mısırı Deniz;Deniz mısırı;-;ellipsis
Bir market alışverişinde sebzeleri Zeynep ve meyveleri Can aldı.;Bir market alışverişinde sebzeleri Zeynep ve Can meyveleri aldı.;meyveleri Can;Can meyveleri;-;ellipsis
Büyük bahçede barbeküyü Okan ve masayı Elif kurdu.;Büyük bahçede barbeküyü Okan ve Elif masayı kurdu.;masayı Elif;Elif masayı;-;ellipsis
Ayrıca düğünde orkestrayı Kerem ve çiçekleri Aslı ayarladı.;Ayrıca düğünde orkestrayı Kerem ve Aslı çiçekleri ayarladı.;çiçekleri Aslı;Aslı çiçekleri;-;ellipsis
Ardından fabrikada makineleri Yasin ve raporları Selda kontrol etti.;Ardından fabrikada makineleri Yasin ve Selda raporları kontrol etti.;raporları Selda;Selda raporları;-;ellipsis
Sokakta balonu Ela ve uçurtmayı Can uçurdu.;Sokakta balonu Ela ve Can uçurtmayı uçurdu.;uçurtmayı Can;Can uçurtmayı;-;ellipsis
Ardından kitapçıda şiir kitabını Fırat ve romanı Asya aldı.;Ardından kitapçıda şiir kitabını Fırat ve Asya romanı aldı.;romanı Asya;Asya romanı;-;ellipsis
O toplantıda sunumu Yeliz dökümanı da Levent hazırladı.;O toplantıda sunumu Yeliz Levent de dökümanı hazırladı.;dökümanı da Levent;Levent de dökümanı;-;ellipsis
Müdür fabrikada makineleri Yasin ve raporları Selda kontrol etti.;Müdür fabrikada makineleri Yasin ve Selda raporları kontrol etti.;raporları Selda;Selda raporları;-;ellipsis
Ana ofiste raporu Hakan ve dosyayı Melis düzenledi.;Ana ofiste raporu Hakan ve Melis dosyayı düzenledi.;dosyayı Melis;Melis dosyayı;-;ellipsis
İlk yarışmada parkuru Deniz ve bitiş çizgisini Ali çekti.;İlk yarışmada parkuru Deniz ve Ali bitiş çizgisini çekti.;bitiş çizgisini Ali;Ali bitiş çizgisini;-;ellipsis
Halk tatil köyünde güneş kremini Arda ve havluyu Derin getirdi.;Halk tatil köyünde güneş kremini Arda ve Derin havluyu getirdi.;havluyu Derin;Derin havluyu;-;ellipsis
Yeni kütüphanede rafları asistan ve katalogları memur düzenledi.;Yeni kütüphanede rafları asistan ve memur katalogları düzenledi.;katalogları memur;memur katalogları;-;ellipsis
Bir müzede heykeli Ayşe ve tabloyu Cem inceledi.;Bir müzede heykeli Ayşe ve Cem tabloyu inceledi.;tabloyu Cem;Cem tabloyu;-;ellipsis
İlk atölyede çömleği Hasan ve seramiği Dilek yaptı.;İlk atölyede çömleği Hasan ve Dilek seramiği yaptı.;seramiği Dilek;Dilek seramiği;-;ellipsis
Son konserde bateriyi Can kemanı da Zeynep çaldı.;Son konserde bateriyi Can Zeynep de kemanı çaldı.;kemanı da Zeynep;Zeynep de kemanı;-;ellipsis
Büyük düğünde çiçeği Leyla ve hediyeyi Emir getirdi.;Büyük düğünde çiçeği Leyla ve Emir hediyeyi getirdi.;hediyeyi Emir;Emir hediyeyi;-;ellipsis
Bu toplantıda sunumu Yeliz dökümanı da Levent hazırladı.;Bu toplantıda sunumu Yeliz Levent de dökümanı hazırladı.;dökümanı da Levent;Levent de dökümanı;-;ellipsis
Eski tatil köyünde güneş kremini Arda ve havluyu Derin getirdi.;Eski tatil köyünde güneş kremini Arda ve Derin havluyu getirdi.;havluyu Derin;Derin havluyu;-;ellipsis
Akşam bahçede köpeği Gökhan ve kediyi Melike besledi.;Akşam bahçede köpeği Gökhan ve Melike kediyi besledi.;kediyi Melike;Melike kediyi;-;ellipsis
Her piknikte sandviçi Ahmet meyveyi de Selin getirdi.;Her piknikte sandviçi Ahmet Selin de meyveyi getirdi.;meyveyi de Selin;Selin de meyveyi;-;ellipsis
Erdoğan göl kenarında sandalı Ayhan ve oltayı Gökçe kontrol etti.;Erdoğan göl kenarında sandalı Ayhan ve Gökçe oltayı kontrol etti.;oltayı Gökçe;Gökçe oltayı;-;ellipsis
İngilizce konferansta sunumu Yasin ve notları Ebru hazırladı.;İngilizce konferansta sunumu Yasin ve Ebru notları hazırladı.;notları Ebru;Ebru notları;-;ellipsis
Her restoranda pizzayı Mert ve makarnayı İrem seçti.;Her restoranda pizzayı Mert ve İrem makarnayı seçti.;makarnayı İrem;İrem makarnayı;-;ellipsis
Bir düğünde çiçeği Leyla ve hediyeyi Emir getirdi.;Bir düğünde çiçeği Leyla ve Emir hediyeyi getirdi.;hediyeyi Emir;Emir hediyeyi;-;ellipsis
Diğer hastanede reçeteyi doktor ve ilacı hemşire verdi.;Diğer hastanede reçeteyi doktor ve hemşire ilacı verdi.;ilacı hemşire;hemşire ilacı;-;ellipsis
Sirk gösterisinde ipte cambaz ve halkada akrobat yürüdü.;Sirk gösterisinde ipte cambaz ve akrobat halkada yürüdü.;halkada akrobat;akrobat halkada;-;ellipsis
Küçük bahçede köpeği Gökhan ve kediyi Melike besledi.;Küçük bahçede köpeği Gökhan ve Melike kediyi besledi.;kediyi Melike;Melike kediyi;-;ellipsis
Aynı ofiste raporu Hakan ve dosyayı Melis düzenledi.;Aynı ofiste raporu Hakan ve Melis dosyayı düzenledi.;dosyayı Melis;Melis dosyayı;-;ellipsis
Bu bahçede çiçekleri Zeynep ve çimleri Kerem kesti.;Bu bahçede çiçekleri Zeynep ve Kerem çimleri kesti.;çimleri Kerem;Kerem çimleri;-;ellipsis
Biz kız istemeye giderken halamlar çiçeği amcamlar da çikolatayı almış.;Biz kız istemeye giderken halamlar çiçeği çikolatayı da amcamlar almış.;amcamlar da çikolatayı;çikolatayı da amcamlar;-;ellipsis
Aynı mağazada ceketi Pelin ve pantolonu Cem seçti.;Aynı mağazada ceketi Pelin ve Cem pantolonu seçti.;pantolonu Cem;Cem pantolonu;-;ellipsis
Şimdi bahçede barbeküyü Okan ve masayı Elif kurdu.;Şimdi bahçede barbeküyü Okan ve Elif masayı kurdu.;masayı Elif;Elif masayı;-;ellipsis
Tiyatroda bileti Kerem ve programı Pelin ayarladı.;Tiyatroda bileti Kerem ve Pelin programı ayarladı.;programı Pelin;Pelin programı;-;ellipsis
Hala üniversitedeyken Meltem münazara kulübüne Ömer ise sinema kulübüne gidiyordu.;Hala üniversitedeyken Meltem münazara kulübüne sinema kulübüne ise Ömer gidiyordu.;Ömer ise sinema kulübüne;sinema kulübüne ise Ömer;-;ellipsis
O yolda müzikleri Alp ve rotayı Yasemin belirledi.;O yolda müzikleri Alp ve Yasemin rotayı belirledi.;rotayı Yasemin;Yasemin rotayı;-;ellipsis
Bugün fabrikada makineleri Yasin ve raporları Selda kontrol etti.;Bugün fabrikada makineleri Yasin ve Selda raporları kontrol etti.;raporları Selda;Selda raporları;-;ellipsis
Ve lunaparkta hız trenine Arda ve dönme dolaba Melis bindi.;Ve lunaparkta hız trenine Arda ve Melis dönme dolaba bindi.;dönme dolaba Melis;Melis dönme dolaba;-;ellipsis
Ayrıca konferansta sunumu Yasin ve notları Ebru hazırladı.;Ayrıca konferansta sunumu Yasin ve Ebru notları hazırladı.;notları Ebru;Ebru notları;-;ellipsis
O düğünde dansı Derya müziği de Emre seçti.;O düğünde dansı Derya Emre de müziği seçti.;müziği de Emre;Emre de müziği;-;ellipsis
Bir film setinde kamerayı yönetmen ve mikrofonu ses teknisyeni ayarlar.;Bir film setinde kamerayı yönetmen ve ses teknisyeni mikrofonu ayarlar.;mikrofonu ses teknisyeni;ses teknisyeni mikrofonu;-;ellipsis
