good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon;subtype
Küçük oğlum bisikleti arkadaşına ödünç verdi.;Küçük oğlum bisikletle arkadaşına ödünç verdi.;bisikleti;bisikletle;ödünç verdi;argument_structure;ditransitive
Bugün annem kardeşime yeni bir kitap aldı.;Bugün annem kardeşimi yeni bir kitap aldı.;kardeşime;kardeşimi;aldı;argument_structure;ditransitive
Burada yönetmen oyunculara rollerini dağıttı.;Burada yönetmen oyuncuları rollerini dağıttı.;oyunculara;oyuncuları;dağıttı;argument_structure;ditransitive
Dün arkadaşım bana yeni bir şarkı önerdi.;Dün arkadaşım beni yeni bir şarkı önerdi.;bana;beni;önerdi;argument_structure;ditransitive
Sonra kız arkadaşına çikolatayı hiç düşünmeden verdi.;Sonra kız arkadaşından çikolatayı hiç düşünmeden verdi.;arkadaşına;arkadaşından;verdi;argument_structure;ditransitive
Kız kardeşim kediyi veterinere götürdü.;Kız kardeşim kediye veterinere götürdü.;kediyi;kediye;götürdü;argument_structure;ditransitive
</s> şirket personeline yeni projeler verdi.;</s> şirket personelini yeni projeler verdi.;personeline;personelini;verdi;argument_structure;ditransitive
Ve manav bize en lezzetli meyvelerden ayırdı.;Ve manav bizi en lezzetli meyvelerden ayırdı.;bize;bizi;ayırdı;argument_structure;ditransitive
Yine küçük çocuk teyzesine mağazadaki oyuncağı gösterdi.;Yine küçük çocuk teyzesini mağazadaki oyuncağı gösterdi.;teyzesine;teyzesini;gösterdi;argument_structure;ditransitive
Ve kız arkadaşına çikolatayı hiç düşünmeden verdi.;Ve kız arkadaşından çikolatayı hiç düşünmeden verdi.;arkadaşına;arkadaşından;verdi;argument_structure;ditransitive
Türk yazar okurlarına yeni kitabını tanıttı.;Türk yazar okurlarını yeni kitabını tanıttı.;okurlarına;okurlarını;tanıttı;argument_structure;ditransitive
Ünlü şair dinleyicilerine yeni şiir kitabını tanıttı.;Ünlü şair dinleyicilerini yeni şiir kitabını tanıttı.;dinleyicilerine;dinleyicilerini;tanıttı;argument_structure;ditransitive
Genç yönetmen ekibine son direktifleri verdi.;Genç yönetmen ekibini son direktifleri verdi.;ekibine;ekibini;verdi;argument_structure;ditransitive
İlk takı töreninde damadın yakasına çeyrek altın taktılar.;İlk takı töreninde damadın yakasını çeyrek altın taktılar.;yakasına;yakasını;taktılar;argument_structure;ditransitive
Ama dün gece oğlanı apar topar hastaneye götürdük.;Ama dün gece oğlana apar topar hastaneye götürdük.;oğlanı;oğlana;götürdük;argument_structure;ditransitive
Büyük şirket çalışanlarına yeni görevler verdi.;Büyük şirket çalışanlarını yeni görevler verdi.;çalışanlarına;çalışanlarını;verdi;argument_structure;ditransitive
Baş antrenör sporculara antrenman programı hazırladı.;Baş antrenör sporcuları antrenman programı hazırladı.;sporculara;sporcuları;hazırladı;argument_structure;ditransitive
Genç yazar okurlarına yeni kitabını tanıttı.;Genç yazar okurlarını yeni kitabını tanıttı.;okurlarına;okurlarını;tanıttı;argument_structure;ditransitive
Sonra arkadaşım bana son gelişmeleri anlattı.;Sonra arkadaşım beni son gelişmeleri anlattı.;bana;beni;anlattı;argument_structure;ditransitive
Biz küçükken ekmeğimi hep salatanın suyuna banardım.;Biz küçükken ekmeğimde hep salatanın suyuna banardım.;ekmeğimi;ekmeğimde;banardım;argument_structure;ditransitive
Sayın öğretmen öğrencilere bol bol kitap okumalarını tavsiye etti.;Sayın öğretmen öğrencileri bol bol kitap okumalarını tavsiye etti.;öğrencilere;öğrencileri;tavsiye etti;argument_structure;ditransitive
Türk antrenör sporculara yeni taktikler öğretti.;Türk antrenör sporcuları yeni taktikler öğretti.;sporculara;sporcuları;öğretti;argument_structure;ditransitive
Ünlü öğretmen öğrencilere bol bol kitap okumalarını tavsiye etti.;Ünlü öğretmen öğrencileri bol bol kitap okumalarını tavsiye etti.;öğrencilere;öğrencileri;tavsiye etti;argument_structure;ditransitive
Sevgili manav bize en lezzetli meyvelerden ayırdı.;Sevgili manav bizi en lezzetli meyvelerden ayırdı.;bize;bizi;ayırdı;argument_structure;ditransitive
Küçük çocuk babasına başka bir şiir okudu.;Küçük çocuk babasını başka bir şiir okudu.;babasına;babasını;okudu;argument_structure;ditransitive
Doktor asistanı belgeleri masasına getirdi.;Doktor asistanı belgelerle masasına getirdi.;belgeleri;belgelerle;getirdi;argument_structure;ditransitive
Sonra yönetmen oyunculara son talimatları verdi.;Sonra yönetmen oyuncuları son talimatları verdi.;oyunculara;oyuncuları;verdi;argument_structure;ditransitive
Ben oğlum topu arkadaşına ödünç verdi.;Ben oğlum topla arkadaşına ödünç verdi.;topu;topla;ödünç verdi;argument_structure;ditransitive
İkinci doğum günüm diye garson bana limonata ısmarladı.;İkinci doğum günüm diye garson beni limonata ısmarladı.;bana;beni;ısmarladı;argument_structure;ditransitive
Bizim babam bugün parkta lise öğretmenime rastlamış.;Bizim babam bugün parkı lise öğretmenime rastlamış.;parkta;parkı;rastlamış;argument_structure;ditransitive
Bu yanlış kararlar halkı adaletsizliğe mahkum etti.;Bu yanlış kararlar halkla adaletsizliğe mahkum etti.;halkı;halkla;mahkum etti;argument_structure;ditransitive
Ardından kılçıklarını temizlediğiniz mezgiti galeta ununa bulayın.;Ardından kılçıklarını temizlediğiniz mezgite galeta ununa bulayın.;mezgiti;mezgite;bulayın;argument_structure;ditransitive
Diğer mahalledeki çocuklar dükkanın camına yine top atıyor.;Diğer mahalledeki çocuklar dükkanın camını yine top atıyor.;camına;camını;atıyor;argument_structure;ditransitive
Ve halam bana el örgüsü bir kazak hediye etti.;Ve halam beni el örgüsü bir kazak hediye etti.;bana;beni;hediye etti;argument_structure;ditransitive
• yanlış politikalar halkı yoksulluğa mahkum etti.;• yanlış politikalar halkla yoksulluğa mahkum etti.;halkı;halkla;mahkum etti;argument_structure;ditransitive
Bir arkadaşım bana doğum günü hediyesi aldı.;Bir arkadaşım beni doğum günü hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
İki şirket çalışanlarına yeni görevler verdi.;İki şirket çalışanlarını yeni görevler verdi.;çalışanlarına;çalışanlarını;verdi;argument_structure;ditransitive
Usta şair dinleyicilerine yeni şiir kitabını tanıttı.;Usta şair dinleyicilerini yeni şiir kitabını tanıttı.;dinleyicilerine;dinleyicilerini;tanıttı;argument_structure;ditransitive
Anne halam bana eldiven hediye etti.;Anne halam beni eldiven hediye etti.;bana;beni;hediye etti;argument_structure;ditransitive
3 şirket çalışanlarına yeni görevler verdi.;3 şirket çalışanlarını yeni görevler verdi.;çalışanlarına;çalışanlarını;verdi;argument_structure;ditransitive
Bir arkadaşım bana yeni bir film önerdi.;Bir arkadaşım benle yeni bir film önerdi.;bana;benle;önerdi;argument_structure;ditransitive
Burada kasap bana en güzel etlerden ayırdı.;Burada kasap beni en güzel etlerden ayırdı.;bana;benle;ayırdı;argument_structure;ditransitive
Şimdi annem pastanın üstüne biraz çikolata koyar.;Şimdi annem pastanın üstünü biraz çikolata koyar.;üstüne;üstünü;koyar;argument_structure;ditransitive
Benim babam bugün markette ilkokul öğretmenime rastlamış.;Benim babam bugün marketi ilkokul öğretmenime rastlamış.;markette;marketi;rastlamış;argument_structure;ditransitive
İnsanlar evlerinin arka bahçesine elma ağacı dikmişler.;İnsanlar evlerinin arka bahçesinden elma ağacı dikmişler.;arka bahçesine;arka bahçesinden;dikmişler;argument_structure;ditransitive
Ardından babam yeni telefonunu bana verdi.;Ardından babam yeni telefonuna bana verdi.;telefonunu;telefonuna;verdi;argument_structure;ditransitive
Son takı töreninde geline burma bilezik taktılar.;Son takı töreninde gelini burma bilezik taktılar.;geline;gelini;taktılar;argument_structure;ditransitive
Yakın arkadaşım bana yeni bir kitap önerdi.;Yakın arkadaşım beni yeni bir kitap önerdi.;bana;beni;önerdi;argument_structure;ditransitive
Ve belki size bu konudaki düşüncelerinden bahsetmiştir.;Ve belki sizi bu konudaki düşüncelerinden bahsetmiştir.;size;sizi;bahsetmiştir;argument_structure;ditransitive
Uzman şair dinleyicilerine yeni şiir kitabını tanıttı.;Uzman şair dinleyicilerini yeni şiir kitabını tanıttı.;dinleyicilerine;dinleyicilerini;tanıttı;argument_structure;ditransitive
Annem kekin içine biraz tarçın koyar.;Annem kekin içini biraz tarçın koyar.;içine;içini;koyar;argument_structure;ditransitive
Büyük kız ablasına hediyeyi hiç beklemeden verdi.;Büyük kız ablasından hediyeyi hiç beklemeden verdi.;ablasına;ablasından;verdi;argument_structure;ditransitive
Güzel gelin altın bileziği görümcesine hediye etti.;Güzel gelin altın bilezikle görümcesine hediye etti.;bileziği;bilezikle;hediye etti;argument_structure;ditransitive
Sonra halam bana el örgüsü bir kazak hediye etti.;Sonra halam beni el örgüsü bir kazak hediye etti.;bana;beni;hediye etti;argument_structure;ditransitive
Onu kasap bana en iyi biftekten ayırdı.;Onu kasap beni en iyi biftekten ayırdı.;bana;beni;ayırdı;argument_structure;ditransitive
Ben küçükken ekmeğimi hep çorbaya banardım.;Ben küçükken ekmeğimde hep çorbaya banardım.;ekmeğimi;ekmeğimde;banardım;argument_structure;ditransitive
Bir teyzem oyuncakları çocuklara dağıttı.;Bir teyzem oyuncaklara çocuklara dağıttı.;oyuncakları;oyuncaklara;dağıttı;argument_structure;ditransitive
Yine dedem bana devrimci anılarını anlattı.;Yine dedem beni devrimci anılarını anlattı.;bana;beni;anlattı;argument_structure;ditransitive
Burada öğretmen öğrencilere ödevleri zamanında yapmalarını nasihat etti.;Burada öğretmen öğrencileri ödevleri zamanında yapmalarını nasihat etti.;öğrencilere;öğrencileri;nasihat etti;argument_structure;ditransitive
Büyük manav bize en lezzetli meyvelerden ayırdı.;Büyük manav bizi en lezzetli meyvelerden ayırdı.;bize;bizi;ayırdı;argument_structure;ditransitive
Büyük kız kardeşim kediyi veterinere götürdü.;Büyük kız kardeşim kediye veterinere götürdü.;kediyi;kediye;götürdü;argument_structure;ditransitive
Bir takı töreninde damadın yakasına çeyrek altın taktılar.;Bir takı töreninde damadın yakasını çeyrek altın taktılar.;yakasına;yakasını;taktılar;argument_structure;ditransitive
Anne babam bugün markette ilkokul öğretmenime rastlamış.;Anne babam bugün marketi ilkokul öğretmenime rastlamış.;markette;marketi;rastlamış;argument_structure;ditransitive
Arkadaşım bana yeni bir film önerdi.;Arkadaşım benle yeni bir film önerdi.;bana;benle;önerdi;argument_structure;ditransitive
Babam bugün parkta lise öğretmenime rastlamış.;Babam bugün parkı lise öğretmenime rastlamış.;parkta;parkı;rastlamış;argument_structure;ditransitive
5 şirket çalışanlarına yeni görevler verdi.;5 şirket çalışanlarını yeni görevler verdi.;çalışanlarına;çalışanlarını;verdi;argument_structure;ditransitive
Fransız antrenör sporculara yeni taktikler öğretti.;Fransız antrenör sporcuları yeni taktikler öğretti.;sporculara;sporcuları;öğretti;argument_structure;ditransitive
Hatta dün sütü ben aldığım için annem markete kardeşimi yolladı.;Hatta dün sütü ben aldığım için annem markette kardeşimi yolladı.;markete;markette;yolladı;argument_structure;ditransitive
Dün arkadaşım bana yeni bir dizi önerdi.;Dün arkadaşım benle yeni bir dizi önerdi.;bana;benle;önerdi;argument_structure;ditransitive
Genç yönetmen oyunculara son talimatları verdi.;Genç yönetmen oyuncuları son talimatları verdi.;oyunculara;oyuncuları;verdi;argument_structure;ditransitive
Benim oğlum topu arkadaşına ödünç verdi.;Benim oğlum topla arkadaşına ödünç verdi.;topu;topla;ödünç verdi;argument_structure;ditransitive
Sanatçı yıllardır kendini sadece sanatına adamış.;Sanatçı yıllardır kendinden sadece sanatına adamış.;kendini;kendinden;adamış;argument_structure;ditransitive
Akşam annem kardeşime yeni bir kitap aldı.;Akşam annem kardeşimi yeni bir kitap aldı.;kardeşime;kardeşimi;aldı;argument_structure;ditransitive
Bizim komşumuz bize taze meyve getirdi.;Bizim komşumuz bizi taze meyve getirdi.;bize;bizi;getirdi;argument_structure;ditransitive
Genç garson misafirlere tatlıları servis etti.;Genç garson misafirleri tatlıları servis etti.;misafirlere;misafirleri;servis etti;argument_structure;ditransitive
Benim oğlum bisikleti arkadaşına ödünç verdi.;Benim oğlum bisikletle arkadaşına ödünç verdi.;bisikleti;bisikletle;ödünç verdi;argument_structure;ditransitive
Çok yıllardır kendini sadece işine adamış.;Çok yıllardır kendinden sadece işine adamış.;kendini;kendinden;adamış;argument_structure;ditransitive
Bugün arkadaşım bana yeni bir kitap önerdi.;Bugün arkadaşım beni yeni bir kitap önerdi.;bana;beni;önerdi;argument_structure;ditransitive
Adam ayakkabılarını çıkarıp şapkasını girişteki dolaba astı.;Adam ayakkabılarını çıkarıp şapkasına girişteki dolaba astı.;şapkasını;şapkasına;astı;argument_structure;ditransitive
Usta yönetmen ekibine son direktifleri verdi.;Usta yönetmen ekibini son direktifleri verdi.;ekibine;ekibini;verdi;argument_structure;ditransitive
Ayşe teyzem kitapları çocuklara dağıttı.;Ayşe teyzem kitaplara çocuklara dağıttı.;kitapları;kitaplara;dağıttı;argument_structure;ditransitive
Bir öğretmen öğrencilere yeni konuyu anlattı.;Bir öğretmen öğrencileri yeni konuyu anlattı.;öğrencilere;öğrencileri;anlattı;argument_structure;ditransitive
Dün arkadaşım bana yeni bir film önerdi.;Dün arkadaşım benle yeni bir film önerdi.;bana;benle;önerdi;argument_structure;ditransitive
Erkek çocuk babasına en sevdiği oyuncağı verdi.;Erkek çocuk babasını en sevdiği oyuncağı verdi.;babasına;babasını;verdi;argument_structure;ditransitive
Türk öğretmen öğrencilere yeni şarkıyı öğretti.;Türk öğretmen öğrencileri yeni şarkıyı öğretti.;öğrencilere;öğrencileri;öğretti;argument_structure;ditransitive
Bir antrenör takıma farklı stratejiler öğretti.;Bir antrenör takımı farklı stratejiler öğretti.;takıma;takımı;öğretti;argument_structure;ditransitive
Kız çocuk babasına başka bir şiir okudu.;Kız çocuk babasını başka bir şiir okudu.;babasına;babasını;okudu;argument_structure;ditransitive
Yapılan yanlış kararlar halkı adaletsizliğe mahkum etti.;Yapılan yanlış kararlar halkla adaletsizliğe mahkum etti.;halkı;halkla;mahkum etti;argument_structure;ditransitive
Hatta belki size bu konudaki düşüncelerinden bahsetmiştir.;Hatta belki sizi bu konudaki düşüncelerinden bahsetmiştir.;size;sizi;bahsetmiştir;argument_structure;ditransitive
Sonra evlerinin arka bahçesine elma ağacı dikmişler.;Sonra evlerinin arka bahçesinden elma ağacı dikmişler.;arka bahçesine;arka bahçesinden;dikmişler;argument_structure;ditransitive
İşte doğum günüm diye barmen bana bira ısmarladı.;İşte doğum günüm diye barmen beni bira ısmarladı.;bana;beni;ısmarladı;argument_structure;ditransitive
Onu halam bana eldiven hediye etti.;Onu halam beni eldiven hediye etti.;bana;beni;hediye etti;argument_structure;ditransitive
Sonra babam yeni saatini bana verdi.;Sonra babam yeni saatine bana verdi.;saatini;saatine;verdi;argument_structure;ditransitive
Halam bana el örgüsü bir kazak hediye etti.;Halam beni el örgüsü bir kazak hediye etti.;bana;beni;hediye etti;argument_structure;ditransitive
Ben bu sergiyi neşesini kaybetmeyen kadınlara ithaf ediyorum.;Ben bu sergiye neşesini kaybetmeyen kadınlara ithaf ediyorum.;sergiyi;sergiye;ithaf ediyorum;argument_structure;ditransitive
Bütün dileklerini yazdığı kartı bir ağacın dalına bağladı.;Bütün dileklerini yazdığı karta bir ağacın dalına bağladı.;kartı;karta;bağladı;argument_structure;ditransitive
Çok küçükken ekmeğimi hep salatanın suyuna banardım.;Çok küçükken ekmeğimde hep salatanın suyuna banardım.;ekmeğimi;ekmeğimde;banardım;argument_structure;ditransitive
Küçük çocuk annesine vitrindeki oyuncağı gösterdi.;Küçük çocuk annesini vitrindeki oyuncağı gösterdi.;annesine;annesini;gösterdi;argument_structure;ditransitive
Adam kız arkadaşına çikolatayı hiç düşünmeden verdi.;Adam kız arkadaşından çikolatayı hiç düşünmeden verdi.;arkadaşına;arkadaşından;verdi;argument_structure;ditransitive
Hemen üzerime koca bir fincan kahveyi döktüm.;Hemen üzerimde koca bir fincan kahveyi döktüm.;Üzerime;Üzerimde;döktüm;argument_structure;ditransitive
Küçük teyzem kitapları çocuklara dağıttı.;Küçük teyzem kitaplara çocuklara dağıttı.;kitapları;kitaplara;dağıttı;argument_structure;ditransitive
Anne dedem torunlarına fıkralar anlattı.;Anne dedem torunlarını fıkralar anlattı.;torunlarına;torunlarını;anlattı;argument_structure;ditransitive
Bir arkadaşım bana yeni bir dizi önerdi.;Bir arkadaşım benle yeni bir dizi önerdi.;bana;benle;önerdi;argument_structure;ditransitive
Yalnız dün ekmeği ben aldığım için annem bakkala kardeşimi yolladı.;Yalnız dün ekmeği ben aldığım için annem bakkalda kardeşimi yolladı.;bakkala;bakkalda;yolladı;argument_structure;ditransitive
Uzman öğretmen öğrencilere yeni şarkıyı öğretti.;Uzman öğretmen öğrencileri yeni şarkıyı öğretti.;öğrencilere;öğrencileri;öğretti;argument_structure;ditransitive
Ve evlerinin arka bahçesine elma ağacı dikmişler.;Ve evlerinin arka bahçesinden elma ağacı dikmişler.;arka bahçesine;arka bahçesinden;dikmişler;argument_structure;ditransitive
Kısa yıllardır kendini sadece sanatına adamış.;Kısa yıllardır kendinden sadece sanatına adamış.;kendini;kendinden;adamış;argument_structure;ditransitive
Sevgili arkadaşım bana doğum günü hediyesi aldı.;Sevgili arkadaşım beni doğum günü hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
4- kılçıklarını temizlediğiniz balığı pane ununa bulayın.;4- kılçıklarını temizlediğiniz balığa pane ununa bulayın.;balığı;balığa;bulayın;argument_structure;ditransitive
Allah belki sana bu konudaki fikirlerinden bahsetmiştir.;Allah belki seni bu konudaki fikirlerinden bahsetmiştir.;sana;seni;bahsetmiştir;argument_structure;ditransitive
Yazar okurlarına yeni kitabını tanıttı.;Yazar okurlarını yeni kitabını tanıttı.;okurlarına;okurlarını;tanıttı;argument_structure;ditransitive
Babam yeni saatini bana verdi.;Babam yeni saatine bana verdi.;saatini;saatine;verdi;argument_structure;ditransitive
Yine komşumuz bize taze meyve getirdi.;Yine komşumuz bizi taze meyve getirdi.;bize;bizi;getirdi;argument_structure;ditransitive
Üç çocuk annesine yeni bir şarkı söyledi.;Üç çocuk annesini yeni bir şarkı söyledi.;annesine;annesini;söyledi;argument_structure;ditransitive
Dün babam yeni telefonunu bana verdi.;Dün babam yeni telefonuna bana verdi.;telefonunu;telefonuna;verdi;argument_structure;ditransitive
Ve halam bana eldiven hediye etti.;Ve halam beni eldiven hediye etti.;bana;beni;hediye etti;argument_structure;ditransitive
Komşumuz bize taze sebze getirdi.;Komşumuz bizi taze sebze getirdi.;bize;bizi;getirdi;argument_structure;ditransitive
Dedem bana eski hikayeler anlattı.;Dedem beni eski hikayeler anlattı.;bana;beni;anlattı;argument_structure;ditransitive
2 öğretmen öğrencilere yeni konuyu anlattı.;2 öğretmen öğrencileri yeni konuyu anlattı.;öğrencilere;öğrencileri;anlattı;argument_structure;ditransitive
Bir arkadaşım bana yılbaşı hediyesi aldı.;Bir arkadaşım beni yılbaşı hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
Büro asistanı dosyaları masasına getirdi.;Büro asistanı dosyalarla masasına getirdi.;dosyaları;dosyalarla;getirdi;argument_structure;ditransitive
Ve çocuk babasına başka bir şiir okudu.;Ve çocuk babasını başka bir şiir okudu.;babasına;babasını;okudu;argument_structure;ditransitive
Dedem torunlarına masallar anlattı.;Dedem torunlarını masallar anlattı.;torunlarına;torunlarını;anlattı;argument_structure;ditransitive
Sonra çocuk babasına başka bir şiir okudu.;Sonra çocuk babasını başka bir şiir okudu.;babasına;babasını;okudu;argument_structure;ditransitive
Allah belki size bu konudaki düşüncelerinden bahsetmiştir.;Allah belki sizi bu konudaki düşüncelerinden bahsetmiştir.;size;sizi;bahsetmiştir;argument_structure;ditransitive
Milli antrenör atletlere beslenme planı hazırladı.;Milli antrenör atletleri beslenme planı hazırladı.;atletlere;atletleri;hazırladı;argument_structure;ditransitive
Bu kız ablasına hediyeyi hiç beklemeden verdi.;Bu kız ablasından hediyeyi hiç beklemeden verdi.;ablasına;ablasından;verdi;argument_structure;ditransitive
Yakın arkadaşım bana doğum günü hediyesi aldı.;Yakın arkadaşım beni doğum günü hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
Ardından üzerime koca bir fincan kahveyi döktüm.;Ardından üzerimde koca bir fincan kahveyi döktüm.;Üzerime;Üzerimde;döktüm;argument_structure;ditransitive
Ve gelin altın bileziği görümcesine hediye etti.;Ve gelin altın bilezikle görümcesine hediye etti.;bileziği;bilezikle;hediye etti;argument_structure;ditransitive
Ayrıca annem kekin içine biraz tarçın koyar.;Ayrıca annem kekin içini biraz tarçın koyar.;içine;içini;koyar;argument_structure;ditransitive
Son takı töreninde damadın yakasına çeyrek altın taktılar.;Son takı töreninde damadın yakasını çeyrek altın taktılar.;yakasına;yakasını;taktılar;argument_structure;ditransitive
Hakim asistanı belgeleri masasına getirdi.;Hakim asistanı belgelerle masasına getirdi.;belgeleri;belgelerle;getirdi;argument_structure;ditransitive
4- kılçıklarını temizlediğiniz mezgiti galeta ununa bulayın.;4- kılçıklarını temizlediğiniz mezgite galeta ununa bulayın.;mezgiti;mezgite;bulayın;argument_structure;ditransitive
Takı töreninde damadın yakasına çeyrek altın taktılar.;Takı töreninde damadın yakasını çeyrek altın taktılar.;yakasına;yakasını;taktılar;argument_structure;ditransitive
İşte bu sergiyi neşesini kaybetmeyen kadınlara ithaf ediyorum.;İşte bu sergiye neşesini kaybetmeyen kadınlara ithaf ediyorum.;sergiyi;sergiye;ithaf ediyorum;argument_structure;ditransitive
Ben bu sergiyi neşesini kaybetmeyen kadınlara ithaf ediyorum.;Ben bu sergiye neşesini kaybetmeyen kadınlara ithaf ediyorum.;sergiyi;sergiye;ithaf ediyorum;argument_structure;ditransitive
Ve belki size bu konudaki düşüncelerinden bahsetmiştir.;Ve belki sizi bu konudaki düşüncelerinden bahsetmiştir.;size;sizi;bahsetmiştir;argument_structure;ditransitive
Benim dedem torunlarına masallar anlattı.;Benim dedem torunlarını masallar anlattı.;torunlarına;torunlarını;anlattı;argument_structure;ditransitive
Bende küçükken ekmeğimi hep salatanın suyuna banardım.;Bende küçükken ekmeğimde hep salatanın suyuna banardım.;ekmeğimi;ekmeğimde;banardım;argument_structure;ditransitive
Çok küçükken ekmeğimi hep çorbaya banardım.;Çok küçükken ekmeğimde hep çorbaya banardım.;ekmeğimi;ekmeğimde;banardım;argument_structure;ditransitive
Ayrıca küçükken ekmeğimi hep çorbaya banardım.;Ayrıca küçükken ekmeğimde hep çorbaya banardım.;ekmeğimi;ekmeğimde;banardım;argument_structure;ditransitive
İki çocuk babasına en sevdiği oyuncağı verdi.;İki çocuk babasını en sevdiği oyuncağı verdi.;babasına;babasını;verdi;argument_structure;ditransitive
Bir arkadaşım bana doğum günü hediyesi aldı.;Bir arkadaşım beni doğum günü hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
Güzel yazar okurlarına yeni kitabını tanıttı.;Güzel yazar okurlarını yeni kitabını tanıttı.;okurlarına;okurlarını;tanıttı;argument_structure;ditransitive
Usta öğretmen öğrencilere ödevleri zamanında yapmalarını nasihat etti.;Usta öğretmen öğrencileri ödevleri zamanında yapmalarını nasihat etti.;öğrencilere;öğrencileri;nasihat etti;argument_structure;ditransitive
Ama babam bugün markette ilkokul öğretmenime rastlamış.;Ama babam bugün marketi ilkokul öğretmenime rastlamış.;markette;marketi;rastlamış;argument_structure;ditransitive
Ve belki sana bu konudaki fikirlerinden bahsetmiştir.;Ve belki seni bu konudaki fikirlerinden bahsetmiştir.;sana;seni;bahsetmiştir;argument_structure;ditransitive
Ayrıca küçükken ekmeğimi hep salatanın suyuna banardım.;Ayrıca küçükken ekmeğimde hep salatanın suyuna banardım.;ekmeğimi;ekmeğimde;banardım;argument_structure;ditransitive
Benim babam bugün parkta lise öğretmenime rastlamış.;Benim babam bugün parkı lise öğretmenime rastlamış.;parkta;parkı;rastlamış;argument_structure;ditransitive
Sevgili oğlum bisikleti arkadaşına ödünç verdi.;Sevgili oğlum bisikletle arkadaşına ödünç verdi.;bisikleti;bisikletle;ödünç verdi;argument_structure;ditransitive
Daha dün gece oğlanı apar topar hastaneye götürdük.;Daha dün gece oğlana apar topar hastaneye götürdük.;oğlanı;oğlana;götürdük;argument_structure;ditransitive
Ayrıca yönetmen oyunculara son talimatları verdi.;Ayrıca yönetmen oyuncuları son talimatları verdi.;oyunculara;oyuncuları;verdi;argument_structure;ditransitive
Teyzem kitapları çocuklara dağıttı.;Teyzem kitaplara çocuklara dağıttı.;kitapları;kitaplara;dağıttı;argument_structure;ditransitive
Bu çocuk dedesine en sevdiği kitabı verdi.;Bu çocuk dedesini en sevdiği kitabı verdi.;dedesine;dedesini;verdi;argument_structure;ditransitive
Büyük dedem bana devrimci anılarını anlattı.;Büyük dedem beni devrimci anılarını anlattı.;bana;beni;anlattı;argument_structure;ditransitive
Öğretmen öğrencilere ödevleri zamanında yapmalarını nasihat etti.;Öğretmen öğrencileri ödevleri zamanında yapmalarını nasihat etti.;öğrencilere;öğrencileri;nasihat etti;argument_structure;ditransitive
Bende küçükken ekmeğimi hep çorbaya banardım.;Bende küçükken ekmeğimde hep çorbaya banardım.;ekmeğimi;ekmeğimde;banardım;argument_structure;ditransitive
Ve kuzenim köpeği parka götürdü.;Ve kuzenim köpeğe parka götürdü.;köpeği;köpeğe;götürdü;argument_structure;ditransitive
Ardından öğretmen öğrencilere bol bol kitap okumalarını tavsiye etti.;Ardından öğretmen öğrencileri bol bol kitap okumalarını tavsiye etti.;öğrencilere;öğrencileri;tavsiye etti;argument_structure;ditransitive
Ve yıllardır kendini sadece işine adamış.;Ve yıllardır kendinden sadece işine adamış.;kendini;kendinden;adamış;argument_structure;ditransitive
Sonra garson misafirlere tatlıları servis etti.;Sonra garson misafirleri tatlıları servis etti.;misafirlere;misafirleri;servis etti;argument_structure;ditransitive
Bizim mahalledeki çocuklar evin camına yine taş atıyor.;Bizim mahalledeki çocuklar evin camını yine taş atıyor.;camına;camını;atıyor;argument_structure;ditransitive
Dün komşumuz bize taze meyve getirdi.;Dün komşumuz bizi taze meyve getirdi.;bize;bizi;getirdi;argument_structure;ditransitive
Büro asistanı belgeleri masasına getirdi.;Büro asistanı belgelerle masasına getirdi.;belgeleri;belgelerle;getirdi;argument_structure;ditransitive
Eski teyzem oyuncakları çocuklara dağıttı.;Eski teyzem oyuncaklara çocuklara dağıttı.;oyuncakları;oyuncaklara;dağıttı;argument_structure;ditransitive
Ardından yönetmen oyunculara son talimatları verdi.;Ardından yönetmen oyuncuları son talimatları verdi.;oyunculara;oyuncuları;verdi;argument_structure;ditransitive
Erkek arkadaşım bana doğum günü hediyesi aldı.;Erkek arkadaşım beni doğum günü hediyesi aldı.;bana;beni;aldı;argument_structure;ditransitive
Yeni komşumuz bize taze sebze getirdi.;Yeni komşumuz bizi taze sebze getirdi.;bize;bizi;getirdi;argument_structure;ditransitive
Büyük kuzenim köpeği parka götürdü.;Büyük kuzenim köpeğe parka götürdü.;köpeği;köpeğe;götürdü;argument_structure;ditransitive
Yönetmen oyunculara son talimatları verdi.;Yönetmen oyuncuları son talimatları verdi.;oyunculara;oyuncuları;verdi;argument_structure;ditransitive
Kız arkadaşım bana son gelişmeleri anlattı.;Kız arkadaşım beni son gelişmeleri anlattı.;bana;beni;anlattı;argument_structure;ditransitive
Ardından takı töreninde geline burma bilezik taktılar.;Ardından takı töreninde gelini burma bilezik taktılar.;geline;gelini;taktılar;argument_structure;ditransitive
Sevgili kız kardeşim köpeği komşuya götürdü.;Sevgili kız kardeşim köpeğe komşuya götürdü.;köpeği;köpeğe;götürdü;argument_structure;ditransitive
