good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Başarılı öğrenciler projelerini zamanında teslim ettiler.;Başarılı öğrenci projelerini zamanında teslim ettiler.;Öğrenciler;Öğrenci;ettiler;subject_verb_agreement
Kadın yazarlar yeni kitaplarını tanıttılar.;Kadın yazar yeni kitaplarını tanıttılar.;Yazarlar;Yazar;tanıttılar;subject_verb_agreement
Ünlü yazarlar kitap fuarında imza dağıttılar.;Ünlü yazar kitap fuarında imza dağıttılar.;Yazarlar;Yazar;dağıttılar;subject_verb_agreement
Bütün çocuklar bahçede saklambaç oynuyorlar.;Bütün çocuk bahçede saklambaç oynuyorlar.;Çocuklar;Çocuk;oynuyorlar;subject_verb_agreement
Evet o bu konuda çok duyarlı.;Evet sen bu konuda çok duyarlı.;O;Sen;duyarlı;subject_verb_agreement
Eleştirmenler beğenmedikleri mekanları zaten not etmişlerdi.;Eleştirmen beğenmedikleri mekanları zaten not etmişlerdi.;Onlar;O;etmişlerdi;subject_verb_agreement
Önce askerler tören alanında toplandılar.;Önce asker tören alanında toplandılar.;Askerler;Asker;toplandılar;subject_verb_agreement
Ve biz bu sorunu birlikte çözeceğiz.;Ve siz bu sorunu birlikte çözeceğiz.;Biz;Siz;çözeceğiz;subject_verb_agreement
Sen bu kadar güzel şarkı söyleyebilir misin?;O bu kadar güzel şarkı söyleyebilir misin?;Sen;O;söyleyebilir misin;subject_verb_agreement
Ünlü yazarlar imza günü düzenlediler.;Ünlü yazar imza günü düzenlediler.;Yazarlar;Yazar;düzenlediler;subject_verb_agreement
Bazı askerler gece nöbet tutuyorlar.;Bazı asker gece nöbet tutuyorlar.;Askerler;Asker;tutuyorlar;subject_verb_agreement
İşte siz bu konuda çok yanılıyorsunuz.;İşte biz bu konuda çok yanılıyorsunuz.;Siz;Biz;yanılıyorsunuz;subject_verb_agreement
Şimdi biz bu yaptıklarınızı hiç hak etmiyoruz.;Şimdi siz bu yaptıklarınızı hiç hak etmiyoruz.;Biz;Siz;etmiyoruz;subject_verb_agreement
Ama sen bu soruyu cevapladın.;Ama siz bu soruyu cevapladın.;Sen;Siz;cevapladın;subject_verb_agreement
Küçük çocuklar bahçede koşuyorlar.;Küçük çocuk bahçede koşuyorlar.;Çocuklar;Çocuk;koşuyorlar;subject_verb_agreement
Ve siz bu konuda çok dikkatlisiniz.;Ve biz bu konuda çok dikkatlisiniz.;Siz;Biz;dikkatlisiniz;subject_verb_agreement
Çocuklar parkta kaydıraktan kaydılar.;Çocuk parkta kaydıraktan kaydılar.;Çocuklar;Çocuk;kaydılar;subject_verb_agreement
Sadece doktorlar bu şartta çalışmak zorunda değiller.;Sadece doktor bu şartta çalışmak zorunda değiller.;Doktorlar;Doktor;değiller;subject_verb_agreement
Türk i̇tfaiyeciler yangını söndürmek için gece boyu çalıştılar.;Türk i̇tfaiyeci yangını söndürmek için gece boyu çalıştılar.;İtfaiyeciler;İtfaiyeci;çalıştılar;subject_verb_agreement
Öğrenciler sınıfta sessizce oturdular.;Öğrenci sınıfta sessizce oturdular.;Öğrenciler;Öğrenci;oturdular;subject_verb_agreement
Fakat onlar dün akşam konsere gitmişler.;Fakat sen dün akşam konsere gitmişler.;Onlar;Sen;gitmişler;subject_verb_agreement
Usta mühendisler yeni sistemi kurmak için gece boyu çalıştılar.;Usta mühendis yeni sistemi kurmak için gece boyu çalıştılar.;Mühendisler;Mühendis;çalıştılar;subject_verb_agreement
Ve o bu projeye çok emek verdi.;Ve sen bu projeye çok emek verdi.;O;Sen;verdi;subject_verb_agreement
Ama doktorlar bu şartta çalışmak zorunda değiller.;Ama doktor bu şartta çalışmak zorunda değiller.;Doktorlar;Doktor;değiller;subject_verb_agreement
Ama sen her zaman bize doğruyu söylersin.;Ama o her zaman bize doğruyu söylersin.;Sen;O;söylersin;subject_verb_agreement
Işte o bize her zaman yardım eder.;Işte sen bize her zaman yardım eder.;O;Sen;eder;subject_verb_agreement
Bu askerler gece nöbet tutuyorlar.;Bu asker gece nöbet tutuyorlar.;Askerler;Asker;tutuyorlar;subject_verb_agreement
Ve biz bu kararı onayladık.;Ve siz bu kararı onayladık.;Biz;Siz;onayladık;subject_verb_agreement
Ama sen bu işi başardın.;Ama siz bu işi başardın.;Sen;Siz;başardın;subject_verb_agreement
Ama ben kuantum fiziği üzerine doktora yapıyorum.;Ama biz kuantum fiziği üzerine doktora yapıyorum.;Ben;Biz;yapıyorum;subject_verb_agreement
Tüm askerler nöbet tutuyorlar.;Tüm asker nöbet tutuyorlar.;Askerler;Asker;tutuyorlar;subject_verb_agreement
Ben kuantum fiziği üzerine doktora yapıyorum.;Biz kuantum fiziği üzerine doktora yapıyorum.;Ben;Biz;yapıyorum;subject_verb_agreement
Çünkü sen bu soruyu cevapladın.;Çünkü siz bu soruyu cevapladın.;Sen;Siz;cevapladın;subject_verb_agreement
Yani siz bu konuda çok dikkatlisiniz.;Yani biz bu konuda çok dikkatlisiniz.;Siz;Biz;dikkatlisiniz;subject_verb_agreement
Ama biz tatilde okurum diye yanına aldığın kitabı otobüste unutmuşuz.;Ama sen tatilde okurum diye yanına aldığın kitabı otobüste unutmuşuz.;Biz;Sen;unutmuşuz;subject_verb_agreement
Yani biz bu kararı onayladık.;Yani siz bu kararı onayladık.;Biz;Siz;onayladık;subject_verb_agreement
Ardından öğretmenler toplantıda yeni kuralları açıkladılar.;Ardından öğretmen toplantıda yeni kuralları açıkladılar.;Öğretmenler;Öğretmen;açıkladılar;subject_verb_agreement
Şimdi biz bu şehre yeni taşındık.;Şimdi onlar bu şehre yeni taşındık.;Biz;Onlar;taşındık;subject_verb_agreement
Kırmızı arılar çiçeklerin etrafında uçuşuyorlar.;Kırmızı arı çiçeklerin etrafında uçuşuyorlar.;Arılar;Arı;uçuşuyorlar;subject_verb_agreement
Diğer çocuklar parkta kaydıraktan kaydılar.;Diğer çocuk parkta kaydıraktan kaydılar.;Çocuklar;Çocuk;kaydılar;subject_verb_agreement
Tüm yöneticiler bu durumu görüşmek üzere toplandılar.;Tüm yönetici bu durumu görüşmek üzere toplandılar.;Yöneticiler;Yönetici;toplandılar;subject_verb_agreement
Ve o bu konuda çok kararlı.;Ve onlar bu konuda çok kararlı.;O;Onlar;kararlı;subject_verb_agreement
Küçük çocuklar bahçede top oynuyorlar.;Küçük çocuk bahçede top oynuyorlar.;Çocuklar;Çocuk;oynuyorlar;subject_verb_agreement
Yalnız ben bu şarkıyı ezbere biliyorum.;Yalnız biz bu şarkıyı ezbere biliyorum.;Ben;Biz;biliyorum;subject_verb_agreement
Ve biz bu şehri keşfettik.;Ve onlar bu şehri keşfettik.;Biz;Onlar;keşfettik;subject_verb_agreement
Ancak siz bu kararı tek başınıza almamalıydınız.;Ancak biz bu kararı tek başınıza almamalıydınız.;Siz;Biz;almamalıydınız;subject_verb_agreement
Ve onlar dün akşam konsere gitmişler.;Ve sen dün akşam konsere gitmişler.;Onlar;Sen;gitmişler;subject_verb_agreement
Genç çocuklar parkta kaydıraktan kaydılar.;Genç çocuk parkta kaydıraktan kaydılar.;Çocuklar;Çocuk;kaydılar;subject_verb_agreement
Burada çocuklar parkta salıncakta sallandılar.;Burada çocuk parkta salıncakta sallandılar.;Çocuklar;Çocuk;sallandılar;subject_verb_agreement
Fakat biz bu filmi daha önce izlemiştik.;Fakat onlar bu filmi daha önce izlemiştik.;Biz;Onlar;izlemiştik;subject_verb_agreement
Diğer çocuklar bahçede koşuyorlar.;Diğer çocuk bahçede koşuyorlar.;Çocuklar;Çocuk;koşuyorlar;subject_verb_agreement
Ama ben bu yemeği daha önce hiç tatmadım.;Ama o bu yemeği daha önce hiç tatmadım.;Ben;O;tatmadım;subject_verb_agreement
Ancak siz geçen gün de bahsettiğimiz mevzuyu çözmek için gerçekten çok uğraştınız.;Ancak biz geçen gün de bahsettiğimiz mevzuyu çözmek için gerçekten çok uğraştınız.;Siz;Biz;uğraştınız;subject_verb_agreement
Ama siz bu konuda çok başarılısınız.;Ama onlar bu konuda çok başarılısınız.;Siz;Onlar;başarılısınız;subject_verb_agreement
Çünkü biz bu yaptıklarınızı hiç hak etmiyoruz.;Çünkü siz bu yaptıklarınızı hiç hak etmiyoruz.;Biz;Siz;etmiyoruz;subject_verb_agreement
Bence siz bu konuda haksızsınız.;Bence onlar bu konuda haksızsınız.;Siz;Onlar;haksızsınız;subject_verb_agreement
Türk askerler gece nöbet tutuyorlar.;Türk asker gece nöbet tutuyorlar.;Askerler;Asker;tutuyorlar;subject_verb_agreement
Evet siz bu konuda çok dikkatlisiniz.;Evet biz bu konuda çok dikkatlisiniz.;Siz;Biz;dikkatlisiniz;subject_verb_agreement
Burada askerler tören alanında toplandılar.;Burada asker tören alanında toplandılar.;Askerler;Asker;toplandılar;subject_verb_agreement
Genç sanatçılar basın toplantısı için konferans salonunda toplandılar.;Genç sanatçı basın toplantısı için konferans salonunda toplandılar.;Sanatçılar;Sanatçı;toplandılar;subject_verb_agreement
Sonra biz bu şehri keşfettik.;Sonra onlar bu şehri keşfettik.;Biz;Onlar;keşfettik;subject_verb_agreement
Kadın yazarlar okurlarla buluştular.;Kadın yazar okurlarla buluştular.;Yazarlar;Yazar;buluştular;subject_verb_agreement
Diğer çocuklar parkta oyun oynuyorlar.;Diğer çocuk parkta oyun oynuyorlar.;Çocuklar;Çocuk;oynuyorlar;subject_verb_agreement
Ancak onlar bu haberi duymuşlar.;Ancak o bu haberi duymuşlar.;Onlar;O;duymuşlar;subject_verb_agreement
Onlar dün akşam konsere gitmişler.;Sen dün akşam konsere gitmişler.;Onlar;Sen;gitmişler;subject_verb_agreement
Yabancı yazarlar imza günü düzenlediler.;Yabancı yazar imza günü düzenlediler.;Yazarlar;Yazar;düzenlediler;subject_verb_agreement
Tüm askerler tören alanında toplandılar.;Tüm asker tören alanında toplandılar.;Askerler;Asker;toplandılar;subject_verb_agreement
Çünkü sen bu konuda herkesten daha bilgilisin.;Çünkü siz bu konuda herkesten daha bilgilisin.;Sen;Siz;bilgilisin;subject_verb_agreement
Kürt yazarlar kitap fuarında imza dağıttılar.;Kürt yazar kitap fuarında imza dağıttılar.;Yazarlar;Yazar;dağıttılar;subject_verb_agreement
İşte sen bu soruyu cevapladın.;İşte siz bu soruyu cevapladın.;Sen;Siz;cevapladın;subject_verb_agreement
Ancak sen bu haberi duymuş olmalısın.;Ancak siz bu haberi duymuş olmalısın.;Sen;Siz;olmalısın;subject_verb_agreement
Diğer garsonlar masaları hızla temizlediler.;Diğer garson masaları hızla temizlediler.;Garsonlar;Garson;temizlediler;subject_verb_agreement
Şimdi askerler nöbet tutuyorlar.;Şimdi asker nöbet tutuyorlar.;Askerler;Asker;tutuyorlar;subject_verb_agreement
Ama onlar bu haberi duydular.;Ama o bu haberi duydular.;Onlar;O;duydular;subject_verb_agreement
Bugün fizikçiler kara delik simülasyonları yapıyorlar.;Bugün fizikçi kara delik simülasyonları yapıyorlar.;Fizikçiler;Fizikçi;yapıyorlar;subject_verb_agreement
İşte siz bu işi çok iyi biliyorsunuz.;İşte onlar bu işi çok iyi biliyorsunuz.;Siz;Onlar;biliyorsunuz;subject_verb_agreement
Bazı köpekler bahçede kemikleri kemiriyorlar.;Bazı köpek bahçede kemikleri kemiriyorlar.;Köpekler;Köpek;kemiriyorlar;subject_verb_agreement
Ve o bu konuda çok duyarlı.;Ve sen bu konuda çok duyarlı.;O;Sen;duyarlı;subject_verb_agreement
Beyaz köpekler bahçede uyuyorlar.;Beyaz köpek bahçede uyuyorlar.;Köpekler;Köpek;uyuyorlar;subject_verb_agreement
Küçük kuşlar ağacın dallarına konmuşlar.;Küçük kuş ağacın dallarına konmuşlar.;Kuşlar;Kuş;konmuşlar;subject_verb_agreement
Aman sen bu kadar güzel şarkı söyleyebilir misin?;Aman o bu kadar güzel şarkı söyleyebilir misin?;Sen;O;söyleyebilir misin;subject_verb_agreement
Burada köpekler bahçede uyuyorlar.;Burada köpek bahçede uyuyorlar.;Köpekler;Köpek;uyuyorlar;subject_verb_agreement
Ama ben kuantum fiziği üzerine doktora yapıyorum.;Ama biz kuantum fiziği üzerine doktora yapıyorum.;Ben;Biz;yapıyorum;subject_verb_agreement
Ancak sen her zaman bize doğruyu söylersin.;Ancak o her zaman bize doğruyu söylersin.;Sen;O;söylersin;subject_verb_agreement
Burada çocuklar parkta kaydıraktan kaydılar.;Burada çocuk parkta kaydıraktan kaydılar.;Çocuklar;Çocuk;kaydılar;subject_verb_agreement
O bu projeye çok emek verdi.;Sen bu projeye çok emek verdi.;O;Sen;verdi;subject_verb_agreement
Burada yöneticiler bu durumu görüşmek üzere toplandılar.;Burada yönetici bu durumu görüşmek üzere toplandılar.;Yöneticiler;Yönetici;toplandılar;subject_verb_agreement
Ama siz bu konuda çok yanılıyorsunuz.;Ama biz bu konuda çok yanılıyorsunuz.;Siz;Biz;yanılıyorsunuz;subject_verb_agreement
Ve biz bu şehre yeni taşındık.;Ve onlar bu şehre yeni taşındık.;Biz;Onlar;taşındık;subject_verb_agreement
Valla ben bu şarkıyı ezbere biliyorum.;Valla biz bu şarkıyı ezbere biliyorum.;Ben;Biz;biliyorum;subject_verb_agreement
Yalnız ben bu yemeği daha önce hiç tatmadım.;Yalnız o bu yemeği daha önce hiç tatmadım.;Ben;O;tatmadım;subject_verb_agreement
Türk askerler nöbet tutuyorlar.;Türk asker nöbet tutuyorlar.;Askerler;Asker;tutuyorlar;subject_verb_agreement
Ardından öğrenciler sınıfta sessizce oturdular.;Ardından öğrenci sınıfta sessizce oturdular.;Öğrenciler;Öğrenci;oturdular;subject_verb_agreement
Yani siz geçen gün de bahsettiğimiz mevzuyu çözmek için gerçekten çok uğraştınız.;Yani biz geçen gün de bahsettiğimiz mevzuyu çözmek için gerçekten çok uğraştınız.;Siz;Biz;uğraştınız;subject_verb_agreement
Ve sen bu işi başardın.;Ve siz bu işi başardın.;Sen;Siz;başardın;subject_verb_agreement
Şimdi o bu projeye çok emek verdi.;Şimdi sen bu projeye çok emek verdi.;O;Sen;verdi;subject_verb_agreement
Aslında o geçen ay birlikte tatile gittiğimizi herkesten saklamış.;Aslında biz geçen ay birlikte tatile gittiğimizi herkesten saklamış.;O;Biz;saklamış;subject_verb_agreement
Yani ben kuantum fiziği üzerine doktora yapıyorum.;Yani biz kuantum fiziği üzerine doktora yapıyorum.;Ben;Biz;yapıyorum;subject_verb_agreement
O bize her zaman yardım eder.;Sen bize her zaman yardım eder.;O;Sen;eder;subject_verb_agreement
İşte o bu konuda çok kararlı.;İşte onlar bu konuda çok kararlı.;O;Onlar;kararlı;subject_verb_agreement
Sadece sen bu soruyu cevapladın.;Sadece siz bu soruyu cevapladın.;Sen;Siz;cevapladın;subject_verb_agreement
Ben artık gitmediğimiz yer kalmayınca aramayı bıraktım.;Biz artık gitmediğimiz yer kalmayınca aramayı bıraktım.;Ben;Biz;bıraktım;subject_verb_agreement
Ayrıca ben bu yemeği daha önce hiç tatmadım.;Ayrıca o bu yemeği daha önce hiç tatmadım.;Ben;O;tatmadım;subject_verb_agreement
Türk askerler tören alanında toplandılar.;Türk asker tören alanında toplandılar.;Askerler;Asker;toplandılar;subject_verb_agreement
Sonra onlar bu haberi duydular.;Sonra o bu haberi duydular.;Onlar;O;duydular;subject_verb_agreement
Ve ben bu konuda hiçbir şey bilmiyorum.;Ve biz bu konuda hiçbir şey bilmiyorum.;Ben;Biz;bilmiyorum;subject_verb_agreement
Ancak biz bu kararı onayladık.;Ancak siz bu kararı onayladık.;Biz;Siz;onayladık;subject_verb_agreement
Evet ben yarın İstanbul'a gideceğim.;Evet biz yarın İstanbul'a gideceğim.;Ben;Biz;gideceğim;subject_verb_agreement
Bütün balıklar akvaryumda yüzüyorlar.;Bütün balık akvaryumda yüzüyorlar.;Balıklar;Balık;yüzüyorlar;subject_verb_agreement
Peki sen bu kadar güzel şarkı söyleyebilir misin?;Peki o bu kadar güzel şarkı söyleyebilir misin?;Sen;O;söyleyebilir misin;subject_verb_agreement
Bazı çocuklar parkta salıncakta sallandılar.;Bazı çocuk parkta salıncakta sallandılar.;Çocuklar;Çocuk;sallandılar;subject_verb_agreement
Aslında ben bu oyunu daha önce oynamadım.;Aslında o bu oyunu daha önce oynamadım.;Ben;O;oynamadım;subject_verb_agreement
Genç çocuklar parkta salıncakta sallandılar.;Genç çocuk parkta salıncakta sallandılar.;Çocuklar;Çocuk;sallandılar;subject_verb_agreement
Sonra sanatçılar basın toplantısı için konferans salonunda toplandılar.;Sonra sanatçı basın toplantısı için konferans salonunda toplandılar.;Sanatçılar;Sanatçı;toplandılar;subject_verb_agreement
Bütün öğrenciler sınıfta sessizce oturdular.;Bütün öğrenci sınıfta sessizce oturdular.;Öğrenciler;Öğrenci;oturdular;subject_verb_agreement
Yalnız siz bu kararı tek başınıza almamalıydınız.;Yalnız biz bu kararı tek başınıza almamalıydınız.;Siz;Biz;almamalıydınız;subject_verb_agreement
Genç çocuklar bahçede top oynuyorlar.;Genç çocuk bahçede top oynuyorlar.;Çocuklar;Çocuk;oynuyorlar;subject_verb_agreement
Sürücüsüz arabalar trafikte test ediliyorlar.;Sürücüsüz araba trafikte test ediliyorlar.;Sürücüsüz arabalar;Sürücüsüz araba;ediliyorlar;subject_verb_agreement
Ve öğrenciler sınıfta sessizce oturdular.;Ve öğrenci sınıfta sessizce oturdular.;Öğrenciler;Öğrenci;oturdular;subject_verb_agreement
Ben bu yemeği daha önce hiç tatmadım.;O bu yemeği daha önce hiç tatmadım.;Ben;O;tatmadım;subject_verb_agreement
Tesla sürücüsüz arabalar trafikte test ediliyorlar.;Tesla sürücüsüz araba trafikte test ediliyorlar.;Sürücüsüz arabalar;Sürücüsüz araba;ediliyorlar;subject_verb_agreement
İşte onlar dün akşam konsere gitmişler.;İşte sen dün akşam konsere gitmişler.;Onlar;Sen;gitmişler;subject_verb_agreement
Evde köpekler bahçede kemikleri kemiriyorlar.;Evde köpek bahçede kemikleri kemiriyorlar.;Köpekler;Köpek;kemiriyorlar;subject_verb_agreement
Çünkü ben bu oyunu daha önce oynamadım.;Çünkü o bu oyunu daha önce oynamadım.;Ben;O;oynamadım;subject_verb_agreement
Ardından askerler tören alanında toplandılar.;Ardından asker tören alanında toplandılar.;Askerler;Asker;toplandılar;subject_verb_agreement
İşte biz bu şehre taşındık.;İşte onlar bu şehre taşındık.;Biz;Onlar;taşındık;subject_verb_agreement
Burada askerler nöbet tutuyorlar.;Burada asker nöbet tutuyorlar.;Askerler;Asker;tutuyorlar;subject_verb_agreement
Burada ben yapay zeka etiği üzerine ders veriyorum.;Burada onlar yapay zeka etiği üzerine ders veriyorum.;Ben;Onlar;veriyorum;subject_verb_agreement
Ünlü fizikçiler kara delik simülasyonları yapıyorlar.;Ünlü fizikçi kara delik simülasyonları yapıyorlar.;Fizikçiler;Fizikçi;yapıyorlar;subject_verb_agreement
Bizim köpekler bahçede uyuyorlar.;Bizim köpek bahçede uyuyorlar.;Köpekler;Köpek;uyuyorlar;subject_verb_agreement
Ama biz bu konuda çok titiziz.;Ama onlar bu konuda çok titiziz.;Biz;Onlar;titiziz;subject_verb_agreement
Şimdi çocuklar bahçede saklambaç oynuyorlar.;Şimdi çocuk bahçede saklambaç oynuyorlar.;Çocuklar;Çocuk;oynuyorlar;subject_verb_agreement
Yani biz bu kararı birlikte aldık.;Yani siz bu kararı birlikte aldık.;Biz;Siz;aldık;subject_verb_agreement
Eski yöneticiler bu durumu görüşmek üzere toplandılar.;Eski yönetici bu durumu görüşmek üzere toplandılar.;Yöneticiler;Yönetici;toplandılar;subject_verb_agreement
Siz bu konuda çok dikkatlisiniz.;Biz bu konuda çok dikkatlisiniz.;Siz;Biz;dikkatlisiniz;subject_verb_agreement
Ama o bu konuda çok duyarlı.;Ama sen bu konuda çok duyarlı.;O;Sen;duyarlı;subject_verb_agreement
Ama onlar bu sefer hiç zorlanmadılar.;Ama o bu sefer hiç zorlanmadılar.;Onlar;O;zorlanmadılar;subject_verb_agreement
Aslında eleştirmenler beğenmedikleri mekanları zaten not etmişlerdi.;Aslında eleştirmen beğenmedikleri mekanları zaten not etmişlerdi.;Onlar;O;etmişlerdi;subject_verb_agreement
Şimdi ben kuantum fiziği üzerine doktora yapıyorum.;Şimdi biz kuantum fiziği üzerine doktora yapıyorum.;Ben;Biz;yapıyorum;subject_verb_agreement
Burada çocuklar bahçede saklambaç oynuyorlar.;Burada çocuk bahçede saklambaç oynuyorlar.;Çocuklar;Çocuk;oynuyorlar;subject_verb_agreement
İşte sen bu evi tek başına temizlemişsin.;İşte o bu evi tek başına temizlemişsin.;Sen;O;temizlemişsin;subject_verb_agreement
Sonra çocuklar bahçede top oynuyorlar.;Sonra çocuk bahçede top oynuyorlar.;Çocuklar;Çocuk;oynuyorlar;subject_verb_agreement
Ayrıca biz nöroplastisite araştırmalarına fon sağlıyoruz.;Ayrıca siz nöroplastisite araştırmalarına fon sağlıyoruz.;Biz;Siz;sağlıyoruz;subject_verb_agreement
Doktorlar bu şartta çalışmak zorunda değiller.;Doktor bu şartta çalışmak zorunda değiller.;Doktorlar;Doktor;değiller;subject_verb_agreement
Aman sen ne kadar güzel resim yapıyorsun.;Aman o ne kadar güzel resim yapıyorsun.;Sen;O;yapıyorsun;subject_verb_agreement
Ünlü biyomühendisler sentetik organ üretiyorlar.;Ünlü biyomühendis sentetik organ üretiyorlar.;Biyomühendisler;Biyomühendis;üretiyorlar;subject_verb_agreement
Bazı fizikçiler kara delik simülasyonları yapıyorlar.;Bazı fizikçi kara delik simülasyonları yapıyorlar.;Fizikçiler;Fizikçi;yapıyorlar;subject_verb_agreement
Tüm i̇tfaiyeciler yangını söndürmek için gece boyu çalıştılar.;Tüm i̇tfaiyeci yangını söndürmek için gece boyu çalıştılar.;İtfaiyeciler;İtfaiyeci;çalıştılar;subject_verb_agreement
Yazarlar imza günü düzenlediler.;Yazar imza günü düzenlediler.;Yazarlar;Yazar;düzenlediler;subject_verb_agreement
Biz bu kararı onayladık.;Siz bu kararı onayladık.;Biz;Siz;onayladık;subject_verb_agreement
Küçük kediler bütün gün pencerenin önünde uyudular.;Küçük kedi bütün gün pencerenin önünde uyudular.;Kediler;Kedi;uyudular;subject_verb_agreement
Çünkü o bu konuda çok duyarlı.;Çünkü sen bu konuda çok duyarlı.;O;Sen;duyarlı;subject_verb_agreement
Artık biz bu şehre taşındık.;Artık onlar bu şehre taşındık.;Biz;Onlar;taşındık;subject_verb_agreement
Burada arılar çiçeklerin etrafında uçuşuyorlar.;Burada arı çiçeklerin etrafında uçuşuyorlar.;Arılar;Arı;uçuşuyorlar;subject_verb_agreement
Ancak biz bu şehre yeni taşındık.;Ancak onlar bu şehre yeni taşındık.;Biz;Onlar;taşındık;subject_verb_agreement
Ama siz bu işi çok iyi biliyorsunuz.;Ama onlar bu işi çok iyi biliyorsunuz.;Siz;Onlar;biliyorsunuz;subject_verb_agreement
Ancak biz bu konuda hemfikiriz.;Ancak siz bu konuda hemfikiriz.;Biz;Siz;hemfikiriz;subject_verb_agreement
Bu kuşlar gökyüzünde uçuyorlar.;Bu kuş gökyüzünde uçuyorlar.;Kuşlar;Kuş;uçuyorlar;subject_verb_agreement
Bütün askerler tören alanında toplandılar.;Bütün asker tören alanında toplandılar.;Askerler;Asker;toplandılar;subject_verb_agreement
Artık sen bu zamana kadar yaptıklarınızı görmüşsündür.;Artık siz bu zamana kadar yaptıklarınızı görmüşsündür.;Sen;Siz;görmüşsündür;subject_verb_agreement
İşte biz bu yaptıklarınızı hiç hak etmiyoruz.;İşte siz bu yaptıklarınızı hiç hak etmiyoruz.;Biz;Siz;etmiyoruz;subject_verb_agreement
Büyük köpekler bahçede kemikleri kemiriyorlar.;Büyük köpek bahçede kemikleri kemiriyorlar.;Köpekler;Köpek;kemiriyorlar;subject_verb_agreement
Sonra doktorlar hastayı muayene ettiler.;Sonra doktor hastayı muayene ettiler.;Doktorlar;Doktor;ettiler;subject_verb_agreement
Biz tatilde okurum diye yanına aldığın kitabı otobüste unutmuşuz.;Sen tatilde okurum diye yanına aldığın kitabı otobüste unutmuşuz.;Biz;Sen;unutmuşuz;subject_verb_agreement
Ama onlar dün akşam konsere gitmişler.;Ama sen dün akşam konsere gitmişler.;Onlar;Sen;gitmişler;subject_verb_agreement
Biz bu şehre taşındık.;Onlar bu şehre taşındık.;Biz;Onlar;taşındık;subject_verb_agreement
İşte sen her zaman bize doğruyu söylersin.;İşte o her zaman bize doğruyu söylersin.;Sen;O;söylersin;subject_verb_agreement
Ardından sağlıkçılar olay yerine hemen yetiştiler.;Ardından sağlıkçı olay yerine hemen yetiştiler.;Sağlıkçılar;Sağlıkçı;yetiştiler;subject_verb_agreement
Sen bu haberi duymuş olmalısın.;Siz bu haberi duymuş olmalısın.;Sen;Siz;olmalısın;subject_verb_agreement
İlgili öğretmenler toplantıda yeni kuralları açıkladılar.;İlgili öğretmen toplantıda yeni kuralları açıkladılar.;Öğretmenler;Öğretmen;açıkladılar;subject_verb_agreement
Bu askerler nöbet tutuyorlar.;Bu asker nöbet tutuyorlar.;Askerler;Asker;tutuyorlar;subject_verb_agreement
Sen bu zamana kadar yaptıklarınızı görmüşsündür.;Siz bu zamana kadar yaptıklarınızı görmüşsündür.;Sen;Siz;görmüşsündür;subject_verb_agreement
Ve biz bu kararı birlikte aldık.;Ve siz bu kararı birlikte aldık.;Biz;Siz;aldık;subject_verb_agreement
Ya ben bu filmi izledim.;Ya biz bu filmi izledim.;Ben;Biz;izledim;subject_verb_agreement
Garsonlar masaları hızla temizlediler.;Garson masaları hızla temizlediler.;Garsonlar;Garson;temizlediler;subject_verb_agreement
Evet biz bu yaptıklarınızı hiç hak etmiyoruz.;Evet siz bu yaptıklarınızı hiç hak etmiyoruz.;Biz;Siz;etmiyoruz;subject_verb_agreement
Şimdi biz bu sorunu birlikte çözeceğiz.;Şimdi siz bu sorunu birlikte çözeceğiz.;Biz;Siz;çözeceğiz;subject_verb_agreement
Sonra askerler tören alanında toplandılar.;Sonra asker tören alanında toplandılar.;Askerler;Asker;toplandılar;subject_verb_agreement
Çünkü siz bu işi çok iyi biliyorsunuz.;Çünkü onlar bu işi çok iyi biliyorsunuz.;Siz;Onlar;biliyorsunuz;subject_verb_agreement
Fakat ben bu yemeği daha önce hiç tatmadım.;Fakat o bu yemeği daha önce hiç tatmadım.;Ben;O;tatmadım;subject_verb_agreement
Japon mühendisler yeni sistemi kurmak için gece boyu çalıştılar.;Japon mühendis yeni sistemi kurmak için gece boyu çalıştılar.;Mühendisler;Mühendis;çalıştılar;subject_verb_agreement
Çünkü o bu konuda çok duyarlı.;Çünkü sen bu konuda çok duyarlı.;O;Sen;duyarlı;subject_verb_agreement
Kırmızı balıklar akvaryumun içinde yüzüyorlar.;Kırmızı balık akvaryumun içinde yüzüyorlar.;Balıklar;Balık;yüzüyorlar;subject_verb_agreement
Fakat biz bu kararı onayladık.;Fakat siz bu kararı onayladık.;Biz;Siz;onayladık;subject_verb_agreement
Genç garsonlar masaları hızla temizlediler.;Genç garson masaları hızla temizlediler.;Garsonlar;Garson;temizlediler;subject_verb_agreement
Ayrıca siz geçen gün de bahsettiğimiz mevzuyu çözmek için gerçekten çok uğraştınız.;Ayrıca biz geçen gün de bahsettiğimiz mevzuyu çözmek için gerçekten çok uğraştınız.;Siz;Biz;uğraştınız;subject_verb_agreement
Arkadaşlar siz geçen gün de bahsettiğimiz mevzuyu çözmek için gerçekten çok uğraştınız.;Arkadaşlar biz geçen gün de bahsettiğimiz mevzuyu çözmek için gerçekten çok uğraştınız.;Siz;Biz;uğraştınız;subject_verb_agreement
Kürt yazarlar imza günü düzenlediler.;Kürt yazar imza günü düzenlediler.;Yazarlar;Yazar;düzenlediler;subject_verb_agreement
