good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Ve hoca ödevi bir gün geç teslim etmeme zor da olsa izin verdi.;Ve hoca ödevi bir gün geç teslim ettiğime zor da olsa izin verdi.;teslim etmeme;teslim ettiğime;izin verdi;nominalization
Tüm çalışmalarının sonunda başarılı olduğunu belirtti.;Tüm çalışmalarının sonunda başarılı olmasını belirtti.;olduğunu;olmasını;belirtti;nominalization
Fakat kapıya gelen işportacının kendisini dolandırıldığını çok geç anladı.;Fakat kapıya gelen işportacının kendisini dolandırmasını çok geç anladı.;dolandırıldığını;dolandırmasını;anladı;nominalization
Bütün haklarınızın gasp edilmesine asla müsaade etmeyiz.;Bütün haklarınızın gasp edildiğine asla müsaade etmeyiz.;gasp edilmesine;gasp edildiğine;müsaade etmeyiz;nominalization
Ayrıca müşterilerin siparişlerini zamanında almasını sağlıyoruz.;Ayrıca müşterilerin siparişlerini zamanında aldığını sağlıyoruz.;almasını;aldığını;sağlıyoruz;nominalization
Bütün öğrencilerin sınavlara düzenli çalışmasını bekliyoruz.;Bütün öğrencilerin sınavlara düzenli çalıştığını bekliyoruz.;çalışmasını;çalıştığını;bekliyoruz;nominalization
Öncelikle teknik ekibin sorunu hemencecik çözmesine hepimiz şaşırdık.;Öncelikle teknik ekibin sorunu hemencecik çözdüğüne hepimiz şaşırdık.;çözmesine;çözdüğüne;şaşırdık;nominalization
Bütün misafirlerin restorandan memnun ayrıldığını öğrendik.;Bütün misafirlerin restorandan memnun ayrılmasını öğrendik.;ayrıldığını;ayrılmasını;öğrendik;nominalization
Kimse benim ona yardım ettiğimi bilmiyor.;Kimse benim ona yardım etmemi bilmiyor;ettiğimi;etmemi;bilmiyor;nominalization
Hemen çamura saplanan arabanın çıkarılmasına hep birlikte yardım ettik.;Hemen çamura saplanan arabanın çıkarıldığına hep birlikte yardım ettik.;çıkarılmasına;çıkarıldığına;yardım ettik;nominalization
Doktor mesai bitmeden arayıp raporun zamanında teslim edildiğine emin oldu.;Doktor mesai bitmeden arayıp raporun zamanında teslim edilmesine emin oldu.;edildiğine;edilmesine;emin oldu;nominalization
Müdür mesai bitmeden arayıp raporun zamanında teslim edildiğine emin oldu.;Müdür mesai bitmeden arayıp raporun zamanında teslim edilmesine emin oldu.;edildiğine;edilmesine;emin oldu;nominalization
Tüm takımın maça odaklanmasını istiyoruz.;Tüm takımın maça odaklandığını istiyoruz.;odaklanmasını;odaklandığını;istiyoruz;nominalization
Ve teklifin mantıklı göründüğünü söyledi.;Ve teklifin mantıklı görünmesini söyledi.;göründüğünü;görünmesini;söyledi;nominalization
Sayın müdürün herkesin fikrini almasına çalışanlar çok şaşırdı.;Sayın müdürün herkesin fikrini aldığına çalışanlar çok şaşırdı.;almasına;aldığına;şaşırdı;nominalization
Anne i̇stediğimiz şeyler için var gücümüzle çalışmamızı bize her fırsatta öğütlerdi.;Anne i̇stediğimiz şeyler için var gücümüzle çalıştığımızı bize her fırsatta öğütlerdi.;çalışmamızı;çalıştığımızı;öğütlerdi;nominalization
Bu şirketin çalışanlara ek ödeme yapmasını talep ettik.;Bu şirketin çalışanlara ek ödeme yaptığını talep ettik.;yapmasını;yaptığını;talep ettik;nominalization
Ancak önerinin herkes tarafından desteklendiğini biliyorum.;Ancak önerinin herkes tarafından desteklenmesini biliyorum.;desteklendiğini;desteklenmesini;biliyorum;nominalization
Tüm çocuklar bayramın gelmesini heyecanla bekliyor.;Tüm çocuklar bayramın geldiğini heyecanla bekliyor.;gelmesini;geldiğini;bekliyor;nominalization
Ama yeni düzenlemelerin uygulanmasına sendikalar karşı çıktı.;Ama yeni düzenlemelerin uygulandığına sendikalar karşı çıktı.;uygulanmasına;uygulandığına;karşı çıktı;nominalization
Sayın yönetimin alınan kararları gözden geçirmesini talep ettik.;Sayın yönetimin alınan kararları gözden geçirdiğini talep ettik.;geçirmesini;geçirdiğini;talep ettik;nominalization
Alman mühendis yeni makinenin daha verimli çalıştığını belirtti.;Alman mühendis yeni makinenin daha verimli çalışmasını belirtti.;çalıştığını;çalışmasını;belirtti;nominalization
Ayrıca yapılan analizlerin doğru sonuçlar verdiğini belirtti.;Ayrıca yapılan analizlerin doğru sonuçlar vermesini belirtti.;verdiğini;vermesini;belirtti;nominalization
Önce çamura saplanan arabanın çıkarılmasına hep birlikte yardım ettik.;Önce çamura saplanan arabanın çıkarıldığına hep birlikte yardım ettik.;çıkarılmasına;çıkarıldığına;yardım ettik;nominalization
Öncelikle doktorun hastalarla daha fazla ilgilenmesini bekliyoruz.;Öncelikle doktorun hastalarla daha fazla ilgilendiğini bekliyoruz.;ilgilenmesini;ilgilendiğini;bekliyoruz;nominalization
Devlet kitapları zamanında teslim ettiğini iddia etti.;Devlet kitapları zamanında teslim etmesini iddia etti.;ettiğini;etmesini;iddia etti;nominalization
Ve bu meseleyi enine boyuna değerlendirdiğini sanıyorum.;Ve bu meseleyi enine boyuna değerlendirmesini sanıyorum.;değerlendirdiğini;değerlendirmesini;sanıyorum;nominalization
Ayrıca öğrencilerin derse teşrif etmesini bekliyoruz.;Ayrıca öğrencilerin derse teşrif ettiğini bekliyoruz.;etmesini;ettiğini;bekliyoruz;nominalization
Ve bu meseleyi enine boyuna değerlendirdiğini sanıyorum.;Ve bu meseleyi enine boyuna değerlendirmesini sanıyorum.;değerlendirdiğini;değerlendirmesini;sanıyorum;nominalization
Birçok teklifin mantıklı göründüğünü söyledi.;Birçok teklifin mantıklı görünmesini söyledi.;göründüğünü;görünmesini;söyledi;nominalization
Çünkü planın kusursuz işlediğini sanıyorduk.;Çünkü planın kusursuz işlemesini sanıyorduk.;işlediğini;işlemesini;sanıyorduk;nominalization
Tüm misafirlerin restorandan memnun ayrıldığını öğrendik.;Tüm misafirlerin restorandan memnun ayrılmasını öğrendik.;ayrıldığını;ayrılmasını;öğrendik;nominalization
Küçük çatal bıçakların düzgün yerleştirilmesine ayrıca özen gösterirdi.;Küçük çatal bıçakların düzgün yerleştirildiğine ayrıca özen gösterirdi.;yerleştirilmesine;yerleştirildiğine;özen gösterirdi;nominalization
Yalnız hoca ödevi bir gün geç teslim etmeme zor da olsa izin verdi.;Yalnız hoca ödevi bir gün geç teslim ettiğime zor da olsa izin verdi.;teslim etmeme;teslim ettiğime;izin verdi;nominalization
Ancak yeni kuralın uygulanmasını herkes destekledi.;Ancak yeni kuralın uygulandığını herkes destekledi.;uygulanmasını;uygulandığını;destekledi;nominalization
Erdoğan kitapları zamanında teslim ettiğini iddia etti.;Erdoğan kitapları zamanında teslim etmesini iddia etti.;ettiğini;etmesini;iddia etti;nominalization
Ama önerinin herkes tarafından desteklendiğini biliyorum.;Ama önerinin herkes tarafından desteklenmesini biliyorum.;desteklendiğini;desteklenmesini;biliyorum;nominalization
Milli komitenin önerilen değişiklikleri onaylamasını bekliyorduk.;Milli komitenin önerilen değişiklikleri onayladığını bekliyorduk.;onaylamasını;onayladığını;bekliyorduk;nominalization
Yapılan sunumun oldukça başarılı geçtiğini herkes kabul etti.;Yapılan sunumun oldukça başarılı geçmesini herkes kabul etti.;geçtiğini;geçmesini;kabul etti;nominalization
Şirketin çalışanlara ek ödeme yapmasını talep ettik.;Şirketin çalışanlara ek ödeme yaptığını talep ettik.;yapmasını;yaptığını;talep ettik;nominalization
Bu sunumun oldukça başarılı geçtiğini herkes kabul etti.;Bu sunumun oldukça başarılı geçmesini herkes kabul etti.;geçtiğini;geçmesini;kabul etti;nominalization
Ardından şirketin çalışanlara ek ödeme yapmasını talep ettik.;Ardından şirketin çalışanlara ek ödeme yaptığını talep ettik.;yapmasını;yaptığını;talep ettik;nominalization
Diğer misafirlerin restorandan memnun ayrıldığını öğrendik.;Diğer misafirlerin restorandan memnun ayrılmasını öğrendik.;ayrıldığını;ayrılmasını;öğrendik;nominalization
Bütün çocukların dışarıda oynamasını uzaktan izledik.;Bütün çocukların dışarıda oynadığını uzaktan izledik.;oynamasını;oynadığını;izledik;nominalization
Ve yönetimin bütçeyi dikkatlice incelemesini talep ettik.;Ve yönetimin bütçeyi dikkatlice incelediğini talep ettik.;incelemesini;incelediğini;talep ettik;nominalization
Genç mühendis yeni makinenin daha verimli çalıştığını belirtti.;Genç mühendis yeni makinenin daha verimli çalışmasını belirtti.;çalıştığını;çalışmasını;belirtti;nominalization
Fakat hoca ödevi bir gün geç teslim etmeme zor da olsa izin verdi.;Fakat hoca ödevi bir gün geç teslim ettiğime zor da olsa izin verdi.;teslim etmeme;teslim ettiğime;izin verdi;nominalization
Teknik müdürün bu öneriyi desteklemesini bekliyorduk.;Teknik müdürün bu öneriyi desteklediğini bekliyorduk.;desteklemesini;desteklediğini;bekliyorduk;nominalization
İlgili avukat diğer kamera kayıtlarının da izlenilmesini ısrarla talep etti.;İlgili avukat diğer kamera kayıtlarının da izlenildiğini ısrarla talep etti.;izlenilmesini;izlenildiğini;talep etti;nominalization
Projeye büyük katkı sağladığını belirtti.;Projeye büyük katkı sağlamasını belirtti.;sağladığını;sağlamasını;belirtti;nominalization
İnşallah sizin de açılışa katılmanızı doğrusu çok arzu ederiz.;İnşallah sizin de açılışa katıldığınızı doğrusu çok arzu ederiz.;katılmanızı;katıldığınızı;arzu ederiz;nominalization
İşte olayın aslında nasıl geliştiğini anlatıyorlar.;İşte olayın aslında nasıl gelişmesini anlatıyorlar.;geliştiğini;gelişmesini;anlatıyorlar;nominalization
Her çatal bıçakların düzgün yerleştirilmesine ayrıca özen gösterirdi.;Her çatal bıçakların düzgün yerleştirildiğine ayrıca özen gösterirdi.;yerleştirilmesine;yerleştirildiğine;özen gösterirdi;nominalization
Fakat bu seçimin Türkiye için tarihi önem taşıdığını herkes gördü.;Fakat bu seçimin Türkiye için tarihi önem taşımasını herkes gördü.;taşıdığını;taşımasını;gördü;nominalization
Arkadaşlar yeni ürünün piyasaya sürülmesini heyecanla bekliyoruz.;Arkadaşlar yeni ürünün piyasaya sürüldüğünü heyecanla bekliyoruz.;sürülmesini;sürüldüğünü;bekliyoruz;nominalization
Ve onun her zaman dürüst olduğunu biliyorum.;Ve onun her zaman dürüst olmasını biliyorum.;olduğunu;olmasını;biliyorum;nominalization
Bu haklarınızın gasp edilmesine asla müsaade etmeyiz.;Bu haklarınızın gasp edildiğine asla müsaade etmeyiz.;gasp edilmesine;gasp edildiğine;müsaade etmeyiz;nominalization
Öncelikle sunumun oldukça başarılı geçtiğini herkes kabul etti.;Öncelikle sunumun oldukça başarılı geçmesini herkes kabul etti.;geçtiğini;geçmesini;kabul etti;nominalization
Benim ona yardım ettiğimi bilmiyor.;Benim ona yardım etmemi bilmiyor;ettiğimi;etmemi;bilmiyor;nominalization
Bizi yemeğe davet etmek istediğini bayadır söylüyordu.;Bizi yemeğe davet etmek istemesini bayadır söylüyordu.;istediğini;istemesini;söylüyordu;nominalization
Demokratik haklarınızın gasp edilmesine asla müsaade etmeyiz.;Demokratik haklarınızın gasp edildiğine asla müsaade etmeyiz.;gasp edilmesine;gasp edildiğine;müsaade etmeyiz;nominalization
Sadece müdürün bu öneriyi desteklemesini bekliyorduk.;Sadece müdürün bu öneriyi desteklediğini bekliyorduk.;desteklemesini;desteklediğini;bekliyorduk;nominalization
Ama onun bu işi başardığına inanıyorum.;Ama onun bu işi başarmasına inanıyorum.;başardığına;başarmasına;inanıyorum;nominalization
Gelen misafirlerin restorandan memnun ayrıldığını öğrendik.;Gelen misafirlerin restorandan memnun ayrılmasını öğrendik.;ayrıldığını;ayrılmasını;öğrendik;nominalization
İş görüşmesinin oldukça başarılı geçtiğini ifade etti.;İş görüşmesinin oldukça başarılı geçmesini ifade etti.;geçtiğini;geçmesini;ifade etti;nominalization
Bu tartışmanın daha fazla uzamasını istemiyoruz.;Bu tartışmanın daha fazla uzadığını istemiyoruz.;uzamasını;uzadığını;istemiyoruz;nominalization
Cumhurbaşkanı yeni düzenlemelerin işleri kolaylaştırdığını belirtti.;Cumhurbaşkanı yeni düzenlemelerin işleri kolaylaştırmasını belirtti.;kolaylaştırdığını;kolaylaştırmasını;belirtti;nominalization
Demir çatal bıçakların düzgün yerleştirilmesine ayrıca özen gösterirdi.;Demir çatal bıçakların düzgün yerleştirildiğine ayrıca özen gösterirdi.;yerleştirilmesine;yerleştirildiğine;özen gösterirdi;nominalization
Kuzeninin bizimle birlikte Ankara'ya gelmesini çok istiyor.;Kuzeninin bizimle birlikte Ankara'ya geldiğini çok istiyor.;gelmesini;geldiğini;istiyor;nominalization
Bu yeni kararların işleyişi nasıl değiştirdiğini henüz kestiremiyoruz.;Bu yeni kararların işleyişi nasıl değiştirmesini henüz kestiremiyoruz.;değiştirdiğini;değiştirmesini;kestiremiyoruz;nominalization
Ancak komitenin önerilen değişiklikleri onaylamasını bekliyorduk.;Ancak komitenin önerilen değişiklikleri onayladığını bekliyorduk.;onaylamasını;onayladığını;bekliyorduk;nominalization
Ben geçen haftaki ilana başvurmadığıma fena pişman oldum.;Ben geçen haftaki ilana başvurmamama fena pişman oldum.;başvurmadığıma;başvurmamama;pişman oldum;nominalization
Ve yeni ürünün piyasaya sürülmesini heyecanla bekliyoruz.;Ve yeni ürünün piyasaya sürüldüğünü heyecanla bekliyoruz.;sürülmesini;sürüldüğünü;bekliyoruz;nominalization
O son yaşananlar hatalarımızdan ders çıkarmadığımızı bize bir kez daha gösterdi.;O son yaşananlar hatalarımızdan ders çıkarmamızı bize bir kez daha gösterdi.;ders çıkarmadığımızı;ders çıkarmamızı;gösterdi;nominalization
Aslında bu kadar kaba biri olduğunu hiç düşünmemiştim.;Aslında bu kadar kaba biri olmasını hiç düşünmemiştim.;olduğunu;olmasını;düşünmemiştim;nominalization
Burada havanın birden soğumasına kimse hazırlıklı değildi.;Burada havanın birden soğuduğuna kimse hazırlıklı değildi.;soğumasına;soğuduğuna;hazırlıklı değildi;nominalization
Tüm yönetimin alınan kararları gözden geçirmesini talep ettik.;Tüm yönetimin alınan kararları gözden geçirdiğini talep ettik.;geçirmesini;geçirdiğini;talep ettik;nominalization
Ben bu konunun yeterince tartışıldığını düşünüyorum.;Ben bu konunun yeterince tartışılmasını düşünüyorum.;tartışıldığını;tartışılmasını;düşünüyorum;nominalization
Ayrıca bu kadar yoğun çalışmasına rağmen işlerini aksatmaması takdir edildi.;Ayrıca bu kadar yoğun çalışmasına rağmen işlerini aksatmadığı takdir edildi.;aksatmaması;aksatmadığı;takdir edildi;nominalization
Merkezi yönetimin bütçeyi dikkatlice incelemesini talep ettik.;Merkezi yönetimin bütçeyi dikkatlice incelediğini talep ettik.;incelemesini;incelediğini;talep ettik;nominalization
Sevgili hoca ödevi bir gün geç teslim etmeme zor da olsa izin verdi.;Sevgili hoca ödevi bir gün geç teslim ettiğime zor da olsa izin verdi.;teslim etmeme;teslim ettiğime;izin verdi;nominalization
Çünkü evini kesinlikle satmadığını zaten biliyorum.;Çünkü evini kesinlikle satmamasını zaten biliyorum.;satmadığını;satmamasını;biliyorum;nominalization
Çocuk annesiyle ne kadar gurur duyduğundan hep bahsederdi.;Çocuk annesiyle ne kadar gurur duymasından hep bahsederdi.;gurur duyduğundan;gurur duymasından;bahsederdi;nominalization
Alman cüzdanını takside unuttuğunu iş işten geçince fark etti.;Alman cüzdanını takside unutmasını iş işten geçince fark etti.;unuttuğunu;unutmasını;fark etti;nominalization
Ve bu kadar yoğun çalışmasına rağmen işlerini aksatmaması takdir edildi.;Ve bu kadar yoğun çalışmasına rağmen işlerini aksatmadığı takdir edildi.;aksatmaması;aksatmadığı;takdir edildi;nominalization
Bu meyvelerin erken olgunlaşmasına sıcak havalar sebep oldu.;Bu meyvelerin erken olgunlaştığına sıcak havalar sebep oldu.;olgunlaşmasına;olgunlaştığına;sebep oldu;nominalization
Tanrı kendisinin de bu yollardan geçtiğini bize her fırsatta hatırlatır.;Tanrı kendisinin de bu yollardan geçmesini bize her fırsatta hatırlatır.;geçtiğini;geçmesini;hatırlatır;nominalization
Öğrenciler bu zorlu süreçte yanımızda olduklarını tekrar ifade ettiler.;Öğrenciler bu zorlu süreçte yanımızda olmalarını tekrar ifade ettiler.;olduklarını;olmalarını;ifade ettiler;nominalization
Büyük çatal bıçakların düzgün yerleştirilmesine ayrıca özen gösterirdi.;Büyük çatal bıçakların düzgün yerleştirildiğine ayrıca özen gösterirdi.;yerleştirilmesine;yerleştirildiğine;özen gösterirdi;nominalization
Da projeye büyük katkı sağladığını belirtti.;Da projeye büyük katkı sağlamasını belirtti.;sağladığını;sağlamasını;belirtti;nominalization
Evini kesinlikle satmadığını zaten biliyorum.;Evini kesinlikle satmamasını zaten biliyorum.;satmadığını;satmamasını;biliyorum;nominalization
Küçük kardeşinin bu kadar sorumsuz davranmasına epey kızdı.;Küçük kardeşinin bu kadar sorumsuz davrandığına epey kızdı.;davranmasına;davrandığına;kızdı;nominalization
Kadın kapıya gelen işportacının kendisini dolandırıldığını çok geç anladı.;Kadın kapıya gelen işportacının kendisini dolandırmasını çok geç anladı.;dolandırıldığını;dolandırmasını;anladı;nominalization
Yapılan i̇ş görüşmesinin oldukça başarılı geçtiğini ifade etti.;Yapılan i̇ş görüşmesinin oldukça başarılı geçmesini ifade etti.;geçtiğini;geçmesini;ifade etti;nominalization
Tüm çalışmalarının sonunda başarılı olduğunu belirtti.;Tüm çalışmalarının sonunda başarılı olmasını belirtti.;olduğunu;olmasını;belirtti;nominalization
Tüm müdürün bu öneriyi desteklemesini bekliyorduk.;Tüm müdürün bu öneriyi desteklediğini bekliyorduk.;desteklemesini;desteklediğini;bekliyorduk;nominalization
Ama bu seçimin Türkiye için tarihi önem taşıdığını herkes gördü.;Ama bu seçimin Türkiye için tarihi önem taşımasını herkes gördü.;taşıdığını;taşımasını;gördü;nominalization
Onun yaptığının doğru olmadığını içten içe biliyor.;Onun yaptığının doğru olmasını içten içe biliyor.;olmadığını;olmasını;biliyor;nominalization
Yani senin bu konuya daha fazla odaklanmanı öneririm.;Yani senin bu konuya daha fazla odaklandığını öneririm.;odaklanmanı;odaklandığını;öneririm;nominalization
Insanın bu kadar kaba biri olduğunu hiç düşünmemiştim.;Insanın bu kadar kaba biri olmasını hiç düşünmemiştim.;olduğunu;olmasını;düşünmemiştim;nominalization
2 takımın maça odaklanmasını istiyoruz.;2 takımın maça odaklandığını istiyoruz.;odaklanmasını;odaklandığını;istiyoruz;nominalization
Ayrıca avukat diğer kamera kayıtlarının da izlenilmesini ısrarla talep etti.;Ayrıca avukat diğer kamera kayıtlarının da izlenildiğini ısrarla talep etti.;izlenilmesini;izlenildiğini;talep etti;nominalization
Bu benim ona yardım ettiğimi bilmiyor.;Bu benim ona yardım etmemi bilmiyor;ettiğimi;etmemi;bilmiyor;nominalization
Senin bu konuyu enine boyuna düşündüğünü biliyorum.;Senin bu konuyu enine boyuna düşünmesini biliyorum.;düşündüğünü;düşünmesini;biliyorum;nominalization
Sunumun oldukça başarılı geçtiğini herkes kabul etti.;Sunumun oldukça başarılı geçmesini herkes kabul etti.;geçtiğini;geçmesini;kabul etti;nominalization
Aynı kiralık dairenin dün satıldığını yeni öğrendim.;Aynı kiralık dairenin dün satılmasını yeni öğrendim.;satıldığını;satılmasını;öğrendim;nominalization
Ve müşterilerin siparişlerini zamanında almasını sağlıyoruz.;Ve müşterilerin siparişlerini zamanında aldığını sağlıyoruz.;almasını;aldığını;sağlıyoruz;nominalization
Öncelikle olayın aslında nasıl geliştiğini anlatıyorlar.;Öncelikle olayın aslında nasıl gelişmesini anlatıyorlar.;geliştiğini;gelişmesini;anlatıyorlar;nominalization
Avukat diğer kamera kayıtlarının da izlenilmesini ısrarla talep etti.;Avukat diğer kamera kayıtlarının da izlenildiğini ısrarla talep etti.;izlenilmesini;izlenildiğini;talep etti;nominalization
Ancak bu kararın doğru olduğunu herkes kabul etti.;Ancak bu kararın doğru olmasını herkes kabul etti.;olduğunu;olmasını;kabul etti;nominalization
Ben bu kadar kaba biri olduğunu hiç düşünmemiştim.;Ben bu kadar kaba biri olmasını hiç düşünmemiştim.;olduğunu;olmasını;düşünmemiştim;nominalization
Yeni düzenlemelerin işleri kolaylaştırdığını belirtti.;Yeni düzenlemelerin işleri kolaylaştırmasını belirtti.;kolaylaştırdığını;kolaylaştırmasını;belirtti;nominalization
Benim bu kadar kaba biri olduğunu hiç düşünmemiştim.;Benim bu kadar kaba biri olmasını hiç düşünmemiştim.;olduğunu;olmasını;düşünmemiştim;nominalization
Yönetimin bütçeyi dikkatlice incelemesini talep ettik.;Yönetimin bütçeyi dikkatlice incelediğini talep ettik.;incelemesini;incelediğini;talep ettik;nominalization
Değerli misafirlerin etkinliğe katılmasını özellikle rica ettiler.;Değerli misafirlerin etkinliğe katıldığını özellikle rica ettiler.;katılmasını;katıldığını;rica ettiler;nominalization
Bir olayın aslında nasıl geliştiğini anlatıyorlar.;Bir olayın aslında nasıl gelişmesini anlatıyorlar.;geliştiğini;gelişmesini;anlatıyorlar;nominalization
Hatta dizinin aslında komedi türünde olduğunu bile rahatlıkla iddia edebiliriz.;Hatta dizinin aslında komedi türünde olmasını bile rahatlıkla iddia edebiliriz.;olduğunu;olmasını;iddia edebiliriz;nominalization
Biz sizin de açılışa katılmanızı doğrusu çok arzu ederiz.;Biz sizin de açılışa katıldığınızı doğrusu çok arzu ederiz.;katılmanızı;katıldığınızı;arzu ederiz;nominalization
Ve olayın aslında nasıl geliştiğini anlatıyorlar.;Ve olayın aslında nasıl gelişmesini anlatıyorlar.;geliştiğini;gelişmesini;anlatıyorlar;nominalization
Sizin önerinin herkes tarafından desteklendiğini biliyorum.;Sizin önerinin herkes tarafından desteklenmesini biliyorum.;desteklendiğini;desteklenmesini;biliyorum;nominalization
Temel haklarınızın gasp edilmesine asla müsaade etmeyiz.;Temel haklarınızın gasp edildiğine asla müsaade etmeyiz.;gasp edilmesine;gasp edildiğine;müsaade etmeyiz;nominalization
Böylece projeye yeni bir boyut kazandırılmasına ekip lideri çok önem verdi.;Böylece projeye yeni bir boyut kazandırıldığına ekip lideri çok önem verdi.;kazandırılmasına;kazandırıldığına;önem verdi;nominalization
Araştırma yeni yöntemin verimli olduğunu iddia etti.;Araştırma yeni yöntemin verimli olmasını iddia etti.;olduğunu;olmasını;iddia etti;nominalization
Bir planın kusursuz işlediğini sanıyorduk.;Bir planın kusursuz işlemesini sanıyorduk.;işlediğini;işlemesini;sanıyorduk;nominalization
Biz takımın maça odaklanmasını istiyoruz.;Biz takımın maça odaklandığını istiyoruz.;odaklanmasını;odaklandığını;istiyoruz;nominalization
Öncelikle konunun ayrıntılı bir şekilde tartışılmasını öneriyorum.;Öncelikle konunun ayrıntılı bir şekilde tartışıldığını öneriyorum.;tartışılmasını;tartışıldığını;öneriyorum;nominalization
Bu yeni kuralın uygulanmasını herkes destekledi.;Bu yeni kuralın uygulandığını herkes destekledi.;uygulanmasını;uygulandığını;destekledi;nominalization
Bu yeni kararların işleyişi nasıl değiştirdiğini henüz kestiremiyoruz.;Bu yeni kararların işleyişi nasıl değiştirmesini henüz kestiremiyoruz.;değiştirdiğini;değiştirmesini;kestiremiyoruz;nominalization
Kadın kardeşinin bu kadar sorumsuz davranmasına epey kızdı.;Kadın kardeşinin bu kadar sorumsuz davrandığına epey kızdı.;davranmasına;davrandığına;kızdı;nominalization
Ancak dizinin aslında komedi türünde olduğunu bile rahatlıkla iddia edebiliriz.;Ancak dizinin aslında komedi türünde olmasını bile rahatlıkla iddia edebiliriz.;olduğunu;olmasını;iddia edebiliriz;nominalization
Polisler çevredekilerin olay yerine yaklaşmasını bile engellemiş.;Polisler çevredekilerin olay yerine yaklaştığını bile engellemiş.;yaklaşmasını;yaklaştığını;engellemiş;nominalization
Ancak geçen haftaki ilana başvurmadığıma fena pişman oldum.;Ancak geçen haftaki ilana başvurmamama fena pişman oldum.;başvurmadığıma;başvurmamama;pişman oldum;nominalization
Ayrıca bu konunun yeterince tartışıldığını düşünüyorum.;Ayrıca bu konunun yeterince tartışılmasını düşünüyorum.;tartışıldığını;tartışılmasını;düşünüyorum;nominalization
Ayrıca yeni kuralların herkesi bağladığını belirtti.;Ayrıca yeni kuralların herkesi bağlamasını belirtti.;bağladığını;bağlamasını;belirtti;nominalization
O teklifin mantıklı göründüğünü söyledi.;O teklifin mantıklı görünmesini söyledi.;göründüğünü;görünmesini;söyledi;nominalization
Ayrıca trafik kurallarına uyulması gerektiğini düşünüyorum.;Ayrıca trafik kurallarına uyulması gerekmesini düşünüyorum.;gerektiğini;gerekmesini;düşünüyorum;nominalization
Ayrıca senin bu konuya daha fazla odaklanmanı öneririm.;Ayrıca senin bu konuya daha fazla odaklandığını öneririm.;odaklanmanı;odaklandığını;öneririm;nominalization
Biz müşterilerin siparişlerini zamanında almasını sağlıyoruz.;Biz müşterilerin siparişlerini zamanında aldığını sağlıyoruz.;almasını;aldığını;sağlıyoruz;nominalization
Bu yeni ürünün piyasaya sürülmesini heyecanla bekliyoruz.;Bu yeni ürünün piyasaya sürüldüğünü heyecanla bekliyoruz.;sürülmesini;sürüldüğünü;bekliyoruz;nominalization
Bu kiralık dairenin dün satıldığını yeni öğrendim.;Bu kiralık dairenin dün satılmasını yeni öğrendim.;satıldığını;satılmasını;öğrendim;nominalization
Bir projeye büyük katkı sağladığını belirtti.;Bir projeye büyük katkı sağlamasını belirtti.;sağladığını;sağlamasını;belirtti;nominalization
Öncelikle uzmanların bu konuda daha fazla araştırma yapmasını öneriyoruz.;Öncelikle uzmanların bu konuda daha fazla araştırma yaptığını öneriyoruz.;yapmasını;yaptığını;öneriyoruz;nominalization
Ben konunun ayrıntılı bir şekilde tartışılmasını öneriyorum.;Ben konunun ayrıntılı bir şekilde tartışıldığını öneriyorum.;tartışılmasını;tartışıldığını;öneriyorum;nominalization
Ardından kapıya gelen işportacının kendisini dolandırıldığını çok geç anladı.;Ardından kapıya gelen işportacının kendisini dolandırmasını çok geç anladı.;dolandırıldığını;dolandırmasını;anladı;nominalization
Ve i̇stediğimiz şeyler için var gücümüzle çalışmamızı bize her fırsatta öğütlerdi.;Ve i̇stediğimiz şeyler için var gücümüzle çalıştığımızı bize her fırsatta öğütlerdi.;çalışmamızı;çalıştığımızı;öğütlerdi;nominalization
Ve ürünün piyasada büyük ilgi gördüğünü ifade etti.;Ve ürünün piyasada büyük ilgi görmesini ifade etti.;gördüğünü;görmesini;ifade etti;nominalization
Bu çatal bıçakların düzgün yerleştirilmesine ayrıca özen gösterirdi.;Bu çatal bıçakların düzgün yerleştirildiğine ayrıca özen gösterirdi.;yerleştirilmesine;yerleştirildiğine;özen gösterirdi;nominalization
Erkek kardeşinin bu kadar sorumsuz davranmasına epey kızdı.;Erkek kardeşinin bu kadar sorumsuz davrandığına epey kızdı.;davranmasına;davrandığına;kızdı;nominalization
Bu i̇şten kendi isteğiyle ayrıldığını üstüne basarak belirtti.;Bu i̇şten kendi isteğiyle ayrılmasını üstüne basarak belirtti.;ayrıldığını;ayrılmasını;belirtti;nominalization
Ancak kapıya gelen işportacının kendisini dolandırıldığını çok geç anladı.;Ancak kapıya gelen işportacının kendisini dolandırmasını çok geç anladı.;dolandırıldığını;dolandırmasını;anladı;nominalization
Şimdi öğrencilerin derse teşrif etmesini bekliyoruz.;Şimdi öğrencilerin derse teşrif ettiğini bekliyoruz.;etmesini;ettiğini;bekliyoruz;nominalization
Şimdi bu kararın doğru olduğunu herkes kabul etti.;Şimdi bu kararın doğru olmasını herkes kabul etti.;olduğunu;olmasını;kabul etti;nominalization
Gelen misafirlerin etkinliğe katılmasını özellikle rica ettiler.;Gelen misafirlerin etkinliğe katıldığını özellikle rica ettiler.;katılmasını;katıldığını;rica ettiler;nominalization
Ve olayın aslında nasıl geliştiğini anlatıyorlar.;Ve olayın aslında nasıl gelişmesini anlatıyorlar.;geliştiğini;gelişmesini;anlatıyorlar;nominalization
