good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Şimdi taşınırken evin duvarlarını kendim usta çağırmadan boyadım.;Şimdi taşınırken evin duvarlarını kendi usta çağırmadan boyadım.;kendim;kendi;boyadım;anaphor_agreement
Ben bu mesajı kendim kesinlikle hiçbir psikolojik baskı altında kalmadan yazdım.;Ben bu mesajı kendi kesinlikle hiçbir psikolojik baskı altında kalmadan yazdım.;kendim;kendi;yazdım;anaphor_agreement
O haksız olduğunu kabul etmek istemediği için kendini canhıraş savundu.;O haksız olduğunu kabul etmek istemediği için kendimi canhıraş savundu.;kendini;kendimi;savundu;anaphor_agreement
Yine festival programını kendimiz dışarıdan bir yönlendirme olmadan belirledik.;Yine festival programını kendiniz dışarıdan bir yönlendirme olmadan belirledik.;kendimiz;kendiniz;belirledik;anaphor_agreement
Erdoğan bu kadar baskı altında kendini bir türlü toparlayamadı.;Erdoğan bu kadar baskı altında kendimi bir türlü toparlayamadı.;kendini;kendimi;toparlayamadı;anaphor_agreement
Erdoğan son kararı kendi hiç kimseden fikir almadan verdi.;Erdoğan son kararı kendim hiç kimseden fikir almadan verdi.;kendi;kendim;verdi;anaphor_agreement
Benim i̇lk kitabımı kendim her türlü maddi sıkıntıyı göze alarak bastırdım.;Benim i̇lk kitabımı kendi her türlü maddi sıkıntıyı göze alarak bastırdım.;kendim;kendi;bastırdım;anaphor_agreement
Özellikle kendi sınırlarını zorlamayı seven biri olarak kendimi hep daha iyisini yapmaya koşullarım.;Özellikle kendi sınırlarını zorlamayı seven biri olarak kendini hep daha iyisini yapmaya koşullarım.;kendimi;kendini;koşullarım;anaphor_agreement
Kendi sınırlarını zorlamayı seven biri olarak kendimi hep daha iyisini yapmaya koşullarım.;Kendi sınırlarını zorlamayı seven biri olarak kendini hep daha iyisini yapmaya koşullarım.;kendimi;kendini;koşullarım;anaphor_agreement
O malum olaydan beri kendimi ona karşı mahcup hissediyorum.;O malum olaydan beri kendini ona karşı mahcup hissediyorum.;kendimi;kendini;hissediyorum;anaphor_agreement
Bu projeye kendin bizim fikrimizi hiç almadan karar verdin.;Bu projeye kendimiz bizim fikrimizi hiç almadan karar verdin.;kendin;kendimiz;verdin;anaphor_agreement
Ayrıca fırında satılan her şeyi kendimiz evde yapıyoruz.;Ayrıca fırında satılan her şeyi kendiniz evde yapıyoruz.;kendimiz;kendiniz;yapıyoruz;anaphor_agreement
Bu i̇ş başvurularını kendim araya referans koymadan yaptım.;Bu i̇ş başvurularını kendi araya referans koymadan yaptım.;kendim;kendi;yaptım;anaphor_agreement
Sonra başka bir ülkede kendinizi yeniden kanıtlamalısınız.;Sonra başka bir ülkede kendimizi yeniden kanıtlamalısınız.;kendinizi;kendimizi;kanıtlamalısınız;anaphor_agreement
2. ehliyet sınavını kendim kursa gitmeden geçtim.;2. ehliyet sınavını kendi kursa gitmeden geçtim.;kendim;kendi;geçtim;anaphor_agreement
Ve i̇lk kitabımı kendim her türlü maddi sıkıntıyı göze alarak bastırdım.;Ve i̇lk kitabımı kendi her türlü maddi sıkıntıyı göze alarak bastırdım.;kendim;kendi;bastırdım;anaphor_agreement
Biz lizbon'u kendimiz tur rehberi olmadan gezdik.;Biz lizbon'u kendiniz tur rehberi olmadan gezdik.;kendimiz;kendiniz;gezdik;anaphor_agreement
Sabah sabah ilaç içmeyi unutmaman için kendime bir not yazdım.;Sabah sabah ilaç içmeyi unutmaman için kendine bir not yazdım.;kendime;kendine;yazdım;anaphor_agreement
Ardından maratona hazırlanmak için kendime daha fazla zaman tanıdım.;Ardından maratona hazırlanmak için kendine daha fazla zaman tanıdım.;kendime;kendine;tanıdım;anaphor_agreement
Bana kendine bir araba almasını söyledim.;Bana kendime bir araba almasını söyledim.;Kendine;Kendime;almasını;anaphor_agreement
Kadın bu kadar baskı altında kendini bir türlü toparlayamadı.;Kadın bu kadar baskı altında kendimi bir türlü toparlayamadı.;kendini;kendimi;toparlayamadı;anaphor_agreement
Ve bu konuda yanlış yönlendirildiysen kendimi sorumlu tutarım.;Ve bu konuda yanlış yönlendirildiysen kendini sorumlu tutarım.;kendimi;kendini;tutarım;anaphor_agreement
Ve bu konuda yanlış yönlendirildiysen kendimi sorumlu tutarım.;Ve bu konuda yanlış yönlendirildiysen kendini sorumlu tutarım.;kendimi;kendini;tutarım;anaphor_agreement
Kadın beklenmedik tepki alınca kendini savunmaya geçti.;Kadın beklenmedik tepki alınca kendimi savunmaya geçti.;kendini;kendimi;geçti;anaphor_agreement
Ona herkes sırt çevirmişken bile kendine güvenmeye devam etti.;Ona herkes sırt çevirmişken bile kendime güvenmeye devam etti.;kendine;kendime;etti;anaphor_agreement
CEO şirketi kendi hiçbir yatırımcı olmadan kurdu.;CEO şirketi kendin hiçbir yatırımcı olmadan kurdu.;kendi;kendin;kurdu;anaphor_agreement
Oyunu geliştirmeye kendi daha hiç yatırımcı yokken başladı.;Oyunu geliştirmeye kendin daha hiç yatırımcı yokken başladı.;kendi;kendin;başladı;anaphor_agreement
Ben fransızcayı kendim herhangi bir kursa gitmeden öğrendim.;Ben fransızcayı kendi herhangi bir kursa gitmeden öğrendim.;kendim;kendi;öğrendim;anaphor_agreement
Bu tartışmanın ardından kendilerini haklı çıkarmaya çalıştılar.;Bu tartışmanın ardından kendimizi haklı çıkarmaya çalıştılar.;kendilerini;kendimizi;çalıştılar;anaphor_agreement
İnsan düşünmeden konuşunca kendini haliyle zor durumlarda buluyor.;İnsan düşünmeden konuşunca kendimi haliyle zor durumlarda buluyor.;kendini;kendimi;buluyor;anaphor_agreement
Bu yoğun antrenman temposu yüzünden eve gelince kendimi çok yorgun hissediyorum.;Bu yoğun antrenman temposu yüzünden eve gelince kendini çok yorgun hissediyorum.;kendimi;kendini;hissediyorum;anaphor_agreement
İlk sınavdan düşük not alınca kendini çok başarısız hissetti.;İlk sınavdan düşük not alınca kendimi çok başarısız hissetti.;kendini;kendimi;hissetti;anaphor_agreement
Artık başka bir ülkede kendinizi yeniden kanıtlamalısınız.;Artık başka bir ülkede kendimizi yeniden kanıtlamalısınız.;kendinizi;kendimizi;kanıtlamalısınız;anaphor_agreement
4. mezuniyet balosunu kendimiz sponsor almadan organize ettik.;4. mezuniyet balosunu kendiniz sponsor almadan organize ettik.;kendimiz;kendiniz;ettik;anaphor_agreement
Ve uzun bir aradan sonra gitarı eline alınca kendini acemi hissetti.;Ve uzun bir aradan sonra gitarı eline alınca kendimi acemi hissetti.;kendini;kendimi;hissetti;anaphor_agreement
Ama herkes sırt çevirmişken bile kendine güvenmeye devam etti.;Ama herkes sırt çevirmişken bile kendime güvenmeye devam etti.;kendine;kendime;etti;anaphor_agreement
Ben daha önce başardıklarımı hatırlayıp kendimi motive ettim.;Ben daha önce başardıklarımı hatırlayıp kendini motive ettim.;kendimi;kendini;ettim;anaphor_agreement
• lizbon'u kendimiz tur rehberi olmadan gezdik.;• lizbon'u kendiniz tur rehberi olmadan gezdik.;kendimiz;kendiniz;gezdik;anaphor_agreement
Ve bu sefer kimseyi kırmamak için kendini daha dikkatli ifade etti.;Ve bu sefer kimseyi kırmamak için kendimi daha dikkatli ifade etti.;kendini;kendimi;etti;anaphor_agreement
Bunu annem mağazadan almak yerine kendi evde dikti.;Bunu annem mağazadan almak yerine kendim evde dikti.;kendi;kendim;dikti;anaphor_agreement
İnşallah böyle devam ederse yakında kendimizi çok daha iyi yerlerde göreceğiz.;İnşallah böyle devam ederse yakında kendinizi çok daha iyi yerlerde göreceğiz.;kendimizi;kendinizi;göreceğiz;anaphor_agreement
Kendi canını acıttığını fark edince kendini geri çekti.;Kendi canını acıttığını fark edince kendimi geri çekti.;kendini;kendimi;çekti;anaphor_agreement
Şimdi i̇leriye hazırlık için işleri kendim görüyorum.;Şimdi i̇leriye hazırlık için işleri kendin görüyorum.;kendim;kendin;görüyorum;anaphor_agreement
Herkes yanlış cevabı verdiğini fark edince kendimi suçladım.;Herkes yanlış cevabı verdiğini fark edince kendini suçladım.;kendimi;kendini;suçladım;anaphor_agreement
Uzun bir aradan sonra gitarı eline alınca kendini acemi hissetti.;Uzun bir aradan sonra gitarı eline alınca kendimi acemi hissetti.;kendini;kendimi;hissetti;anaphor_agreement
İki kardeşin ödevini kendi kimseden yardım almadan yaptı.;İki kardeşin ödevini kendin kimseden yardım almadan yaptı.;kendi;kendin;yaptı;anaphor_agreement
Başarı ödülünü alırken kendimi gerçekten gururlu hissettim.;Başarı ödülünü alırken kendini gerçekten gururlu hissettim.;kendimi;kendini;hissettim;anaphor_agreement
Sonra maratona hazırlanmak için kendime daha fazla zaman tanıdım.;Sonra maratona hazırlanmak için kendine daha fazla zaman tanıdım.;kendime;kendine;tanıdım;anaphor_agreement
Özellikle triatlona katılmak için kendimizi çok motive ettik.;Özellikle triatlona katılmak için kendinizi çok motive ettik.;kendimizi;kendinizi;ettik;anaphor_agreement
Polis amirimiz nöbet listesini kendi kimseye sormadan hazırlıyor.;Polis amirimiz nöbet listesini kendim kimseye sormadan hazırlıyor.;kendi;kendim;hazırlıyor;anaphor_agreement
Fakat uzun bir aradan sonra gitarı eline alınca kendini acemi hissetti.;Fakat uzun bir aradan sonra gitarı eline alınca kendimi acemi hissetti.;kendini;kendimi;hissetti;anaphor_agreement
Bütün mezuniyet fotoğraflarını kendimiz okul meydanında çektik.;Bütün mezuniyet fotoğraflarını kendiniz okul meydanında çektik.;kendimiz;kendiniz;çektik;anaphor_agreement
Bazı i̇ş başvurularını kendim araya referans koymadan yaptım.;Bazı i̇ş başvurularını kendi araya referans koymadan yaptım.;kendim;kendi;yaptım;anaphor_agreement
Aslında bu gece için kendim sponsor desteği olmadan hazırlandım.;Aslında bu gece için kendi sponsor desteği olmadan hazırlandım.;kendim;kendi;hazırlandım;anaphor_agreement
Bu projeye kendin bizim fikrimizi hiç almadan karar verdin.;Bu projeye kendimiz bizim fikrimizi hiç almadan karar verdin.;kendin;kendimiz;verdin;anaphor_agreement
Bir uzun ve sağlıklı bir yaşam için kendimize daha iyi bakmaya karar verdik.;Bir uzun ve sağlıklı bir yaşam için kendinize daha iyi bakmaya karar verdik.;kendimize;kendinize;verdik;anaphor_agreement
Bu tabloyu kendim resim dersi almadan yaptım.;Bu tabloyu kendi resim dersi almadan yaptım.;kendim;kendi;yaptım;anaphor_agreement
Kendisi son kararı kendi hiç kimseden fikir almadan verdi.;Kendisi son kararı kendim hiç kimseden fikir almadan verdi.;kendi;kendim;verdi;anaphor_agreement
Kendisi haksız olduğunu kabul etmek istemediği için kendini canhıraş savundu.;Kendisi haksız olduğunu kabul etmek istemediği için kendimi canhıraş savundu.;kendini;kendimi;savundu;anaphor_agreement
• başkalarına yardım edebilmek için kendine öncelik vermelisin.;• başkalarına yardım edebilmek için kendime öncelik vermelisin.;kendine;kendime;vermelisin;anaphor_agreement
Ben okuduğum bölümü kendim kimseden rehberlik almadan yazdım.;Ben okuduğum bölümü kendi kimseden rehberlik almadan yazdım.;kendim;kendi;yazdım;anaphor_agreement
Sonra daha önce başardıklarımı hatırlayıp kendimi motive ettim.;Sonra daha önce başardıklarımı hatırlayıp kendini motive ettim.;kendimi;kendini;ettim;anaphor_agreement
Ben i̇lk kitabımı kendim her türlü maddi sıkıntıyı göze alarak bastırdım.;Ben i̇lk kitabımı kendi her türlü maddi sıkıntıyı göze alarak bastırdım.;kendim;kendi;bastırdım;anaphor_agreement
Ayrıca oyunu geliştirmeye kendi daha hiç yatırımcı yokken başladı.;Ayrıca oyunu geliştirmeye kendin daha hiç yatırımcı yokken başladı.;kendi;kendin;başladı;anaphor_agreement
İkinci evimizi kendimiz iç mimar tutmadan döşedik.;İkinci evimizi kendiniz iç mimar tutmadan döşedik.;kendimiz;kendiniz;döşedik;anaphor_agreement
Emniyet amirimiz nöbet listesini kendi kimseye sormadan hazırlıyor.;Emniyet amirimiz nöbet listesini kendim kimseye sormadan hazırlıyor.;kendi;kendim;hazırlıyor;anaphor_agreement
Başka bir ülkede kendinizi yeniden kanıtlamalısınız.;Başka bir ülkede kendimizi yeniden kanıtlamalısınız.;kendinizi;kendimizi;kanıtlamalısınız;anaphor_agreement
Öncelikle i̇spanyolcayı kendim internette pratik yaparak öğrendim.;Öncelikle i̇spanyolcayı kendi internette pratik yaparak öğrendim.;kendim;kendi;öğrendim;anaphor_agreement
Yani olayın sorumlusu ben olduğum için kendini açıklamak zorunda değilsin.;Yani olayın sorumlusu ben olduğum için kendimi açıklamak zorunda değilsin.;kendini;kendimi;değilsin;anaphor_agreement
Aslan haksız olduğunu kabul etmek istemediği için kendini canhıraş savundu.;Aslan haksız olduğunu kabul etmek istemediği için kendimi canhıraş savundu.;kendini;kendimi;savundu;anaphor_agreement
Yine triatlona katılmak için kendimizi çok motive ettik.;Yine triatlona katılmak için kendinizi çok motive ettik.;kendimizi;kendinizi;ettik;anaphor_agreement
Deniz bu kadar sert eleştirildikten sonra kendini değersiz hissetmeye başladı.;Deniz bu kadar sert eleştirildikten sonra kendimi değersiz hissetmeye başladı.;kendini;kendimi;başladı;anaphor_agreement
Eğer bisikleti ekstra masraf yapmadan kendin tamir edebilirsin.;Eğer bisikleti ekstra masraf yapmadan kendi tamir edebilirsin.;kendin;kendi;edebilirsin;anaphor_agreement
Düğün fotoğraflarını kendimiz fotoğrafçı tutmadan çektik.;Düğün fotoğraflarını kendiniz fotoğrafçı tutmadan çektik.;kendimiz;kendiniz;çektik;anaphor_agreement
İşte bu gece için kendim sponsor desteği olmadan hazırlandım.;İşte bu gece için kendi sponsor desteği olmadan hazırlandım.;kendim;kendi;hazırlandım;anaphor_agreement
Ve bu kadar çaba harcadıktan sonra kendimizi söylediğiniz gibi ödüllendirdik.;Ve bu kadar çaba harcadıktan sonra kendinizi söylediğiniz gibi ödüllendirdik.;kendimizi;kendinizi;ödüllendirdik;anaphor_agreement
Hayat böyle devam ederse yakında kendimizi çok daha iyi yerlerde göreceğiz.;Hayat böyle devam ederse yakında kendinizi çok daha iyi yerlerde göreceğiz.;kendimizi;kendinizi;göreceğiz;anaphor_agreement
Burada fırında satılan her şeyi kendimiz evde yapıyoruz.;Burada fırında satılan her şeyi kendiniz evde yapıyoruz.;kendimiz;kendiniz;yapıyoruz;anaphor_agreement
Bebek saçlarını evde kendim kutu boyayla boyadım.;Bebek saçlarını evde kendi kutu boyayla boyadım.;kendim;kendi;boyadım;anaphor_agreement
Ayrıca kendi sınırlarını zorlamayı seven biri olarak kendimi hep daha iyisini yapmaya koşullarım.;Ayrıca kendi sınırlarını zorlamayı seven biri olarak kendini hep daha iyisini yapmaya koşullarım.;kendimi;kendini;koşullarım;anaphor_agreement
Ancak yanlış yaptığını anladığında kendini affetmekte zorlandı.;Ancak yanlış yaptığını anladığında kendimi affetmekte zorlandı.;kendini;kendimi;zorlandı;anaphor_agreement
O tüm gözler üstünde olmasına rağmen kendini gayet rahat hissediyordu.;O tüm gözler üstünde olmasına rağmen kendimi gayet rahat hissediyordu.;kendini;kendimi;hissediyordu;anaphor_agreement
Bu gezi rotasını kendimiz internete bakmadan oluşturduk.;Bu gezi rotasını kendiniz internete bakmadan oluşturduk.;kendimiz;kendiniz;oluşturduk;anaphor_agreement
Adam düşünmeden konuşunca kendini haliyle zor durumlarda buluyor.;Adam düşünmeden konuşunca kendimi haliyle zor durumlarda buluyor.;kendini;kendimi;buluyor;anaphor_agreement
Senin olayın sorumlusu ben olduğum için kendini açıklamak zorunda değilsin.;Senin olayın sorumlusu ben olduğum için kendimi açıklamak zorunda değilsin.;kendini;kendimi;değilsin;anaphor_agreement
Çok yanlış yaptığını anladığında kendini affetmekte zorlandı.;Çok yanlış yaptığını anladığında kendimi affetmekte zorlandı.;kendini;kendimi;zorlandı;anaphor_agreement
Ama yanlış yaptığını anladığında kendini affetmekte zorlandı.;Ama yanlış yaptığını anladığında kendimi affetmekte zorlandı.;kendini;kendimi;zorlandı;anaphor_agreement
Hatta herkes sırt çevirmişken bile kendine güvenmeye devam etti.;Hatta herkes sırt çevirmişken bile kendime güvenmeye devam etti.;kendine;kendime;etti;anaphor_agreement
Bu kadar sert eleştirildikten sonra kendini değersiz hissetmeye başladı.;Bu kadar sert eleştirildikten sonra kendimi değersiz hissetmeye başladı.;kendini;kendimi;başladı;anaphor_agreement
Tasarım ödülünü alırken kendimi gerçekten gururlu hissettim.;Tasarım ödülünü alırken kendini gerçekten gururlu hissettim.;kendimi;kendini;hissettim;anaphor_agreement
Ben performans kayıtlarını izleyerek kendimi geliştirmeye çalışıyorum.;Ben performans kayıtlarını izleyerek kendini geliştirmeye çalışıyorum.;kendimi;kendini;çalışıyorum;anaphor_agreement
Mezuniyet balosunu kendimiz sponsor almadan organize ettik.;Mezuniyet balosunu kendiniz sponsor almadan organize ettik.;kendimiz;kendiniz;ettik;anaphor_agreement
Böylece maratona hazırlanmak için kendime daha fazla zaman tanıdım.;Böylece maratona hazırlanmak için kendine daha fazla zaman tanıdım.;kendime;kendine;tanıdım;anaphor_agreement
Atkıyı mağazadan almak yerine kendi evde ördü.;Atkıyı mağazadan almak yerine kendim evde ördü.;kendi;kendim;ördü;anaphor_agreement
Daha uzun ve sağlıklı bir yaşam için kendimize daha iyi bakmaya karar verdik.;Daha uzun ve sağlıklı bir yaşam için kendinize daha iyi bakmaya karar verdik.;kendimize;kendinize;verdik;anaphor_agreement
Annem mağazadan almak yerine kendi evde dikti.;Annem mağazadan almak yerine kendim evde dikti.;kendi;kendim;dikti;anaphor_agreement
Biz festival programını kendimiz dışarıdan bir yönlendirme olmadan belirledik.;Biz festival programını kendiniz dışarıdan bir yönlendirme olmadan belirledik.;kendimiz;kendiniz;belirledik;anaphor_agreement
Bütün i̇ş başvurularını kendim araya referans koymadan yaptım.;Bütün i̇ş başvurularını kendi araya referans koymadan yaptım.;kendim;kendi;yaptım;anaphor_agreement
İngilizce ehliyet sınavını kendim kursa gitmeden geçtim.;İngilizce ehliyet sınavını kendi kursa gitmeden geçtim.;kendim;kendi;geçtim;anaphor_agreement
Ancak kapanış konuşmasını kendileri moderatörden izin almadan yapmışlar.;Ancak kapanış konuşmasını kendimiz moderatörden izin almadan yapmışlar.;kendileri;kendimiz;yapmışlar;anaphor_agreement
Ben bu mesajı kendim kesinlikle hiçbir psikolojik baskı altında kalmadan yazdım.;Ben bu mesajı kendi kesinlikle hiçbir psikolojik baskı altında kalmadan yazdım.;kendim;kendi;yazdım;anaphor_agreement
Onlar tartışmanın ardından kendilerini haklı çıkarmaya çalıştılar.;Onlar tartışmanın ardından kendimizi haklı çıkarmaya çalıştılar.;kendilerini;kendimizi;çalıştılar;anaphor_agreement
Biz triatlona katılmak için kendimizi çok motive ettik.;Biz triatlona katılmak için kendinizi çok motive ettik.;kendimizi;kendinizi;ettik;anaphor_agreement
Ancak daha önce başardıklarımı hatırlayıp kendimi motive ettim.;Ancak daha önce başardıklarımı hatırlayıp kendini motive ettim.;kendimi;kendini;ettim;anaphor_agreement
Bu mezuniyet fotoğraflarını kendimiz okul meydanında çektik.;Bu mezuniyet fotoğraflarını kendiniz okul meydanında çektik.;kendimiz;kendiniz;çektik;anaphor_agreement
Tüm çalışma programımı kendim hocaya sormadan hazırladım.;Tüm çalışma programımı kendi hocaya sormadan hazırladım.;kendim;kendi;hazırladım;anaphor_agreement
O projeye kendin bizim fikrimizi hiç almadan karar verdin.;O projeye kendimiz bizim fikrimizi hiç almadan karar verdin.;kendin;kendimiz;verdin;anaphor_agreement
Trump i̇ngiltere vizesine kendi hiçbir ajansa danışmadan başvurmuş.;Trump i̇ngiltere vizesine kendin hiçbir ajansa danışmadan başvurmuş.;kendi;kendin;başvurmuş;anaphor_agreement
Çünkü bu şarkıyı kendim profesyonel bir yapımcıyla çalışmadan besteledim.;Çünkü bu şarkıyı kendi profesyonel bir yapımcıyla çalışmadan besteledim.;kendim;kendi;besteledim;anaphor_agreement
İlk sahnede kendini çok gergin hissediyordu.;İlk sahnede kendimi çok gergin hissediyordu.;kendini;kendimi;hissediyordu;anaphor_agreement
Obama i̇ngiltere vizesine kendi hiçbir ajansa danışmadan başvurmuş.;Obama i̇ngiltere vizesine kendin hiçbir ajansa danışmadan başvurmuş.;kendi;kendin;başvurmuş;anaphor_agreement
Çocuk okula kendi otobüsle gidiyor.;Çocuk okula kendim otobüsle gidiyor.;kendi;kendim;gidiyor;anaphor_agreement
Öncelikle gezi rotasını kendimiz internete bakmadan oluşturduk.;Öncelikle gezi rotasını kendiniz internete bakmadan oluşturduk.;kendimiz;kendiniz;oluşturduk;anaphor_agreement
Evde fırında satılan her şeyi kendimiz evde yapıyoruz.;Evde fırında satılan her şeyi kendiniz evde yapıyoruz.;kendimiz;kendiniz;yapıyoruz;anaphor_agreement
Bütün olayın sorumlusu ben olduğum için kendini açıklamak zorunda değilsin.;Bütün olayın sorumlusu ben olduğum için kendimi açıklamak zorunda değilsin.;kendini;kendimi;değilsin;anaphor_agreement
Sen başkalarına yardım edebilmek için kendine öncelik vermelisin.;Sen başkalarına yardım edebilmek için kendime öncelik vermelisin.;kendine;kendime;vermelisin;anaphor_agreement
Adam beklenmedik tepki alınca kendini savunmaya geçti.;Adam beklenmedik tepki alınca kendimi savunmaya geçti.;kendini;kendimi;geçti;anaphor_agreement
Bu hedeflerin gerçekleşmesi için kendime önemli sözler verdim.;Bu hedeflerin gerçekleşmesi için kendine önemli sözler verdim.;kendime;kendine;verdim;anaphor_agreement
Tüm düğün fotoğraflarını kendimiz fotoğrafçı tutmadan çektik.;Tüm düğün fotoğraflarını kendiniz fotoğrafçı tutmadan çektik.;kendimiz;kendiniz;çektik;anaphor_agreement
Ben çalışma programımı kendim hocaya sormadan hazırladım.;Ben çalışma programımı kendi hocaya sormadan hazırladım.;kendim;kendi;hazırladım;anaphor_agreement
Olay yanlış anlaşılınca kendimi açıklamak zorunda kaldım.;Olay yanlış anlaşılınca kendini açıklamak zorunda kaldım.;kendimi;kendini;kaldım;anaphor_agreement
Video performans kayıtlarını izleyerek kendimi geliştirmeye çalışıyorum.;Video performans kayıtlarını izleyerek kendini geliştirmeye çalışıyorum.;kendimi;kendini;çalışıyorum;anaphor_agreement
Bir yanlış yaptığını anladığında kendini affetmekte zorlandı.;Bir yanlış yaptığını anladığında kendimi affetmekte zorlandı.;kendini;kendimi;zorlandı;anaphor_agreement
Tüm gözler üstünde olmasına rağmen kendini gayet rahat hissediyordu.;Tüm gözler üstünde olmasına rağmen kendimi gayet rahat hissediyordu.;kendini;kendimi;hissediyordu;anaphor_agreement
Türkiye ödülünü alırken kendimi gerçekten gururlu hissettim.;Türkiye ödülünü alırken kendini gerçekten gururlu hissettim.;kendimi;kendini;hissettim;anaphor_agreement
Bu şirketi kendi hiçbir yatırımcı olmadan kurdu.;Bu şirketi kendin hiçbir yatırımcı olmadan kurdu.;kendi;kendin;kurdu;anaphor_agreement
Ardından gelen mobilyaları kendiniz kılavuza bakarak kurabilirsiniz.;Ardından gelen mobilyaları kendimiz kılavuza bakarak kurabilirsiniz.;kendiniz;kendimiz;kurabilirsiniz;anaphor_agreement
Ben i̇spanyolcayı kendim internette pratik yaparak öğrendim.;Ben i̇spanyolcayı kendi internette pratik yaparak öğrendim.;kendim;kendi;öğrendim;anaphor_agreement
Şimdi başka bir ülkede kendinizi yeniden kanıtlamalısınız.;Şimdi başka bir ülkede kendimizi yeniden kanıtlamalısınız.;kendinizi;kendimizi;kanıtlamalısınız;anaphor_agreement
İlk i̇lk adımı kendim aslında karşıdan hiçbir beklentim olmadan attım.;İlk i̇lk adımı kendi aslında karşıdan hiçbir beklentim olmadan attım.;kendim;kendi;attım;anaphor_agreement
Adam uzun bir aradan sonra gitarı eline alınca kendini acemi hissetti.;Adam uzun bir aradan sonra gitarı eline alınca kendimi acemi hissetti.;kendini;kendimi;hissetti;anaphor_agreement
Anne bu kadar sert eleştirildikten sonra kendini değersiz hissetmeye başladı.;Anne bu kadar sert eleştirildikten sonra kendimi değersiz hissetmeye başladı.;kendini;kendimi;başladı;anaphor_agreement
Bu kadar çaba harcadıktan sonra kendimizi söylediğiniz gibi ödüllendirdik.;Bu kadar çaba harcadıktan sonra kendinizi söylediğiniz gibi ödüllendirdik.;kendimizi;kendinizi;ödüllendirdik;anaphor_agreement
Kim ne olursa olsun ben yeterliyim diye düşünüp kendini her koşulda beğenir.;Kim ne olursa olsun ben yeterliyim diye düşünüp kendimi her koşulda beğenir.;kendini;kendimi;beğenir;anaphor_agreement
Ayrıca okuduğum bölümü kendim kimseden rehberlik almadan yazdım.;Ayrıca okuduğum bölümü kendi kimseden rehberlik almadan yazdım.;kendim;kendi;yazdım;anaphor_agreement
Bu talimatı kendileri kimseden izin almadan vermişler.;Bu talimatı kendimiz kimseden izin almadan vermişler.;kendileri;kendimiz;vermişler;anaphor_agreement
Her şeye böyle evet dedikçe kendinizi hiç olmayacak işlerin içinde bulursunuz.;Her şeye böyle evet dedikçe kendimizi hiç olmayacak işlerin içinde bulursunuz.;kendinizi;kendimizi;bulursunuz;anaphor_agreement
Ancak bu sefer kimseyi kırmamak için kendini daha dikkatli ifade etti.;Ancak bu sefer kimseyi kırmamak için kendimi daha dikkatli ifade etti.;kendini;kendimi;etti;anaphor_agreement
Bir doğum günü partisini kendimiz bir organizasyon şirketi olmadan planladık.;Bir doğum günü partisini kendiniz bir organizasyon şirketi olmadan planladık.;kendimiz;kendiniz;planladık;anaphor_agreement
Bugün yaşadığımız sorunu kendim kimseyi incitmeden izah ettim.;Bugün yaşadığımız sorunu kendin kimseyi incitmeden izah ettim.;kendim;kendin;ettim;anaphor_agreement
Bu sahnede kendini çok gergin hissediyordu.;Bu sahnede kendimi çok gergin hissediyordu.;kendini;kendimi;hissediyordu;anaphor_agreement
Biz taşınırken evin duvarlarını kendim usta çağırmadan boyadım.;Biz taşınırken evin duvarlarını kendi usta çağırmadan boyadım.;kendim;kendi;boyadım;anaphor_agreement
İki maratona hazırlanmak için kendime daha fazla zaman tanıdım.;İki maratona hazırlanmak için kendine daha fazla zaman tanıdım.;kendime;kendine;tanıdım;anaphor_agreement
Bana yanlış anlaşılınca kendimi açıklamak zorunda kaldım.;Bana yanlış anlaşılınca kendini açıklamak zorunda kaldım.;kendimi;kendini;kaldım;anaphor_agreement
Özellikle sunum yapmadan önce kendilerini çok gergin hissediyorlardı.;Özellikle sunum yapmadan önce kendimizi çok gergin hissediyorlardı.;kendilerini;kendimizi;hissediyorlardı;anaphor_agreement
Tüm tatil planını kendimiz tur şirketine bağlı kalmadan yaptık.;Tüm tatil planını kendiniz tur şirketine bağlı kalmadan yaptık.;kendimiz;kendiniz;yaptık;anaphor_agreement
Yanlışlıkla kendimi aradım.;Yanlışlıkla kendini aradım.;kendimi;kendini;aradım;anaphor_agreement
Sonra taşınırken evin duvarlarını kendim usta çağırmadan boyadım.;Sonra taşınırken evin duvarlarını kendi usta çağırmadan boyadım.;kendim;kendi;boyadım;anaphor_agreement
Ancak haksız olduğunu kabul etmek istemediği için kendini canhıraş savundu.;Ancak haksız olduğunu kabul etmek istemediği için kendimi canhıraş savundu.;kendini;kendimi;savundu;anaphor_agreement
Ben doğum günü partisini kendimiz bir organizasyon şirketi olmadan planladık.;Ben doğum günü partisini kendiniz bir organizasyon şirketi olmadan planladık.;kendimiz;kendiniz;planladık;anaphor_agreement
Yanlış anlaşılmayı kendim herkesle tek tek konuşarak çözdüm.;Yanlış anlaşılmayı kendin herkesle tek tek konuşarak çözdüm.;kendim;kendin;çözdüm;anaphor_agreement
Ve bu kitabı kendim hiç kimseden yardım almadan yazdım.;Ve bu kitabı kendi hiç kimseden yardım almadan yazdım.;kendim;kendi;yazdım;anaphor_agreement
Hep yanlışlıkla kendimi aradım.;Hep yanlışlıkla kendini aradım.;kendimi;kendini;aradım;anaphor_agreement
