good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Öncelikle i̇ş görüşmesi yaparken kendimi oldukça gergin hissettim.;Öncelikle i̇ş görüşmesi yaparken beni oldukça gergin hissettim.;kendimi;beni;hissettim;binding
Okul arkadaşlarımla eğlenirken kendimi daha enerjik hissediyorum.;Okul arkadaşlarımla eğlenirken beni daha enerjik hissediyorum.;kendimi;beni;hissediyorum;binding
Aslında kendimi uzun bir süredir huzurlu hissediyorum.;Aslında beni uzun bir süredir huzurlu hissediyorum.;kendimi;beni;hissediyorum;binding
Kendi özgür hissetmek için kendimi dışarıda vakit geçirmeye zorladım.;Kendi özgür hissetmek için beni dışarıda vakit geçirmeye zorladım.;kendimi;beni;zorladım;binding
Ben yaz tatilinde kendimi rahatlamış hissediyorum.;Ben yaz tatilinde beni rahatlamış hissediyorum.;kendimi;beni;hissediyorum;binding
Güzel anı kaçırmamak için kendimi telefonu elimden bırakmaya zorladım.;Güzel anı kaçırmamak için beni telefonu elimden bırakmaya zorladım.;kendimi;beni;zorladım;binding
Yani bence kendini objektif bir şekilde değerlendirmişsin.;Yani bence seni objektif bir şekilde değerlendirmişsin.;kendini;seni;değerlendirmişsin;binding
Daha başarılı olmak için kendime bazı hedefler koydum.;Daha başarılı olmak için bana bazı hedefler koydum.;kendime;bana;koydum;binding
Ayrıca müze gezmeye giderken kendimi sanata daha yakın hissediyorum.;Ayrıca müze gezmeye giderken beni sanata daha yakın hissediyorum.;kendimi;beni;hissediyorum;binding
Artık seyahate çıkınca kendimi sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.;Artık seyahate çıkınca beni sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.;kendimi;beni;teşvik ediyorum;binding
Ama gün içinde bazen kendimi kötü şeyler düşünürken buluyorum.;Ama gün içinde bazen beni kötü şeyler düşünürken buluyorum.;kendimi;beni;buluyorum;binding
Bir ders çalışırken kendimi odaklanmaya zorladım.;Bir ders çalışırken beni odaklanmaya zorladım.;kendimi;beni;zorladım;binding
Aslında yanlış anlaşılmamak için kendimi daha iyi ifade etmeye çalışıyorum.;Aslında yanlış anlaşılmamak için beni daha iyi ifade etmeye çalışıyorum.;kendimi;beni;çalışıyorum;binding
Bugün başarılı olmak için kendime bazı hedefler koydum.;Bugün başarılı olmak için bana bazı hedefler koydum.;kendime;bana;koydum;binding
</s> hedeflerine ulaşmak için kendine güvenmelisin.;</s> hedeflerine ulaşmak için sana güvenmelisin.;kendine;sana;güvenmelisin;binding
Bir sunum yaparken kendimi çok heyecanlı hissediyorum.;Bir sunum yaparken beni çok heyecanlı hissediyorum.;kendimi;beni;hissediyorum;binding
Özellikle kamp alanında hazırlıkları yaparken kendimi çok daha kontrollü hissediyorum.;Özellikle kamp alanında hazırlıkları yaparken beni çok daha kontrollü hissediyorum.;kendimi;beni;hissediyorum;binding
Ama geceleri çalışırken kendimi verimli hissediyorum.;Ama geceleri çalışırken beni verimli hissediyorum.;kendimi;beni;hissediyorum;binding
Uzun yolda yürürken kendimi düşüncelere dalmış buluyorum.;Uzun yolda yürürken beni düşüncelere dalmış buluyorum.;kendimi;beni;buluyorum;binding
Bir sahneye hazırlanırken kendini karakterin ruh haline sokuyorsun.;Bir sahneye hazırlanırken seni karakterin ruh haline sokuyorsun.;kendini;seni;sokuyorsun;binding
Ben geceleri çalışırken kendimi verimli hissediyorum.;Ben geceleri çalışırken beni verimli hissediyorum.;kendimi;beni;hissediyorum;binding
Hemen kulaklıklarımı takıp kendimi müziğe bırakıyorum.;Hemen kulaklıklarımı takıp beni müziğe bırakıyorum.;kendimi;beni;bırakıyorum;binding
4- ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.;4- ortam gerilince sizi sakinleştirmeyi bilmelisiniz.;kendinizi;sizi;bilmelisiniz;binding
Ayrıca her sabah uyandığımda kendimi enerjik hissediyorum.;Ayrıca her sabah uyandığımda beni enerjik hissediyorum.;kendimi;beni;hissediyorum;binding
Böyle bir toplantıya hazırlık yaparken kendimi tamamen odaklanmış hissediyorum.;Böyle bir toplantıya hazırlık yaparken beni tamamen odaklanmış hissediyorum.;kendimi;beni;hissediyorum;binding
Ancak gün içinde bazen kendimi kötü şeyler düşünürken buluyorum.;Ancak gün içinde bazen beni kötü şeyler düşünürken buluyorum.;kendimi;beni;buluyorum;binding
Özellikle seyahate çıkınca kendimi sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.;Özellikle seyahate çıkınca beni sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.;kendimi;beni;teşvik ediyorum;binding
Davul çalarken kendimi tamamen ritme kaptırıyorum.;Davul çalarken beni tamamen ritme kaptırıyorum.;kendimi;beni;kaptırıyorum;binding
Sınıf arkadaşlarımla eğlenirken kendimi daha enerjik hissediyorum.;Sınıf arkadaşlarımla eğlenirken beni daha enerjik hissediyorum.;kendimi;beni;hissediyorum;binding
Ben çalışmaya başlamadan önce kendimi düzene soktum..;Ben çalışmaya başlamadan önce beni düzene soktum.;kendimi;beni;soktum;binding
İşte yoğun bir hafta sonu sonrası kendimi bir fincan kahveyle ödüllendiriyorum.;İşte yoğun bir hafta sonu sonrası beni bir fincan kahveyle ödüllendiriyorum.;kendimi;beni;ödüllendiriyorum;binding
Ayrıca kitap okurken genellikle kendimi baş karakterle özdeşleştiririm.;Ayrıca kitap okurken genellikle beni baş karakterle özdeşleştiririm.;kendimi;beni;özdeşleştiririm;binding
Fakat gün içinde bazen kendimi kötü şeyler düşünürken buluyorum.;Fakat gün içinde bazen beni kötü şeyler düşünürken buluyorum.;kendimi;beni;buluyorum;binding
Artık her sabah kendimi egzersiz yapmaya motive ediyorum.;Artık her sabah beni egzersiz yapmaya motive ediyorum.;kendimi;beni;motive ediyorum;binding
Ve bütün eleştirilere rağmen kendini oyunda tutmayı başardın.;Ve bütün eleştirilere rağmen seni oyunda tutmayı başardın.;kendini;seni;başardın;binding
Özellikle dışarıda yürüyüş yaparken kendimi özgür hissediyorum.;Özellikle dışarıda yürüyüş yaparken beni özgür hissediyorum.;kendimi;beni;hissediyorum;binding
Öncelikle gelecekteki başarılarım için kendimi hazırlamalıyım.;Öncelikle gelecekteki başarılarım için beni hazırlamalıyım.;kendimi;beni;hazırlamalıyım;binding
Bir kitap okurken genellikle kendimi baş karakterle özdeşleştiririm.;Bir kitap okurken genellikle beni baş karakterle özdeşleştiririm.;kendimi;beni;özdeşleştiririm;binding
Bugün kamp alanında hazırlıkları yaparken kendimi çok daha kontrollü hissediyorum.;Bugün kamp alanında hazırlıkları yaparken beni çok daha kontrollü hissediyorum.;kendimi;beni;hissediyorum;binding
Ancak ne kadar öfkelensek de kendimizi kontrol etmek zorundayız.;Ancak ne kadar öfkelensek de bizi kontrol etmek zorundayız.;kendimizi;bizi;zorundayız;binding
O yoğun tempoda tükenmemek için kendine zaman ayırmalısın.;O yoğun tempoda tükenmemek için sana zaman ayırmalısın.;kendine;sana;ayırmalısın;binding
Kusurlarına kafayı taktığın için sürekli kendini aynada inceliyorsun.;Kusurlarına kafayı taktığın için sürekli seni aynada inceliyorsun.;kendini;seni;inceliyorsun;binding
Ve i̇yi yemek yapmak için kendimi mutfakta geliştiriyorum.;Ve i̇yi yemek yapmak için beni mutfakta geliştiriyorum.;kendimi;beni;geliştiriyorum;binding
Özellikle köpeğimi parka götürdüğümde kendimi daha enerjik hissediyorum.;Özellikle köpeğimi parka götürdüğümde beni daha enerjik hissediyorum.;kendimi;beni;hissediyorum;binding
Ayrıca kusurlarına kafayı taktığın için sürekli kendini aynada inceliyorsun.;Ayrıca kusurlarına kafayı taktığın için sürekli seni aynada inceliyorsun.;kendini;seni;inceliyorsun;binding
Artık özgür hissetmek için kendimi dışarıda vakit geçirmeye zorladım.;Artık özgür hissetmek için beni dışarıda vakit geçirmeye zorladım.;kendimi;beni;zorladım;binding
Yani zaten cüzdanını kaybettiğinde önce kendini suçlamıştın.;Yani zaten cüzdanını kaybettiğinde önce seni suçlamıştın.;kendini;seni;suçlamıştın;binding
Aslında bahar gelince kendimi daha çocuksu hissediyorum.;Aslında bahar gelince beni daha çocuksu hissediyorum.;kendimi;beni;hissediyorum;binding
Ve hedeflerine ulaşmak için kendine güvenmelisin.;Ve hedeflerine ulaşmak için sana güvenmelisin.;kendine;sana;güvenmelisin;binding
Şimdi söz almadan önce kendimi biraz toparladım.;Şimdi söz almadan önce beni biraz toparladım.;kendimi;beni;toparladım;binding
Ama bütün eleştirilere rağmen kendini oyunda tutmayı başardın.;Ama bütün eleştirilere rağmen seni oyunda tutmayı başardın.;kendini;seni;başardın;binding
Ama aynaya bakınca kendimi tanıyamadım.;Ama aynaya bakınca beni tanıyamadım.;kendimi;beni;tanıyamadım;binding
Bu eğitim seminerinde kendimi profesyonel hissediyorum.;Bu eğitim seminerinde beni profesyonel hissediyorum.;kendimi;beni;hissediyorum;binding
Son i̇ş görüşmesi yaparken kendimi oldukça gergin hissettim.;Son i̇ş görüşmesi yaparken beni oldukça gergin hissettim.;kendimi;beni;hissettim;binding
Eğer elimden geleni yaptığımı biliyorsam kendime daha fazla yüklenmem.;Eğer elimden geleni yaptığımı biliyorsam bana daha fazla yüklenmem.;kendime;bana;yüklenmem;binding
Her sunum yaparken kendimi çok heyecanlı hissediyorum.;Her sunum yaparken beni çok heyecanlı hissediyorum.;kendimi;beni;hissediyorum;binding
Ne kadar öfkelensek de kendimizi kontrol etmek zorundayız.;Ne kadar öfkelensek de bizi kontrol etmek zorundayız.;kendimizi;bizi;zorundayız;binding
Akşam yürüyüşe çıkarken kendimi daha huzurlu hissediyorum.;Akşam yürüyüşe çıkarken beni daha huzurlu hissediyorum.;kendimi;beni;hissediyorum;binding
Ve i̇lk defa tek başıma seyahate çıktığımda kendimi biraz kaybolmuş hissettim.;Ve i̇lk defa tek başıma seyahate çıktığımda beni biraz kaybolmuş hissettim.;kendimi;beni;hissettim;binding
Öncelikle bence kendini objektif bir şekilde değerlendirmişsin.;Öncelikle bence seni objektif bir şekilde değerlendirmişsin.;kendini;seni;değerlendirmişsin;binding
Daha i̇lerisi için adım atarken kendime güveniyorum.;Daha i̇lerisi için adım atarken bana güveniyorum.;kendime;bana;güveniyorum;binding
Ve bunu başardığımda kendimi çok gururlu hissedeceğim.;Ve bunu başardığımda beni çok gururlu hissedeceğim.;kendimi;beni;hissedeceğim;binding
Ben gün içinde bazen kendimi kötü şeyler düşünürken buluyorum.;Ben gün içinde bazen beni kötü şeyler düşünürken buluyorum.;kendimi;beni;buluyorum;binding
Kendi köpeğimi gezdirirken kendimi mutlu hissediyorum.;Kendi köpeğimi gezdirirken beni mutlu hissediyorum.;kendimi;beni;hissediyorum;binding
Ancak geceleri çalışırken kendimi verimli hissediyorum.;Ancak geceleri çalışırken beni verimli hissediyorum.;kendimi;beni;hissediyorum;binding
Ayrıca dışarıda yürüyüş yaparken kendimi özgür hissediyorum.;Ayrıca dışarıda yürüyüş yaparken beni özgür hissediyorum.;kendimi;beni;hissediyorum;binding
Yeni hedefime ulaşmak için kendimi sıkı çalışmaya alıştırdım.;Yeni hedefime ulaşmak için beni sıkı çalışmaya alıştırdım.;kendimi;beni;alıştırdım;binding
Özellikle sunum yaparken kendimi çok heyecanlı hissediyorum.;Özellikle sunum yaparken beni çok heyecanlı hissediyorum.;kendimi;beni;hissediyorum;binding
Ilk i̇ş görüşmesi yaparken kendimi oldukça gergin hissettim.;Ilk i̇ş görüşmesi yaparken beni oldukça gergin hissettim.;kendimi;beni;hissettim;binding
Bu eğitimler sonunda kendimi çok daha yetkin hissediyorum.;Bu eğitimler sonunda beni çok daha yetkin hissediyorum.;kendimi;beni;hissediyorum;binding
Bunun i̇lerisi için adım atarken kendime güveniyorum.;Bunun i̇lerisi için adım atarken bana güveniyorum.;kendime;bana;güveniyorum;binding
Seçimlerde kendini aday göstermeliydin.;Seçimlerde seni aday göstermeliydin.;kendini;seni;göstermeliydin;binding
Ben bahar gelince kendimi daha çocuksu hissediyorum.;Ben bahar gelince beni daha çocuksu hissediyorum.;kendimi;beni;hissediyorum;binding
Yine kendimi geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;Yine beni geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;kendimi;beni;çalışıyorum;binding
Biz tatil için kendimize birkaç parça bir şeyler aldık.;Biz tatil için bize birkaç parça bir şeyler aldık.;kendimize;bize;aldık;binding
Böyle güzel bir gün geçirdikten sonra kendimi mutlu hissediyorum.;Böyle güzel bir gün geçirdikten sonra beni mutlu hissediyorum.;kendimi;beni;hissediyorum;binding
Önce oynamaya başladığında kendini tamamen oyuna kaptırdın.;Önce oynamaya başladığında seni tamamen oyuna kaptırdın.;kendini;seni;kaptırdın;binding
Bir şeyler öğrenirken kendimi daha açık fikirli olmaya zorluyorum.;Bir şeyler öğrenirken beni daha açık fikirli olmaya zorluyorum.;kendimi;beni;zorluyorum;binding
Biz ne kadar öfkelensek de kendimizi kontrol etmek zorundayız.;Biz ne kadar öfkelensek de bizi kontrol etmek zorundayız.;kendimizi;bizi;zorundayız;binding
Doktorumla görüştükten sonra kendimi daha rahat hissediyorum.;Doktorumla görüştükten sonra beni daha rahat hissediyorum.;kendimi;beni;hissediyorum;binding
Hemen kafa dağıtmak için kendimi yemeğe çıkardım.;Hemen kafa dağıtmak için beni yemeğe çıkardım.;kendimi;beni;çıkardım;binding
Kendi kendimi geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;Kendi beni geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;kendimi;beni;çalışıyorum;binding
Yine tatil için kendimize birkaç parça bir şeyler aldık.;Yine tatil için bize birkaç parça bir şeyler aldık.;kendimize;bize;aldık;binding
Uzun seyahate çıkınca kendimi sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.;Uzun seyahate çıkınca beni sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.;kendimi;beni;teşvik ediyorum;binding
Artık dışarıda yürüyüş yaparken kendimi özgür hissediyorum.;Artık dışarıda yürüyüş yaparken beni özgür hissediyorum.;kendimi;beni;hissediyorum;binding
Ben söz almadan önce kendimi biraz toparladım.;Ben söz almadan önce beni biraz toparladım.;kendimi;beni;toparladım;binding
Ben kendimi geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;Ben beni geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;kendimi;beni;çalışıyorum;binding
Ders çalışırken kendimi odaklanmaya zorladım.;Ders çalışırken beni odaklanmaya zorladım.;kendimi;beni;zorladım;binding
Ancak gece sokakta yalnız yürürken kendimizi gergin hissedebiliriz.;Ancak gece sokakta yalnız yürürken bizi gergin hissedebiliriz.;kendimizi;bizi;hissedebiliriz;binding
Kişi düzenli spor yapınca kendini daha iyi hissediyor.;Kişi düzenli spor yapınca seni daha iyi hissediyor.;kendini;seni;hissediyor;binding
Ama bu kadar duygusal olduğum için kendime bazen kızıyorum.;Ama bu kadar duygusal olduğum için bana bazen kızıyorum.;kendime;bana;kızıyorum;binding
Özellikle öğrenci kulüplerine katıldığımda kendimi sosyal hissediyorum.;Özellikle öğrenci kulüplerine katıldığımda beni sosyal hissediyorum.;kendimi;beni;hissediyorum;binding
Artık yolda yürürken kendimi düşüncelere dalmış buluyorum.;Artık yolda yürürken beni düşüncelere dalmış buluyorum.;kendimi;beni;buluyorum;binding
Bugün bir toplantıya hazırlık yaparken kendimi tamamen odaklanmış hissediyorum.;Bugün bir toplantıya hazırlık yaparken beni tamamen odaklanmış hissediyorum.;kendimi;beni;hissediyorum;binding
Artık dikkat dağınıklığımla başa çıkmak için kendime yeni çalışma yöntemleri buldum.;Artık dikkat dağınıklığımla başa çıkmak için bana yeni çalışma yöntemleri buldum.;kendime;bana;buldum;binding
Bu yoğun tempoda tükenmemek için kendine zaman ayırmalısın.;Bu yoğun tempoda tükenmemek için sana zaman ayırmalısın.;kendine;sana;ayırmalısın;binding
2- ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.;2- ortam gerilince sizi sakinleştirmeyi bilmelisiniz.;kendinizi;sizi;bilmelisiniz;binding
Evde i̇şlerin yoğunluğu arasında kendimi birkaç dakikalığına huzurlu bir ortamda buldum.;Evde i̇şlerin yoğunluğu arasında beni birkaç dakikalığına huzurlu bir ortamda buldum.;kendimi;beni;buldum;binding
Ayrıca sunuma başlamadan önce kendini tanıtabilirsin.;Ayrıca sunuma başlamadan önce seni tanıtabilirsin.;kendini;seni;tanıtabilirsin;binding
Artık kendimi geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;Artık beni geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;kendimi;beni;çalışıyorum;binding
Her yeni bir dil öğrenmeye çalışırken kendimi başlarda biraz zorlarım.;Her yeni bir dil öğrenmeye çalışırken beni başlarda biraz zorlarım.;kendimi;beni;zorlarım;binding
Evet i̇lk defa tek başıma seyahate çıktığımda kendimi biraz kaybolmuş hissettim.;Evet i̇lk defa tek başıma seyahate çıktığımda beni biraz kaybolmuş hissettim.;kendimi;beni;hissettim;binding
Her ne kadar öfkelensek de kendimizi kontrol etmek zorundayız.;Her ne kadar öfkelensek de bizi kontrol etmek zorundayız.;kendimizi;bizi;zorundayız;binding
Bu yeni projeye başlamak için kendimi motive ediyorum.;Bu yeni projeye başlamak için beni motive ediyorum.;kendimi;beni;ediyorum;binding
Öncelikle sunuma başlamadan önce kendini tanıtabilirsin.;Öncelikle sunuma başlamadan önce seni tanıtabilirsin.;kendini;seni;tanıtabilirsin;binding
Ama ailemi uzun süre görmeyince kendimi eksik hissettim.;Ama ailemi uzun süre görmeyince beni eksik hissettim.;kendimi;beni;hissettim;binding
Eğitimler sonunda kendimi çok daha yetkin hissediyorum.;Eğitimler sonunda beni çok daha yetkin hissediyorum.;kendimi;beni;hissediyorum;binding
Özellikle dans ederken kendimi fazla kaptırıyorum.;Özellikle dans ederken beni fazla kaptırıyorum.;kendimi;beni;kaptırıyorum;binding
Öncelikle kamp alanında hazırlıkları yaparken kendimi çok daha kontrollü hissediyorum.;Öncelikle kamp alanında hazırlıkları yaparken beni çok daha kontrollü hissediyorum.;kendimi;beni;hissediyorum;binding
Daha terfi aldıktan sonra kendime hediye aldım.;Daha terfi aldıktan sonra bana hediye aldım.;kendime;bana;aldım;binding
Ben önemli işler yaparken kendimi doğru kararlar almaya odaklıyorum.;Ben önemli işler yaparken beni doğru kararlar almaya odaklıyorum.;kendimi;beni;odaklıyorum;binding
Dünya i̇lerisi için adım atarken kendime güveniyorum.;Dünya i̇lerisi için adım atarken bana güveniyorum.;kendime;bana;güveniyorum;binding
Ve terfi aldıktan sonra kendime hediye aldım.;Ve terfi aldıktan sonra bana hediye aldım.;kendime;bana;aldım;binding
Yani eleştirilere kulak asmayıp kendimi geliştirmeye devam ediyorum.;Yani eleştirilere kulak asmayıp beni geliştirmeye devam ediyorum.;kendimi;beni;ediyorum;binding
Bu eğitimler sonunda kendimi çok daha yetkin hissediyorum.;Bu eğitimler sonunda beni çok daha yetkin hissediyorum.;kendimi;beni;hissediyorum;binding
Hemen söz almadan önce kendimi biraz toparladım.;Hemen söz almadan önce beni biraz toparladım.;kendimi;beni;toparladım;binding
Bu i̇ş yerinde kendimi çok rahat hissediyorum.;Bu i̇ş yerinde beni çok rahat hissediyorum.;kendimi;beni;hissediyorum;binding
Başarılı olmak için kendime bazı hedefler koydum.;Başarılı olmak için bana bazı hedefler koydum.;kendime;bana;koydum;binding
Diğer arkadaşlarımla eğlenirken kendimi daha enerjik hissediyorum.;Diğer arkadaşlarımla eğlenirken beni daha enerjik hissediyorum.;kendimi;beni;hissediyorum;binding
Yakın bir arkadaşımı desteklerken kendimi ona daha yakın hissediyorum.;Yakın bir arkadaşımı desteklerken beni ona daha yakın hissediyorum.;kendimi;beni;hissediyorum;binding
Bugün her sabah uyandığımda kendimi enerjik hissediyorum.;Bugün her sabah uyandığımda beni enerjik hissediyorum.;kendimi;beni;hissediyorum;binding
Yapılan i̇ddialara karşı kendimizi iyi savunmalıyız.;Yapılan i̇ddialara karşı bizi iyi savunmalıyız.;kendimizi;bizi;savunmalıyız;binding
Ve köpeğimi gezdirirken kendimi mutlu hissediyorum.;Ve köpeğimi gezdirirken beni mutlu hissediyorum.;kendimi;beni;hissediyorum;binding
Ayrıca artık işe gitmeden önce kendime beslenme çantası hazırlıyorum.;Ayrıca artık işe gitmeden önce bana beslenme çantası hazırlıyorum.;kendime;bana;hazırlıyorum;binding
Her eleştirilere kulak asmayıp kendimi geliştirmeye devam ediyorum.;Her eleştirilere kulak asmayıp beni geliştirmeye devam ediyorum.;kendimi;beni;ediyorum;binding
Bugün kafa dağıtmak için kendimi yemeğe çıkardım.;Bugün kafa dağıtmak için beni yemeğe çıkardım.;kendimi;beni;çıkardım;binding
Neden bu kadar duygusal olduğum için kendime bazen kızıyorum.;Neden bu kadar duygusal olduğum için bana bazen kızıyorum.;kendime;bana;kızıyorum;binding
Ben terfi aldıktan sonra kendime hediye aldım.;Ben terfi aldıktan sonra bana hediye aldım.;kendime;bana;aldım;binding
Ayrıca bir arkadaşımı desteklerken kendimi ona daha yakın hissediyorum.;Ayrıca bir arkadaşımı desteklerken beni ona daha yakın hissediyorum.;kendimi;beni;hissediyorum;binding
Ben kamp alanında hazırlıkları yaparken kendimi çok daha kontrollü hissediyorum.;Ben kamp alanında hazırlıkları yaparken beni çok daha kontrollü hissediyorum.;kendimi;beni;hissediyorum;binding
İddialara karşı kendimizi iyi savunmalıyız.;İddialara karşı bizi iyi savunmalıyız.;kendimizi;bizi;savunmalıyız;binding
Ama zaten cüzdanını kaybettiğinde önce kendini suçlamıştın.;Ama zaten cüzdanını kaybettiğinde önce seni suçlamıştın.;kendini;seni;suçlamıştın;binding
Bugün doktorumla görüştükten sonra kendimi daha rahat hissediyorum.;Bugün doktorumla görüştükten sonra beni daha rahat hissediyorum.;kendimi;beni;hissediyorum;binding
İngilizce ders çalışırken kendimi odaklanmaya zorladım.;İngilizce ders çalışırken beni odaklanmaya zorladım.;kendimi;beni;zorladım;binding
Ben trafikte sinirlendiğimde kendimi derin derin nefes alarak sakinleştiriyorum.;Ben trafikte sinirlendiğimde beni derin derin nefes alarak sakinleştiriyorum.;kendimi;beni;sakinleştiriyorum;binding
Sonra oynamaya başladığında kendini tamamen oyuna kaptırdın.;Sonra oynamaya başladığında seni tamamen oyuna kaptırdın.;kendini;seni;kaptırdın;binding
Yani buradan anlıyoruz ki kendine artık güveniyorsun.;Yani buradan anlıyoruz ki sana artık güveniyorsun.;kendine;sana;güveniyorsun;binding
Bu tatil için kendimize birkaç parça bir şeyler aldık.;Bu tatil için bize birkaç parça bir şeyler aldık.;kendimize;bize;aldık;binding
Ayrıca kendimi geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;Ayrıca beni geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;kendimi;beni;çalışıyorum;binding
Daha sabırlı olmaya çalışsam da kendimi bir yerden sonra tutamadım.;Daha sabırlı olmaya çalışsam da beni bir yerden sonra tutamadım.;kendimi;beni;tutamadım;binding
Zorlu süreçlerden geçerken kendini ihmal etmemelisin.;Zorlu süreçlerden geçerken seni ihmal etmemelisin.;kendini;seni;etmemelisin;binding
Çünkü müze gezmeye giderken kendimi sanata daha yakın hissediyorum.;Çünkü müze gezmeye giderken beni sanata daha yakın hissediyorum.;kendimi;beni;hissediyorum;binding
Özel doktorumla görüştükten sonra kendimi daha rahat hissediyorum.;Özel doktorumla görüştükten sonra beni daha rahat hissediyorum.;kendimi;beni;hissediyorum;binding
Sen hedeflerine ulaşmak için kendine güvenmelisin.;Sen hedeflerine ulaşmak için sana güvenmelisin.;kendine;sana;güvenmelisin;binding
Ama i̇lk defa tek başıma seyahate çıktığımda kendimi biraz kaybolmuş hissettim.;Ama i̇lk defa tek başıma seyahate çıktığımda beni biraz kaybolmuş hissettim.;kendimi;beni;hissettim;binding
Hızlı trafikte sinirlendiğimde kendimi derin derin nefes alarak sakinleştiriyorum.;Hızlı trafikte sinirlendiğimde beni derin derin nefes alarak sakinleştiriyorum.;kendimi;beni;sakinleştiriyorum;binding
Elle tutulur bir derdin olmayınca kendine yapay dertler yaratıyorsun.;Elle tutulur bir derdin olmayınca sana yapay dertler yaratıyorsun.;kendine;sana;yaratıyorsun;binding
Her eğitim seminerinde kendimi profesyonel hissediyorum.;Her eğitim seminerinde beni profesyonel hissediyorum.;kendimi;beni;hissediyorum;binding
Sabah i̇şe dönmeden önce kendimize bir güzellik yapıp masaj aldık.;Sabah i̇şe dönmeden önce bize bir güzellik yapıp masaj aldık.;kendimize;bize;aldık;binding
Yanlış anlaşılmamak için kendimi daha iyi ifade etmeye çalışıyorum.;Yanlış anlaşılmamak için beni daha iyi ifade etmeye çalışıyorum.;kendimi;beni;çalışıyorum;binding
Çok başarılı olmak için kendime bazı hedefler koydum.;Çok başarılı olmak için bana bazı hedefler koydum.;kendime;bana;koydum;binding
Kendi i̇ş yerinde kendimi çok rahat hissediyorum.;Kendi i̇ş yerinde beni çok rahat hissediyorum.;kendimi;beni;hissediyorum;binding
Öncelikle başarılı olmak için kendime bazı hedefler koydum.;Öncelikle başarılı olmak için bana bazı hedefler koydum.;kendime;bana;koydum;binding
Ben bir şeyler öğrenirken kendimi daha açık fikirli olmaya zorluyorum.;Ben bir şeyler öğrenirken beni daha açık fikirli olmaya zorluyorum.;kendimi;beni;zorluyorum;binding
Şimdi yeni işimde kendime daha çok güveniyorum.;Şimdi yeni işimde bana daha çok güveniyorum.;kendime;bana;güveniyorum;binding
Burada kamp yaparken zorlansak da kendimizi doğanın tadını çıkarmaya odakladık.;Burada kamp yaparken zorlansak da bizi doğanın tadını çıkarmaya odakladık.;kendimizi;bizi;odakladık;binding
Belki her şey iyi olacak diye kendimi sürekli telkin ediyorum.;Belki her şey iyi olacak diye beni sürekli telkin ediyorum.;kendimi;beni;ediyorum;binding
Lakin bütün eleştirilere rağmen kendini oyunda tutmayı başardın.;Lakin bütün eleştirilere rağmen seni oyunda tutmayı başardın.;kendini;seni;başardın;binding
Ayrıca spor yaparak kendini daha zinde hissedebilirsin.;Ayrıca spor yaparak seni daha zinde hissedebilirsin.;kendini;seni;hissedebilirsin;binding
Düzenli spor yaparak kendini daha zinde hissedebilirsin.;Düzenli spor yaparak seni daha zinde hissedebilirsin.;kendini;seni;hissedebilirsin;binding
Kendimi sakinleştirmek için derin nefes alıyorum.;Beni sakinleştirmek için derin nefes alıyorum.;kendimi;beni;alıyorum;binding
Bugün spor yaparak kendini daha zinde hissedebilirsin.;Bugün spor yaparak seni daha zinde hissedebilirsin.;kendini;seni;hissedebilirsin;binding
Ve başkasına bel bağlamadan kendini yerden kaldırmayı öğrenmelisin.;Ve başkasına bel bağlamadan seni yerden kaldırmayı öğrenmelisin.;kendini;seni;öğrenmelisin;binding
Zaten cüzdanını kaybettiğinde önce kendini suçlamıştın.;Zaten cüzdanını kaybettiğinde önce seni suçlamıştın.;kendini;seni;suçlamıştın;binding
Evde köpeğimi gezdirirken kendimi mutlu hissediyorum.;Evde köpeğimi gezdirirken beni mutlu hissediyorum.;kendimi;beni;hissediyorum;binding
Tek hata yaptığında kendini affetmeyi bilmelisin.;Tek hata yaptığında seni affetmeyi bilmelisin.;kendini;seni;bilmelisin;binding
Ancak başarıya ulaşmak için kendime küçük hedefler koyuyorum.;Ancak başarıya ulaşmak için bana küçük hedefler koyuyorum.;kendime;bana;koyuyorum;binding
Ve özgür hissetmek için kendimi dışarıda vakit geçirmeye zorladım.;Ve özgür hissetmek için beni dışarıda vakit geçirmeye zorladım.;kendimi;beni;zorladım;binding
