good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Uzun yıllardır yönetmeni her projesinde destekleyen oyuncuyu şimdi herkes tebrik ediyor.;Uzun yıllardır yönetmenin her projesinde destekleyen oyuncuyu şimdi herkes tebrik ediyor.;yönetmeni;yönetmenin;destekleyen;relative_clauses
Yapılan tartışma esnasında boksörün sertçe ittiği hakemi seyirci yuhaladı.;Yapılan tartışma esnasında boksörü sertçe ittiği hakemi seyirci yuhaladı.;boksörün;boksörü;ittiği hakemi;relative_clauses
Bu koltukta uyumasın diye Ece’nin yatağına kadar taşıdığı kardeşi odada çok kalmadı.;Bu koltukta uyumasın diye Ece’yi yatağına kadar taşıdığı kardeşi odada çok kalmadı.;Ece’nin;Ece’yi;taşıdığı kardeşi;relative_clauses
Bir koltukta uyumasın diye Ece’nin yatağına kadar taşıdığı kardeşi odada çok kalmadı.;Bir koltukta uyumasın diye Ece’yi yatağına kadar taşıdığı kardeşi odada çok kalmadı.;Ece’nin;Ece’yi;taşıdığı kardeşi;relative_clauses
Çocuk bakkala giderken komşuyu görmemiş gibi yapan çırak ustasından azar yedi.;Çocuk bakkala giderken komşunun görmemiş gibi yapan çırak ustasından azar yedi.;komşuyu;komşunun;yapan;relative_clauses
Fakat aylardır içimize sinen bir ev bulamadığımız için emlakçının ısrarla önerdiği müteahhit bizimle görüşmeye geldi.;Fakat aylardır içimize sinen bir ev bulamadığımız için emlakçıyı ısrarla önerdiği müteahhit bizimle görüşmeye geldi.;emlakçının;emlakçıyı;önerdiği müteahhit;relative_clauses
Ancak sınavda gözetmenin sessizce uyardığı öğrenciyi herkes gördü.;Ancak sınavda gözetmeni sessizce uyardığı öğrenciyi herkes gördü.;gözetmenin;gözetmeni;uyardığı öğrenciyi;relative_clauses
Fakat program boyunca gazetecinin sorularla bunalttığı sunucuyu herkes çok eleştirdi.;Fakat program boyunca gazeteciyi sorularla bunalttığı sunucuyu herkes çok eleştirdi.;gazetecinin;gazeteciyi;bunalttığı sunucuyu;relative_clauses
Aynı sokağın başında berberi uzaktan gören terziyi müşterisi lafa tutuyordu.;Aynı sokağın başında berberin uzaktan gören terziyi müşterisi lafa tutuyordu.;berberi;berberin;gören;relative_clauses
Dün toplantıdan sonra beni eve bırakan arkadaşım size de selam söyledi.;Dün toplantıdan sonra benim eve bırakan arkadaşım size de selam söyledi.;beni;benim;bırakan;relative_clauses
İşçi sahada mühendisi bir şey sormak için arayan işçiyi biraz bekletti.;İşçi sahada mühendisin bir şey sormak için arayan işçiyi biraz bekletti.;mühendisi;mühendisin;arayan;relative_clauses
Ve arka bahçede köpeğin sürekli kovaladığı kedi aslında oyun oynuyor.;Ve arka bahçede köpeği sürekli kovaladığı kedi aslında oyun oynuyor.;köpeğin;köpeği;kovaladığı kedi;relative_clauses
Muayenede hastayla sakince konuşan doktoru asistanlar dikkatle izledi.;Muayenede hastanın sakince konuşan doktoru asistanlar dikkatle izledi.;hastayla;hastanın;konuşan;relative_clauses
Bu toplantıdan sonra beni eve bırakan arkadaşımı bir ara sizinle tanıştırayım.;Bu toplantıdan sonra benim eve bırakan arkadaşımı bir ara sizinle tanıştırayım.;beni;benim;bırakan;relative_clauses
Bir tercih döneminde kızımla uzun uzun konuşan rehber öğretmene küçük bir hediye aldık.;Bir tercih döneminde kızımın uzun uzun konuşan rehber öğretmene küçük bir hediye aldık.;kızımla;kızımın;konuşan;relative_clauses
Hiç otobüse binmeden annesinin sıkıca sarıldığı çocuğu muavin tanıyormuş.;Hiç otobüse binmeden annesine sıkıca sarıldığı çocuğu muavin tanıyormuş.;annesinin;annesine;sarıldığı çocuğu;relative_clauses
Ama sokağın başında berberin uzaktan gördüğü terziyi müşterisi lafa tutuyordu.;Ama sokağın başında berberi uzaktan gördüğü terziyi müşterisi lafa tutuyordu.;berberin;berberi;gördüğü terziyi;relative_clauses
On yıllardır yönetmeni her projesinde destekleyen oyuncuyu şimdi herkes tebrik ediyor.;On yıllardır yönetmenin her projesinde destekleyen oyuncuyu şimdi herkes tebrik ediyor.;yönetmeni;yönetmenin;destekleyen;relative_clauses
Yazar geçtiğimiz ay ünlü yazarın nişanlandığı muhabir kanala davetiye gönderdi.;Yazar geçtiğimiz ay ünlü yazarla nişanlandığı muhabir kanala davetiye gönderdi.;ünlü yazarın;ünlü yazarla;nişanlandığı muhabir;relative_clauses
Fakat geçen gün elemanın bir hışımla azarladığı müşteri şikayet etmeye gelmiş.;Fakat geçen gün elemanı bir hışımla azarladığı müşteri şikayet etmeye gelmiş.;elemanın;elemanı;azarladığı müşteri;relative_clauses
Her sabah annesini hastanede gören küçük kız saatlerdir ağlıyor.;Her sabah annesinin hastanede gören küçük kız saatlerdir ağlıyor.;annesini;annesinin;gören;relative_clauses
Geçtiğimiz ay ünlü yazarın nişanlandığı muhabire tebrik mesajları geliyor.;Geçtiğimiz ay ünlü yazarla nişanlandığı muhabire tebrik mesajları geliyor.;ünlü yazarın;ünlü yazarla;nişanlandığı muhabire;relative_clauses
Küçük sokağın başında berberi uzaktan gören terzi el salladı.;Küçük sokağın başında berberin uzaktan gören terzi el salladı.;berberi;berberin;gören;relative_clauses
Ama her fırsatta öğrencilerini içtenlikle öven profesör ayrılmayı düşünmüyordu.;Ama her fırsatta öğrencilerinin içtenlikle öven profesör ayrılmayı düşünmüyordu.;öğrencilerini;öğrencilerinin;öven;relative_clauses
Arkadaşlar her fırsatta öğrencilerini içtenlikle öven profesörü kulüp etkinliğine davet ettiler.;Arkadaşlar her fırsatta öğrencilerinin içtenlikle öven profesörü kulüp etkinliğine davet ettiler.;öğrencilerini;öğrencilerinin;öven;relative_clauses
İlk otobüse binmeden annesinin sıkıca sarıldığı çocuğu muavin tanıyormuş.;İlk otobüse binmeden annesine sıkıca sarıldığı çocuğu muavin tanıyormuş.;annesinin;annesine;sarıldığı çocuğu;relative_clauses
İkinci muayenede hastanın sakince konuştuğu doktor herkesin ilgisini çekti.;İkinci muayenede hastayla sakince konuştuğu doktor herkesin ilgisini çekti.;hastanın;hastayla;konuştuğu doktor;relative_clauses
O ormanda aslanın iştahla yediği sırtlan dün sabah tepede koşuyordu.;O ormanda aslanı iştahla yediği sırtlan dün sabah tepede koşuyordu.;aslanın;aslanı;yediği sırtlan;relative_clauses
Bütün program boyunca gazetecinin sorularla bunalttığı sunucuyu herkes çok eleştirdi.;Bütün program boyunca gazeteciyi sorularla bunalttığı sunucuyu herkes çok eleştirdi.;gazetecinin;gazeteciyi;bunalttığı sunucuyu;relative_clauses
Yüz yıllardır yönetmenin her projesinde desteklediği oyuncuyu şimdi herkes tebrik ediyor.;Yüz yıllardır yönetmeni her projesinde desteklediği oyuncuyu şimdi herkes tebrik ediyor.;yönetmenin;yönetmeni;desteklediği oyuncuyu;relative_clauses
Yine sokağın başında berberin uzaktan gördüğü terzi el salladı.;Yine sokağın başında berberi uzaktan gördüğü terzi el salladı.;berberin;berberi;gördüğü terzi;relative_clauses
Çok yıllardır yönetmenin her projesinde desteklediği oyuncuyu şimdi herkes tebrik ediyor.;Çok yıllardır yönetmeni her projesinde desteklediği oyuncuyu şimdi herkes tebrik ediyor.;yönetmenin;yönetmeni;desteklediği oyuncuyu;relative_clauses
Ardından her fırsatta öğrencilerini içtenlikle öven profesörü kulüp etkinliğine davet ettiler.;Ardından her fırsatta öğrencilerinin içtenlikle öven profesörü kulüp etkinliğine davet ettiler.;öğrencilerini;öğrencilerinin;öven;relative_clauses
Hiç otobüse binmeden annesine sıkıca sarılan çocuk çevredekileri duygulandırdı.;Hiç otobüse binmeden annesinin sıkıca sarılan çocuk çevredekileri duygulandırdı.;annesine;annesinin;sarılan;relative_clauses
Sonra her hafta tango hocasıyla derste dans eden öğrenciyi yıl sonu gösterisine çağırdılar.;Sonra her hafta tango hocasının derste dans eden öğrenciyi yıl sonu gösterisine çağırdılar.;tango hocasıyla;tango hocasının;dans eden;relative_clauses
Yaklaşık her hafta tango hocasının derste dans ettiği öğrenci kısa zamanda çok gelişme gösterdi.;Yaklaşık her hafta tango hocasıyla derste dans ettiği öğrenci kısa zamanda çok gelişme gösterdi.;tango hocasının;tango hocasıyla;dans ettiği öğrenci;relative_clauses
Ve her hafta tango hocasının derste dans ettiği öğrenciyi yıl sonu gösterisine çağırdılar.;Ve her hafta tango hocasıyla derste dans ettiği öğrenciyi yıl sonu gösterisine çağırdılar.;tango hocasının;tango hocasıyla;dans ettiği öğrenciyi;relative_clauses
Bugün bakkala giderken komşunun görmemiş gibi yaptığı çırak ustasından azar yedi.;Bugün bakkala giderken komşuyu görmemiş gibi yaptığı çırak ustasından azar yedi.;komşunun;komşuyu;yaptığı çırak;relative_clauses
Yine her fırsatta öğrencilerinin içtenlikle övdüğü profesör ayrılmayı düşünmüyordu.;Yine her fırsatta öğrencilerini içtenlikle övdüğü profesör ayrılmayı düşünmüyordu.;öğrencilerinin;öğrencilerini;övdüğü profesör;relative_clauses
Yemekte onu yakından tanıyan kişileri konuşturduk.;Yemekte onun yakından tanıyan kişileri konuşturduk.;onu;onun;tanıyan;relative_clauses
Bir bakkala giderken komşuyu görmemiş gibi yapan çırağı ustası azarladı.;Bir bakkala giderken komşunun görmemiş gibi yapan çırağı ustası azarladı.;komşuyu;komşunun;yapan;relative_clauses
O arka bahçede kediyi sürekli kovalayan köpek aslında oyun oynuyor.;O arka bahçede kedinin sürekli kovalayan köpek aslında oyun oynuyor.;kediyi;kedinin;kovalayan;relative_clauses
Sahada mühendisin bir şey sormak için aradığı işçiyi biraz bekletti.;Sahada mühendisi bir şey sormak için aradığı işçiyi biraz bekletti.;mühendisin;mühendisi;aradığı işçiyi;relative_clauses
Yine geçtiğimiz ay ünlü yazarın nişanlandığı muhabir kanala davetiye gönderdi.;Yine geçtiğimiz ay ünlü yazarla nişanlandığı muhabir kanala davetiye gönderdi.;ünlü yazarın;ünlü yazarla;nişanlandığı muhabir;relative_clauses
Her fırsatta öğrencilerinin içtenlikle övdüğü profesörü kulüp etkinliğine davet ettiler.;Her fırsatta öğrencilerini içtenlikle övdüğü profesörü kulüp etkinliğine davet ettiler.;öğrencilerinin;öğrencilerini;övdüğü profesörü;relative_clauses
Bir sınavda gözetmenin sessizce uyardığı öğrenci yerine geçti.;Bir sınavda gözetmeni sessizce uyardığı öğrenci yerine geçti.;gözetmenin;gözetmeni;uyardığı öğrenci;relative_clauses
Sabah annesini hastanede gören küçük kızı bir türlü teselli edemediler.;Sabah annesinin hastanede gören küçük kızı bir türlü teselli edemediler.;annesini;annesinin;gören;relative_clauses
Daha otobüse binmeden annesine sıkıca sarılan çocuğu muavin tanıyormuş.;Daha otobüse binmeden annesinin sıkıca sarılan çocuğu muavin tanıyormuş.;annesine;annesinin;sarılan;relative_clauses
Ama arka bahçede kediyi sürekli kovalayan köpek aslında oyun oynuyor.;Ama arka bahçede kedinin sürekli kovalayan köpek aslında oyun oynuyor.;kediyi;kedinin;kovalayan;relative_clauses
Kardeş koltukta uyumasın diye Ece’yi yatağına kadar taşıyan kardeşine annesi çarşaf çıkardı.;Kardeş koltukta uyumasın diye Ece’nin yatağına kadar taşıyan kardeşine annesi çarşaf çıkardı.;Ece’yi;Ece’nin;taşıyan;relative_clauses
Örneğin geçtiğimiz gün yöneticinin sesini yükselterek ağlattığı çalışan işi bıraktı.;Örneğin geçtiğimiz gün yöneticiyi sesini yükselterek ağlattığı çalışan işi bıraktı.;yöneticinin;yöneticiyi;ağlattığı çalışan;relative_clauses
Yine geçen gün elemanı bir hışımla azarlayan müşteri şikayet etmeye gelmiş.;Yine geçen gün elemanın bir hışımla azarlayan müşteri şikayet etmeye gelmiş.;elemanı;elemanın;azarlayan;relative_clauses
Bu sahada mühendisin bir şey sormak için aradığı işçi önce yanındakilere danıştı.;Bu sahada mühendisi bir şey sormak için aradığı işçi önce yanındakilere danıştı.;mühendisin;mühendisi;aradığı işçi;relative_clauses
Son tercih döneminde kızımın uzun uzun konuştuğu rehber öğretmene küçük bir hediye aldık.;Son tercih döneminde kızımla uzun uzun konuştuğu rehber öğretmene küçük bir hediye aldık.;kızımın;kızımla;konuştuğu rehber öğretmene;relative_clauses
Sabah sabah annesini hastanede gören küçük kız saatlerdir ağlıyor.;Sabah sabah annesinin hastanede gören küçük kız saatlerdir ağlıyor.;annesini;annesinin;gören;relative_clauses
Ve geçen gün elemanı bir hışımla azarlayan müşteri şikayet etmeye gelmiş.;Ve geçen gün elemanın bir hışımla azarlayan müşteri şikayet etmeye gelmiş.;elemanı;elemanın;azarlayan;relative_clauses
Her hafta tango hocasının derste dans ettiği öğrenci kısa zamanda çok gelişme gösterdi.;Her hafta tango hocasıyla derste dans ettiği öğrenci kısa zamanda çok gelişme gösterdi.;tango hocasının;tango hocasıyla;dans ettiği öğrenci;relative_clauses
Bu arka bahçede köpeği sürekli kovalayan kedi aslında oyun oynuyor.;Bu arka bahçede köpeğin sürekli kovalayan kedi aslında oyun oynuyor.;köpeği;köpeğin;kovalayan;relative_clauses
Toplantıdan sonra benim eve bıraktığım arkadaşımı bir ara sizinle tanıştırayım.;Toplantıdan sonra beni eve bıraktığım arkadaşımı bir ara sizinle tanıştırayım.;benim;beni;bıraktığım arkadaşımı;relative_clauses
Yönetici geçtiğimiz gün yöneticiyi sesini yükselterek ağlatan çalışanı odasına çağırdı.;Yönetici geçtiğimiz gün yöneticinin sesini yükselterek ağlatan çalışanı odasına çağırdı.;yöneticiyi;yöneticinin;ağlatan;relative_clauses
Diğer koltukta uyumasın diye Ece’nin yatağına kadar taşıdığı kardeşi odada çok kalmadı.;Diğer koltukta uyumasın diye Ece’yi yatağına kadar taşıdığı kardeşi odada çok kalmadı.;Ece’nin;Ece’yi;taşıdığı kardeşi;relative_clauses
İlk konserde sevgilisini gururla izleyen adam onu çok etkilemiş.;İlk konserde sevgilisinin gururla izleyen adam onu çok etkilemiş.;sevgilisini;sevgilisinin;izleyen;relative_clauses
Biz aylardır içimize sinen bir ev bulamadığımız için emlakçının ısrarla önerdiği müteahhiti iş yerinde ziyaret ettik.;Biz aylardır içimize sinen bir ev bulamadığımız için emlakçıyı ısrarla önerdiği müteahhiti iş yerinde ziyaret ettik.;emlakçının;emlakçıyı;önerdiği müteahhiti;relative_clauses
Ve her fırsatta öğrencilerini içtenlikle öven profesörü kulüp etkinliğine davet ettiler.;Ve her fırsatta öğrencilerinin içtenlikle öven profesörü kulüp etkinliğine davet ettiler.;öğrencilerini;öğrencilerinin;öven;relative_clauses
Tüm program boyunca gazetecinin sorularla bunalttığı sunucuyu herkes çok eleştirdi.;Tüm program boyunca gazeteciyi sorularla bunalttığı sunucuyu herkes çok eleştirdi.;gazetecinin;gazeteciyi;bunalttığı sunucuyu;relative_clauses
Ama konserde sevgilisinin gururla izlediği piyanist onu çok etkilemiş.;Ama konserde sevgilisini gururla izlediği piyanist onu çok etkilemiş.;sevgilisinin;sevgilisini;izlediği piyanist;relative_clauses
Bir bakkala giderken komşuyu görmemiş gibi yapan çırak ustasından azar yedi.;Bir bakkala giderken komşunun görmemiş gibi yapan çırak ustasından azar yedi.;komşuyu;komşunun;yapan;relative_clauses
Ama ormanda sırtlanı iştahla yiyen aslanı daha önce görmüştü.;Ama ormanda sırtlanın iştahla yiyen aslanı daha önce görmüştü.;sırtlanı;sırtlanın;yiyen;relative_clauses
Aynı tartışma esnasında boksörün sertçe ittiği hakem çok tepki aldı.;Aynı tartışma esnasında boksörü sertçe ittiği hakem çok tepki aldı.;boksörün;boksörü;ittiği hakem;relative_clauses
Bizim ormanda aslanı iştahla yiyen sırtlan dün sabah tepede koşuyordu.;Bizim ormanda aslanın iştahla yiyen sırtlan dün sabah tepede koşuyordu.;aslanı;aslanın;yiyen;relative_clauses
Ardından geçtiğimiz ay ünlü yazarın nişanlandığı muhabir kanala davetiye gönderdi.;Ardından geçtiğimiz ay ünlü yazarla nişanlandığı muhabir kanala davetiye gönderdi.;ünlü yazarın;ünlü yazarla;nişanlandığı muhabir;relative_clauses
Yine arka bahçede kedinin sürekli kovaladığı köpeği seviyorum.;Yine arka bahçede kediyi sürekli kovaladığı köpeği seviyorum.;kedinin;kediyi;kovaladığı köpeği;relative_clauses
Ancak her fırsatta öğrencilerinin içtenlikle övdüğü profesör ayrılmayı düşünmüyordu.;Ancak her fırsatta öğrencilerini içtenlikle övdüğü profesör ayrılmayı düşünmüyordu.;öğrencilerinin;öğrencilerini;övdüğü profesör;relative_clauses
Onun her hafta tango hocasının derste dans ettiği öğrenci kısa zamanda çok gelişme gösterdi.;Onun her hafta tango hocasıyla derste dans ettiği öğrenci kısa zamanda çok gelişme gösterdi.;tango hocasının;tango hocasıyla;dans ettiği öğrenci;relative_clauses
Ayrıca yemekte onu yakından tanıyan kişiler söz aldı.;Ayrıca yemekte onun yakından tanıyan kişiler söz aldı.;onu;onun;tanıyan;relative_clauses
İkinci sahada mühendisin bir şey sormak için aradığı işçiyi biraz bekletti.;İkinci sahada mühendisi bir şey sormak için aradığı işçiyi biraz bekletti.;mühendisin;mühendisi;aradığı işçiyi;relative_clauses
O ormanda aslanı iştahla yiyen sırtlan dün sabah tepede koşuyordu.;O ormanda aslanın iştahla yiyen sırtlan dün sabah tepede koşuyordu.;aslanı;aslanın;yiyen;relative_clauses
Yıllardır yönetmenin her projesinde desteklediği oyuncuyu şimdi herkes tebrik ediyor.;Yıllardır yönetmeni her projesinde desteklediği oyuncuyu şimdi herkes tebrik ediyor.;yönetmenin;yönetmeni;desteklediği oyuncuyu;relative_clauses
Gece otobüse binmeden annesine sıkıca sarılan çocuk çevredekileri duygulandırdı.;Gece otobüse binmeden annesinin sıkıca sarılan çocuk çevredekileri duygulandırdı.;annesine;annesinin;sarılan;relative_clauses
Her sınavda gözetmeni sessizce uyaran öğrenci yerine geçti.;Her sınavda gözetmenin sessizce uyaran öğrenci yerine geçti.;gözetmeni;gözetmenin;uyaran;relative_clauses
Sahada mühendisin bir şey sormak için aradığı işçi önce yanındakilere danıştı.;Sahada mühendisi bir şey sormak için aradığı işçi önce yanındakilere danıştı.;mühendisin;mühendisi;aradığı işçi;relative_clauses
Tek koltukta uyumasın diye Ece’yi yatağına kadar taşıyan kardeşi odada çok kalmadı.;Tek koltukta uyumasın diye Ece’nin yatağına kadar taşıyan kardeşi odada çok kalmadı.;Ece’yi;Ece’nin;taşıyan;relative_clauses
Sonra yemekte onu yakından tanıyan kişileri konuşturduk.;Sonra yemekte onun yakından tanıyan kişileri konuşturduk.;onu;onun;tanıyan;relative_clauses
O koltukta uyumasın diye Ece’nin yatağına kadar taşıdığı kardeşi odada çok kalmadı.;O koltukta uyumasın diye Ece’yi yatağına kadar taşıdığı kardeşi odada çok kalmadı.;Ece’nin;Ece’yi;taşıdığı kardeşi;relative_clauses
Ardından geçtiğimiz ay ünlü yazarla nişanlanan muhabire tebrik mesajları geliyor.;Ardından geçtiğimiz ay ünlü yazarın nişanlanan muhabire tebrik mesajları geliyor.;ünlü yazarla;ünlü yazarın;nişanlanan;relative_clauses
O konserde sevgilisinin gururla izlediği piyanist onu çok etkilemiş.;O konserde sevgilisini gururla izlediği piyanist onu çok etkilemiş.;sevgilisinin;sevgilisini;izlediği piyanist;relative_clauses
Bu konserde sevgilisini gururla izleyen adam onu çok etkilemiş.;Bu konserde sevgilisinin gururla izleyen adam onu çok etkilemiş.;sevgilisini;sevgilisinin;izleyen;relative_clauses
Ancak geçen gün elemanı bir hışımla azarlayan müşteri şikayet etmeye gelmiş.;Ancak geçen gün elemanın bir hışımla azarlayan müşteri şikayet etmeye gelmiş.;elemanı;elemanın;azarlayan;relative_clauses
Sabah bakkala giderken komşunun görmemiş gibi yaptığı çırağı ustası azarladı.;Sabah bakkala giderken komşuyu görmemiş gibi yaptığı çırağı ustası azarladı.;komşunun;komşuyu;yaptığı çırağı;relative_clauses
Üniversite tercih döneminde kızımla uzun uzun konuşan rehber öğretmene küçük bir hediye aldık.;Üniversite tercih döneminde kızımın uzun uzun konuşan rehber öğretmene küçük bir hediye aldık.;kızımla;kızımın;konuşan;relative_clauses
Ve arka bahçede kedinin sürekli kovaladığı köpeği seviyorum.;Ve arka bahçede kediyi sürekli kovaladığı köpeği seviyorum.;kedinin;kediyi;kovaladığı köpeği;relative_clauses
İkinci tercih döneminde kızımla uzun uzun konuşan rehber öğretmen bize çok yardımcı oldu.;İkinci tercih döneminde kızımın uzun uzun konuşan rehber öğretmen bize çok yardımcı oldu.;kızımla;kızımın;konuşan;relative_clauses
Ama ormanda aslanın iştahla yediği sırtlanı daha önce görmüştü.;Ama ormanda aslanı iştahla yediği sırtlanı daha önce görmüştü.;aslanın;aslanı;yediği sırtlanı;relative_clauses
Yapılan muayenede hastayla sakince konuşan doktor herkesin ilgisini çekti.;Yapılan muayenede hastanın sakince konuşan doktor herkesin ilgisini çekti.;hastayla;hastanın;konuşan;relative_clauses
Özellikle geçtiğimiz ay ünlü yazarla nişanlanan muhabire tebrik mesajları geliyor.;Özellikle geçtiğimiz ay ünlü yazarın nişanlanan muhabire tebrik mesajları geliyor.;ünlü yazarla;ünlü yazarın;nişanlanan;relative_clauses
Baba bakkala giderken komşunun görmemiş gibi yaptığı çırak ustasından azar yedi.;Baba bakkala giderken komşuyu görmemiş gibi yaptığı çırak ustasından azar yedi.;komşunun;komşuyu;yaptığı çırak;relative_clauses
Bir ormanda aslanın iştahla yediği sırtlanı daha önce görmüştü.;Bir ormanda aslanı iştahla yediği sırtlanı daha önce görmüştü.;aslanın;aslanı;yediği sırtlanı;relative_clauses
Yine ormanda aslanın iştahla yediği sırtlan dün sabah tepede koşuyordu.;Yine ormanda aslanı iştahla yediği sırtlan dün sabah tepede koşuyordu.;aslanın;aslanı;yediği sırtlan;relative_clauses
Daha geçen gün elemanın bir hışımla azarladığı müşteriyi şikayet ettik.;Daha geçen gün elemanı bir hışımla azarladığı müşteriyi şikayet ettik.;elemanın;elemanı;azarladığı müşteriyi;relative_clauses
Bakkala giderken komşuyu görmemiş gibi yapan çırak ustasından azar yedi.;Bakkala giderken komşunun görmemiş gibi yapan çırak ustasından azar yedi.;komşuyu;komşunun;yapan;relative_clauses
Bir ormanda aslanın iştahla yediği sırtlan dün sabah tepede koşuyordu.;Bir ormanda aslanı iştahla yediği sırtlan dün sabah tepede koşuyordu.;aslanın;aslanı;yediği sırtlan;relative_clauses
Ve arka bahçede kediyi sürekli kovalayan köpeği seviyorum.;Ve arka bahçede kedinin sürekli kovalayan köpeği seviyorum.;kediyi;kedinin;kovalayan;relative_clauses
Ancak program boyunca gazetecinin sorularla bunalttığı sunucu sakinliğini korudu.;Ancak program boyunca gazeteciyi sorularla bunalttığı sunucu sakinliğini korudu.;gazetecinin;gazeteciyi;bunalttığı sunucu;relative_clauses
Yine geçen gün elemanı bir hışımla azarlayan müşteriyi şikayet ettik.;Yine geçen gün elemanın bir hışımla azarlayan müşteriyi şikayet ettik.;elemanı;elemanın;azarlayan;relative_clauses
Bu ormanda sırtlanı iştahla yiyen aslan dün sabah tepede koşuyordu.;Bu ormanda sırtlanın iştahla yiyen aslan dün sabah tepede koşuyordu.;sırtlanı;sırtlanın;yiyen;relative_clauses
Ardından sahada mühendisin bir şey sormak için aradığı işçiyi biraz bekletti.;Ardından sahada mühendisi bir şey sormak için aradığı işçiyi biraz bekletti.;mühendisin;mühendisi;aradığı işçiyi;relative_clauses
Geçtiğimiz ay ünlü yazarla nişanlanan muhabire tebrik mesajları geliyor.;Geçtiğimiz ay ünlü yazarın nişanlanan muhabire tebrik mesajları geliyor.;ünlü yazarla;ünlü yazarın;nişanlanan;relative_clauses
Uzun program boyunca gazeteciyi sorularla bunaltan sunucu sakinliğini korudu.;Uzun program boyunca gazetecinin sorularla bunaltan sunucu sakinliğini korudu.;gazeteciyi;gazetecinin;bunaltan;relative_clauses
Yine sokağın başında berberin uzaktan gördüğü terziyi müşterisi lafa tutuyordu.;Yine sokağın başında berberi uzaktan gördüğü terziyi müşterisi lafa tutuyordu.;berberin;berberi;gördüğü terziyi;relative_clauses
Aylardır içimize sinen bir ev bulamadığımız için emlakçıyı ısrarla öneren müteahhit bizimle görüşmeye geldi.;Aylardır içimize sinen bir ev bulamadığımız için emlakçının ısrarla öneren müteahhit bizimle görüşmeye geldi.;emlakçıyı;emlakçının;öneren;relative_clauses
Yaklaşık aylardır içimize sinen bir ev bulamadığımız için emlakçının ısrarla önerdiği müteahhiti iş yerinde ziyaret ettik.;Yaklaşık aylardır içimize sinen bir ev bulamadığımız için emlakçıyı ısrarla önerdiği müteahhiti iş yerinde ziyaret ettik.;emlakçının;emlakçıyı;önerdiği müteahhiti;relative_clauses
Dün bakkala giderken komşunun görmemiş gibi yaptığı çırağı ustası azarladı.;Dün bakkala giderken komşuyu görmemiş gibi yaptığı çırağı ustası azarladı.;komşunun;komşuyu;yaptığı çırağı;relative_clauses
Ve otobüse binmeden annesine sıkıca sarılan çocuğu muavin tanıyormuş.;Ve otobüse binmeden annesinin sıkıca sarılan çocuğu muavin tanıyormuş.;annesine;annesinin;sarılan;relative_clauses
Öğrenciler her hafta tango hocasının derste dans ettiği öğrenciyi yıl sonu gösterisine çağırdılar.;Öğrenciler her hafta tango hocasıyla derste dans ettiği öğrenciyi yıl sonu gösterisine çağırdılar.;tango hocasının;tango hocasıyla;dans ettiği öğrenciyi;relative_clauses
Bir tartışma esnasında boksörü sertçe iten hakem çok tepki aldı.;Bir tartışma esnasında boksörün sertçe iten hakem çok tepki aldı.;boksörü;boksörün;iten;relative_clauses
Ana sokağın başında berberi uzaktan gören terziyi müşterisi lafa tutuyordu.;Ana sokağın başında berberin uzaktan gören terziyi müşterisi lafa tutuyordu.;berberi;berberin;gören;relative_clauses
Sonra konserde sevgilisini gururla izleyen adamı ben de fark ettim.;Sonra konserde sevgilisinin gururla izleyen adamı ben de fark ettim.;sevgilisini;sevgilisinin;izleyen;relative_clauses
Yapılan tartışma esnasında boksörün sertçe ittiği hakem çok tepki aldı.;Yapılan tartışma esnasında boksörü sertçe ittiği hakem çok tepki aldı.;boksörün;boksörü;ittiği hakem;relative_clauses
Son toplantıdan sonra beni eve bırakan arkadaşımı bir ara sizinle tanıştırayım.;Son toplantıdan sonra benim eve bırakan arkadaşımı bir ara sizinle tanıştırayım.;beni;benim;bırakan;relative_clauses
Aynı yemekte onun yakından tanıdığı kişileri konuşturduk.;Aynı yemekte onu yakından tanıdığı kişileri konuşturduk.;onun;onu;tanıdığı kişileri;relative_clauses
Son tercih döneminde kızımın uzun uzun konuştuğu rehber öğretmen bize çok yardımcı oldu.;Son tercih döneminde kızımla uzun uzun konuştuğu rehber öğretmen bize çok yardımcı oldu.;kızımın;kızımla;konuştuğu rehber öğretmen;relative_clauses
Fakat her fırsatta öğrencilerinin içtenlikle övdüğü profesör ayrılmayı düşünmüyordu.;Fakat her fırsatta öğrencilerini içtenlikle övdüğü profesör ayrılmayı düşünmüyordu.;öğrencilerinin;öğrencilerini;övdüğü profesör;relative_clauses
Bugün toplantıdan sonra benim eve bıraktığım arkadaşımı bir ara sizinle tanıştırayım.;Bugün toplantıdan sonra beni eve bıraktığım arkadaşımı bir ara sizinle tanıştırayım.;benim;beni;bıraktığım arkadaşımı;relative_clauses
Son toplantıdan sonra benim eve bıraktığım arkadaşımı bir ara sizinle tanıştırayım.;Son toplantıdan sonra beni eve bıraktığım arkadaşımı bir ara sizinle tanıştırayım.;benim;beni;bıraktığım arkadaşımı;relative_clauses
Aylardır içimize sinen bir ev bulamadığımız için emlakçıyı ısrarla öneren müteahhiti iş yerinde ziyaret ettik.;Aylardır içimize sinen bir ev bulamadığımız için emlakçının ısrarla öneren müteahhiti iş yerinde ziyaret ettik.;emlakçıyı;emlakçının;öneren;relative_clauses
