good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
En yeni açılan lokantada şef tarafından önerilen bir tatlı denedik.;En yeni açılan lokantada şef tarafından önerilen tatlı denedik.;bir;∅;tatlı;determiners
Daha dün akşam lezzeti damağımda kalan bir çorba içtim.;Daha dün akşam lezzeti damağımda kalan çorba içtim.;bir;∅;çorba;determiners
Yine ders sırasında öğretmen faydalı bir öneri sundu.;Yine ders sırasında öğretmen faydalı öneri sundu.;bir;∅;öneri;determiners
Yalnız dün akşam lezzeti damağımda kalan bir tatlı yedim.;Yalnız dün akşam lezzeti damağımda kalan tatlı yedim.;bir;∅;tatlı;determiners
Onlar laboratuvarda çok etkili bir ilaç test ettiler.;Onlar laboratuvarda çok etkili ilaç test ettiler.;bir;∅;ilaç;determiners
Kek i̇çinde bolca ceviz ve tarçın olan bir kek yaptılar.;Kek i̇çinde bolca ceviz ve tarçın olan kek yaptılar.;bir;∅;kek;determiners
Dün sabah kahvaltısında lezzetli bir omlet yedim.;Dün sabah kahvaltısında lezzetli omlet yedim.;bir;∅;omlet;determiners
Ayrıca sınava çalışırken bana yardımcı olacak bir defter verdi.;Ayrıca sınava çalışırken bana yardımcı olacak defter verdi.;bir;∅;defter;determiners
Onun i̇çinde bolca ceviz ve tarçın olan bir kek yaptılar.;Onun i̇çinde bolca ceviz ve tarçın olan kek yaptılar.;bir;∅;kek;determiners
</s> ahmet rengi yeşile çalan parlak bir gömlek satın aldı.;</s> ahmet rengi yeşile çalan parlak gömlek satın aldı.;bir;∅;gömlek;determiners
Bir tiyatroda oyuncuların büyük özveriyle canlandırdığı bir oyun izledik.;Bir tiyatroda oyuncuların büyük özveriyle canlandırdığı oyun izledik.;bir;∅;oyun;determiners
Ve yeni işimde bana yardımcı olacak bir ajanda satın aldım.;Ve yeni işimde bana yardımcı olacak ajanda satın aldım.;bir;∅;ajanda;determiners
Alman şefin tarifinden uyarladığım nefis bir börek yaptım.;Alman şefin tarifinden uyarladığım nefis börek yaptım.;bir;∅;börek;determiners
Rihanna merve rengi griye çalan modern bir hırka seçti.;Rihanna merve rengi griye çalan modern hırka seçti.;bir;∅;hırka;determiners
Yine herkesin önerdiği harika bir film izledik.;Yine herkesin önerdiği harika film izledik.;bir;∅;film;determiners
Ayrıca akşam yemeğine eşlik etmesi için lezzetli bir çorba yaptım.;Ayrıca akşam yemeğine eşlik etmesi için lezzetli çorba yaptım.;bir;∅;çorba;determiners
Karşı köşedeki dükkandan fiyatı uygun olan bir çanta aldım.;Karşı köşedeki dükkandan fiyatı uygun olan çanta aldım.;bir;∅;çanta;determiners
Bir okulda çok beğenilen bir proje sunduk.;Bir okulda çok beğenilen proje sunduk.;bir;∅;proje;determiners
Beyaz dantel detayları içeren zarif bir gelinlik denedim.;Beyaz dantel detayları içeren zarif gelinlik denedim.;bir;∅;gelinlik;determiners
Bugün mimar Sinan'ın hayatının anlatıldığı bir belgesel izledik.;Bugün mimar Sinan'ın hayatının anlatıldığı belgesel izledik.;bir;∅;belgesel;determiners
Evet geçen hafta tadı damağımda kalan bir tatlı yedim.;Evet geçen hafta tadı damağımda kalan tatlı yedim.;bir;∅;tatlı;determiners
Erkek gizem desenleri baya farklı duran bir bluz aldı.;Erkek gizem desenleri baya farklı duran bluz aldı.;bir;∅;bluz;determiners
Bugün leonardo da Vinci'nin hayatının anlatıldığı etkileyici bir film izledik.;Bugün leonardo da Vinci'nin hayatının anlatıldığı etkileyici film izledik.;bir;∅;film;determiners
Dün i̇nternette çok beğenilen bir yemek tarifi denedim.;Dün i̇nternette çok beğenilen yemek tarifi denedim.;bir;∅;yemek tarifi;determiners
Ayrıca bütün gün beni tok tutan sağlıklı bir smoothie içtim.;Ayrıca bütün gün beni tok tutan sağlıklı smoothie içtim.;bir;∅;smoothie;determiners
Bugün tiyatroda oyuncuların büyük özveriyle canlandırdığı bir oyun izledik.;Bugün tiyatroda oyuncuların büyük özveriyle canlandırdığı oyun izledik.;bir;∅;oyun;determiners
Bir arkadaşıma hediye etmek için şık bir saat seçtim.;Bir arkadaşıma hediye etmek için şık saat seçtim.;bir;∅;saat;determiners
Bir yolda dikkatle yürüyen bir adam gördüm.;Bir yolda dikkatle yürüyen adam gördüm.;bir;∅;adam;determiners
Yine evde huzurlu bir atmosfer yaratmak için hoş bir mum yaktım.;Yine evde huzurlu bir atmosfer yaratmak için hoş mum yaktım.;bir;∅;mum;determiners
Örneğin mezuniyet hediyesi olarak fiyatı uygun gelen bir araba alırız.;Örneğin mezuniyet hediyesi olarak fiyatı uygun gelen araba alırız.;bir;∅;araba;determiners
Hemen marketten indirimde olan bir deterjan aldım.;Hemen marketten indirimde olan deterjan aldım.;bir;∅;deterjan;determiners
Ayrıca mezuniyet kutlaması için fiyatı makul sayılabilecek bir araç aldılar.;Ayrıca mezuniyet kutlaması için fiyatı makul sayılabilecek araç aldılar.;bir;∅;araç;determiners
Ayrıca sabahları içimi ısıtan bir çorba içmeyi seviyorum.;Ayrıca sabahları içimi ısıtan çorba içmeyi seviyorum.;bir;∅;çorba;determiners
Ben geçen hafta tadı damağımda kalan bir tatlı yedim.;Ben geçen hafta tadı damağımda kalan tatlı yedim.;bir;∅;tatlı;determiners
Daha dün akşam lezzeti damağımda kalan bir tatlı yedim.;Daha dün akşam lezzeti damağımda kalan tatlı yedim.;bir;∅;tatlı;determiners
Adam patrona Japonca'ya çevirisini yaptırdığı bir rapor sundu.;Adam patrona Japonca'ya çevirisini yaptırdığı rapor sundu.;bir;∅;rapor;determiners
Bu pastanede özenle hazırlanan bir pasta aldık.;Bu pastanede özenle hazırlanan pasta aldık.;bir;∅;pasta;determiners
Kadın notere Fransızca'ya çevirisini yaptırdığı bir evrak götürdü.;Kadın notere Fransızca'ya çevirisini yaptırdığı evrak götürdü.;bir;∅;evrak;determiners
Bugün doğum günü için üstünü çileklerle süslediğimiz bir pasta hazırladık.;Bugün doğum günü için üstünü çileklerle süslediğimiz pasta hazırladık.;bir;∅;pasta;determiners
Dün akşam yemeğine eşlik etmesi için lezzetli bir çorba yaptım.;Dün akşam yemeğine eşlik etmesi için lezzetli çorba yaptım.;bir;∅;çorba;determiners
Yine kitapçının vitrininde ilgi çekici bir roman gördüm.;Yine kitapçının vitrininde ilgi çekici roman gördüm.;bir;∅;roman;determiners
Kendi mezuniyet kutlaması için fiyatı makul sayılabilecek bir araç aldılar.;Kendi mezuniyet kutlaması için fiyatı makul sayılabilecek araç aldılar.;bir;∅;araç;determiners
Yine sınava çalışırken bana yardımcı olacak bir defter verdi.;Yine sınava çalışırken bana yardımcı olacak defter verdi.;bir;∅;defter;determiners
O bankaya Korece'ye çevirisini yaptırdığı bir sözleşme verdi.;O bankaya Korece'ye çevirisini yaptırdığı sözleşme verdi.;bir;∅;sözleşme;determiners
Bazen ders çalışırken sessiz ve ferah bir kafe tercih ediyorum.;Bazen ders çalışırken sessiz ve ferah kafe tercih ediyorum.;bir;∅;kafe;determiners
Kız doğum günü hediyesi olarak fiyatı bize makul gelen bir bileklik seçtik.;Kız doğum günü hediyesi olarak fiyatı bize makul gelen bileklik seçtik.;bir;∅;bileklik;determiners
Bir pazar sabahı ailece keyif aldığımız bir kahvaltı yaptık.;Bir pazar sabahı ailece keyif aldığımız kahvaltı yaptık.;bir;∅;kahvaltı;determiners
Büyük tiyatroda oyuncuların büyük özveriyle canlandırdığı bir oyun izledik.;Büyük tiyatroda oyuncuların büyük özveriyle canlandırdığı oyun izledik.;bir;∅;oyun;determiners
Biz okulda çok beğenilen bir proje sunduk.;Biz okulda çok beğenilen proje sunduk.;bir;∅;proje;determiners
Ve bu sabah beni kendime getiren bir kahve içtim.;Ve bu sabah beni kendime getiren kahve içtim.;bir;∅;kahve;determiners
Aynı gece izlemek için herkesin övgüyle bahsettiği bir film seçtiler.;Aynı gece izlemek için herkesin övgüyle bahsettiği film seçtiler.;bir;∅;film;determiners
Önceki akşam izlemek için herkesin merakla beklediği bir dizi seçtiler.;Önceki akşam izlemek için herkesin merakla beklediği dizi seçtiler.;bir;∅;dizi;determiners
Ayrıca merve rengi griye çalan modern bir hırka seçti.;Ayrıca merve rengi griye çalan modern hırka seçti.;bir;∅;hırka;determiners
Bir sinema gecesi için konusu dramatik olan farklı bir film bulduk.;Bir sinema gecesi için konusu dramatik olan farklı film bulduk.;bir;∅;film;determiners
Ayrıca yeni açılan lokantada şef tarafından önerilen bir tatlı denedik.;Ayrıca yeni açılan lokantada şef tarafından önerilen tatlı denedik.;bir;∅;tatlı;determiners
Bu yeni işimde bana yardımcı olacak bir ajanda satın aldım.;Bu yeni işimde bana yardımcı olacak ajanda satın aldım.;bir;∅;ajanda;determiners
Ben ders çalışırken sessiz ve ferah bir kafe tercih ediyorum.;Ben ders çalışırken sessiz ve ferah kafe tercih ediyorum.;bir;∅;kafe;determiners
Fransız bilim insanları yeni yöntemlerle geliştirilen bir aşı test ediyor.;Fransız bilim insanları yeni yöntemlerle geliştirilen aşı test ediyor.;bir;∅;aşı;determiners
Özellikle sabahları içimi ısıtan bir çorba içmeyi seviyorum.;Özellikle sabahları içimi ısıtan çorba içmeyi seviyorum.;bir;∅;çorba;determiners
Jüri sinema gecesi için herkesin beğendiği bir film seçti.;Jüri sinema gecesi için herkesin beğendiği film seçti.;bir;∅;film;determiners
Yakın parkta heyecan verici bir yarış izledik.;Yakın parkta heyecan verici yarış izledik.;bir;∅;yarış;determiners
Bu sabah beni ayıltan lezzetli bir kahve içtim.;Bu sabah beni ayıltan lezzetli kahve içtim.;bir;∅;kahve;determiners
Ama yarın plajda okumak için sürükleyici bir roman aldım.;Ama yarın plajda okumak için sürükleyici roman aldım.;bir;∅;roman;determiners
Dün akşam okumak için eleştirmenlerin beğendiği bir makale seçtiler.;Dün akşam okumak için eleştirmenlerin beğendiği makale seçtiler.;bir;∅;makale;determiners
Ve beyaz dantel detayları içeren zarif bir gelinlik denedim.;Ve beyaz dantel detayları içeren zarif gelinlik denedim.;bir;∅;gelinlik;determiners
Tüm okulda çok beğenilen bir proje sunduk.;Tüm okulda çok beğenilen proje sunduk.;bir;∅;proje;determiners
Önce zeynep rengi sarıya çalan desenli bir ceket denedi.;Önce zeynep rengi sarıya çalan desenli ceket denedi.;bir;∅;ceket;determiners
Yine sahafta çok tavsiye edilen bir kitap buldum.;Yine sahafta çok tavsiye edilen kitap buldum.;bir;∅;kitap;determiners
Oğlu ahmet rengi yeşile çalan parlak bir gömlek satın aldı.;Oğlu ahmet rengi yeşile çalan parlak gömlek satın aldı.;bir;∅;gömlek;determiners
Ayrıca laboratuvarda çok etkili bir ilaç test ettiler.;Ayrıca laboratuvarda çok etkili ilaç test ettiler.;bir;∅;ilaç;determiners
Burada leonardo da Vinci'nin hayatının anlatıldığı etkileyici bir film izledik.;Burada leonardo da Vinci'nin hayatının anlatıldığı etkileyici film izledik.;bir;∅;film;determiners
Tarihi parkta heyecan verici bir yarış izledik.;Tarihi parkta heyecan verici yarış izledik.;bir;∅;yarış;determiners
Yine tiyatroda oyuncuların büyük özveriyle canlandırdığı bir oyun izledik.;Yine tiyatroda oyuncuların büyük özveriyle canlandırdığı oyun izledik.;bir;∅;oyun;determiners
Bugün geçen hafta tadı damağımda kalan bir tatlı yedim.;Bugün geçen hafta tadı damağımda kalan tatlı yedim.;bir;∅;tatlı;determiners
Bütün gün beni tok tutan sağlıklı bir smoothie içtim.;Bütün gün beni tok tutan sağlıklı smoothie içtim.;bir;∅;smoothie;determiners
Sabah kitap kulübünde heyecan verici bir roman okuduk.;Sabah kitap kulübünde heyecan verici roman okuduk.;bir;∅;roman;determiners
Biz mezuniyet hediyesi olarak fiyatı uygun gelen bir araba alırız.;Biz mezuniyet hediyesi olarak fiyatı uygun gelen araba alırız.;bir;∅;araba;determiners
Peki düğün hediyesi olarak bütçemizi zorlamayan bir takı alacağız.;Peki düğün hediyesi olarak bütçemizi zorlamayan takı alacağız.;bir;∅;takı;determiners
Bugün leonardo da Vinci'nin hayatının anlatıldığı etkileyici bir film izledik.;Bugün leonardo da Vinci'nin hayatının anlatıldığı etkileyici film izledik.;bir;∅;film;determiners
Sonra ofise mis gibi kokan bir çiçek geldi.;Sonra ofise mis gibi kokan çiçek geldi.;bir;∅;çiçek;determiners
Yine dokusu kadifeyi andıran güzel bir mont beğendik.;Yine dokusu kadifeyi andıran güzel mont beğendik.;bir;∅;mont;determiners
Öncelikle duvarda asılı duran bir resim inceledik.;Öncelikle duvarda asılı duran resim inceledik.;bir;∅;resim;determiners
Bu akşam yemeğine içinde erişte ve sebze bulunan nefis bir çorba yaptım.;Bu akşam yemeğine içinde erişte ve sebze bulunan nefis çorba yaptım.;bir;∅;çorba;determiners
Ayrıca sergide sanatçının ustalıkla çizdiği bir portre gördük.;Ayrıca sergide sanatçının ustalıkla çizdiği portre gördük.;bir;∅;portre;determiners
Bugün bahçede büyüyen rengarenk bir çiçek kopardım.;Bugün bahçede büyüyen rengarenk çiçek kopardım.;bir;∅;çiçek;determiners
Ben nazan rengi kırmızıya çalan bir elbise beğendi.;Ben nazan rengi kırmızıya çalan elbise beğendi.;bir;∅;elbise;determiners
Pazar sabahı ailece keyif aldığımız bir kahvaltı yaptık.;Pazar sabahı ailece keyif aldığımız kahvaltı yaptık.;bir;∅;kahvaltı;determiners
Büyük mimar Sinan'ın hayatının anlatıldığı bir belgesel izledik.;Büyük mimar Sinan'ın hayatının anlatıldığı belgesel izledik.;bir;∅;belgesel;determiners
Yazar bankaya Korece'ye çevirisini yaptırdığı bir sözleşme verdi.;Yazar bankaya Korece'ye çevirisini yaptırdığı sözleşme verdi.;bir;∅;sözleşme;determiners
Doğum günü için üstünü çileklerle süslediğimiz bir pasta hazırladık.;Doğum günü için üstünü çileklerle süslediğimiz pasta hazırladık.;bir;∅;pasta;determiners
Yine parkta heyecan verici bir yarış izledik.;Yine parkta heyecan verici yarış izledik.;bir;∅;yarış;determiners
Hatta geçen sene köyde kerpiçten yapılan bir baraka gördüm.;Hatta geçen sene köyde kerpiçten yapılan baraka gördüm.;bir;∅;baraka;determiners
Bir gece izlemek için herkesin övgüyle bahsettiği bir film seçtiler.;Bir gece izlemek için herkesin övgüyle bahsettiği film seçtiler.;bir;∅;film;determiners
İki okulda çok beğenilen bir proje sunduk.;İki okulda çok beğenilen proje sunduk.;bir;∅;proje;determiners
Bugün butikte göz kamaştıran ince askılı bir elbise gördüm.;Bugün butikte göz kamaştıran ince askılı elbise gördüm.;bir;∅;elbise;determiners
Ayrıca evde huzurlu bir atmosfer yaratmak için hoş bir mum yaktım.;Ayrıca evde huzurlu bir atmosfer yaratmak için hoş mum yaktım.;bir;∅;mum;determiners
Sonra kitapçının vitrininde ilgi çekici bir roman gördüm.;Sonra kitapçının vitrininde ilgi çekici roman gördüm.;bir;∅;roman;determiners
Parkta heyecan verici bir yarış izledik.;Parkta heyecan verici yarış izledik.;bir;∅;yarış;determiners
Bu akşam izlemek için herkesin merakla beklediği bir dizi seçtiler.;Bu akşam izlemek için herkesin merakla beklediği dizi seçtiler.;bir;∅;dizi;determiners
Yönetmen sinema gecesi için herkesin beğendiği bir film seçti.;Yönetmen sinema gecesi için herkesin beğendiği film seçti.;bir;∅;film;determiners
Sonra duvarda asılı duran bir resim inceledik.;Sonra duvarda asılı duran resim inceledik.;bir;∅;resim;determiners
Ve evin dekorasyonu için zarif bir tablo aldım.;Ve evin dekorasyonu için zarif tablo aldım.;bir;∅;tablo;determiners
Akşam ders çalışırken sessiz ve ferah bir kafe tercih ediyorum.;Akşam ders çalışırken sessiz ve ferah kafe tercih ediyorum.;bir;∅;kafe;determiners
Bu yeni açılan kafede şefin önerdiği nefis bir tabak denedik.;Bu yeni açılan kafede şefin önerdiği nefis tabak denedik.;bir;∅;tabak;determiners
Ve büyükannemin tarifine göre yapılan bir reçel tattırdı.;Ve büyükannemin tarifine göre yapılan reçel tattırdı.;bir;∅;reçel;determiners
Ama dün akşam lezzeti damağımda kalan bir tatlı yedim.;Ama dün akşam lezzeti damağımda kalan tatlı yedim.;bir;∅;tatlı;determiners
Bugün piknik için rahatça oturacağımız geniş bir battaniye aldım.;Bugün piknik için rahatça oturacağımız geniş battaniye aldım.;bir;∅;battaniye;determiners
Bu dokusu kadifeyi andıran güzel bir mont beğendik.;Bu dokusu kadifeyi andıran güzel mont beğendik.;bir;∅;mont;determiners
Bir marketten fiyatı uygun olan bir peynir aldım.;Bir marketten fiyatı uygun olan peynir aldım.;bir;∅;peynir;determiners
Ünlü şefin tarifinden uyarladığım nefis bir börek yaptım.;Ünlü şefin tarifinden uyarladığım nefis börek yaptım.;bir;∅;börek;determiners
Bir butikte göz kamaştıran ince askılı bir elbise gördüm.;Bir butikte göz kamaştıran ince askılı elbise gördüm.;bir;∅;elbise;determiners
Sinema gecesi için konusu dramatik olan farklı bir film bulduk.;Sinema gecesi için konusu dramatik olan farklı film bulduk.;bir;∅;film;determiners
Dün akşam lezzeti damağımda kalan bir çorba içtim.;Dün akşam lezzeti damağımda kalan çorba içtim.;bir;∅;çorba;determiners
Gece deniz kenarında serinleten bir rüzgar hissettik.;Gece deniz kenarında serinleten rüzgar hissettik.;bir;∅;rüzgar;determiners
Ayrıca leonardo da Vinci'nin hayatının anlatıldığı etkileyici bir film izledik.;Ayrıca leonardo da Vinci'nin hayatının anlatıldığı etkileyici film izledik.;bir;∅;film;determiners
Ben yarın plajda okumak için sürükleyici bir roman aldım.;Ben yarın plajda okumak için sürükleyici roman aldım.;bir;∅;roman;determiners
Yine sabah kahvaltısında yemek için doyurucu bir sandviç aldım.;Yine sabah kahvaltısında yemek için doyurucu sandviç aldım.;bir;∅;sandviç;determiners
Bir avukata Rusça'ya çevirisini yaptırdığı bir sözleşme iletti.;Bir avukata Rusça'ya çevirisini yaptırdığı sözleşme iletti.;bir;∅;sözleşme;determiners
Bir mezuniyet hediyesi olarak fiyatı uygun gelen bir araba alırız.;Bir mezuniyet hediyesi olarak fiyatı uygun gelen araba alırız.;bir;∅;araba;determiners
Yazar notere Fransızca'ya çevirisini yaptırdığı bir evrak götürdü.;Yazar notere Fransızca'ya çevirisini yaptırdığı evrak götürdü.;bir;∅;evrak;determiners
Müdüre İngilizce'ye çevirisini yaptırdığı önemli bir belge teslim etti.;Müdüre İngilizce'ye çevirisini yaptırdığı önemli belge teslim etti.;bir;∅;belge;determiners
Mama bebeğin eline sallayınca ses çıkaran bir oyuncak verdi.;Mama bebeğin eline sallayınca ses çıkaran oyuncak verdi.;bir;∅;oyuncak;determiners
Yakın arkadaşıma hediye etmek için şık bir saat seçtim.;Yakın arkadaşıma hediye etmek için şık saat seçtim.;bir;∅;saat;determiners
Herkes ağzında kekremsi tat bırakan bir kahve içti.;Herkes ağzında kekremsi tat bırakan kahve içti.;bir;∅;kahve;determiners
Burada herkesin önerdiği harika bir film izledik.;Burada herkesin önerdiği harika film izledik.;bir;∅;film;determiners
Sonra sabah kahvaltısında yemek için doyurucu bir sandviç aldım.;Sonra sabah kahvaltısında yemek için doyurucu sandviç aldım.;bir;∅;sandviç;determiners
Bir düğün için zarif bir elbise aldım.;Bir düğün için zarif elbise aldım.;bir;∅;elbise;determiners
Ve notere Fransızca'ya çevirisini yaptırdığı bir evrak götürdü.;Ve notere Fransızca'ya çevirisini yaptırdığı evrak götürdü.;bir;∅;evrak;determiners
Çin bilim insanları yeni yöntemlerle geliştirilen bir aşı test ediyor.;Çin bilim insanları yeni yöntemlerle geliştirilen aşı test ediyor.;bir;∅;aşı;determiners
Bir kitapçının vitrininde ilgi çekici bir roman gördüm.;Bir kitapçının vitrininde ilgi çekici roman gördüm.;bir;∅;roman;determiners
Ben nazan rengi kırmızıya çalan bir elbise beğendi.;Ben nazan rengi kırmızıya çalan elbise beğendi.;bir;∅;elbise;determiners
Bir laboratuvarda çok etkili bir ilaç test ettiler.;Bir laboratuvarda çok etkili ilaç test ettiler.;bir;∅;ilaç;determiners
Ünlü mimar Sinan'ın hayatının anlatıldığı bir belgesel izledik.;Ünlü mimar Sinan'ın hayatının anlatıldığı belgesel izledik.;bir;∅;belgesel;determiners
Anne bebeğin eline sallayınca ses çıkaran bir oyuncak verdi.;Anne bebeğin eline sallayınca ses çıkaran oyuncak verdi.;bir;∅;oyuncak;determiners
Yine bahçede büyüyen rengarenk bir çiçek kopardım.;Yine bahçede büyüyen rengarenk çiçek kopardım.;bir;∅;çiçek;determiners
Bol bol fındık ve tarçın içeren enfes bir kek yaptılar.;Bol bol fındık ve tarçın içeren enfes kek yaptılar.;bir;∅;kek;determiners
Arkadaşıma hediye etmek için şık bir saat seçtim.;Arkadaşıma hediye etmek için şık saat seçtim.;bir;∅;saat;determiners
Genel müdüre İngilizce'ye çevirisini yaptırdığı önemli bir belge teslim etti.;Genel müdüre İngilizce'ye çevirisini yaptırdığı önemli belge teslim etti.;bir;∅;belge;determiners
Burada annemin dolabında sakladığı bir mektup buldum.;Burada annemin dolabında sakladığı mektup buldum.;bir;∅;mektup;determiners
Bugün kitap kulübünde heyecan verici bir roman okuduk.;Bugün kitap kulübünde heyecan verici roman okuduk.;bir;∅;roman;determiners
Ayrıca nazan rengi kırmızıya çalan bir elbise beğendi.;Ayrıca nazan rengi kırmızıya çalan elbise beğendi.;bir;∅;elbise;determiners
Öncelikle nişan hediyesi olarak modeli hoş gelen bir yüzük alacağız.;Öncelikle nişan hediyesi olarak modeli hoş gelen yüzük alacağız.;bir;∅;yüzük;determiners
Sonra notere Almanca çevirisini yaptırdığı önemli bir belge verdi.;Sonra notere Almanca çevirisini yaptırdığı önemli belge verdi.;bir;∅;belge;determiners
Bu evin dekorasyonu için zarif bir tablo aldım.;Bu evin dekorasyonu için zarif tablo aldım.;bir;∅;tablo;determiners
Kendi i̇çinde bolca ceviz ve tarçın olan bir kek yaptılar.;Kendi i̇çinde bolca ceviz ve tarçın olan kek yaptılar.;bir;∅;kek;determiners
Ayrıca akşam yemeğine içinde erişte ve sebze bulunan nefis bir çorba yaptım.;Ayrıca akşam yemeğine içinde erişte ve sebze bulunan nefis çorba yaptım.;bir;∅;çorba;determiners
Yine geçen hafta indirime giren bir bilgisayar satın aldım.;Yine geçen hafta indirime giren bilgisayar satın aldım.;bir;∅;bilgisayar;determiners
Bu ders sırasında öğretmen faydalı bir öneri sundu.;Bu ders sırasında öğretmen faydalı öneri sundu.;bir;∅;öneri;determiners
Bu kütüphanede sessizce çalışan bir öğrenci vardı.;Bu kütüphanede sessizce çalışan öğrenci vardı.;bir;∅;öğrenci;determiners
Ayrıca notere Almanca çevirisini yaptırdığı önemli bir belge verdi.;Ayrıca notere Almanca çevirisini yaptırdığı önemli belge verdi.;bir;∅;belge;determiners
Bir bankaya Korece'ye çevirisini yaptırdığı bir sözleşme verdi.;Bir bankaya Korece'ye çevirisini yaptırdığı sözleşme verdi.;bir;∅;sözleşme;determiners
O ders sırasında öğretmen faydalı bir öneri sundu.;O ders sırasında öğretmen faydalı öneri sundu.;bir;∅;öneri;determiners
Dün butikte göz kamaştıran ince askılı bir elbise gördüm.;Dün butikte göz kamaştıran ince askılı elbise gördüm.;bir;∅;elbise;determiners
Kız bebeğin eline sallayınca ses çıkaran bir oyuncak verdi.;Kız bebeğin eline sallayınca ses çıkaran oyuncak verdi.;bir;∅;oyuncak;determiners
Sonra yeni açılan lokantada şef tarafından önerilen bir tatlı denedik.;Sonra yeni açılan lokantada şef tarafından önerilen tatlı denedik.;bir;∅;tatlı;determiners
Küçük kütüphanede sessizce çalışan bir öğrenci vardı.;Küçük kütüphanede sessizce çalışan öğrenci vardı.;bir;∅;öğrenci;determiners
ABD bilim insanları yeni yöntemlerle geliştirilen bir aşı test ediyor.;ABD bilim insanları yeni yöntemlerle geliştirilen aşı test ediyor.;bir;∅;aşı;determiners
Ben bu sabah beni ayıltan lezzetli bir kahve içtim.;Ben bu sabah beni ayıltan lezzetli kahve içtim.;bir;∅;kahve;determiners
Sonra mozart'ın gençliğinin anlatıldığı bir program seyrettik.;Sonra mozart'ın gençliğinin anlatıldığı program seyrettik.;bir;∅;program;determiners
Evde annemin dolabında sakladığı bir mektup buldum.;Evde annemin dolabında sakladığı mektup buldum.;bir;∅;mektup;determiners
Bir marketten fiyatı uygun olan bir peynir aldım.;Bir marketten fiyatı uygun olan peynir aldım.;bir;∅;peynir;determiners
Ayrıca dün akşam lezzeti damağımda kalan bir çorba içtim.;Ayrıca dün akşam lezzeti damağımda kalan çorba içtim.;bir;∅;çorba;determiners
Bugün mozart'ın gençliğinin anlatıldığı bir program seyrettik.;Bugün mozart'ın gençliğinin anlatıldığı program seyrettik.;bir;∅;program;determiners
Onun i̇çinde bol miktarda badem ve kakao olan bir pasta yaptılar.;Onun i̇çinde bol miktarda badem ve kakao olan pasta yaptılar.;bir;∅;pasta;determiners
Sonra marketten indirimde olan bir deterjan aldım.;Sonra marketten indirimde olan deterjan aldım.;bir;∅;deterjan;determiners
Bu akşam okumak için eleştirmenlerin beğendiği bir makale seçtiler.;Bu akşam okumak için eleştirmenlerin beğendiği makale seçtiler.;bir;∅;makale;determiners
En yeni açılan kafede şefin önerdiği nefis bir tabak denedik.;En yeni açılan kafede şefin önerdiği nefis tabak denedik.;bir;∅;tabak;determiners
Yine pazar sabahı ailece keyif aldığımız bir kahvaltı yaptık.;Yine pazar sabahı ailece keyif aldığımız kahvaltı yaptık.;bir;∅;kahvaltı;determiners
Öğrencilerin mezuniyet kutlaması için fiyatı makul sayılabilecek bir araç aldılar.;Öğrencilerin mezuniyet kutlaması için fiyatı makul sayılabilecek araç aldılar.;bir;∅;araç;determiners
Öğretmen sınava çalışırken bana yardımcı olacak bir defter verdi.;Öğretmen sınava çalışırken bana yardımcı olacak defter verdi.;bir;∅;defter;determiners
Ve ufaklığın dikkatini çekecek eğlenceli bir oyuncak aldım.;Ve ufaklığın dikkatini çekecek eğlenceli oyuncak aldım.;bir;∅;oyuncak;determiners
Yine mozart'ın gençliğinin anlatıldığı bir program seyrettik.;Yine mozart'ın gençliğinin anlatıldığı program seyrettik.;bir;∅;program;determiners
Ve müdüre İtalyanca'ya çevirisini yaptırdığı bir doküman götürdü.;Ve müdüre İtalyanca'ya çevirisini yaptırdığı doküman götürdü.;bir;∅;doküman;determiners
Onların doğum günü için üstünü çileklerle süslediğimiz bir pasta hazırladık.;Onların doğum günü için üstünü çileklerle süslediğimiz pasta hazırladık.;bir;∅;pasta;determiners
Müdür müdüre İngilizce'ye çevirisini yaptırdığı önemli bir belge teslim etti.;Müdür müdüre İngilizce'ye çevirisini yaptırdığı önemli belge teslim etti.;bir;∅;belge;determiners
İkinci doğum günü için üstünü çileklerle süslediğimiz bir pasta hazırladık.;İkinci doğum günü için üstünü çileklerle süslediğimiz pasta hazırladık.;bir;∅;pasta;determiners
Önce nişan hediyesi olarak modeli hoş gelen bir yüzük alacağız.;Önce nişan hediyesi olarak modeli hoş gelen yüzük alacağız.;bir;∅;yüzük;determiners
Ayrıca herkesin önerdiği harika bir film izledik.;Ayrıca herkesin önerdiği harika film izledik.;bir;∅;film;determiners
Cumartesi sabah kahvaltısında yemek için doyurucu bir sandviç aldım.;Cumartesi sabah kahvaltısında yemek için doyurucu sandviç aldım.;bir;∅;sandviç;determiners
Usta şefin tarifinden uyarladığım nefis bir börek yaptım.;Usta şefin tarifinden uyarladığım nefis börek yaptım.;bir;∅;börek;determiners
Ayrıca nişan hediyesi olarak modeli hoş gelen bir yüzük alacağız.;Ayrıca nişan hediyesi olarak modeli hoş gelen yüzük alacağız.;bir;∅;yüzük;determiners
Mimar Sinan'ın hayatının anlatıldığı bir belgesel izledik.;Mimar Sinan'ın hayatının anlatıldığı belgesel izledik.;bir;∅;belgesel;determiners
